Source,Target,Type,Id,Label,Weight,year,place
丕强,《民主周刊(北平)》,Directed,41539,,1,1946,北平
丘哲,《中华论坛》,Directed,41542,,1,1946,重庆
丘哲,《光明报》,Directed,41543,,1,1946,香港
东方晦之,《光明报》,Directed,41545,,1,1946,香港
东方晦之,《文萃》,Directed,41546,,1,1946,上海
丹尼尔,《时代杂志》,Directed,41553,,1,1946,上海
乔木,《正报》,Directed,41559,,3,1948,香港
乔木,《解放》,Directed,41560,,1,1946,北平
任四维,《民主(上海)》,Directed,41581,,1,1946,上海
任钧,《周报(上海1945)》,Directed,41585,,1,1946,上海
任钧,《文萃》,Directed,41586,,1,1946,上海
伊人,《民主(重庆)》,Directed,41587,,1,1946,重庆
伊利奥特·罗斯福,《民主(上海)》,Directed,41589,,1,1946,上海
伍丹戈,《文萃》,Directed,41594,,1,1946,上海
伍德昌,《文萃》,Directed,41596,,1,1946,上海
伍德昌,《时代杂志》,Directed,41597,,1,1946,上海
何为,《民主(重庆)》,Directed,41603,,1,1946,重庆
何之,《周报(上海1945)》,Directed,41604,,1,1946,上海
何家槐,《周报(上海1945)》,Directed,41608,,1,1946,上海
何家槐,《文萃》,Directed,41609,,3,1947,上海
何思敬,《文萃》,Directed,41612,,1,1946,上海
何思敬,《解放》,Directed,41613,,1,1946,北平
何恕,《民主(上海)》,Directed,41614,,1,1946,上海
何方,《民主周刊(北平)》,Directed,41616,,1,1946,北平
何永佶,《再生》,Directed,41618,,1,1946,上海
何若钧,《中央周刊》,Directed,41623,,5,1947,南京
何香凝,《正报》,Directed,41625,,1,1946,香港
余伯约,《周报(上海1945)》,Directed,41627,,1,1946,上海
傅孟真,《文萃》,Directed,41641,,1,1946,上海
傅彬然,《文萃》,Directed,41643,,1,1946,上海
傅雷,《民主(上海)》,Directed,41646,,1,1946,上海
全慰天,《观察》,Directed,41656,,4,1948,上海
公彦,《文萃》,Directed,41660,,2,1947,上海
公隼,《周报(上海1945)》,Directed,41661,,1,1946,上海
公隼,《文萃》,Directed,41662,,1,1946,上海
农慕之,《民主(上海)》,Directed,41668,,1,1946,上海
冬麦,《文萃》,Directed,41673,,1,1946,上海
冬麦,《解放》,Directed,41674,,1,1946,北平
冯玉祥,《时代杂志》,Directed,41678,,1,1946,上海
冯至,《文萃》,Directed,41679,,1,1946,上海
冯至,《观察》,Directed,41680,,1,1946,上海
刃锋,《中华论坛》,Directed,41690,,1,1946,重庆
刘士伟,《文萃》,Directed,41699,,1,1946,上海
刘尊棋,《中华论坛》,Directed,41703,,1,1946,重庆
刘尊棋,《文萃》,Directed,41704,,1,1946,上海
刘白羽,《周报(上海1945)》,Directed,41713,,1,1946,上海
刘白羽,《正报》,Directed,41714,,2,1947,香港
力扬,《民主周刊(北平)》,Directed,41726,,1,1946,北平
千家驹,《民主周刊(昆明)》,Directed,41741,,1,1946,昆明
华生,《周报(上海1945)》,Directed,41747,,1,1946,上海
华罗庚,《时代杂志》,Directed,41748,,1,1946,上海
华莱士,《时代杂志》,Directed,41750,,5,1948,上海
南人,《周报(上海1945)》,Directed,41756,,1,1946,上海
史国衡,《再生》,Directed,41780,,1,1946,上海
史坦因,《文萃》,Directed,41781,,1,1946,上海
史坦因,《解放》,Directed,41782,,1,1946,北平
史特朗,《正报》,Directed,41788,,3,1947,香港
史靖,《文萃》,Directed,41794,,1,1946,上海
史靖,《民主周刊(昆明)》,Directed,41795,,1,1946,昆明
叶萌,《正报》,Directed,41803,,1,1946,香港
叶辛,《文萃》,Directed,41804,,1,1946,上海
司马文森,《周报(上海1945)》,Directed,41807,,1,1946,上海
向达,《民主周刊(昆明)》,Directed,41813,,1,1946,昆明
君羊,《民主(上海)》,Directed,41821,,1,1946,上海
吴恩裕,《观察》,Directed,41830,,9,1948,上海
吴晗,《中华论坛》,Directed,41831,,1,1946,重庆
吴清友,《时代杂志》,Directed,41833,,1,1946,上海
周新民,《光明报》,Directed,41842,,6,1949,香港
周绶章,《观察》,Directed,41846,,4,1947,上海
周而复,《文萃》,Directed,41849,,1,1946,上海
周谷城,《文萃》,Directed,41852,,1,1946,上海
味橄,《观察》,Directed,41856,,1,1946,上海
唐弢,《时代杂志》,Directed,41862,,1,1946,上海
唐旻,《文萃》,Directed,41864,,1,1946,上海
国新,《民主周刊(北平)》,Directed,41875,,1,1946,北平
国新,《民主周刊(昆明)》,Directed,41876,,1,1946,昆明
坚夫,《光明报》,Directed,41880,,1,1946,香港
夏白,《文萃》,Directed,41892,,1,1946,上海
夏白,《解放》,Directed,41893,,1,1946,北平
夏衍,《民主周刊(北平)》,Directed,41895,,1,1946,北平
夏迪蒙,《民主(重庆)》,Directed,41896,,1,1946,重庆
姜庆湘,《国讯》,Directed,41917,,1,1946,上海
娄立斋,《文萃》,Directed,41921,,1,1946,上海
子冈,《周报(上海1945)》,Directed,41924,,1,1946,上海
子冈,《民主周刊(北平)》,Directed,41925,,1,1946,北平
子午,《文萃》,Directed,41926,,1,1946,上海
孙源,《民主:桂林版》,Directed,41940,,1,1946,桂林
孟南,《民主周刊(北平)》,Directed,41942,,1,1946,北平
孟宪章,《中华论坛》,Directed,41944,,1,1946,重庆
孟永之,《中华论坛》,Directed,41947,,1,1946,重庆
宋云彬,《文萃》,Directed,41963,,1,1946,上海
宋云彬,《民主周刊(北平)》,Directed,41964,,1,1946,北平
宜闲,《文萃》,Directed,41971,,1,1946,上海
宣铁吾,《周报(上海1945)》,Directed,41973,,1,1946,上海
宣铁吾,《文萃》,Directed,41974,,1,1946,上海
宾符,《周报(上海1945)》,Directed,41977,,1,1946,上海
寿进文,《文萃》,Directed,41979,,1,1946,上海
尊闻,《周报(上海1945)》,Directed,41980,,1,1946,上海
小兵,《民主:桂林版》,Directed,41982,,1,1946,桂林
小鱼,《民主周刊(北平)》,Directed,41984,,1,1946,北平
尖兵,《周报(上海1945)》,Directed,41988,,1,1946,上海
尚钺,《文萃》,Directed,41992,,1,1946,上海
尚钺,《民主周刊(北平)》,Directed,41993,,1,1946,北平
尼龙,《文萃》,Directed,41997,,1,1946,上海
屠西,《文萃》,Directed,42000,,1,1946,上海
屠西,《民主:桂林版》,Directed,42001,,1,1946,桂林
岳光,《周报(上海1945)》,Directed,42003,,1,1946,上海
崔嵬,《再生》,Directed,42004,,1,1946,上海
巴金,《时代杂志》,Directed,42009,,1,1946,上海
师陀,《时代杂志》,Directed,42013,,1,1946,上海
廖冰兄,《周报(上海1945)》,Directed,42028,,1,1946,上海
廖盖隆,《文萃》,Directed,42030,,1,1946,上海
张一凡,《民主:桂林版》,Directed,42038,,1,1946,桂林
张东前,《观察》,Directed,42040,,1,1946,上海
张东荪,《周报(上海1945)》,Directed,42041,,1,1946,上海
张东荪,《国讯》,Directed,42042,,3,1947,上海
张子毅,《文萃》,Directed,42053,,1,1946,上海
张殊明,《正报》,Directed,42067,,1,1946,香港
张泉,《文萃》,Directed,42071,,1,1946,上海
张泉,《时代杂志》,Directed,42072,,3,1948,上海
张澜,《民主:桂林版》,Directed,42075,,1,1946,桂林
张申府,《中华论坛》,Directed,42077,,1,1946,重庆
张申府,《民主周刊(北平)》,Directed,42079,,1,1946,北平
张絅伯,《文萃》,Directed,42084,,5,1947,上海
张铁生,《民主(上海)》,Directed,42090,,1,1946,上海
彭慧,《民主:桂林版》,Directed,42095,,1,1946,桂林
徐盈,《周报(上海1945)》,Directed,42115,,1,1946,上海
徐盈,《文萃》,Directed,42116,,1,1946,上海
徐盈,《观察》,Directed,42117,,1,1946,上海
徐迟,《文萃》,Directed,42120,,3,1947,上海
徐迟,《时代杂志》,Directed,42121,,1,1946,上海
愚公,《民主(上海)》,Directed,42133,,1,1946,上海
戴世光,《观察》,Directed,42144,,1,1946,上海
戴文葆,《周报(上海1945)》,Directed,42145,,1,1946,上海
戴文葆,《民主(上海)》,Directed,42146,,1,1946,上海
拉铁摩尔,《文萃》,Directed,42152,,1,1946,上海
文孚,《周报(上海1945)》,Directed,42162,,1,1946,上海
文孚,《文萃》,Directed,42163,,1,1946,上海
文魁,《文萃》,Directed,42169,,1,1946,上海
方方,《正报》,Directed,42179,,2,1947,香港
方纾,《周报(上海1945)》,Directed,42185,,1,1946,上海
方纾,《民主(上海)》,Directed,42186,,1,1946,上海
方迅,《文萃》,Directed,42188,,1,1946,上海
施复亮,《中华论坛》,Directed,42191,,1,1946,重庆
施复亮,《国讯》,Directed,42192,,3,1948,上海
施复亮,《民主(重庆)》,Directed,42193,,1,1946,重庆
施艾,《文萃》,Directed,42195,,1,1946,上海
晨曦,《文萃》,Directed,42205,,1,1946,上海
曹孟君,《周报(上海1945)》,Directed,42214,,1,1946,上海
曹锡珍,《民主(重庆)》,Directed,42218,,1,1946,重庆
曾伟,《文萃》,Directed,42221,,1,1946,上海
朱东润,《中央周刊》,Directed,42233,,1,1946,南京
朱东润,《观察》,Directed,42234,,1,1946,上海
朱自清,《文萃》,Directed,42243,,1,1946,上海
李伯球,《光明报》,Directed,42246,,6,1949,香港
李俞,《光明报》,Directed,42249,,1,1946,香港
李公朴,《民主周刊(北平)》,Directed,42253,,1,1946,北平
李公樸,《民主周刊(昆明)》,Directed,42255,,1,1946,昆明
李家榆,《文萃》,Directed,42263,,1,1946,上海
李敏,《民主(上海)》,Directed,42268,,1,1946,上海
李济深,《中华论坛》,Directed,42275,,1,1946,重庆
李章达,《光明报》,Directed,42281,,1,1946,香港
杨伯恺,《光明报》,Directed,42291,,2,1948,香港
杨伯恺,《文萃》,Directed,42292,,1,1946,上海
杨刚,《观察》,Directed,42296,,7,1948,上海
杨卫玉,《民主(上海)》,Directed,42297,,1,1946,上海
杨深,《文萃》,Directed,42303,,3,1947,上海
杨荣国,《民主:桂林版》,Directed,42308,,1,1946,桂林
杨西孟,《观察》,Directed,42309,,2,1947,上海
林亨元,《文萃》,Directed,42321,,1,1946,上海
林亨元,《民主周刊(昆明)》,Directed,42322,,1,1946,昆明
林赛,《再生》,Directed,42334,,1,1946,上海
林辰,《民主(重庆)》,Directed,42336,,1,1946,重庆
林达,《民主周刊(昆明)》,Directed,42337,,1,1946,昆明
柏寒,《民主:桂林版》,Directed,42341,,1,1946,桂林
梁漱溟,《再生》,Directed,42365,,2,1949,上海
梁潄溟,《光明报》,Directed,42366,,1,1946,香港
梁潄溟,《周报(上海1945)》,Directed,42367,,1,1946,上海
梁潄溟,《文萃》,Directed,42368,,1,1946,上海
梁纯夫,《中华论坛》,Directed,42370,,1,1946,重庆
欧阳倩,《民主周刊(北平)》,Directed,42378,,1,1946,北平
毅生,《文萃》,Directed,42384,,1,1946,上海
求思,《周报(上海1945)》,Directed,42397,,1,1946,上海
汉夫,《正报》,Directed,42398,,1,1946,香港
沈体兰,《民主(上海)》,Directed,42412,,1,1946,上海
沈兹九,《周报(上海1945)》,Directed,42413,,1,1946,上海
沈兹九,《文萃》,Directed,42414,,1,1946,上海
沈同衡,《民主周刊(北平)》,Directed,42415,,1,1946,北平
沈志远,《正报》,Directed,42418,,1,1946,香港
沈若谷,《文萃》,Directed,42422,,1,1946,上海
沈茂坊,《民主周刊(北平)》,Directed,42423,,1,1946,北平
波立特,《时代杂志》,Directed,42438,,1,1946,上海
洪遒,《光明报》,Directed,42449,,2,1947,香港
湘渔,《文萃》,Directed,42459,,1,1946,上海
潘光旦,《民主周刊(北平)》,Directed,42463,,1,1946,北平
焦敏之,《时代杂志》,Directed,42475,,1,1946,上海
爱伦堡,《文萃》,Directed,42477,,1,1946,上海
爱伦堡,《民主(上海)》,Directed,42478,,1,1946,上海
狄超白,《民主周刊(昆明)》,Directed,42485,,1,1946,昆明
王亚平,《周报(上海1945)》,Directed,42487,,1,1946,上海
王亚平,《时代杂志》,Directed,42488,,1,1946,上海
王坪,《周报(上海1945)》,Directed,42499,,1,1946,上海
王立果,《民主周刊(北平)》,Directed,42513,,1,1946,北平
王芸生,《观察》,Directed,42516,,2,1947,上海
瓦尔加,《文萃》,Directed,42523,,1,1946,上海
甘祠森,《再生》,Directed,42525,,1,1946,上海
田汉,《民主(上海)》,Directed,42530,,1,1946,上海
申由,《光明报》,Directed,42537,,1,1946,香港
白寒,《文萃》,Directed,42541,,1,1946,上海
白薇,《民主(重庆)》,Directed,42550,,1,1946,重庆
石东,《文萃》,Directed,42560,,1,1946,上海
石啸冲,《时代杂志》,Directed,42563,,1,1946,上海
秦似,《文萃》,Directed,42575,,1,1946,上海
笪移今,《观察》,Directed,42600,,10,1949,上海
纯青,《观察》,Directed,42614,,4,1948,上海
罗荪,《周报(上海1945)》,Directed,42639,,1,1946,上海
罗荪,《时代杂志》,Directed,42640,,1,1946,上海
罗隆基,《光明报》,Directed,42643,,1,1946,香港
翼青,《民主周刊(北平)》,Directed,42653,,1,1946,北平
翼青,《民主周刊(昆明)》,Directed,42654,,1,1946,昆明
胡仲持,《正报》,Directed,42668,,1,1946,香港
胡光,《周报(上海1945)》,Directed,42669,,1,1946,上海
胡冈,《文萃》,Directed,42671,,1,1946,上海
胡庆钧,《民主周刊(昆明)》,Directed,42672,,1,1946,昆明
胡愈之,《光明报》,Directed,42673,,1,1946,香港
胡绳,《中华论坛》,Directed,42677,,1,1946,重庆
胡绳,《周报(上海1945)》,Directed,42678,,1,1946,上海
胡钊,《民主周刊(北平)》,Directed,42681,,1,1946,北平
胡风,《中建》,Directed,42682,,1,1946,上海
胡风,《文萃》,Directed,42683,,1,1946,上海
臧克家,《民主(上海)》,Directed,42685,,1,1946,上海
艾思奇,《周报(上海1945)》,Directed,42688,,1,1946,上海
艾秋飙,《光明报》,Directed,42691,,1,1946,香港
艾芜,《时代杂志》,Directed,42692,,1,1946,上海
艾芜,《解放》,Directed,42693,,1,1946,北平
花西里,《文萃》,Directed,42699,,2,1947,上海
苏儒,《文萃》,Directed,42700,,1,1946,上海
苏儒,《时代杂志》,Directed,42701,,1,1946,上海
茅盾,《中华论坛》,Directed,42709,,1,1946,重庆
荒烟,《时代杂志》,Directed,42710,,1,1946,上海
萧乾,《观察》,Directed,42723,,3,1948,上海
萨空了,《光明报》,Directed,42732,,2,1947,香港
萨空了,《文萃》,Directed,42733,,1,1946,上海
萨空了,《正报》,Directed,42734,,1,1946,香港
葆荃,《文萃》,Directed,42736,,1,1946,上海
葛一虹,《周报(上海1945)》,Directed,42738,,1,1946,上海
葛一虹,《时代杂志》,Directed,42739,,1,1946,上海
董时进,《文萃》,Directed,42746,,1,1946,上海
蒋匀田,《民主:桂林版》,Directed,42751,,1,1946,桂林
蒲特,《正报》,Directed,42754,,1,1946,香港
蕙风,《时代杂志》,Directed,42764,,1,1946,上海
蕙风,《正报》,Directed,42765,,1,1946,香港
薛汕,《中华论坛》,Directed,42767,,1,1946,重庆
袁水拍,《周报(上海1945)》,Directed,42775,,1,1946,上海
袁水拍,《时代杂志》,Directed,42776,,1,1946,上海
袁西华,《民主(重庆)》,Directed,42778,,1,1946,重庆
许杰,《文萃》,Directed,42792,,1,1946,上海
许涤新,《文萃》,Directed,42793,,1,1946,上海
许涤新,《正报》,Directed,42794,,5,1948,香港
诺斯,《文萃》,Directed,42801,,1,1946,上海
诺斯,《时代杂志》,Directed,42802,,1,1946,上海
谌小岑,《中央周刊》,Directed,42804,,2,1947,南京
谌小岑,《文萃》,Directed,42805,,1,1946,上海
谢东平,《民主(上海)》,Directed,42807,,1,1946,上海
费孝通,《民主(上海)》,Directed,42826,,1,1946,上海
费孝通,《民主周刊(北平)》,Directed,42827,,1,1946,北平
费正,《中华论坛》,Directed,42830,,1,1946,重庆
赛珍珠,《周报(上海1945)》,Directed,42837,,1,1946,上海
赵元浩,《周报(上海1945)》,Directed,42841,,1,1946,上海
赵元浩,《文萃》,Directed,42842,,1,1946,上海
赵超构,《文萃》,Directed,42849,,1,1946,上海
辛斤,《光明报》,Directed,42854,,1,1946,香港
迈之,《民主(重庆)》,Directed,42857,,1,1946,重庆
适夷,《文萃》,Directed,42861,,1,1946,上海
适夷,《民主(上海)》,Directed,42862,,1,1946,上海
邓之诚,《文萃》,Directed,42866,,1,1946,上海
邓初民,《周报(上海1945)》,Directed,42867,,1,1946,上海
邓颖超,《时代杂志》,Directed,42874,,1,1946,上海
邹文海,《观察》,Directed,42882,,1,1946,上海
邹鲁,《中央周刊》,Directed,42885,,1,1946,南京
郑森禹,《文萃》,Directed,42894,,1,1946,上海
郭大力,《文萃》,Directed,42897,,1,1946,上海
郭根,《周报(上海1945)》,Directed,42901,,1,1946,上海
郭沬若,《正报》,Directed,42903,,3,1948,香港
郭沬若,《解放》,Directed,42904,,1,1946,北平
铁马,《文萃》,Directed,42934,,1,1946,上海
闻一多,《文萃》,Directed,42943,,1,1946,上海
闻一多,《民主周刊(北平)》,Directed,42944,,1,1946,北平
闻家驷,《周报(上海1945)》,Directed,42945,,1,1946,上海
阎宝航,《民主(重庆)》,Directed,42949,,1,1946,重庆
陈原,《时代杂志》,Directed,42977,,1,1946,上海
陈家康,《民主(上海)》,Directed,42982,,1,1946,上海
陈家康,《解放》,Directed,42983,,1,1946,北平
陈平,《文萃》,Directed,42987,,1,1946,上海
陈柏心,《中央周刊》,Directed,42992,,5,1947,南京
陈柏心,《观察》,Directed,42993,,1,1946,上海
陈白尘,《周报(上海1945)》,Directed,43001,,1,1946,上海
陈立夫,《中建》,Directed,43003,,1,1946,上海
陈翰笙,《文萃》,Directed,43007,,1,1946,上海
陈闲,《正报》,Directed,43013,,2,1948,香港
陶孟和,《观察》,Directed,43018,,1,1946,上海
陶行知,《民主(上海)》,Directed,43020,,1,1946,上海
雪峰,《时代杂志》,Directed,43025,,1,1946,上海
雷洁琼,《周报(上海1945)》,Directed,43029,,1,1946,上海
雷海宗,《观察》,Directed,43031,,2,1947,上海
雾城,《周报(上海1945)》,Directed,43032,,1,1946,上海
雾城,《文萃》,Directed,43033,,1,1946,上海
静之,《民主周刊(昆明)》,Directed,43040,,1,1946,昆明
静远,《民主周刊(北平)》,Directed,43042,,1,1946,北平
静远,《民主周刊(昆明)》,Directed,43043,,1,1946,昆明
非昔,《文萃》,Directed,43044,,1,1946,上海
靳以,《周报(上海1945)》,Directed,43046,,1,1946,上海
韩德培,《观察》,Directed,43048,,5,1947,上海
香汀,《周报(上海1945)》,Directed,43062,,1,1946,上海
香汀,《文萃》,Directed,43063,,1,1946,上海
马寅初,《观察》,Directed,43067,,1,1946,上海
马歇尔,《中央周刊》,Directed,43071,,1,1946,南京
高梁,《文萃》,Directed,43075,,1,1946,上海
高歌,《文萃》,Directed,43076,,1,1946,上海
魏伯,《周报(上海1945)》,Directed,43080,,1,1946,上海
魏伯,《解放》,Directed,43081,,1,1946,北平
魏金枝,《时代杂志》,Directed,43084,,1,1946,上海
鲁山,《民主周刊(北平)》,Directed,43088,,1,1946,北平
鲁山,《解放》,Directed,43090,,1,1946,北平
鲁迅,《解放》,Directed,43092,,1,1946,北平
鲁风,《民主周刊(昆明)》,Directed,43094,,1,1946,昆明
黄雨秋,《周报(上海1945)》,Directed,43110,,1,1946,上海
黎洪,《民主(上海)》,Directed,43119,,1,1946,上海
黎纬北,《光明报》,Directed,43123,,1,1946,香港
龚澎,《文萃》,Directed,43129,,1,1946,上海
（美）李普曼,《民主(上海)》,Directed,43140,,1,1946,上海
（苏）爱伦堡,《文萃》,Directed,43151,,1,1946,上海
（苏）爱伦堡,《正报》,Directed,43152,,1,1946,香港
石啸冲,《国讯》,Directed,43163,,55,1947,上海
舒翰,《正报》,Directed,43170,,48,1948,香港
王民,《国讯》,Directed,43173,,38,1948,上海
叶菲,《群众》,Directed,43178,,19,1947,香港
江问渔,《国讯》,Directed,43180,,19,1947,上海
费孝通,《观察》,Directed,43182,,39,1949,上海
文骊,《国讯》,Directed,43189,,16,1948,上海
许涤新,《群众》,Directed,43196,,36,1949,香港
方成,《观察》,Directed,43198,,21,1949,上海
王亚南,《时与文》,Directed,43205,,20,1948,上海
光祖,《国讯》,Directed,43210,,11,1947,上海
吕克难,《再生》,Directed,43211,,11,1947,上海
安尼,《群众》,Directed,43212,,11,1947,香港
史特朗,《群众》,Directed,43222,,15,1948,香港
君羊,《中央周刊》,Directed,43223,,134,1948,南京
方成,《时与文》,Directed,43225,,10,1947,上海
林焕平,《国讯》,Directed,43228,,21,1948,上海
梁漱溟,《观察》,Directed,43229,,10,1947,上海
米谷,《时与文》,Directed,43232,,10,1947,上海
乔木,《群众》,Directed,43235,,25,1949,香港
张文元,《时与文》,Directed,43238,,9,1947,上海
李桦,《时与文》,Directed,43239,,9,1947,上海
潘朗,《时代杂志》,Directed,43241,,9,1947,上海
穆企,《时与文》,Directed,43242,,9,1947,上海
张铁生,《正报》,Directed,43250,,8,1947,香港
楼邦彦,《观察》,Directed,43253,,15,1949,上海
沈友谷,《群众》,Directed,43254,,12,1948,香港
补斋,《国讯》,Directed,43255,,11,1948,上海
陆诒,《光明报》,Directed,43256,,13,1949,香港
米谷,《群众》,Directed,43265,,80,1949,香港
苏素,《正报》,Directed,43266,,7,1947,香港
尼龙,《时与文》,Directed,43276,,6,1947,上海
文魁,《群众》,Directed,43280,,27,1949,香港
方方,《群众》,Directed,43282,,23,1949,香港
曾昭抡,《时与文》,Directed,43283,,22,1948,上海
桐庐,《正报》,Directed,43286,,8,1948,香港
浦熙修,《观察》,Directed,43288,,6,1947,上海
石东,《时与文》,Directed,43290,,6,1947,上海
石仲子,《国讯》,Directed,43291,,15,1948,上海
胡笛,《时与文》,Directed,43294,,7,1948,上海
费正,《时与文》,Directed,43295,,6,1947,上海
默涵,《群众》,Directed,43299,,8,1948,香港
宦乡,《时与文》,Directed,43305,,7,1948,上海
怀庶,《群众》,Directed,43307,,11,1948,香港
怀湘,《群众》,Directed,43308,,17,1949,香港
施复亮,《时与文》,Directed,43312,,5,1947,上海
林海,《时与文》,Directed,43317,,13,1948,上海
林赛,《群众》,Directed,43318,,8,1948,香港
樊弘,《时与文》,Directed,43322,,9,1948,上海
潘光祖,《国讯》,Directed,43325,,5,1947,上海
舒翰,《群众》,Directed,43329,,10,1949,香港
蔡尚思,《时与文》,Directed,43333,,15,1948,上海
费孝通,《现代文摘(上海)》,Directed,43334,,5,1947,上海
静观,《再生》,Directed,43342,,5,1947,上海
云彬,《光明报》,Directed,43348,,4,1947,香港
伍丹戈,《时与文》,Directed,43351,,5,1948,上海
凌华,《时与文》,Directed,43354,,12,1948,上海
华罗庚,《时与文》,Directed,43356,,4,1947,上海
华莱士,《再生》,Directed,43357,,7,1948,上海
华莱士,《国讯》,Directed,43358,,4,1947,上海
平凡,《时与文》,Directed,43371,,4,1947,上海
张东荪,《时与文》,Directed,43372,,4,1947,上海
文琪,《时与文》,Directed,43379,,6,1948,上海
方成,《现代文摘(上海)》,Directed,43380,,4,1947,上海
方显廷,《现代文摘(上海)》,Directed,43381,,4,1947,上海
杨西孟,《现代文摘(上海)》,Directed,43386,,4,1947,上海
林焕平,《时与文》,Directed,43387,,4,1947,上海
江流,《时与文》,Directed,43391,,4,1947,上海
洪荒,《时与文》,Directed,43393,,4,1947,上海
潘光祖,《时代杂志》,Directed,43395,,4,1947,上海
老马,《时与文》,Directed,43404,,4,1947,上海
胡其亮,《正报》,Directed,43405,,8,1948,香港
苏新,《国讯》,Directed,43408,,5,1948,上海
邓初民,《光明报》,Directed,43413,,9,1948,香港
钱端升,《观察》,Directed,43417,,5,1949,上海
陈行健,《国讯》,Directed,43421,,6,1948,上海
严仁赓,《观察》,Directed,43436,,8,1948,上海
乔木,《现代文摘(上海)》,Directed,43437,,3,1947,上海
何永佶,《观察》,Directed,43444,,11,1948,上海
佚名,《现代文摘(上海)》,Directed,43445,,3,1947,上海
凤子,《时与文》,Directed,43446,,6,1948,上海
刘迺诚,《观察》,Directed,43448,,4,1948,上海
华山,《时与文》,Directed,43450,,3,1947,上海
吕剑,《群众》,Directed,43455,,3,1947,香港
吴清友,《时与文》,Directed,43456,,3,1947,上海
周伯棣,《时与文》,Directed,43458,,6,1948,上海
周达,《正报》,Directed,43460,,4,1948,香港
宦乡,《现代文摘(上海)》,Directed,43469,,3,1947,上海
崔是田,《正报》,Directed,43473,,5,1948,香港
张东荪,《现代文摘(上海)》,Directed,43475,,3,1947,上海
张志龢,《文萃》,Directed,43477,,3,1947,上海
张文元,《现代文摘(上海)》,Directed,43478,,3,1947,上海
怀庶,《正报》,Directed,43484,,3,1947,香港
朱自清,《观察》,Directed,43491,,3,1947,上海
李白凤,《国讯》,Directed,43494,,3,1947,上海
杜渐,《时与文》,Directed,43497,,4,1948,上海
杨人楩,《观察》,Directed,43498,,7,1948,上海
林其民,《时与文》,Directed,43501,,3,1947,上海
林木,《国讯》,Directed,43503,,3,1947,上海
林沧白,《时与文》,Directed,43505,,9,1948,上海
林焕平,《现代文摘(上海)》,Directed,43506,,3,1947,上海
樊弘,《观察》,Directed,43513,,11,1949,上海
欧文,《正报》,Directed,43514,,4,1948,香港
汤德明,《时与文》,Directed,43516,,6,1948,上海
潘孑农,《时与文》,Directed,43523,,3,1947,上海
田汝康,《观察》,Directed,43527,,7,1948,上海
白薇,《国讯》,Directed,43529,,3,1947,上海
穆企,《现代文摘(上海)》,Directed,43530,,3,1947,上海
端纳,《时代杂志》,Directed,43531,,4,1948,上海
筠友,《国讯》,Directed,43535,,3,1947,上海
胡适,《现代文摘(上海)》,Directed,43539,,3,1947,上海
臧克家,《时与文》,Directed,43540,,3,1947,上海
荃麟,《群众》,Directed,43542,,11,1949,香港
蔡尚思,《现代文摘(上海)》,Directed,43547,,3,1947,上海
辛之,《群众》,Directed,43552,,7,1949,香港
邓初民,《群众》,Directed,43554,,3,1947,香港
陶孟和,《现代文摘(上海)》,Directed,43565,,3,1947,上海
马叙伦,《时与文》,Directed,43569,,3,1947,上海
马寅初,《国讯》,Directed,43570,,4,1948,上海
马寅初,《现代文摘(上海)》,Directed,43571,,3,1947,上海
仲冰,《正报》,Directed,43599,,6,1948,香港
伯奇,《时与文》,Directed,43606,,2,1947,上海
何永佶,《现代文摘(上海)》,Directed,43610,,2,1947,上海
余才友,《观察》,Directed,43611,,4,1948,上海
佚名,《群众》,Directed,43612,,3,1948,香港
储安平,《现代文摘(上海)》,Directed,43615,,2,1947,上海
光祖,《时代杂志》,Directed,43616,,2,1947,上海
冯契,《时与文》,Directed,43622,,5,1948,上海
刃锋,《观察》,Directed,43623,,2,1947,上海
史特朗,《国讯》,Directed,43635,,2,1947,上海
史靖,《时与文》,Directed,43637,,3,1948,上海
向日,《再生》,Directed,43641,,2,1947,上海
吴世昌,《现代文摘(上海)》,Directed,43644,,2,1947,上海
吴晗,《时与文》,Directed,43646,,5,1948,上海
周子亚,《观察》,Directed,43649,,2,1947,上海
周建人,《时与文》,Directed,43650,,4,1948,上海
周炳琳,《观察》,Directed,43651,,3,1948,上海
周而复,《群众》,Directed,43652,,2,1947,香港
周谷城,《时与文》,Directed,43653,,2,1947,上海
夏炎德,《观察》,Directed,43656,,3,1948,上海
姜庆湘,《现代文摘(上海)》,Directed,43659,,2,1947,上海
娄立斋,《现代文摘(上海)》,Directed,43660,,2,1947,上海
孙殿伟,《时与文》,Directed,43664,,2,1947,上海
宣相权,《中央周刊》,Directed,43671,,2,1947,南京
岳光,《时代杂志》,Directed,43675,,2,1947,上海
廖方明,《群众》,Directed,43681,,2,1947,香港
张啸虎,《时与文》,Directed,43685,,3,1948,上海
张啸虎,《观察》,Directed,43686,,2,1947,上海
张铁生,《现代文摘(上海)》,Directed,43695,,2,1947,上海
拉斯基,《观察》,Directed,43708,,4,1948,上海
日丹诺夫,《时代杂志》,Directed,43716,,3,1948,上海
星星,《群众》,Directed,43718,,3,1948,香港
李健吾,《观察》,Directed,43725,,2,1947,上海
李普,《正报》,Directed,43726,,2,1947,香港
李桦,《观察》,Directed,43728,,3,1949,上海
李白凤,《文萃》,Directed,43730,,2,1947,上海
