Id,Label,timeset,type,indegree,outdegree,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
杜衡(1948),杜衡,,author,0,17,109,3917,0.244859,4,0.48777,0.518744,690.225639
张肖梅(1948),张肖梅,,author,0,28,58,9444,0.101874,4,0.46201,0.487525,1054.000936
杨博如(1948),杨博如,,author,0,28,58,9444,0.101874,4,0.46201,0.487525,1054.000936
波光(1948),波光,,author,0,76,153,3664,0.197716,4,0.500369,0.538102,13813.436121
叶新华(1948),叶新华,,author,0,22,299,2613,0.669718,4,0.537882,0.597161,2883.232699
丁蕾(1948),丁蕾,,author,0,64,317,4972,0.582252,4,0.543269,0.604658,9613.440118
王亚南(1948),王亚南,,author,0,29,224,3388,0.508676,4,0.519739,0.567908,3046.351921
柏苍(1948),柏苍,,author,0,37,252,3978,0.439356,4,0.528037,0.579769,8762.316741
M.H.(1948),M.H.,,author,0,352,738,6100,1,4,0.672619,0.767085,118667.034296
曾昭抡(1948),曾昭抡,,author,0,48,196,4829,0.409735,4,0.512085,0.55617,5525.141006
潮声(1948),潮声,,author,0,37,99,729,0.137703,4,0.478307,0.509894,2610.139585
张绍贤(1948),张绍贤,,author,0,39,197,2559,0.364484,4,0.513053,0.557153,4397.485755
文青(1948),文青,,author,0,34,174,3168,0.344433,4,0.503154,0.545293,6265.193247
陈振汉(1948),陈振汉,,author,0,53,246,2174,0.429571,4,0.522543,0.575037,5642.404755
陈达(1948),陈达,,author,0,43,267,551,0.541274,4,0.531348,0.585546,6248.751248
蔡尚思(1948),蔡尚思,,author,0,42,320,1159,0.570744,4,0.542834,0.605027,9745.945746
赵志华(1948),赵志华,,author,0,13,181,2275,0.411252,4,0.502408,0.546337,1172.484314
章明(1948),章明,,author,0,21,162,2017,0.31054,4,0.503341,0.542281,2304.754926
蒋硕傑(1948),蒋硕傑,,author,0,32,155,1077,0.304344,4,0.49471,0.535091,2894.560041
微明(1948),微明,,author,0,1,0,0,0,0,0,0,0
程梯云(1948),程梯云,,author,0,12,61,84,0.087837,4,0.456258,0.484083,870.765652
余园(1948),余园,,author,0,16,146,614,0.350641,4,0.490061,0.529621,590.566643
周公南(1948),周公南,,author,0,13,58,168,0.06918,5,0.448709,0.477348,332.070554
费孝通(1948),费孝通,,author,0,80,433,2609,0.815372,4,0.577513,0.651303,21927.640537
郭泉(1948),郭泉,,author,0,45,207,516,0.341764,4,0.512665,0.559304,5231.157949
凯玲(1948),凯玲,,author,0,4,136,1285,0.30377,4,0.490061,0.526979,1822.483648
吴景超(1948),吴景超,,author,0,77,366,2380,0.695733,4,0.555738,0.623587,14838.514658
朱树锦(1948),朱树锦,,author,0,35,220,597,0.433028,4,0.517755,0.56588,7902.174315
林海(1948),林海,,author,0,16,67,108,0.124629,4,0.47067,0.49619,712.864934
欧阳春(1948),欧阳春,,author,0,29,384,1345,0.796102,4,0.562656,0.631637,9696.045658
段连城(1948),段连城,,author,0,9,113,1246,0.289397,4,0.479491,0.514012,201.349422
甄斯(1948),甄斯,,author,0,21,114,1232,0.28724,4,0.481705,0.515855,417.340556
陆志韦(1948),陆志韦,,author,0,26,115,1100,0.183807,4,0.476961,0.51266,2735.466009
黄撼石(1948),黄撼石,,author,0,9,158,996,0.389842,4,0.500739,0.539639,972.333163
仲亨(1948),仲亨,,author,0,99,335,696,0.589872,4,0.547215,0.611234,25914.166083
牛纵(1948),牛纵,,author,0,20,47,101,0.054262,4,0.450798,0.476094,1136.352918
王一冰(1948),王一冰,,author,0,8,14,43,0.031334,5,0.400709,0.42339,115.522347
负生(1948),负生,,author,0,14,208,818,0.376467,4,0.512472,0.559427,3942.501362
金志文(1948),金志文,,author,0,22,75,316,0.093626,4,0.460598,0.49072,752.730332
伟夫(1948),伟夫,,author,0,5,36,77,0.049371,4,0.445466,0.469088,1063.247944
何永佶(1948),何永佶,,author,0,21,176,299,0.432471,4,0.504089,0.546276,3748.275845
刘大中(1948),刘大中,,author,0,68,361,1918,0.691326,4,0.557795,0.623402,9974.384001
刘子健(1948),刘子健,,author,0,21,312,1142,0.72233,4,0.543052,0.603368,5572.635183
卓仁(1948),卓仁,,author,0,15,249,1624,0.529932,4,0.519341,0.573931,4519.602291
喻凎邨(1948),喻凎邨,,author,0,3,12,17,0.021413,5,0.400946,0.422652,6.519854
张君劢(1948),张君劢,,author,0,116,503,2637,0.854749,4,0.597357,0.678097,43019.013262
慕真(1948),慕真,,author,0,8,249,1742,0.539195,4,0.521739,0.575221,2794.895508
施复亮(1948),施复亮,,author,0,32,346,1064,0.667985,4,0.553018,0.617134,9609.152916
李广田(1948),李广田,,author,0,32,163,890,0.27091,4,0.50185,0.541482,4754.902996
杨人楩(1948),杨人楩,,author,0,13,144,291,0.294107,4,0.490949,0.529683,1353.44384
杨卫玉(1948),杨卫玉,,author,0,45,233,522,0.430361,4,0.520737,0.570796,10739.981318
林一荣(1948),林一荣,,author,0,27,180,558,0.287502,4,0.502967,0.54646,3777.931126
林焕平(1948),林焕平,,author,0,62,404,1935,0.786887,4,0.565943,0.638397,14118.852165
梅朶(1948),梅朶,,author,0,31,112,158,0.177352,4,0.477801,0.51266,2994.293206
炳章(1948),炳章,,author,0,11,92,447,0.168097,5,0.472639,0.504019,1128.947066
燕然(1948),燕然,,author,0,6,39,141,0.05667,4,0.449602,0.473206,135.792605
王道乾(1948),王道乾,,author,0,7,0,0,0,0,0,0,0
胡光(1948),胡光,,author,0,46,296,901,0.541849,4,0.539165,0.597161,9142.445014
蒙若(1948),蒙若,,author,0,9,26,49,0.035011,4,0.398472,0.424041,2524.540886
袁翰青(1948),袁翰青,,author,0,28,299,879,0.585708,4,0.538523,0.597529,7726.300275
费雯(1948),费雯,,author,0,49,294,1183,0.637324,4,0.539165,0.596669,7858.32669
严绍端(1948),严绍端,,author,0,9,116,168,0.303314,4,0.482906,0.517146,374.366716
储安平(1948),储安平,,author,0,40,170,457,0.301429,4,0.50185,0.543449,6362.559793
冠__(1948),冠__,,author,0,38,67,203,0.08808,4,0.464861,0.492011,3523.093796
凌华(1948),凌华,,author,0,28,92,247,0.125887,4,0.472474,0.50381,1484.136606
刘毅(1948),刘毅,,author,0,8,42,61,0.078516,5,0.449751,0.474398,286.086331
刘绪贻(1948),刘绪贻,,author,0,51,279,602,0.573566,4,0.535122,0.590585,6530.051867
吴仲持(1948),吴仲持,,author,0,8,34,44,0.068158,4,0.431435,0.456981,165.237608
吴允曾(1948),吴允曾,,author,0,11,228,883,0.54075,4,0.517755,0.567662,2089.064875
吴思毅(1948),吴思毅,,author,0,4,127,795,0.323251,4,0.483595,0.520526,237.741588
吴恩裕(1948),吴恩裕,,author,0,28,190,402,0.357355,4,0.506916,0.551438,3617.527291
吴泽(1948),吴泽,,author,0,3,45,184,0.053763,5,0.421249,0.450369,1627.026567
夔公(1948),夔公,,author,0,8,160,470,0.358528,4,0.492912,0.534968,1229.627546
孙起孟(1948),孙起孟,,author,0,3,38,179,0.048666,5,0.412911,0.44115,0
孟宪章(1948),孟宪章,,author,0,34,301,1688,0.62585,4,0.538951,0.598144,5433.645804
宋宝山(1948),宋宝山,,author,0,15,64,106,0.057712,5,0.443572,0.474766,3599.838857
岳铎(1948),岳铎,,author,0,43,310,1490,0.659382,4,0.542183,0.602323,6105.035558
张东荪(1948),张东荪,,author,0,46,388,1697,0.750532,4,0.565,0.633788,9734.522934
张仁光(1948),张仁光,,author,0,126,354,1037,0.500403,4,0.557337,0.621497,27239.621117
彭定颐(1948),彭定颐,,author,0,4,31,166,0.062296,5,0.41066,0.437463,18.027166
徐毓枬(1948),徐毓枬,,author,0,45,206,1074,0.371712,4,0.506159,0.555064,4674.154642
徐铸成(1948),徐铸成,,author,0,5,38,179,0.048666,5,0.412911,0.44115,0
微生(1948),微生,,author,0,19,89,157,0.178555,5,0.476458,0.506232,1646.383961
方建民(1948),方建民,,author,0,24,288,1105,0.644266,4,0.535757,0.593228,5651.740267
景明(1948),景明,,author,0,8,89,293,0.162865,5,0.469854,0.501561,702.950175
杨庆堃(1948),杨庆堃,,author,0,13,216,817,0.517129,4,0.513248,0.561947,2269.857436
杨微(1948),杨微,,author,0,116,456,1604,0.690376,4,0.582224,0.659292,29016.455499
林莽(1948),林莽,,author,0,10,29,136,0.052005,4,0.438551,0.461406,153.872322
梦觉(1948),梦觉,,author,0,12,87,230,0.178587,4,0.476291,0.505101,355.352671
沈志远(1948),沈志远,,author,0,11,196,362,0.431893,4,0.508627,0.554019,1835.810238
