Id,Label,timeset,type,indegree,outdegree,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
苏生(1946),苏生,,author,0,49,200,1268,0.483656,5,0.532194,0.592684,4260.127572
黄裳(1946),黄裳,,author,0,29,192,1905,0.525904,5,0.532194,0.589739,3589.506053
毅生(1946),毅生,,author,0,58,292,1770,0.69417,5,0.570556,0.645824,7235.840623
华叔甫(1946),华叔甫,,author,0,25,250,1214,0.683164,5,0.553974,0.622662,2355.569409
念青(1946),念青,,author,0,43,229,1180,0.559841,5,0.542708,0.609011,4150.562663
景宋(1946),景宋,,author,0,50,414,1237,0.860386,5,0.624749,0.714793,22607.520673
严景耀(1946),严景耀,,author,0,21,178,1435,0.425708,5,0.523543,0.579265,2092.262254
关夫(1946),关夫,,author,0,27,56,117,0.129968,6,0.471956,0.501856,361.227638
张东荪(1946),张东荪,,author,0,35,196,1419,0.53429,5,0.532801,0.591221,2767.052169
方艾(1946),方艾,,author,0,25,255,907,0.629985,5,0.554961,0.624982,5886.884553
求思(1946),求思,,author,0,72,408,2181,0.924547,5,0.621838,0.711313,11101.176266
王艮仲(1946),王艮仲,,author,0,48,131,783,0.273543,5,0.508438,0.553034,2973.512137
金大均(1946),金大均,,author,0,35,115,1099,0.216684,5,0.496017,0.539507,1810.471947
吴泽(1946),吴泽,,author,0,11,47,165,0.109084,5,0.464446,0.492452,481.702492
张君劢(1946),张君劢,,author,0,108,376,3176,0.842073,5,0.603359,0.692256,15089.37463
潘大逵(1946),潘大逵,,author,0,22,169,332,0.475424,5,0.517452,0.572787,1380.323243
许寿裳(1946),许寿裳,,author,0,10,75,527,0.182597,5,0.476774,0.511456,1035.513003
一波(1946),一波,,author,0,11,40,84,0.067592,6,0.437266,0.468844,179.155234
何肫林(1946),何肫林,,author,0,58,209,1553,0.460184,5,0.531891,0.595807,5179.279282
唐思礼(1946),唐思礼,,author,0,25,98,476,0.162312,6,0.474352,0.518326,1408.412012
潘静(1946),潘静,,author,0,17,69,849,0.098769,5,0.448177,0.487937,349.764536
石啸冲(1946),石啸冲,,author,0,18,247,769,0.655427,5,0.54588,0.617488,2692.639319
费孝通(1946),费孝通,,author,0,39,299,1658,0.722048,5,0.56986,0.648144,5005.160045
陈士华(1946),陈士华,,author,0,23,159,1064,0.389758,6,0.509825,0.564936,3400.530074
陈瘦竹(1946),陈瘦竹,,author,0,6,12,168,0.00434,6,0.342125,0.358637,24.459241
Donald_Morrow(1946),Donald_Morrow,,author,0,4,10,176,0.002138,6,0.322069,0.335493,0.298724
信民(1946),信民,,author,0,8,44,250,0.113501,5,0.462147,0.4899,167.254484
卢淑(1946),卢淑,,author,0,4,30,65,0.070602,6,0.438292,0.466345,24.078118
史国衡(1946),史国衡,,author,0,5,79,488,0.254551,5,0.477994,0.514615,0
国超(1946),国超,,author,0,67,263,739,0.605594,5,0.559617,0.629854,10208.197511
孙宝毅(1946),孙宝毅,,author,0,71,366,1591,0.843788,5,0.597569,0.686188,9984.159531
新武(1946),新武,,author,0,10,138,604,0.347011,5,0.507885,0.555924,965.95684
木耳(1946),木耳,,author,0,26,27,77,0.063118,6,0.442444,0.468665,684.666639
