Id,Label,timeset,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
梁公任(1945),梁公任,,author,0,64,64,0,86,86,0.62926,7,0.281653,0.320456,163189.518029
时事 (n),时事,,notion,7,0,7,18,0,18,0.12592,8,0.236592,0.258236,9582.24008
解剖 (n),解剖,,notion,2,0,2,8,0,8,0.047848,8,0.219861,0.236157,419.163183
杨明(1945),杨明,,author,0,6,6,0,21,21,0.100044,9,0.229824,0.251634,5328.008109
流亡 (n),流亡,,notion,1,0,1,6,0,6,0.00743,10,0.18689,0.197876,0
生活 (n),生活,,notion,13,0,13,22,0,22,0.172924,8,0.243948,0.26569,17289.878539
韬奋 (n),韬奋,,notion,3,0,3,8,0,8,0.114139,8,0.237795,0.257561,1576.851055
严景曜(1945),严景曜,,author,0,7,7,0,12,12,0.10285,9,0.236999,0.259762,9455.007741
民主 (n),民主,,notion,73,0,73,95,0,95,1,8,0.296324,0.347185,448311.231652
昭抡(1945),昭抡,,author,0,60,60,0,80,80,0.543783,9,0.272971,0.312399,150274.319864
柳宗元(1945),柳宗元,,author,0,6,6,0,19,19,0.015379,9,0.192412,0.203408,7108.288706
南行 (n),南行,,notion,1,0,1,5,0,5,0.002369,10,0.161375,0.167478,0
徒步 (n),徒步,,notion,1,0,1,5,0,5,0.002369,10,0.161375,0.167478,0
津浦路 (n),津浦路,,notion,1,0,1,5,0,5,0.002369,10,0.161375,0.167478,0
秦柳方(1945),秦柳方,,author,0,33,33,0,40,40,0.278303,7,0.255827,0.287341,62959.385156
经济 (n),经济,,notion,17,0,17,31,0,31,0.211015,8,0.24595,0.269648,35657.310177
齐纬(1945),齐纬,,author,0,26,26,0,34,34,0.153769,7,0.23811,0.264628,55211.001563
光军(1945),光军,,author,0,2,2,0,5,5,0.006068,9,0.187415,0.19578,32.106304
安定 (n),安定,,notion,2,0,2,6,0,6,0.024777,8,0.211814,0.226339,865.375104
光年(1945),光年,,author,0,14,14,0,20,20,0.077548,9,0.22666,0.247392,21555.340999
自己 (n),自己,,notion,4,0,4,7,0,7,0.021457,10,0.197834,0.21114,364.406441
世界 (n),世界,,notion,21,0,21,29,0,29,0.45037,8,0.271041,0.302712,59738.395466
以后 (n),以后,,notion,6,0,6,9,0,9,0.111465,8,0.242531,0.261923,16435.258401
曹刚(1945),曹刚,,author,0,4,4,0,8,8,0.113486,9,0.242909,0.266293,4778.014796
印度 (n),印度,,notion,3,0,3,7,0,7,0.019716,8,0.203517,0.216739,801.610661
之页 (n),之页,,notion,3,0,3,11,0,11,0.042686,8,0.208675,0.224958,738.901928
罗西(1945),罗西,,author,0,10,10,0,17,17,0.046584,9,0.214436,0.230809,18592.096451
重庆 (n),重庆,,notion,16,0,16,25,0,25,0.084032,10,0.230982,0.250443,44434.192984
罗隆基(1945),罗隆基,,author,0,17,17,0,21,21,0.284803,7,0.26249,0.290796,35103.549498
中国 (n),中国,,notion,58,0,58,73,0,73,0.827336,8,0.2885,0.331785,302202.251667
陶行知(1945),陶行知,,author,0,51,51,0,66,66,0.35187,9,0.26433,0.299428,126894.211333
先生 (n),先生,,notion,26,0,26,34,0,34,0.417981,8,0.273067,0.30664,148145.52598
俞颂华(1945),俞颂华,,author,0,63,63,0,72,72,0.768162,7,0.293903,0.332176,325311.382278
胜利 (n),胜利,,notion,36,0,36,42,0,42,0.543749,8,0.283807,0.323384,249878.841513
冬予里(1945),冬予里,,author,0,3,3,0,6,6,0.034196,9,0.206009,0.219801,264.387349
美国 (n),美国,,notion,30,0,30,35,0,35,0.260248,8,0.247565,0.275302,78019.934379
努生(1945),努生,,author,0,72,72,0,83,83,0.598452,7,0.282401,0.323321,196621.046598
大会 (n),大会,,notion,4,0,4,8,0,8,0.076143,8,0.229441,0.248419,3665.789199
纪念 (n),纪念,,notion,15,0,15,17,0,17,0.211416,8,0.247303,0.275451,49024.971374
孙宝毅(1945),孙宝毅,,author,0,9,9,0,11,11,0.159678,9,0.240362,0.264131,10582.207381
会议 (n),会议,,notion,23,0,23,32,0,32,0.364517,8,0.261638,0.290294,61591.686924
平心(1945),平心,,author,0,29,29,0,38,38,0.318622,7,0.268581,0.300432,82357.164559
战后 (n),战后,,notion,12,0,12,15,0,15,0.180186,8,0.241979,0.263641,13948.218938
愚公(1945),愚公,,author,0,5,5,0,9,9,0.004738,1,1,1,10
国难 (n),国难,,notion,1,0,1,3,0,3,0.001597,2,0.555556,0.6,0
野记 (n),野记,,notion,1,0,1,3,0,3,0.001597,2,0.555556,0.6,0
柏林 (n),柏林,,notion,3,0,3,5,0,5,0.061985,10,0.224462,0.241853,1627.300859
景宋(1945),景宋,,author,0,24,24,0,34,34,0.273546,9,0.2612,0.291292,50678.53196
前后 (n),前后,,notion,4,0,4,6,0,6,0.059504,8,0.228454,0.244352,5790.449257
遭难 (n),遭难,,notion,2,0,2,4,0,4,0.062611,8,0.228053,0.245296,531.034114
曹聚仁(1945),曹聚仁,,author,0,7,7,0,11,11,0.029044,9,0.205502,0.219269,14007
冯友兰 (n),冯友兰,,notion,1,0,1,3,0,3,0.003351,10,0.170483,0.177721,0
理学 (n),理学,,notion,1,0,1,3,0,3,0.003351,10,0.170483,0.177721,0
柳亚子(1945),柳亚子,,author,0,39,39,0,48,48,0.242146,9,0.245356,0.277042,74524.545257
诗词 (n),诗词,,notion,2,0,2,5,0,5,0.084203,8,0.231165,0.250071,1344.070196
石啸冲(1945),石啸冲,,author,0,36,36,0,49,49,0.477481,7,0.280571,0.312769,107069.377874
半月 (n),半月,,notion,1,0,1,3,0,3,0.033437,8,0.219119,0.232978,0
国际 (n),国际,,notion,6,0,6,8,0,8,0.098078,8,0.231348,0.251006,10198.69339
瞭望 (n),瞭望,,notion,1,0,1,3,0,3,0.033437,8,0.219119,0.232978,0
祝世康(1945),祝世康,,author,0,15,15,0,19,19,0.347473,7,0.265531,0.294515,29802.051743
程澄之(1945),程澄之,,author,0,3,3,0,5,5,0.02233,9,0.201848,0.215268,2588.931753
一二 (n),一二,,notion,5,0,5,7,0,7,0.059719,8,0.227786,0.246063,9444.402282
航讯 (n),航讯,,notion,2,0,2,4,0,4,0.006965,10,0.1768,0.185516,87.977566
肥遯(1945),肥遯,,author,0,6,6,0,9,9,0.007312,11,0.16226,0.171612,11675
谈屑 (n),谈屑,,notion,1,0,1,3,0,3,0.001882,12,0.139615,0.145114,0
胡毅(1945),胡毅,,author,0,5,5,0,11,11,0.098467,9,0.231325,0.253536,5004.960473
董秋斯(1945),董秋斯,,author,0,16,16,0,20,20,0.120604,7,0.245924,0.270747,34769.423895
大事记 (n),大事记,,notion,1,0,1,3,0,3,0.010145,8,0.1974,0.209123,0
太平洋战争 (n),太平洋战争,,notion,1,0,1,3,0,3,0.010145,8,0.1974,0.209123,0
问梁(1945),问梁,,author,0,9,9,0,14,14,0.10114,7,0.233777,0.255984,11870.463278
陈曦(1945),陈曦,,author,0,11,11,0,14,14,0.111379,9,0.237529,0.260633,45695.696445
马寅初(1945),马寅初,,author,0,4,4,0,7,7,0.136899,9,0.244945,0.268728,3880.083186
问题 (n),问题,,notion,54,0,54,63,0,63,0.780233,8,0.290002,0.334952,330792.189532
黄巨兴(1945),黄巨兴,,author,0,7,7,0,12,12,0.116343,9,0.238061,0.260715,8696.245806
英国 (n),英国,,notion,14,0,14,17,0,17,0.195488,8,0.248512,0.27469,27790.406962
黄炎培(1945),黄炎培,,author,0,86,86,0,103,103,0.91411,7,0.293829,0.336455,264924.588894
延安 (n),延安,,notion,2,0,2,4,0,4,0.074588,8,0.229396,0.247006,879.976183
日记 (n),日记,,notion,1,0,1,3,0,3,0.064232,8,0.227123,0.243884,0
万影(1945),万影,,author,0,8,8,0,9,9,0.058423,9,0.220379,0.239816,17541.285743
云南 (n),云南,,notion,1,0,1,2,0,2,0.005256,10,0.180596,0.19051,0
讲话 (n),讲话,,notion,2,0,2,3,0,3,0.02157,10,0.200721,0.213824,50.072918
严景耀(1945),严景耀,,author,0,12,12,0,13,13,0.190906,9,0.250134,0.27641,21269.516771
严问天(1945),严问天,,author,0,3,3,0,4,4,0.028862,9,0.206592,0.220113,845.516571
政治 (n),政治,,notion,27,0,27,32,0,32,0.307948,8,0.258285,0.286254,76779.239927
丰子恺(1945),丰子恺,,author,0,40,40,0,41,41,0.08946,9,0.210309,0.234105,86718.005107
人间 (n),人间,,notion,2,0,2,4,0,4,0.022875,10,0.203481,0.218637,4943.294278
但维斯(1945),但维斯,,author,0,6,6,0,7,7,0.038178,9,0.214201,0.230924,5899.593984
工作 (n),工作,,notion,3,0,3,4,0,4,0.013795,8,0.1976,0.210577,595.35614
八一 (n),八一,,notion,5,0,5,7,0,7,0.101985,8,0.231028,0.249643,2567.071944
内战 (n),内战,,notion,29,0,29,33,0,33,0.45167,8,0.273899,0.306669,134756.557983
和平 (n),和平,,notion,30,0,30,33,0,33,0.600215,8,0.280201,0.317867,143805.860395
物价 (n),物价,,notion,12,0,12,17,0,17,0.17509,8,0.252375,0.27569,56415.556523
第八 (n),第八,,notion,5,0,5,6,0,6,0.101985,8,0.231028,0.249643,2567.071944
人民 (n),人民,,notion,37,0,37,43,0,43,0.452556,8,0.271608,0.307908,170421.054847
提高 (n),提高,,notion,1,0,1,2,0,2,0.007206,10,0.184793,0.194942,0
改造 (n),改造,,notion,1,0,1,2,0,2,0.007206,10,0.184793,0.194942,0
光未然(1945),光未然,,author,0,15,15,0,17,17,0.166576,9,0.254545,0.281376,75102.627778
诚实 (n),诚实,,notion,1,0,1,2,0,2,0.01269,10,0.202916,0.215557,0
农慕之(1945),农慕之,,author,0,9,9,0,11,11,0.098577,9,0.232938,0.254859,13616.852138
殖民地 (n),殖民地,,notion,2,0,2,3,0,3,0.014049,8,0.191577,0.203217,74.399924
对华政策 (n),对华政策,,notion,9,0,9,10,0,10,0.089997,8,0.232822,0.251582,6605.677439
冯玉祥(1945),冯玉祥,,author,0,6,6,0,7,7,0.076296,9,0.228834,0.250184,10046.004169
努力 (n),努力,,notion,9,0,9,10,0,10,0.138884,8,0.234081,0.254966,6187.298303
参政会 (n),参政会,,notion,3,0,3,5,0,5,0.061174,8,0.229351,0.247225,2766.548362
国民大会 (n),国民大会,,notion,2,0,2,3,0,3,0.070232,8,0.228276,0.246759,668.90759
应否 (n),应否,,notion,1,0,1,2,0,2,0.045009,8,0.220234,0.236895,0
青年 (n),青年,,notion,20,0,20,23,0,23,0.230828,8,0.256079,0.282229,80135.58607
卢蕻(1945),卢蕻,,author,0,7,7,0,12,12,0.01153,9,0.189665,0.1999,15495.26292
一些 (n),一些,,notion,3,0,3,4,0,4,0.066155,8,0.233287,0.249795,18911.346302
文学 (n),文学,,notion,2,0,2,3,0,3,0.004724,10,0.161375,0.168034,1816.605245
架沙 (n),架沙,,notion,1,0,1,2,0,2,0.002246,10,0.159438,0.165113,0
特务 (n),特务,,notion,1,0,1,2,0,2,0.002246,10,0.159438,0.165113,0
褫下 (n),褫下,,notion,1,0,1,2,0,2,0.002246,10,0.159438,0.165113,0
叔梁(1945),叔梁,,author,0,7,7,0,8,8,0.043545,9,0.212372,0.227414,6598.079911
政治协商会议 (n),政治协商会议,,notion,23,0,23,26,0,26,0.276923,8,0.261755,0.287874,73489.104587
吴晗(1945),吴晗,,author,0,20,20,0,22,22,0.078598,9,0.226792,0.249615,41354.180516
历史 (n),历史,,notion,9,0,9,11,0,11,0.056614,8,0.230617,0.24861,29126.156708
周建人(1945),周建人,,author,0,36,36,0,40,40,0.423043,9,0.276392,0.308673,106396.059659
周谷城(1945),周谷城,,author,0,7,7,0,9,9,0.120356,9,0.240115,0.263861,9826.87293
夏孟辉(1945),夏孟辉,,author,0,2,2,0,3,3,0.015237,9,0.187716,0.197347,0.2
孟南(1945),孟南,,author,0,10,10,0,12,12,0.157589,7,0.250027,0.275217,18192.574487
推进 (n),推进,,notion,2,0,2,3,0,3,0.016948,8,0.206173,0.219085,44.509167
宾符(1945),宾符,,author,0,4,4,0,6,6,0.035682,9,0.207619,0.221054,1531.291972
外长 (n),外长,,notion,4,0,4,6,0,6,0.024618,8,0.205882,0.219604,354.761833
尊闻(1945),尊闻,,author,0,19,19,0,21,21,0.172754,9,0.247172,0.274926,48547.739343
杂志 (n),杂志,,notion,3,0,3,4,0,4,0.018256,10,0.200411,0.214848,8301.385966
读史 (n),读史,,notion,2,0,2,3,0,3,0.015467,10,0.198641,0.212182,3332.034604
小鱼(1945),小鱼,,author,0,15,15,0,17,17,0.28397,9,0.261434,0.290087,38465.604734
屠西(1945),屠西,,author,0,3,3,0,6,6,0.004405,11,0.150112,0.156718,2848.665407
成都 (n),成都,,notion,4,0,4,6,0,6,0.008127,10,0.170532,0.179682,7140.607501
左拉(1945),左拉,,author,0,46,46,0,48,48,0.199567,9,0.239623,0.270977,117573.127749
八年 (n),八年,,notion,5,0,5,6,0,6,0.084868,8,0.228543,0.248808,7249.232105
无表情 (n),无表情,,notion,1,0,1,2,0,2,0.018348,10,0.193319,0.207247,0
失业 (n),失业,,notion,3,0,3,4,0,4,0.034312,8,0.213438,0.228322,406.533231
民生 (n),民生,,notion,4,0,4,5,0,5,0.092253,8,0.240981,0.258538,6728.074372
社会 (n),社会,,notion,5,0,5,6,0,6,0.034745,8,0.215087,0.231473,12682.549567
福斯 (n),福斯,,notion,1,0,1,2,0,2,0.023478,8,0.211737,0.225947,0
萧条 (n),萧条,,notion,2,0,2,3,0,3,0.031679,8,0.219366,0.233831,290.060189
贫困 (n),贫困,,notion,1,0,1,2,0,2,0.023478,8,0.211737,0.225947,0
引流(1945),引流,,author,0,25,25,0,27,27,0.244593,9,0.248909,0.277616,46028.440018
张一凡(1945),张一凡,,author,0,16,16,0,20,20,0.138201,9,0.240708,0.266172,34678.882471
清理 (n),清理,,notion,11,0,11,12,0,12,0.044779,10,0.197233,0.213221,11410.953293
张君劢(1945),张君劢,,author,0,4,4,0,5,5,0.038148,9,0.211335,0.226047,2757.921384
张申府(1945),张申府,,author,0,7,7,0,9,9,0.091658,9,0.229779,0.250735,9911.924605
逻辑 (n),逻辑,,notion,1,0,1,2,0,2,0.007127,10,0.186861,0.197319,0
张礼千(1945),张礼千,,author,0,10,10,0,11,11,0.094832,7,0.233124,0.254514,16134.024414
战局 (n),战局,,notion,5,0,5,7,0,7,0.119876,8,0.241529,0.261303,6222.686759
徐植(1945),徐植,,author,0,3,3,0,6,6,0.036559,9,0.213692,0.229571,1669.951373
独立运动 (n),独立运动,,notion,2,0,2,3,0,3,0.009338,10,0.18124,0.191515,10.988701
越南 (n),越南,,notion,2,0,2,3,0,3,0.009338,10,0.18124,0.191515,10.988701
徐相任(1945),徐相任,,author,0,6,6,0,7,7,0.047029,9,0.219882,0.236413,5760.535752
提议 (n),提议,,notion,1,0,1,2,0,2,0.004296,10,0.180262,0.188779,0
思慕(1945),思慕,,author,0,18,18,0,19,19,0.13152,9,0.235757,0.259771,33298.441442
欧洲 (n),欧洲,,notion,7,0,7,9,0,9,0.127733,8,0.235923,0.257395,23721.078565
慕英(1945),慕英,,author,0,3,3,0,4,4,0.075314,9,0.230686,0.252257,9587.05292
戚陈德珍(1945),戚陈德珍,,author,0,7,7,0,8,8,0.13145,7,0.246131,0.270102,13497.081976
拾风(1945),拾风,,author,0,4,4,0,6,6,0.003715,1,1,1,6
旅途 (n),旅途,,notion,1,0,1,2,0,2,0.001412,2,0.571429,0.625,0
杂记 (n),杂记,,notion,1,0,1,2,0,2,0.001412,2,0.571429,0.625,0
施艾(1945),施艾,,author,0,7,7,0,8,8,0.151033,9,0.241704,0.264416,6694.909302
原子弹 (n),原子弹,,notion,3,0,3,4,0,4,0.039948,10,0.217569,0.233443,2345.836457
施贻(1945),施贻,,author,0,3,3,0,4,4,0.087941,9,0.232336,0.254192,1402.243702
教育 (n),教育,,notion,12,0,12,15,0,15,0.176143,8,0.243288,0.266286,14731.591572
华沙 (n),华沙,,notion,1,0,1,2,0,2,0.040132,10,0.214456,0.231078,0
恢复 (n),恢复,,notion,2,0,2,3,0,3,0.041537,10,0.214653,0.231669,7560.950458
欧战 (n),欧战,,notion,3,0,3,4,0,4,0.043424,10,0.215246,0.232539,4544.607614
几个 (n),几个,,notion,9,0,9,10,0,10,0.193712,8,0.24652,0.270684,11728.808436
文学遗产 (n),文学遗产,,notion,1,0,1,2,0,2,0.020134,10,0.207123,0.22084,0
研究 (n),研究,,notion,2,0,2,3,0,3,0.022001,10,0.207196,0.221232,686.060563
鲁迅 (n),鲁迅,,notion,12,0,12,15,0,15,0.115936,8,0.232221,0.252998,22073.109278
曾守约(1945),曾守约,,author,0,6,6,0,7,7,0.16796,9,0.245511,0.269398,4135.968394
曾琦(1945),曾琦,,author,0,7,7,0,8,8,0.036499,9,0.214752,0.230653,14007
李战林(1945),李战林,,author,0,7,7,0,8,8,0.158145,9,0.241504,0.265184,4148.531435
苏联 (n),苏联,,notion,18,0,18,21,0,21,0.198928,8,0.251723,0.27596,59590.325329
待续 (n),待续,,notion,2,0,2,3,0,3,0.066601,8,0.227565,0.244868,4738.34023
柳诒(1945),柳诒,,author,0,12,12,0,13,13,0.103752,9,0.238986,0.262388,22487.567156
一次 (n),一次,,notion,2,0,2,3,0,3,0.090333,8,0.232359,0.252189,1039.78373
三十一日 (n),三十一日,,notion,1,0,1,2,0,2,0.045324,8,0.219778,0.235765,0
不要 (n),不要,,notion,7,0,7,8,0,8,0.126873,8,0.236496,0.258714,11231.639577
协调 (n),协调,,notion,1,0,1,2,0,2,0.045324,8,0.219778,0.235765,0
国内 (n),国内,,notion,4,0,4,5,0,5,0.091129,8,0.228098,0.246152,1296.468423
阶段 (n),阶段,,notion,4,0,4,5,0,5,0.098101,8,0.231302,0.250832,1830.382221
沈志远(1945),沈志远,,author,0,20,20,0,24,24,0.206982,7,0.251533,0.278806,40829.410157
保障 (n),保障,,notion,4,0,4,5,0,5,0.064026,8,0.225894,0.242913,1880.404921
平底 (n),平底,,notion,1,0,1,2,0,2,0.015567,8,0.200997,0.213677,0
潘大逵(1945),潘大逵,,author,0,3,3,0,4,4,0.049749,9,0.219551,0.236887,1015.052533
澹庐(1945),澹庐,,author,0,21,21,0,22,22,0.098152,9,0.224829,0.247686,33160.727472
灕流(1945),灕流,,author,0,3,3,0,4,4,0.071844,9,0.2287,0.249329,4673
燕士(1945),燕士,,author,0,5,5,0,7,7,0.038535,9,0.215226,0.230226,9565.60689
有感 (n),有感,,notion,2,0,2,4,0,4,0.031718,10,0.209273,0.224791,572.093318
读报 (n),读报,,notion,1,0,1,2,0,2,0.003639,10,0.177121,0.184962,0
王以中(1945),王以中,,author,0,2,2,0,4,4,0.003677,11,0.173739,0.18229,2337
管见 (n),管见,,notion,1,0,1,2,0,2,0.001168,12,0.148031,0.153266,0
高等教育 (n),高等教育,,notion,3,0,3,4,0,4,0.027383,10,0.210214,0.225445,7007
王伯祥(1945),王伯祥,,author,0,11,11,0,15,15,0.032664,9,0.206738,0.221871,15055.730587
地理 (n),地理,,notion,1,0,1,2,0,2,0.004156,10,0.171332,0.179077,0
检讨 (n),检讨,,notion,8,0,8,9,0,9,0.02946,10,0.205882,0.222315,15102.006954
香港 (n),香港,,notion,1,0,1,2,0,2,0.004156,10,0.171332,0.179077,0
王立果(1945),王立果,,author,0,14,14,0,15,15,0.128768,9,0.240164,0.26522,31085.896079
田禾(1945),田禾,,author,0,3,3,0,4,4,0.005979,9,0.176947,0.186287,3039.604231
农村 (n),农村,,notion,5,0,5,7,0,7,0.023035,8,0.201378,0.216531,21987.477072
申迟(1945),申迟,,author,0,1,1,0,2,2,0.001608,11,0.138565,0.14287,0
湘西 (n),湘西,,notion,4,0,4,5,0,5,0.005851,10,0.160842,0.168057,7040.967602
运动史 (n),运动史,,notion,2,0,2,3,0,3,0.040951,8,0.220941,0.235126,262.763824
青年运动 (n),青年运动,,notion,1,0,1,2,0,2,0.033437,8,0.219119,0.232978,0
箫明(1945),箫明,,author,0,10,10,0,11,11,0.09314,9,0.230686,0.252653,12144.715044
十月革命 (n),十月革命,,notion,2,0,2,3,0,3,0.027477,10,0.201656,0.216794,172.140116
罗守信(1945),罗守信,,author,0,7,7,0,8,8,0.022221,9,0.199812,0.213146,13183.549966
不怕 (n),不怕,,notion,1,0,1,2,0,2,0.002962,10,0.166548,0.17368,0
罗涵先(1945),罗涵先,,author,0,23,23,0,26,26,0.159529,9,0.243415,0.270507,44882.807776
各界 (n),各界,,notion,6,0,6,8,0,8,0.043188,10,0.203836,0.220512,3009.952399
陪都 (n),陪都,,notion,7,0,7,9,0,9,0.050086,10,0.208675,0.225355,8678.785724
清末 (n),清末,,notion,1,0,1,2,0,2,0.001882,12,0.139615,0.145114,0
胡剑(1945),胡剑,,author,0,8,8,0,9,9,0.028366,9,0.205214,0.219839,12215.520082
昆明 (n),昆明,,notion,20,0,20,25,0,25,0.190156,8,0.250536,0.278179,83688.459419
胡曲园(1945),胡曲园,,author,0,14,14,0,15,15,0.111946,9,0.233217,0.255606,28572.934536
思想 (n),思想,,notion,3,0,3,4,0,4,0.011607,10,0.189342,0.200936,8573.544434
准备 (n),准备,,notion,1,0,1,2,0,2,0.00729,10,0.187882,0.199072,0
胡钊(1945),胡钊,,author,0,18,18,0,20,20,0.151591,7,0.246546,0.273375,38515.150386
艾秋飙(1945),艾秋飙,,author,0,21,21,0,23,23,0.151475,9,0.244178,0.272204,42910.695868
谈判 (n),谈判,,notion,2,0,2,3,0,3,0.014033,10,0.196372,0.209936,870.21351
苏尔齐伯格(1945),苏尔齐伯格,,author,0,6,6,0,7,7,0.039672,9,0.215504,0.23117,4206.898093
范华农(1945),范华农,,author,0,13,13,0,14,14,0.130676,9,0.240312,0.265124,18395.746253
茅盾(1945),茅盾,,author,0,16,16,0,17,17,0.058805,9,0.212179,0.231709,26868.324926
杂感 (n),杂感,,notion,7,0,7,8,0,8,0.025082,10,0.201621,0.217147,26331.301948
谈兵(1945),谈兵,,author,0,3,3,0,4,4,0.005663,11,0.176867,0.186635,5242.54129
贵阳 (n),贵阳,,notion,2,0,2,3,0,3,0.002684,12,0.150489,0.156868,667.52029
费孝通(1945),费孝通,,author,0,18,18,0,19,19,0.168596,9,0.243923,0.270932,34689.024081
费稳(1945),费稳,,author,0,6,6,0,7,7,0.039672,9,0.215504,0.23117,4206.898093
邓初民(1945),邓初民,,author,0,45,45,0,50,50,0.543537,7,0.291412,0.325093,152493.497559
郑初民(1945),郑初民,,author,0,3,3,0,4,4,0.105299,9,0.237385,0.259413,1528.656576
郑振铎(1945),郑振铎,,author,0,66,66,0,71,71,0.571809,9,0.281993,0.320782,179021.021952
人为 (n),人为,,notion,2,0,2,3,0,3,0.053657,8,0.226331,0.243181,1113.077506
最后 (n),最后,,notion,3,0,3,5,0,5,0.080883,8,0.231806,0.25144,2798.118114
郑森禹(1945),郑森禹,,author,0,5,5,0,6,6,0.025393,9,0.207878,0.221101,12673.482879
日本 (n),日本,,notion,14,0,14,15,0,15,0.145294,8,0.246937,0.2696,55138.541339
郭沫若(1945),郭沫若,,author,0,6,6,0,9,9,0.0058,1,1,1,15
名辩 (n),名辩,,notion,1,0,1,2,0,2,0.001785,2,0.545455,0.583333,0
思潮 (n),思潮,,notion,1,0,1,2,0,2,0.001785,2,0.545455,0.583333,0
批判 (n),批判,,notion,1,0,1,2,0,2,0.001785,2,0.545455,0.583333,0
阿特里(1945),阿特里,,author,0,5,5,0,6,6,0.020832,9,0.199199,0.212341,1788.394344
陈康成(1945),陈康成,,author,0,4,4,0,8,8,0.071497,9,0.228834,0.248265,10585.276215
危机 (n),危机,,notion,10,0,10,11,0,11,0.115231,8,0.242079,0.260945,21116.095245
对策 (n),对策,,notion,2,0,2,3,0,3,0.01775,8,0.205593,0.219143,218.176723
动态 (n),动态,,notion,1,0,1,2,0,2,0.008908,10,0.191954,0.203246,0
陈正飞(1945),陈正飞,,author,0,14,14,0,15,15,0.087188,9,0.218362,0.238016,17291.730637
陈辛(1945),陈辛,,author,0,2,2,0,3,3,0.008863,11,0.187686,0.197367,2337
陈鼎龢(1945),陈鼎龢,,author,0,5,5,0,6,6,0.075968,9,0.22879,0.249899,7378.544766
陶大镛(1945),陶大镛,,author,0,23,23,0,24,24,0.209768,9,0.240907,0.267927,29501.826581
五千万 (n),五千万,,notion,1,0,1,2,0,2,0.028079,10,0.209086,0.224128,0
四万 (n),四万,,notion,1,0,1,2,0,2,0.028079,10,0.209086,0.224128,0
武训 (n),武训,,notion,2,0,2,3,0,3,0.03252,10,0.210252,0.226003,433.837731
范先生 (n),范先生,,notion,1,0,1,2,0,2,0.028079,10,0.209086,0.224128,0
顾均正(1945),顾均正,,author,0,8,8,0,12,12,0.017368,9,0.189573,0.200867,8453.899148
原子能 (n),原子能,,notion,2,0,2,3,0,3,0.006883,10,0.18277,0.192833,415.39248
展望 (n),展望,,notion,6,0,6,7,0,7,0.034491,10,0.209498,0.225719,4851.322494
开发 (n),开发,,notion,1,0,1,2,0,2,0.002803,10,0.159373,0.165521,0
未来 (n),未来,,notion,3,0,3,4,0,4,0.01253,10,0.193383,0.206089,9830.81522
马丁(1945),马丁,,author,0,5,5,0,6,6,0.074246,9,0.22879,0.249899,9342
马星野(1945),马星野,,author,0,5,5,0,8,8,0.078608,9,0.224097,0.242447,676.753511
信条 (n),信条,,notion,2,0,2,4,0,4,0.070185,8,0.227167,0.244169,97.18947
新闻记者 (n),新闻记者,,notion,2,0,2,4,0,4,0.070185,8,0.227167,0.244169,97.18947
高扬(1945),高扬,,author,0,14,14,0,18,18,0.152254,9,0.247696,0.273331,40496.839089
莫斯科 (n),莫斯科,,notion,4,0,4,5,0,5,0.061731,8,0.22792,0.24397,1713.191438
黄大能(1945),黄大能,,author,0,3,3,0,4,4,0.004044,11,0.164128,0.172221,4673
伦敦 (n),伦敦,,notion,3,0,3,4,0,4,0.017897,10,0.196273,0.209779,7062.935146
方式 (n),方式,,notion,2,0,2,3,0,3,0.016075,10,0.192333,0.203794,4.404749
介绍 (n),介绍,,notion,2,0,2,3,0,3,0.075811,8,0.228009,0.245139,78.890868
寿言 (n),寿言,,notion,3,0,3,4,0,4,0.130596,8,0.241829,0.260647,1446.337934
职业 (n),职业,,notion,2,0,2,4,0,4,0.076832,8,0.227831,0.245167,189.307946
黄裳(1945),黄裳,,author,0,4,4,0,5,5,0.017083,9,0.199812,0.21202,3498.019703
黎平(1945),黎平,,author,0,5,5,0,6,6,0.052899,9,0.220837,0.239912,6029.354912
黎舫(1945),黎舫,,author,0,6,6,0,7,7,0.048385,9,0.22042,0.238127,7887.035872
Bercovici，K.(1945),Bercovici，K.,,author,0,2,2,0,2,2,0.00218,2,0.75,0.833333,0.5
第四根 (n),第四根,,notion,2,0,2,2,0,2,0.00218,2,0.75,0.833333,0.5
铁钉 (n),铁钉,,notion,2,0,2,2,0,2,0.00218,2,0.75,0.833333,0.5
Clark，B.(1945),Clark，B.,,author,0,3,3,0,3,3,0.003857,13,0.119683,0.123738,2335.5
地下军 (n),地下军,,notion,2,0,2,2,0,2,0.002676,14,0.106904,0.109863,0.333333
法国 (n),法国,,notion,4,0,4,4,0,4,0.005527,12,0.135914,0.141489,9336.666667
秘密 (n),秘密,,notion,2,0,2,2,0,2,0.002676,14,0.106904,0.109863,0.333333
F._Geyrasi(1945),F._Geyrasi,,author,0,4,4,0,4,4,0.006081,11,0.157219,0.164637,3
不列颠 (n),不列颠,,notion,2,0,2,2,0,2,0.008719,10,0.186443,0.197841,583.5
地中海 (n),地中海,,notion,2,0,2,2,0,2,0.008719,10,0.186443,0.197841,583.5
帝国 (n),帝国,,notion,2,0,2,2,0,2,0.008719,10,0.186443,0.197841,583.5
