Id,Label,type,color,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
左拉,左拉,author,"#B4B4B4",374,28728,0.094773,3,0.519345,0.544114,0
黄炎培,黄炎培,author,"#B4B4B4",1580,125212,0.329356,2,0.625676,0.700864,72021.22743
努生,努生,author,"#B4B4B4",333,8056,0.052506,3,0.516548,0.538902,1696.150841
郑振铎,郑振铎,author,"#B4B4B4",701,58402,0.136524,3,0.542782,0.585685,5028.023562
昭抡,昭抡,author,"#B4B4B4",203,7106,0.03219,3,0.506961,0.521782,0
俞颂华,俞颂华,author,"#B4B4B4",1160,35828,0.252856,2,0.58649,0.64747,32955.530494
丰子恺,丰子恺,author,"#B4B4B4",374,13889,0.094773,3,0.519345,0.544114,0
陶行知,陶行知,author,"#B4B4B4",701,7300,0.136524,3,0.542782,0.585685,5028.023562
梁公任,梁公任,author,"#B4B4B4",409,19110,0.110141,2,0.527424,0.551996,0
景宋,景宋,author,"#B4B4B4",1819,39859,0.460197,2,0.650405,0.731248,54700.886371
蒲岗,蒲岗,author,"#B4B4B4",261,19432,0.050546,3,0.504748,0.525256,0
尊闻,尊闻,author,"#B4B4B4",583,9353,0.121795,3,0.534085,0.570684,1245.774458
秦柳方,秦柳方,author,"#B4B4B4",911,17244,0.295627,2,0.565492,0.615815,5214.93096
周建人,周建人,author,"#B4B4B4",1261,29718,0.344776,2,0.595458,0.66031,23684.281786
平心,平心,author,"#B4B4B4",583,10397,0.121795,3,0.534085,0.570684,1245.774458
董秋斯,董秋斯,author,"#B4B4B4",776,16452,0.245582,2,0.554725,0.598652,5991.933592
引流,引流,author,"#B4B4B4",409,11800,0.110141,2,0.527424,0.551996,0
石啸冲,石啸冲,author,"#B4B4B4",1820,98521,0.431751,2,0.650513,0.731376,98416.163093
孟南,孟南,author,"#B4B4B4",471,3676,0.064678,3,0.530841,0.559285,6127.889377
杨明,杨明,author,"#B4B4B4",455,4688,0.077047,3,0.52496,0.554411,3790.789583
罗隆基,罗隆基,author,"#B4B4B4",544,3392,0.07722,2,0.537148,0.569158,6879.470141
费孝通,费孝通,author,"#B4B4B4",2325,69838,0.818681,2,0.7098,0.795576,190581.846541
马叙伦,马叙伦,author,"#B4B4B4",1289,57659,0.327839,2,0.597993,0.66387,30301.940039
吴晗,吴晗,author,"#B4B4B4",2547,25263,0.929367,2,0.739425,0.823799,184422.375538
小鱼,小鱼,author,"#B4B4B4",859,17114,0.16272,2,0.561296,0.609204,21379.122354
思慕,思慕,author,"#B4B4B4",534,6925,0.096193,2,0.536416,0.567887,7083.612851
曹聚仁,曹聚仁,author,"#B4B4B4",374,4145,0.094773,3,0.519345,0.544114,0
杨卫玉,杨卫玉,author,"#B4B4B4",1744,23635,0.423097,2,0.642437,0.721714,206678.220348
柳宗元,柳宗元,author,"#B4B4B4",374,4145,0.094773,3,0.519345,0.544114,0
珂田,珂田,author,"#B4B4B4",374,5789,0.094773,3,0.519345,0.544114,0
翦伯赞,翦伯赞,author,"#B4B4B4",1071,3300,0.304166,2,0.578808,0.636156,18270.027948
胡曲园,胡曲园,author,"#B4B4B4",588,6455,0.110849,3,0.534448,0.57132,49524.224377
齐纬,齐纬,author,"#B4B4B4",409,7390,0.110141,2,0.527424,0.551996,0
严延,严延,author,"#B4B4B4",110,700,0.020759,3,0.482754,0.497415,0
光未然,光未然,author,"#B4B4B4",254,1722,0.037577,3,0.510315,0.528265,622.185222
克士,克士,author,"#B4B4B4",583,7376,0.121795,3,0.534085,0.570684,1245.774458
君山,君山,author,"#B4B4B4",203,1556,0.03219,3,0.506961,0.521782,0
张一凡,张一凡,author,"#B4B4B4",701,8882,0.126365,3,0.542782,0.585685,30945.249847
张礼千,张礼千,author,"#B4B4B4",409,5916,0.110141,2,0.527424,0.551996,0
澹庐,澹庐,author,"#B4B4B4",409,7390,0.110141,2,0.527424,0.551996,0
王立果,王立果,author,"#B4B4B4",254,2024,0.037577,3,0.510315,0.528265,622.185222
百辞,百辞,author,"#B4B4B4",141,964,0.0257,3,0.491011,0.505848,0
章伯钧,章伯钧,author,"#B4B4B4",860,5479,0.135634,2,0.561376,0.609331,26459.682444
索非,索非,author,"#B4B4B4",583,4041,0.121795,3,0.534085,0.570684,1245.774458
罗稷南,罗稷南,author,"#B4B4B4",583,5838,0.121795,3,0.534085,0.570684,1245.774458
罗西,罗西,author,"#B4B4B4",455,2277,0.077047,3,0.52496,0.554411,3790.789583
翁逸之,翁逸之,author,"#B4B4B4",374,4968,0.094773,3,0.519345,0.544114,0
胡钊,胡钊,author,"#B4B4B4",653,5368,0.142021,2,0.545265,0.583016,10970.502287
茅盾,茅盾,author,"#B4B4B4",1636,14344,0.401733,2,0.6313,0.707984,49428.265824
许若明,许若明,author,"#B4B4B4",374,11480,0.094773,3,0.519345,0.544114,0
邵翰齐,邵翰齐,author,"#B4B4B4",374,4145,0.094773,3,0.519345,0.544114,0
陈正飞,陈正飞,author,"#B4B4B4",110,700,0.020759,3,0.482754,0.497415,0
陶大镛,陶大镛,author,"#B4B4B4",1211,10758,0.339813,2,0.590984,0.653954,23689.509393
丁聪,丁聪,author,"#B4B4B4",374,26433,0.094773,3,0.519345,0.544114,0
严景耀,严景耀,author,"#B4B4B4",693,7644,0.14815,3,0.542184,0.584668,6520.292907
周新民,周新民,author,"#B4B4B4",421,4202,0.059541,3,0.527282,0.552928,3254.113703
唐言,唐言,author,"#B4B4B4",110,700,0.020759,3,0.482754,0.497415,0
子冈,子冈,author,"#B4B4B4",1339,3419,0.66945,2,0.602574,0.670226,34316.678716
师陀,师陀,author,"#B4B4B4",583,4041,0.121795,3,0.534085,0.570684,1245.774458
张大任,张大任,author,"#B4B4B4",374,2493,0.094773,3,0.519345,0.544114,0
愚公,愚公,author,"#B4B4B4",392,1447,0.070838,3,0.520582,0.546402,2188.26456
晓歌,晓歌,author,"#B4B4B4",374,2493,0.094773,3,0.519345,0.544114,0
曾昭抡,曾昭抡,author,"#B4B4B4",1459,34342,0.351529,2,0.61386,0.685482,60787.498887
李兆安,李兆安,author,"#B4B4B4",261,2157,0.050546,3,0.504748,0.525256,0
柳亚子,柳亚子,author,"#B4B4B4",1248,6641,0.244086,2,0.594288,0.658658,31690.802821
楚图南,楚图南,author,"#B4B4B4",726,3658,0.232596,2,0.55084,0.592296,8162.691682
毅生,毅生,author,"#B4B4B4",320,35910,0.04853,3,0.507484,0.532037,0
求思,求思,author,"#B4B4B4",583,21593,0.121795,3,0.534085,0.570684,1245.774458
沈志远,沈志远,author,"#B4B4B4",1644,10972,0.371966,2,0.632112,0.709001,65787.196963
潮声,潮声,author,"#B4B4B4",409,73032,0.110141,2,0.527424,0.551996,0
王少燕,王少燕,author,"#B4B4B4",141,964,0.0257,3,0.491011,0.505848,0
祝世康,祝世康,author,"#B4B4B4",508,2010,0.122777,2,0.53452,0.564582,2850.466093
秋斯,秋斯,author,"#B4B4B4",261,2157,0.050546,3,0.504748,0.525256,0
罗加正,罗加正,author,"#B4B4B4",320,3672,0.04853,3,0.507484,0.532037,0
罗涵先,罗涵先,author,"#B4B4B4",501,2894,0.123616,2,0.534012,0.563692,3475.625324
肥遯,肥遯,author,"#B4B4B4",141,726,0.0257,3,0.491011,0.505848,0
胡毅,胡毅,author,"#B4B4B4",203,1170,0.03219,3,0.506961,0.521782,0
若愚,若愚,author,"#B4B4B4",141,1666,0.0257,3,0.491011,0.505848,0
范华农,范华农,author,"#B4B4B4",141,964,0.0257,3,0.491011,0.505848,0
迈之,迈之,author,"#B4B4B4",333,1800,0.052506,3,0.516548,0.538902,1696.150841
邓初民,邓初民,author,"#B4B4B4",2012,19045,0.326026,2,0.671848,0.755784,245111.608652
郭绍虞,郭绍虞,author,"#B4B4B4",1350,5208,0.681727,2,0.603591,0.671625,34690.249073
问梁,问梁,author,"#B4B4B4",409,4440,0.110141,2,0.527424,0.551996,0
静远,静远,author,"#B4B4B4",1339,10861,0.66945,2,0.602574,0.670226,34316.678716
顾均正,顾均正,author,"#B4B4B4",374,3320,0.094773,3,0.519345,0.544114,0
马丁,马丁,author,"#B4B4B4",685,4546,0.137057,2,0.547695,0.587084,10523.144561
高克奇,高克奇,author,"#B4B4B4",141,2350,0.0257,3,0.491011,0.505848,0
黄巨兴,黄巨兴,author,"#B4B4B4",203,1170,0.03219,3,0.506961,0.521782,0
黄裳,黄裳,author,"#B4B4B4",374,19440,0.094773,3,0.519345,0.544114,0
一民,一民,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
严景曜,严景曜,author,"#B4B4B4",261,1440,0.050546,3,0.504748,0.525256,0
亚槐,亚槐,author,"#B4B4B4",261,1440,0.050546,3,0.504748,0.525256,0
光年,光年,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
其良,其良,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
农慕之,农慕之,author,"#B4B4B4",455,1503,0.077047,3,0.52496,0.554411,3790.789583
冬予里,冬予里,author,"#B4B4B4",203,1170,0.03219,3,0.506961,0.521782,0
冯玉祥,冯玉祥,author,"#B4B4B4",494,2737,0.109824,3,0.527707,0.559369,1812.799955
凤子,凤子,author,"#B4B4B4",882,8775,0.284258,2,0.563144,0.612128,6162.697157
刘逸,刘逸,author,"#B4B4B4",320,2450,0.04853,3,0.507484,0.532037,0
刘铁华,刘铁华,author,"#B4B4B4",583,3104,0.121795,3,0.534085,0.570684,1245.774458
力扬,力扬,author,"#B4B4B4",759,4094,0.136233,2,0.553398,0.596491,14445.155976
千里,千里,author,"#B4B4B4",409,2962,0.110141,2,0.527424,0.551996,0
华心,华心,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
华阳,华阳,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
卢蕻,卢蕻,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
叶圣陶,叶圣陶,author,"#B4B4B4",1165,7392,0.247846,2,0.586927,0.648106,21784.504152
吴斐丹,吴斐丹,author,"#B4B4B4",409,2962,0.110141,2,0.527424,0.551996,0
吴清友,吴清友,author,"#B4B4B4",1033,6356,0.308708,2,0.575589,0.631325,12922.130706
周予同,周予同,author,"#B4B4B4",374,2493,0.094773,3,0.519345,0.544114,0
周伯棣,周伯棣,author,"#B4B4B4",1022,9488,0.322236,2,0.574664,0.629926,9648.701163
周谷城,周谷城,author,"#B4B4B4",753,2779,0.245044,2,0.552931,0.595728,8853.985787
夏衍,夏衍,author,"#B4B4B4",435,3404,0.101899,3,0.523562,0.551869,2234.555728
外卢,外卢,author,"#B4B4B4",110,354,0.020759,3,0.482754,0.497415,0
夷初,夷初,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
奴齐,奴齐,author,"#B4B4B4",261,1440,0.050546,3,0.504748,0.525256,0
娄立齐,娄立齐,author,"#B4B4B4",261,2157,0.050546,3,0.504748,0.525256,0
子敬,子敬,author,"#B4B4B4",320,12170,0.04853,3,0.507484,0.532037,0
孟心坚,孟心坚,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
宾符,宾符,author,"#B4B4B4",1085,3325,0.308168,2,0.580003,0.637935,12804.680069
尚丁,尚丁,author,"#B4B4B4",409,2962,0.110141,2,0.527424,0.551996,0
屠西,屠西,author,"#B4B4B4",611,1540,0.114319,3,0.536123,0.574244,24579.482405
巴金,巴金,author,"#B4B4B4",374,3320,0.094773,3,0.519345,0.544114,0
张子毅,张子毅,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
张澜,张澜,author,"#B4B4B4",802,3111,0.141507,2,0.556767,0.601958,44151.844957
张申府,张申府,author,"#B4B4B4",1720,4788,0.727266,2,0.639928,0.718663,100322.243892
张若达,张若达,author,"#B4B4B4",374,3320,0.094773,3,0.519345,0.544114,0
徐植,徐植,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
拾风,拾风,author,"#B4B4B4",374,3320,0.094773,3,0.519345,0.544114,0
曹刚,曹刚,author,"#B4B4B4",564,1615,0.117508,3,0.53271,0.568268,3886.447606
曹萝阳,曹萝阳,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
李公樸,李公樸,author,"#B4B4B4",333,1118,0.052506,3,0.516548,0.538902,1696.150841
李凌飞,李凌飞,author,"#B4B4B4",409,4440,0.110141,2,0.527424,0.551996,0
李及,李及,author,"#B4B4B4",141,486,0.0257,3,0.491011,0.505848,0
李战林,李战林,author,"#B4B4B4",452,3414,0.068126,3,0.516277,0.548818,3540.254211
李玄伯,李玄伯,author,"#B4B4B4",583,2273,0.121795,3,0.534085,0.570684,1245.774458
杨刚,杨刚,author,"#B4B4B4",1200,11135,0.665864,2,0.590009,0.652555,15864.740909
柏寒,柏寒,author,"#B4B4B4",324,1003,0.037558,3,0.514993,0.537164,16392.05614
柳诒,柳诒,author,"#B4B4B4",320,2450,0.04853,3,0.507484,0.532037,0
梁漱溟,梁漱溟,author,"#B4B4B4",1495,16801,0.6693,2,0.617329,0.690058,81328.648589
沈涛,沈涛,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
洛扬,洛扬,author,"#B4B4B4",203,1170,0.03219,3,0.506961,0.521782,0
燕士,燕士,author,"#B4B4B4",141,486,0.0257,3,0.491011,0.505848,0
王以中,王以中,author,"#B4B4B4",261,2157,0.050546,3,0.504748,0.525256,0
王伯祥,王伯祥,author,"#B4B4B4",583,3214,0.121795,3,0.534085,0.570684,1245.774458
王沿津,王沿津,author,"#B4B4B4",409,2962,0.110141,2,0.527424,0.551996,0
王铁华,王铁华,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
端木泉,端木泉,author,"#B4B4B4",261,1440,0.050546,3,0.504748,0.525256,0
胡剑,胡剑,author,"#B4B4B4",455,1503,0.077047,3,0.52496,0.554411,3790.789583
艾秋飙,艾秋飙,author,"#B4B4B4",421,1228,0.059541,3,0.527282,0.552928,3254.113703
苏尔齐伯格,苏尔齐伯格,author,"#B4B4B4",320,2450,0.04853,3,0.507484,0.532037,0
范蕙,范蕙,author,"#B4B4B4",374,5789,0.094773,3,0.519345,0.544114,0
萧明,萧明,author,"#B4B4B4",141,1200,0.0257,3,0.491011,0.505848,0
葭水,葭水,author,"#B4B4B4",374,2493,0.094773,3,0.519345,0.544114,0
袁西华,袁西华,author,"#B4B4B4",333,1026,0.052506,3,0.516548,0.538902,1696.150841
许傑,许傑,author,"#B4B4B4",261,2872,0.050546,3,0.504748,0.525256,0
许杰,许杰,author,"#B4B4B4",1674,4228,0.820148,2,0.635174,0.712815,34997.209073
费稳,费稳,author,"#B4B4B4",320,2450,0.04853,3,0.507484,0.532037,0
贺依,贺依,author,"#B4B4B4",261,2157,0.050546,3,0.504748,0.525256,0
郑森禹,郑森禹,author,"#B4B4B4",480,7307,0.077489,3,0.52496,0.55653,4000.830779
郭沫若,郭沫若,author,"#B4B4B4",2341,17503,0.849096,2,0.711855,0.79761,155516.95057
金枫,金枫,author,"#B4B4B4",583,2385,0.121795,3,0.534085,0.570684,1245.774458
镜民,镜民,author,"#B4B4B4",409,2962,0.110141,2,0.527424,0.551996,0
陆钦墀,陆钦墀,author,"#B4B4B4",564,2003,0.117508,3,0.53271,0.568268,3886.447606
陈康成,陈康成,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
陈志中,陈志中,author,"#B4B4B4",141,486,0.0257,3,0.491011,0.505848,0
陈曦,陈曦,author,"#B4B4B4",409,5916,0.110141,2,0.527424,0.551996,0
陈鼎龢,陈鼎龢,author,"#B4B4B4",320,2450,0.04853,3,0.507484,0.532037,0
项黎,项黎,author,"#B4B4B4",141,486,0.0257,3,0.491011,0.505848,0
马哲民,马哲民,author,"#B4B4B4",141,486,0.0257,3,0.491011,0.505848,0
骆闻,骆闻,author,"#B4B4B4",141,726,0.0257,3,0.491011,0.505848,0
高扬,高扬,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
魏矢,魏矢,author,"#B4B4B4",320,2450,0.04853,3,0.507484,0.532037,0
鲁小詹,鲁小詹,author,"#B4B4B4",203,782,0.03219,3,0.506961,0.521782,0
鲍乐蒂,鲍乐蒂,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
黄药眠,黄药眠,author,"#B4B4B4",421,10934,0.059541,3,0.527282,0.552928,3254.113703
黎舫,黎舫,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
Bercovici，K.,Bercovici，K.,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
Clark，B.,Clark，B.,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
F._Geyrasi,F._Geyrasi,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
Hogg，P.,Hogg，P.,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
Milner，I.,Milner，I.,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
一学生,一学生,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
一生,一生,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
丁一,丁一,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
丁易,丁易,author,"#B4B4B4",818,1798,0.241042,2,0.558031,0.603992,13835.10776
丁玲,丁玲,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
丁西林,丁西林,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
万影,万影,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
万英,万英,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
不耳,不耳,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
丘八大,丘八大,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
东方晦之,东方晦之,author,"#B4B4B4",795,5312,0.145957,2,0.556216,0.601068,9998.692535
严亚明,严亚明,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
严信民,严信民,author,"#B4B4B4",328,2258,0.047724,3,0.501147,0.528562,1431.764656
严克,严克,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
严奇,严奇,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
严景矅,严景矅,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
严问天,严问天,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
丹尼尔,丹尼尔,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
于蒪,于蒪,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
以君,以君,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
任华,任华,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
任四维,任四维,author,"#B4B4B4",583,1554,0.121795,3,0.534085,0.570684,1245.774458
伊利奥特,伊利奥特,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
伍同伐,伍同伐,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
伍启元,伍启元,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
伯伟,伯伟,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
伯华,伯华,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
伯韩,伯韩,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
但维斯,但维斯,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
何其芳,何其芳,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
何惧,何惧,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
何方,何方,author,"#B4B4B4",206,328,0.035535,3,0.495028,0.514111,1178.569434
何达,何达,author,"#B4B4B4",950,1724,0.598013,2,0.568681,0.620773,11315.985165
余伯约,余伯约,author,"#B4B4B4",583,1554,0.121795,3,0.534085,0.570684,1245.774458
余剡溪,余剡溪,author,"#B4B4B4",494,1077,0.109824,3,0.527707,0.559369,1812.799955
侯外卢,侯外卢,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
侯外庐,侯外庐,author,"#B4B4B4",851,2692,0.201874,2,0.560656,0.608187,7863.290919
俊生,俊生,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
俞焕文,俞焕文,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
傅彬然,傅彬然,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
傅雷,傅雷,author,"#B4B4B4",1319,3717,0.675645,2,0.600733,0.667684,28957.520745
光军,光军,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
光涛,光涛,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
全杨,全杨,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
公健,公健,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
公孙未央,公孙未央,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
再生侯北人,再生侯北人,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
冯乃超,冯乃超,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
冯克,冯克,author,"#B4B4B4",677,1469,0.130471,3,0.54099,0.582634,7207.374679
冯少山,冯少山,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
冶人,冶人,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
冷红,冷红,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
冷遹,冷遹,author,"#B4B4B4",409,2962,0.110141,2,0.527424,0.551996,0
冷风,冷风,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
刘尊棋,刘尊棋,author,"#B4B4B4",1492,7024,0.383469,2,0.617038,0.689677,41904.386893
刘清扬,刘清扬,author,"#B4B4B4",386,1550,0.057974,3,0.511843,0.540427,4050.074496
刘瑞林,刘瑞林,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
劳莹,劳莹,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
北人,北人,author,"#B4B4B4",998,2129,0.297097,2,0.572656,0.626875,12942.348983
华臣,华臣,author,"#B4B4B4",374,1664,0.094773,3,0.519345,0.544114,0
卢剑公,卢剑公,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
卢铎,卢铎,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
友非,友非,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
反对内战,反对内战,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
叔伟,叔伟,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
叔梁,叔梁,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
史国卫,史国卫,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
史笃,史笃,author,"#B4B4B4",261,1440,0.050546,3,0.504748,0.525256,0
叶君,叶君,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
叶文雄,叶文雄,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
司马星,司马星,author,"#B4B4B4",141,2124,0.0257,3,0.491011,0.505848,0
吉人,吉人,author,"#B4B4B4",726,1444,0.232596,2,0.55084,0.592296,8162.691682
吕剑,吕剑,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
吕德润,吕德润,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
吴世昌,吴世昌,author,"#B4B4B4",1667,31934,0.821484,2,0.634457,0.711925,33069.790937
吴大琨,吴大琨,author,"#B4B4B4",1010,2772,0.617593,2,0.573658,0.628401,16638.422842
吴晓,吴晓,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
吴王琨,吴王琨,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
吴祖光,吴祖光,author,"#B4B4B4",494,2737,0.109824,3,0.527707,0.559369,1812.799955
吴纪,吴纪,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
吴荣甲,吴荣甲,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
吴藻溪,吴藻溪,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
吴铁,吴铁,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
周依维,周依维,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
周先庚,周先庚,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
周振甫,周振甫,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
周斧冰,周斧冰,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
周波,周波,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
周煦良,周煦良,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
周知,周知,author,"#B4B4B4",452,1470,0.068126,3,0.516277,0.548818,3540.254211
唐庆增,唐庆增,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
唐弢,唐弢,author,"#B4B4B4",583,3933,0.121795,3,0.534085,0.570684,1245.774458
唐秉文,唐秉文,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
坦宁保姆,坦宁保姆,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
夏孟辉,夏孟辉,author,"#B4B4B4",409,5916,0.110141,2,0.527424,0.551996,0
夏炎德,夏炎德,author,"#B4B4B4",2005,9293,0.888233,2,0.671046,0.754894,56629.291272
夏迪蒙,夏迪蒙,author,"#B4B4B4",452,1470,0.068126,3,0.516277,0.548818,3540.254211
大愿,大愿,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
大荒,大荒,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
天凡,天凡,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
天父,天父,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
天顽,天顽,author,"#B4B4B4",261,1440,0.050546,3,0.504748,0.525256,0
奥凯,奥凯,author,"#B4B4B4",141,486,0.0257,3,0.491011,0.505848,0
姚苏凤,姚苏凤,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
姜庆湘,姜庆湘,author,"#B4B4B4",1038,3246,0.234763,2,0.576011,0.63196,18797.047932
姜鹏翊,姜鹏翊,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
存真,存真,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
孙亚夫,孙亚夫,author,"#B4B4B4",320,6110,0.04853,3,0.507484,0.532037,0
孙宝毅,孙宝毅,author,"#B4B4B4",320,22952,0.04853,3,0.507484,0.532037,0
孙起孟,孙起孟,author,"#B4B4B4",754,9019,0.179207,2,0.553009,0.595856,7301.577611
孟昌,孟昌,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
安约吾,安约吾,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
安逸,安逸,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
宣谛之,宣谛之,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
宦乡,宦乡,author,"#B4B4B4",972,9547,0.30714,2,0.570496,0.62357,8692.93242
宧乡,宧乡,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
寿生,寿生,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
尊立,尊立,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
小羽,小羽,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
少之,少之,author,"#B4B4B4",535,3206,0.125304,2,0.536489,0.568014,2763.357598
