Id,Label,type,color,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
徐醒,徐醒,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
徐静凡,徐静凡,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
怀椒,怀椒,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
思云,思云,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
思聪,思聪,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
思辽,思辽,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
惕庵,惕庵,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
愿翊羣,愿翊羣,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
戈扬,戈扬,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
戈风,戈风,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
戴世光,戴世光,author,"#B4B4B4",875,2976,0.58644,3,0.553788,0.606534,4927.631045
戴文葆,戴文葆,author,"#B4B4B4",583,1554,0.121795,3,0.534085,0.570684,1245.774458
戾野,戾野,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
捷克,捷克,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
支笔,支笔,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
政客,政客,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
效先,效先,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
文中,文中,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
文人书,文人书,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
文公,文公,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
文孚,文孚,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
文育英,文育英,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
文茂,文茂,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
文西,文西,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
文雏,文雏,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
斯慈,斯慈,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
斯璜翦,斯璜翦,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
斯维,斯维,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
方旅,方旅,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
方生,方生,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
方皇绘,方皇绘,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
方直,方直,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
方纾,方纾,author,"#B4B4B4",583,1554,0.121795,3,0.534085,0.570684,1245.774458
施丽珠,施丽珠,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
旁听,旁听,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
旦尼,旦尼,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
易水之思,易水之思,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
昭琛,昭琛,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
晋人,晋人,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
景伊,景伊,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
景山,景山,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
景文,景文,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
曹叔山,曹叔山,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
曹孟君,曹孟君,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
曹斌华,曹斌华,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
曹斌杰,曹斌杰,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
曹梦阳,曹梦阳,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
曹锡珍,曹锡珍,author,"#B4B4B4",501,1210,0.123616,2,0.534012,0.563692,3475.625324
曾其途,曾其途,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
曾尚贤,曾尚贤,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
未英,未英,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
未达,未达,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
朱世贤,朱世贤,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
朱东润,朱东润,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
朱俊岐,朱俊岐,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
朱华,朱华,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
朱燮,朱燮,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
朱芸,朱芸,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
朱鸿儒,朱鸿儒,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
李伯球,李伯球,author,"#B4B4B4",625,4128,0.133822,2,0.543157,0.579456,5402.050913
李何林,李何林,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
李侠文,李侠文,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
李公侠,李公侠,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
李列,李列,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
李善丰,李善丰,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
李奈,李奈,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
李如家,李如家,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
李式之,李式之,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
李志,李志,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
李惟丞,李惟丞,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
李敏,李敏,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
李杜,李杜,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
李济深,李济深,author,"#B4B4B4",328,624,0.047724,3,0.501147,0.528562,1431.764656
李源,李源,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
李漫,李漫,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
李澈庐,李澈庐,author,"#B4B4B4",758,2662,0.577693,3,0.544812,0.59166,0
李章达,李章达,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
李苓,李苓,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
杜威,杜威,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
杜岩,杜岩,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
杜德,杜德,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
杜若,杜若,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
杨伯恺,杨伯恺,author,"#B4B4B4",230,890,0.031809,3,0.494095,0.51551,0
杨允元,杨允元,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
杨元,杨元,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
杨声远,杨声远,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
杨大成,杨大成,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
杨春福,杨春福,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
杨清河,杨清河,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
杨源,杨源,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
杨甯,杨甯,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
杨西孟,杨西孟,author,"#B4B4B4",859,3406,0.59912,2,0.561296,0.609204,2247.078084
杨贵,杨贵,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
杨选堂,杨选堂,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
杭人,杭人,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
松平,松平,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
林乃,林乃,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
林亨元,林亨元,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
林敏,林敏,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
林白,林白,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
林红,林红,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
林荫青,林荫青,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
林赛,林赛,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
林辰,林辰,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
林达,林达,author,"#B4B4B4",922,2840,0.213767,2,0.566388,0.617213,20038.94064
林雷,林雷,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
柏罗特,柏罗特,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
柳映光,柳映光,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
柳湜,柳湜,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
桂涛声,桂涛声,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
桓圭,桓圭,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
梁国冠,梁国冠,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
梁文元,梁文元,author,"#B4B4B4",215,1330,0.016471,3,0.455577,0.485719,0
梁潄溟,梁潄溟,author,"#B4B4B4",1326,2611,0.672865,2,0.601376,0.668574,46594.80548
梁瓯第,梁瓯第,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
梁纯失,梁纯失,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
梅朵,梅朵,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
欧阳云珠,欧阳云珠,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
正光,正光,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
武思光,武思光,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
武文琴,武文琴,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
毕来,毕来,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
毛谦尹,毛谦尹,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
民盾,民盾,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
水石,水石,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
永平,永平,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
池莲,池莲,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
汪明海,汪明海,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
汪留照,汪留照,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
沈义,沈义,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
沈体兰,沈体兰,author,"#B4B4B4",653,2203,0.150402,2,0.545265,0.583016,4547.220568
沈国璋,沈国璋,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
沈浮,沈浮,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
沈茂坊,沈茂坊,author,"#B4B4B4",820,1416,0.582643,3,0.549532,0.599542,5268.971837
沙国,沙国,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
沙学浚,沙学浚,author,"#B4B4B4",758,2662,0.577693,3,0.544812,0.59166,0
泗蒂,泗蒂,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
波痕,波痕,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
洗星海,洗星海,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
洛思,洛思,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
洛波,洛波,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
洪遒,洪遒,author,"#B4B4B4",230,890,0.031809,3,0.494095,0.51551,0
洪钟,洪钟,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
活火,活火,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
浚明,浚明,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
湘子,湘子,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
湘汀,湘汀,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
漓流,漓流,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
漫步,漫步,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
潘大远,潘大远,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
潜伏,潜伏,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
澄之,澄之,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
澄波,澄波,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
炤寰,炤寰,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
烛西,烛西,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
爱伦堡,爱伦堡,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
爱文斯,爱文斯,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
牧梓,牧梓,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
狄斯,狄斯,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
王亚平,王亚平,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
王任叔,王任叔,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
王健,王健,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
王兴,王兴,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
王原,王原,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
王坪,王坪,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
王崐生,王崐生,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
王念默,王念默,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
王慕酝,王慕酝,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
王榆,王榆,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
王次通,王次通,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
王琪,王琪,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
王璞,王璞,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
王祥,王祥,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
王芸生,王芸生,author,"#B4B4B4",1239,4520,0.684494,2,0.593481,0.657513,18665.990967
王觉源,王觉源,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
王还,王还,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
王青,王青,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
玻痕,玻痕,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
甘祠森,甘祠森,author,"#B4B4B4",847,2278,0.251902,2,0.560336,0.607679,23082.991818
田永,田永,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
田直,田直,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
田苗,田苗,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
田莊,田莊,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
申由,申由,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
申芷,申芷,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
白惠生,白惠生,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
白玉纹,白玉纹,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
白苇,白苇,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
白苹,白苹,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
白薇,白薇,author,"#B4B4B4",535,4684,0.125304,2,0.536489,0.568014,2763.357598
益智,益智,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
直言,直言,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
真民,真民,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
石夫,石夫,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
秉刚,秉刚,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
秦今,秦今,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
秦伶,秦伶,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
秦晓芳,秦晓芳,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
秦芳晓,秦芳晓,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
程婴,程婴,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
程造之,程造之,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
空了,空了,author,"#B4B4B4",230,1332,0.031809,3,0.494095,0.51551,0
章士谷,章士谷,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
章廷,章廷,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
章英,章英,author,"#B4B4B4",758,2662,0.577693,3,0.544812,0.59166,0
竹江,竹江,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
笑白,笑白,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
符唐祖,符唐祖,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
筱宾,筱宾,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
简贯三,简贯三,author,"#B4B4B4",758,5316,0.577693,3,0.544812,0.59166,0
素风,素风,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
约翰·赫而塞,约翰·赫而塞,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
约翰、赫而塞,约翰、赫而塞,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
纪玄冰,纪玄冰,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
纯青,纯青,author,"#B4B4B4",758,5316,0.577693,3,0.544812,0.59166,0
纲宙,纲宙,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
纳非,纳非,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
练钢,练钢,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
绍芬,绍芬,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
绍荃,绍荃,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
罗丹,罗丹,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
罗勃次,罗勃次,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
罗又玄,罗又玄,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
罗尔鲍伏,罗尔鲍伏,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
罗忠恕,罗忠恕,author,"#B4B4B4",758,2662,0.577693,3,0.544812,0.59166,0
罗荪,罗荪,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
罗迪,罗迪,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
羣锋,羣锋,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
翟元,翟元,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
翰斯,翰斯,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
翼青,翼青,author,"#B4B4B4",254,476,0.037577,3,0.510315,0.528265,622.185222
老辛,老辛,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
耿章,耿章,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
聂乃凡,聂乃凡,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
聂龙,聂龙,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
肖白,肖白,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
胡一奇,胡一奇,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
胡乾,胡乾,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
胡光,胡光,author,"#B4B4B4",1738,12897,0.44247,2,0.641808,0.720951,55369.537683
胡克,胡克,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
胡庆钧,胡庆钧,author,"#B4B4B4",1066,5486,0.606357,2,0.578382,0.63552,24439.723606
臧克家,臧克家,author,"#B4B4B4",1231,5729,0.350065,2,0.592766,0.656496,19216.835773
舒宜,舒宜,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
艾思奇,艾思奇,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
艾森,艾森,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
艾草,艾草,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
芝峰,芝峰,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
苏玲,苏玲,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
茂荪,茂荪,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
范樸齐,范樸齐,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
菲立浦·约但,菲立浦·约但,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
萧乾,萧乾,author,"#B4B4B4",875,5634,0.58644,3,0.553788,0.606534,4927.631045
萧南,萧南,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
萧思明,萧思明,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
萨空了,萨空了,author,"#B4B4B4",230,890,0.031809,3,0.494095,0.51551,0
董伯干,董伯干,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
董致白,董致白,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
蒋万里,蒋万里,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
蒋克仁,蒋克仁,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
蒋烈,蒋烈,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
蒲青,蒲青,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
蔓夫,蔓夫,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
蔡仪,蔡仪,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
蔡兆雪,蔡兆雪,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
蔡磊,蔡磊,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
蔡维藩,蔡维藩,author,"#B4B4B4",758,5316,0.577693,3,0.544812,0.59166,0
蕙芬,蕙芬,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
蕙芳,蕙芳,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
薛建才,薛建才,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
虞岫,虞岫,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
袁尘影,袁尘影,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
袁水拍,袁水拍,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
袁水柏,袁水柏,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
觉夫,觉夫,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
记者,记者,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
许伦,许伦,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
许君远,许君远,author,"#B4B4B4",758,2662,0.577693,3,0.544812,0.59166,0
许寿真,许寿真,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
诸葛子明,诸葛子明,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
诺佛,诺佛,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
谛西,谛西,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
谢东平,谢东平,author,"#B4B4B4",972,4133,0.226527,2,0.570496,0.62357,13603.545825
谢默衣,谢默衣,author,"#B4B4B4",409,1482,0.110141,2,0.527424,0.551996,0
谭英侣,谭英侣,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
谷虹,谷虹,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
谷遗,谷遗,author,"#B4B4B4",758,1332,0.577693,3,0.544812,0.59166,0
贝奋,贝奋,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
费尔德,费尔德,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
费正,费正,author,"#B4B4B4",626,6460,0.217402,2,0.543232,0.579583,2945.67022
赛珍珠,赛珍珠,author,"#B4B4B4",1112,2165,0.650238,2,0.582322,0.641368,12801.042743
赵克文（Jordan，P.）,赵克文（Jordan，P.）,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
赵希文,赵希文,author,"#B4B4B4",320,2450,0.04853,3,0.507484,0.532037,0
赵怀春,赵怀春,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
赵飞廉,赵飞廉,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
辛弟,辛弟,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
辛斤,辛斤,author,"#B4B4B4",595,7166,0.133792,2,0.540916,0.575642,9863.360295
辛朴生,辛朴生,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
远流,远流,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
迺新,迺新,author,"#B4B4B4",203,392,0.03219,3,0.506961,0.521782,0
通人,通人,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
逸文,逸文,author,"#B4B4B4",141,244,0.0257,3,0.491011,0.505848,0
邑君,邑君,author,"#B4B4B4",261,721,0.050546,3,0.504748,0.525256,0
邓演达,邓演达,author,"#B4B4B4",110,178,0.020759,3,0.482754,0.497415,0
邱去耳,邱去耳,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
邵云涛,邵云涛,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
邵秉铨,邵秉铨,author,"#B4B4B4",215,1992,0.016471,3,0.455577,0.485719,0
邹文海,邹文海,author,"#B4B4B4",970,1998,0.590809,3,0.561296,0.618612,51359.95822
邹邵谟,邹邵谟,author,"#B4B4B4",122,221,0.006029,3,0.440278,0.465124,0
郁达夫,郁达夫,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
郑丹,郑丹,author,"#B4B4B4",230,446,0.031809,3,0.494095,0.51551,0
郑敬源,郑敬源,author,"#B4B4B4",215,666,0.016471,3,0.455577,0.485719,0
郑源,郑源,author,"#B4B4B4",320,1226,0.04853,3,0.507484,0.532037,0
郭启蒙,郭启蒙,author,"#B4B4B4",69,84,0.012654,3,0.479225,0.491398,0
郭方仑,郭方仑,author,"#B4B4B4",374,833,0.094773,3,0.519345,0.544114,0
