Id,Label,timeset,type,indegree,outdegree,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
梁公任(1945),梁公任,,author,0,64,218,644,0.922117,3,0.602845,0.688748,3797.130005
杨明(1945),杨明,,author,0,6,77,204,0.468959,4,0.491525,0.542045,37.381849
严景曜(1945),严景曜,,author,0,7,92,487,0.523429,4,0.509242,0.562462,128.879373
昭抡(1945),昭抡,,author,0,60,203,684,0.790232,4,0.585547,0.672111,5143.801198
柳宗元(1945),柳宗元,,author,0,6,5,9,0.02486,4,0.406642,0.42922,1.630971
秦柳方(1945),秦柳方,,author,0,33,142,367,0.5396,3,0.544466,0.613128,2438.679531
齐纬(1945),齐纬,,author,0,26,84,283,0.359278,3,0.507834,0.555959,1862.784151
光军(1945),光军,,author,0,2,3,10,0.023485,4,0.397547,0.418482,0
光年(1945),光年,,author,0,14,56,123,0.239033,4,0.491525,0.528887,143.777862
曹刚(1945),曹刚,,author,0,4,103,145,0.476687,4,0.518832,0.574561,401.518132
罗西(1945),罗西,,author,0,10,46,163,0.15022,4,0.471343,0.508318,474.154676
罗隆基(1945),罗隆基,,author,0,17,170,600,0.829154,3,0.568627,0.643073,1653.456555
陶行知(1945),陶行知,,author,0,51,154,437,0.517017,4,0.556004,0.627344,3505.17333
俞颂华(1945),俞颂华,,author,0,63,276,867,0.910393,3,0.650531,0.744102,15933.612695
冬予里(1945),冬予里,,author,0,3,33,115,0.132718,4,0.448697,0.483666,23.630508
努生(1945),努生,,author,0,72,228,589,0.871735,3,0.610188,0.698125,6006.426239
孙宝毅(1945),孙宝毅,,author,0,9,100,230,0.543792,4,0.515918,0.571537,282.05017
平心(1945),平心,,author,0,29,190,355,0.813066,3,0.57939,0.660617,3171.203155
愚公(1945),愚公,,author,0,5,0,0,0,0,0,0,0
景宋(1945),景宋,,author,0,24,161,357,0.662017,4,0.5611,0.633848,2386.76549
曹聚仁(1945),曹聚仁,,author,0,7,26,31,0.13004,4,0.445793,0.476709,0
柳亚子(1945),柳亚子,,author,0,39,104,269,0.426711,4,0.518344,0.574864,930.183391
石啸冲(1945),石啸冲,,author,0,36,220,663,0.928527,3,0.608168,0.692377,4074.491789
祝世康(1945),祝世康,,author,0,15,193,492,0.872167,3,0.581837,0.663642,1792.428263
程澄之(1945),程澄之,,author,0,3,17,28,0.06357,4,0.426801,0.455384,18.061423
肥遯(1945),肥遯,,author,0,6,1,1,0.003354,5,0.333737,0.34634,0
胡毅(1945),胡毅,,author,0,5,85,361,0.486671,4,0.496844,0.550514,157.073142
董秋斯(1945),董秋斯,,author,0,16,104,136,0.449716,3,0.524762,0.578645,1414.244952
问梁(1945),问梁,,author,0,9,73,209,0.344717,3,0.49595,0.54144,632.879624
陈曦(1945),陈曦,,author,0,11,81,165,0.290874,4,0.503196,0.551875,1784.011163
马寅初(1945),马寅初,,author,0,4,118,357,0.570934,4,0.530318,0.590593,400.780499
黄巨兴(1945),黄巨兴,,author,0,7,89,281,0.505475,4,0.508303,0.560042,643.504206
黄炎培(1945),黄炎培,,author,0,86,256,809,0.984706,3,0.634793,0.72565,7476.259004
万影(1945),万影,,author,0,8,47,55,0.212901,4,0.474591,0.511948,670.623219
严景耀(1945),严景耀,,author,0,12,140,323,0.697642,4,0.543929,0.612069,730.678046
严问天(1945),严问天,,author,0,3,33,67,0.153998,4,0.449063,0.483666,46.819184
丰子恺(1945),丰子恺,,author,0,40,18,21,0.068497,4,0.440448,0.467635,169.947404
但维斯(1945),但维斯,,author,0,6,34,40,0.125184,4,0.456882,0.490321,151.680025
光未然(1945),光未然,,author,0,15,131,275,0.611293,4,0.538086,0.6036,3244.12421
农慕之(1945),农慕之,,author,0,9,73,162,0.358327,4,0.5,0.544313,308.915869
冯玉祥(1945),冯玉祥,,author,0,6,72,187,0.456834,4,0.488909,0.537205,0
卢蕻(1945),卢蕻,,author,0,7,3,6,0.014916,4,0.404849,0.426044,59.713773
叔梁(1945),叔梁,,author,0,7,35,65,0.129083,4,0.461861,0.494555,118.136625
吴晗(1945),吴晗,,author,0,20,61,120,0.225189,4,0.488475,0.530097,581.71552
周建人(1945),周建人,,author,0,36,204,529,0.85615,4,0.594391,0.676649,3832.182008
周谷城(1945),周谷城,,author,0,7,101,271,0.551672,4,0.513514,0.570629,354.837212
夏孟辉(1945),夏孟辉,,author,0,2,4,15,0.022077,4,0.400436,0.422565,0
孟南(1945),孟南,,author,0,10,129,204,0.507246,3,0.539667,0.602541,1300.516576
宾符(1945),宾符,,author,0,4,23,75,0.11259,4,0.446515,0.474894,96.348652
尊闻(1945),尊闻,,author,0,19,135,208,0.538245,4,0.535471,0.604356,2440.518441
