Id,Label,timeset,type,type2,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
M.H.(1947),M.H.,,author,author,"#B4B4B4",0,1,202,0,301,166453,0.085583,3,0.515012,0.534878,0
何歌(1947),何歌,,author,author,"#B4B4B4",0,1,368,0,72,53496,0.354979,3,0.469803,0.524415,0
汪老吉(1947),汪老吉,,author,author,"#B4B4B4",0,1,355,0,56,33656,0.308895,4,0.452715,0.510837,0
石啸冲(1947),石啸冲,,author,author,"#B4B4B4",0,2,537,0,56,44584,0.400558,3,0.550504,0.597471,7830.302197
厚安(1947),厚安,,author,author,"#B4B4B4",0,1,352,0,53,34291,0.282233,3,0.439842,0.498256,0
黄炎培(1947),黄炎培,,author,author,"#B4B4B4",0,1,202,0,41,33333,0.085583,3,0.515012,0.534878,0
朝新(1947),朝新,,author,author,"#B4B4B4",0,1,355,0,35,21770,0.308895,4,0.452715,0.510837,0
还俗(1947),还俗,,author,author,"#B4B4B4",0,1,139,0,35,13335,0.023812,3,0.499068,0.516692,0
潮声(1947),潮声,,author,author,"#B4B4B4",0,1,202,0,33,27093,0.085583,3,0.515012,0.534878,0
张君劢(1947),张君劢,,author,author,"#B4B4B4",0,1,139,0,31,11935,0.023812,3,0.499068,0.516692,0
舒翰(1947),舒翰,,author,author,"#B4B4B4",0,2,589,0,35,15110,0.39782,4,0.471376,0.554559,6907.277509
梁香(1947),梁香,,author,author,"#B4B4B4",0,1,368,0,28,22036,0.354979,3,0.469803,0.524415,0
祖立(1947),祖立,,author,author,"#B4B4B4",0,1,368,0,27,21276,0.354979,3,0.469803,0.524415,0
王民(1947),王民,,author,author,"#B4B4B4",0,1,202,0,26,21528,0.085583,3,0.515012,0.534878,0
白旭(1947),白旭,,author,author,"#B4B4B4",0,2,266,0,23,8857,0.118563,3,0.521434,0.546836,7221.140963
林植(1947),林植,,author,author,"#B4B4B4",0,1,352,0,21,14259,0.282233,3,0.439842,0.498256,0
余园(1947),余园,,author,author,"#B4B4B4",0,1,139,0,20,7920,0.023812,3,0.499068,0.516692,0
王艮仲(1947),王艮仲,,author,author,"#B4B4B4",0,1,101,0,20,4920,0.00899,4,0.375526,0.403525,0
叶菲(1947),叶菲,,author,author,"#B4B4B4",0,1,355,0,19,12122,0.308895,4,0.452715,0.510837,0
尚天(1947),尚天,,author,author,"#B4B4B4",0,1,368,0,19,15124,0.354979,3,0.469803,0.524415,0
江问渔(1947),江问渔,,author,author,"#B4B4B4",0,2,302,0,20,16130,0.093719,3,0.525118,0.553563,46844.029466
特伟(1947),特伟,,author,author,"#B4B4B4",0,1,355,0,19,12122,0.308895,4,0.452715,0.510837,0
费孝通(1947),费孝通,,author,author,"#B4B4B4",0,2,522,0,24,12705,0.662943,2,0.554037,0.597534,11331.533996
崔嵬(1947),崔嵬,,author,author,"#B4B4B4",0,1,253,0,18,7326,0.111562,4,0.413665,0.463378,0
移模(1947),移模,,author,author,"#B4B4B4",0,1,368,0,18,14346,0.354979,3,0.469803,0.524415,0
王厚生(1947),王厚生,,author,author,"#B4B4B4",0,1,139,0,17,6783,0.023812,3,0.499068,0.516692,0
金大均(1947),金大均,,author,author,"#B4B4B4",0,2,196,0,18,4368,0.047873,3,0.492727,0.519494,40969.260189
卫玉(1947),卫玉,,author,author,"#B4B4B4",0,1,202,0,16,13408,0.085583,3,0.515012,0.534878,0
吴世昌(1947),吴世昌,,author,author,"#B4B4B4",0,3,832,0,18,10375,0.937159,2,0.592035,0.655456,25386.469073
文骊(1947),文骊,,author,author,"#B4B4B4",0,1,202,0,15,12585,0.085583,3,0.515012,0.534878,0
梓英(1947),梓英,,author,author,"#B4B4B4",0,1,352,0,15,10275,0.282233,3,0.439842,0.498256,0
申铭(1947),申铭,,author,author,"#B4B4B4",0,1,139,0,15,6015,0.023812,3,0.499068,0.516692,0
罗凉(1947),罗凉,,author,author,"#B4B4B4",0,1,368,0,15,12000,0.354979,3,0.469803,0.524415,0
储安平(1947),储安平,,author,author,"#B4B4B4",0,2,522,0,16,9126,0.662943,2,0.554037,0.597534,11331.533996
程梯云(1947),程梯云,,author,author,"#B4B4B4",0,1,101,0,14,3528,0.00899,4,0.375526,0.403525,0
草婴(1947),草婴,,author,author,"#B4B4B4",0,1,368,0,14,11214,0.354979,3,0.469803,0.524415,0
许涤新(1947),许涤新,,author,author,"#B4B4B4",0,2,589,0,16,9848,0.39782,4,0.471376,0.554559,6907.277509
抱一(1947),抱一,,author,author,"#B4B4B4",0,1,202,0,13,10933,0.085583,3,0.515012,0.534878,0
方成(1947),方成,,author,author,"#B4B4B4",0,3,832,0,27,15182,0.937159,2,0.592035,0.655456,25386.469073
陈安仁(1947),陈安仁,,author,author,"#B4B4B4",0,1,352,0,13,8931,0.282233,3,0.439842,0.498256,0
黛英(1947),黛英,,author,author,"#B4B4B4",0,1,343,0,13,8151,0.330104,3,0.519309,0.55512,0
