Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
《中央周刊》,《中央周刊》,journal,1278,0,1278,2407,0,2407,0.910876,3,0.391755,0.481997,4528973.687063
《时代杂志》,《时代杂志》,journal,948,0,948,2419,0,2419,0.672407,3,0.374894,0.443729,3117915.210426
《国讯》,《国讯》,journal,195,0,195,250,0,250,0.159324,3,0.341369,0.35641,404504.765435
《民主(上海)》,《民主(上海)》,journal,923,0,923,1609,0,1609,0.70854,3,0.373676,0.44083,2752234.402468
《周报(上海1945)》,《周报(上海1945)》,journal,973,0,973,1461,0,1461,0.70722,3,0.37612,0.446628,3148071.245119
《民主周刊(昆明)》,《民主周刊(昆明)》,journal,345,0,345,488,0,488,0.292833,3,0.347561,0.373804,735404.935321
《文萃》,《文萃》,journal,1325,0,1325,2331,0,2331,1,3,0.39428,0.487447,4462973.741254
《民主(重庆)》,《民主(重庆)》,journal,242,0,242,342,0,342,0.181249,3,0.343285,0.36186,594310.498308
《再生》,《再生》,journal,663,0,663,1207,0,1207,0.505774,3,0.361459,0.41068,1875743.30087
《中华论坛》,《中华论坛》,journal,294,0,294,404,0,404,0.239289,3,0.345431,0.36789,700906.732575
国际(1946),国际,notion,0,12,12,0,96,96,0.11722,4,0.456596,0.476982,74110.648221
评论(1946),评论,notion,0,2,2,0,35,35,0.018564,4,0.2792,0.302313,744.038498
巴黎和会(1946),巴黎和会,notion,0,6,6,0,28,28,0.065467,4,0.352505,0.395706,16219.441621
内幕(1946),内幕,notion,0,7,7,0,31,31,0.085992,4,0.395582,0.434394,30647.127376
美国(1946),美国,notion,0,15,15,0,217,217,0.131716,4,0.480806,0.490984,98215.108953
东北(1946),东北,notion,0,12,12,0,76,76,0.116492,4,0.45115,0.473677,68438.264123
国内(1946),国内,notion,0,11,11,0,32,32,0.104098,4,0.423936,0.455818,55446.742273
国外(1946),国外,notion,0,2,2,0,15,15,0.014214,4,0.272194,0.29079,872.497436
时事(1946),时事,notion,0,10,10,0,163,163,0.101024,4,0.425694,0.456964,57027.351693
风云(1946),风云,notion,0,2,2,0,15,15,0.016203,4,0.276115,0.297313,650.123339
概况(1946),概况,notion,0,3,3,0,15,15,0.036034,4,0.312361,0.349916,5975.926118
民族(1946),民族,notion,0,7,7,0,31,31,0.085513,4,0.392718,0.43209,26459.964204
苏联(1946),苏联,notion,0,8,8,0,136,136,0.091021,4,0.414761,0.449078,45841.091059
世界(1946),世界,notion,0,10,10,0,83,83,0.096516,4,0.406548,0.443135,43105.968065
每周(1946),每周,notion,0,1,1,0,11,11,0.013378,4,0.272039,0.290456,0
舆论(1946),舆论,notion,0,3,3,0,21,21,0.041908,4,0.31393,0.351916,3405.961451
遭难(1946),遭难,notion,0,3,3,0,13,13,0.03417,4,0.301011,0.334826,2938.323304
前后(1946),前后,notion,0,7,7,0,23,23,0.057908,4,0.33103,0.372775,12881.22692
民主(1946),民主,notion,0,15,15,0,194,194,0.131716,4,0.480806,0.490984,98215.108953
研究(1946),研究,notion,0,6,6,0,61,61,0.063242,4,0.355293,0.39849,17896.488729
高尔基(1946),高尔基,notion,0,3,3,0,124,124,0.04563,4,0.325889,0.366528,5468.00943
中国(1946),中国,notion,0,17,17,0,244,244,0.138517,2,0.50074,0.501479,128415.328832
《观察》,《观察》,journal,334,0,334,553,0,553,0.221936,3,0.347099,0.372529,966295.099388
人民(1946),人民,notion,0,17,17,0,127,127,0.138517,2,0.50074,0.501479,128415.328832
《正报》,《正报》,journal,642,0,642,900,0,900,0.395783,3,0.360507,0.408245,2136869.13284
内政(1946),内政,notion,0,4,4,0,13,13,0.04211,4,0.310606,0.347727,4828.053991
子弟兵(1946),子弟兵,notion,0,1,1,0,9,9,0.00826,4,0.264992,0.278237,0
建築(1946),建築,notion,0,1,1,0,9,9,0.017626,4,0.281496,0.305894,0
抗战史(1946),抗战史,notion,0,1,1,0,9,9,0.00826,4,0.264992,0.278237,0
新世界(1946),新世界,notion,0,4,4,0,13,13,0.039798,4,0.313827,0.351858,6225.704025
珠江三角洲(1946),珠江三角洲,notion,0,1,1,0,9,9,0.00826,4,0.264992,0.278237,0
纪行(1946),纪行,notion,0,3,3,0,15,15,0.021508,4,0.28507,0.311605,3197.533186
共和国(1946),共和国,notion,0,2,2,0,11,11,0.030729,4,0.302946,0.337407,2092.27198
周评(1946),周评,notion,0,1,1,0,80,80,0.018893,4,0.282798,0.307938,0
待续(1946),待续,notion,0,3,3,0,10,10,0.040367,4,0.316105,0.354656,4607.99901
苏维埃(1946),苏维埃,notion,0,1,1,0,15,15,0.013103,4,0.272684,0.291543,0
问题(1946),问题,notion,0,17,17,0,221,221,0.138517,2,0.50074,0.501479,128415.328832
刑场(1946),刑场,notion,0,1,1,0,7,7,0.013103,4,0.272684,0.291543,0
将来(1946),将来,notion,0,3,3,0,9,9,0.027848,4,0.294172,0.325172,3712.120941
工作(1946),工作,notion,0,8,8,0,77,77,0.085863,4,0.403524,0.440685,42474.770444
《中建》,《中建》,journal,414,0,414,908,0,908,0.247252,3,0.350485,0.381806,1333556.566877
康熙帝(1946),康熙帝,notion,0,1,1,0,7,7,0.017626,4,0.281496,0.305894,0
流动(1946),流动,notion,0,1,1,0,7,7,0.013103,4,0.272684,0.291543,0
精神(1946),精神,notion,0,10,10,0,23,23,0.098734,4,0.420956,0.453659,54027.981279
上海(1946),上海,notion,0,11,11,0,39,39,0.111133,4,0.444522,0.469473,64018.755705
五五宪草(1946),五五宪草,notion,0,6,6,0,16,16,0.057351,4,0.338316,0.380834,12308.337658
会议(1946),会议,notion,0,11,11,0,48,48,0.111156,4,0.444522,0.469473,65998.596184
俄罗斯(1946),俄罗斯,notion,0,1,1,0,9,9,0.013103,4,0.272684,0.291543,0
先生(1946),先生,notion,0,16,16,0,148,148,0.133212,4,0.48315,0.492318,105912.929324
历史(1946),历史,notion,0,12,12,0,31,31,0.099351,4,0.405059,0.442149,53261.449791
名着(1946),名着,notion,0,2,2,0,7,7,0.025886,4,0.296968,0.329101,2935.752997
宪法(1946),宪法,notion,0,11,11,0,35,35,0.10513,4,0.420771,0.453601,47432.787716
小传(1946),小传,notion,0,1,1,0,6,6,0.018893,4,0.282798,0.307938,0
杂感(1946),杂感,notion,0,8,8,0,30,30,0.081537,4,0.374747,0.416899,25666.058288
柯诺华洛夫(1946),柯诺华洛夫,notion,0,1,1,0,6,6,0.013103,4,0.272684,0.291543,0
检查(1946),检查,notion,0,2,2,0,20,20,0.018938,4,0.282437,0.307445,1861.68946
社会主义(1946),社会主义,notion,0,2,2,0,21,21,0.02274,4,0.286006,0.312967,1109.932808
社论(1946),社论,notion,0,1,1,0,30,30,0.017626,4,0.281496,0.305894,0
联邦(1946),联邦,notion,0,2,2,0,8,8,0.017667,4,0.277985,0.300357,781.701364
萧红(1946),萧红,notion,0,1,1,0,6,6,0.018893,4,0.282798,0.307938,0
西班牙(1946),西班牙,notion,0,5,5,0,16,16,0.064721,4,0.355821,0.398939,13114.902258
过去(1946),过去,notion,0,5,5,0,14,14,0.063584,4,0.352851,0.395982,14971.026709
连载(1946),连载,notion,0,2,2,0,7,7,0.025886,4,0.296968,0.329101,2935.752997
週览(1946),週览,notion,0,1,1,0,6,6,0.017626,4,0.281496,0.305894,0
中华民国(1946),中华民国,notion,0,6,6,0,16,16,0.071172,4,0.362644,0.405621,16766.7005
亡友(1946),亡友,notion,0,1,1,0,6,6,0.013378,4,0.272039,0.290456,0
前途(1946),前途,notion,0,13,13,0,26,26,0.122198,4,0.469805,0.484751,90794.782949
十讲(1946),十讲,notion,0,2,2,0,6,6,0.023015,4,0.2849,0.311272,897.577022
印象(1946),印象,notion,0,4,4,0,8,8,0.040576,4,0.316627,0.355381,10309.990298
和平(1946),和平,notion,0,16,16,0,92,92,0.13702,4,0.498223,0.500145,119299.077234
小事(1946),小事,notion,0,3,3,0,7,7,0.022985,4,0.288445,0.316736,4423.955406
嵊泗(1946),嵊泗,notion,0,1,1,0,5,5,0.005304,4,0.259537,0.268322,0
