Id,Label,type,type2,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,color
左拉,左拉,author,author,0,1,1,0,36,36,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
《周报(上海1945)》,《周报(上海1945)》,journal,journal,375,0,375,834,0,834,0.255464,5,0.342779,0.366138,2196614.220909,"#00EB00"
黄炎培,黄炎培,author,author,0,8,8,0,97,97,0.051159,4,0.289852,0.319049,100966.517461,"#B4B4B4"
《国讯》,《国讯》,journal,journal,410,0,410,1483,0,1483,0.264955,5,0.346043,0.37049,2513453.715923,"#00EB00"
新命,新命,author,author,0,1,1,0,23,23,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
《中央周刊》,《中央周刊》,journal(n),journal,959,0,959,2311,0,2311,0.732677,5,0.359289,0.417049,6366478.502219,"#0000FF"
努生,努生,author,author,0,2,2,0,22,22,0.007406,6,0.254584,0.260782,1308.789894,"#B4B4B4"
《民主周刊(昆明)》,《民主周刊(昆明)》,journal,journal,204,0,204,393,0,393,0.11336,5,0.337015,0.350497,1145529.15365,"#00EB00"
郑振铎,郑振铎,author,author,0,3,3,0,81,81,0.017143,6,0.261202,0.273279,4104.059014,"#B4B4B4"
阿尔古斯,阿尔古斯,author,author,0,2,2,0,28,28,0.039803,4,0.281105,0.305293,12623.3766,"#B4B4B4"
《时代杂志》,《时代杂志》,journal(c),journal,1124,0,1124,2805,0,2805,1,5,0.363944,0.431322,7283633.484497,"#FF0000"
昭抡,昭抡,author,author,0,1,1,0,19,19,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
俞颂华,俞颂华,author,author,0,4,4,0,26,26,0.026574,4,0.271552,0.289762,29322.201049,"#B4B4B4"
丰子恺,丰子恺,author,author,0,1,1,0,17,17,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
张文伯,张文伯,author,author,0,1,1,0,38,38,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
陶行知,陶行知,author,author,0,4,4,0,26,26,0.029526,4,0.271373,0.289458,9880.260255,"#B4B4B4"
《民主(重庆)》,《民主(重庆)》,journal,journal,142,0,142,245,0,245,0.091392,5,0.329556,0.34156,685155.258926,"#00EB00"
梁公任,梁公任,author,author,0,1,1,0,13,13,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
景宋,景宋,author,author,0,8,8,0,61,61,0.084444,4,0.322055,0.362171,221009.962053,"#B4B4B4"
《民主(上海)》,《民主(上海)》,journal,journal,262,0,262,722,0,722,0.171061,5,0.335976,0.354057,1435893.706774,"#00EB00"
蒲岗,蒲岗,author,author,0,1,1,0,28,28,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
守巧夫,守巧夫,author,author,0,1,1,0,9,9,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
尊闻,尊闻,author,author,0,2,2,0,13,13,0.013933,6,0.25903,0.269211,1068.922375,"#B4B4B4"
秦柳方,秦柳方,author,author,0,3,3,0,14,14,0.032496,4,0.27637,0.29773,15022.657119,"#B4B4B4"
米谷,米谷,author,author,0,8,8,0,115,115,0.097001,4,0.339826,0.382468,417114.669562,"#B4B4B4"
郭沫若,郭沫若,author,author,0,11,11,0,75,75,0.11353,4,0.357384,0.400708,628495.368283,"#B4B4B4"
钱穆,钱穆,author,author,0,1,1,0,16,16,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
史大林,史大林,author,author,0,1,1,0,15,15,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
周建人,周建人,author,author,0,7,7,0,44,44,0.045725,4,0.282692,0.308069,41101.544261,"#B4B4B4"
平心,平心,author,author,0,3,3,0,14,14,0.041353,4,0.282068,0.306867,22378.275705,"#B4B4B4"
施维卓夫,施维卓夫,author,author,0,1,1,0,17,17,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
王新命,王新命,author,author,0,2,2,0,18,18,0.025064,4,0.269813,0.286682,6997.545668,"#B4B4B4"
董秋斯,董秋斯,author,author,0,2,2,0,23,23,0.017091,4,0.264086,0.276635,5053.11066,"#B4B4B4"
右民,右民,author,author,0,1,1,0,7,7,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
建人,建人,author,author,0,2,2,0,9,9,0.027375,6,0.270976,0.290486,31772.221345,"#B4B4B4"
引流,引流,author,author,0,1,1,0,8,8,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
石啸冲,石啸冲,author,author,0,8,8,0,83,83,0.082146,4,0.322728,0.36298,305938.824803,"#B4B4B4"
《再生》,《再生》,journal,journal,321,0,321,1227,0,1227,0.164801,5,0.336923,0.358858,2081225.495542,"#00EB00"
伊戈斯,伊戈斯,author,author,0,2,2,0,14,14,0.039803,4,0.281105,0.305293,12623.3766,"#B4B4B4"
孟南,孟南,author,author,0,5,5,0,13,13,0.038854,4,0.280978,0.30526,45053.601625,"#B4B4B4"
杨明,杨明,author,author,0,2,2,0,7,7,0.009908,6,0.256734,0.264895,3082.882884,"#B4B4B4"
罗隆基,罗隆基,author,author,0,4,4,0,10,10,0.024677,4,0.268562,0.284637,11711.067355,"#B4B4B4"
胡春冰,胡春冰,author,author,0,2,2,0,8,8,0.034047,4,0.278424,0.301011,96922.701743,"#B4B4B4"
蒋炳贤,蒋炳贤,author,author,0,1,1,0,17,17,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
费孝通,费孝通,author,author,0,10,10,0,86,86,0.069055,4,0.307167,0.34347,222199.48335,"#B4B4B4"
邓初民,邓初民,author,author,0,12,12,0,57,57,0.077603,4,0.315264,0.354035,430172.566099,"#B4B4B4"
《文萃》,《文萃》,journal(c),journal,545,0,545,1008,0,1008,0.407833,3,0.350923,0.382895,3394462.865584,"#FF0000"
钱纳水,钱纳水,author,author,0,1,1,0,7,7,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
马叙伦,马叙伦,author,author,0,6,6,0,93,93,0.05835,4,0.298078,0.330838,111172.018654,"#B4B4B4"
Pen,Pen,author,author,0,1,1,0,5,5,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
加里宁,加里宁,author,author,0,1,1,0,5,5,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
叶青,叶青,author,author,0,1,1,0,7,7,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
吴晗,吴晗,author,author,0,12,12,0,43,43,0.07855,4,0.312764,0.350865,233942.334912,"#B4B4B4"
小鱼,小鱼,author,author,0,5,5,0,22,22,0.03182,4,0.274792,0.295246,30650.282149,"#B4B4B4"
思慕,思慕,author,author,0,5,5,0,24,24,0.040633,4,0.282003,0.306878,40482.476937,"#B4B4B4"
曹聚仁,曹聚仁,author,author,0,1,1,0,5,5,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
杨卫玉,杨卫玉,author,author,0,7,7,0,23,23,0.041988,4,0.283752,0.309721,254233.048834,"#B4B4B4"
柳宗元,柳宗元,author,author,0,1,1,0,5,5,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
珂田,珂田,author,author,0,1,1,0,7,7,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
翦伯赞,翦伯赞,author,author,0,5,5,0,11,11,0.037273,4,0.279432,0.302798,33585.537264,"#B4B4B4"
《中华论坛》,《中华论坛》,journal,journal,111,0,111,179,0,179,0.069518,5,0.301766,0.32067,575876.446821,"#00EB00"
胡曲园,胡曲园,author,author,0,2,2,0,8,8,0.01213,6,0.259121,0.26938,59311.584474,"#B4B4B4"
蒋君章,蒋君章,author,author,0,1,1,0,8,8,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
许师愼,许师愼,author,author,0,1,1,0,5,5,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
郑学稼,郑学稼,author,author,0,1,1,0,28,28,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
郭寿生,郭寿生,author,author,0,1,1,0,5,5,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
陶伯,陶伯,author,author,0,1,1,0,5,5,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
黄义本,黄义本,author,author,0,1,1,0,5,5,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
齐纬,齐纬,author,author,0,1,1,0,5,5,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
龚德柏,龚德柏,author,author,0,1,1,0,5,5,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
严延,严延,author,author,0,1,1,0,4,4,0.002538,6,0.23182,0.2396,0,"#B4B4B4"
伯侨,伯侨,author,author,0,1,1,0,5,5,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
光未然,光未然,author,author,0,2,2,0,6,6,0.005817,6,0.252968,0.257955,509.546677,"#B4B4B4"
克士,克士,author,author,0,2,2,0,10,10,0.013933,6,0.25903,0.269211,1068.922375,"#B4B4B4"
君山,君山,author,author,0,2,2,0,25,25,0.031617,4,0.274772,0.295044,32122.322089,"#B4B4B4"
张一凡,张一凡,author,author,0,4,4,0,14,14,0.04369,4,0.284623,0.310901,104084.248052,"#B4B4B4"
张礼千,张礼千,author,author,0,1,1,0,4,4,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
戈尔巴朵夫,戈尔巴朵夫,author,author,0,1,1,0,4,4,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
曾资生,曾资生,author,author,0,1,1,0,10,10,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
李翼民,李翼民,author,author,0,1,1,0,4,4,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
澹庐,澹庐,author,author,0,1,1,0,5,5,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
王立果,王立果,author,author,0,2,2,0,6,6,0.005817,6,0.252968,0.257955,509.546677,"#B4B4B4"
百辞,百辞,author,author,0,2,2,0,5,5,0.015593,4,0.261829,0.272556,1497.955959,"#B4B4B4"
章伯钧,章伯钧,author,author,0,6,6,0,20,20,0.032638,4,0.27465,0.295066,40261.166681,"#B4B4B4"
端木蕻良,端木蕻良,author,author,0,1,1,0,9,9,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
米哈伊洛夫,米哈伊洛夫,author,author,0,1,1,0,20,20,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
索非,索非,author,author,0,2,2,0,5,5,0.013933,6,0.25903,0.269211,1068.922375,"#B4B4B4"
罗稷南,罗稷南,author,author,0,2,2,0,8,8,0.013933,6,0.25903,0.269211,1068.922375,"#B4B4B4"
罗西,罗西,author,author,0,3,3,0,6,6,0.025674,4,0.271453,0.289537,25500.252995,"#B4B4B4"
翁逸之,翁逸之,author,author,0,1,1,0,6,6,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
胡钊,胡钊,author,author,0,3,3,0,9,9,0.01455,4,0.261811,0.272578,9929.988303,"#B4B4B4"
茅盾,茅盾,author,author,0,9,9,0,36,36,0.095362,4,0.335308,0.377568,310794.418526,"#B4B4B4"
萧萧,萧萧,author,author,0,1,1,0,4,4,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
许若明,许若明,author,author,0,1,1,0,14,14,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
邵翰齐,邵翰齐,author,author,0,1,1,0,5,5,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
陈正飞,陈正飞,author,author,0,1,1,0,4,4,0.002538,6,0.23182,0.2396,0,"#B4B4B4"
陶大镛,陶大镛,author,author,0,4,4,0,11,11,0.0284,4,0.27257,0.291481,20477.814185,"#B4B4B4"
高尔基,高尔基,author,author,0,1,1,0,34,34,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
丁聪,丁聪,author,author,0,2,2,0,42,42,0.020605,4,0.265733,0.279568,2240.958723,"#B4B4B4"
丘斌存,丘斌存,author,author,0,1,1,0,3,3,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
严景耀,严景耀,author,author,0,4,4,0,12,12,0.018563,6,0.261073,0.2731,8126.503266,"#B4B4B4"
乔木,乔木,author,author,0,5,5,0,39,39,0.045281,4,0.286781,0.314262,67456.592843,"#B4B4B4"
于友,于友,author,author,0,1,1,0,7,7,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
勃拉尼克,勃拉尼克,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
叶靑,叶靑,author,author,0,1,1,0,3,3,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
周新民,周新民,author,author,0,2,2,0,10,10,0.009085,6,0.257322,0.264502,2469.181066,"#B4B4B4"
唐言,唐言,author,author,0,1,1,0,4,4,0.002538,6,0.23182,0.2396,0,"#B4B4B4"
子冈,子冈,author,author,0,4,4,0,6,6,0.030747,4,0.27516,0.295797,30229.751492,"#B4B4B4"
守仁,守仁,author,author,0,1,1,0,3,3,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
巴斯金,巴斯金,author,author,0,1,1,0,4,4,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
师陀,师陀,author,author,0,3,3,0,6,6,0.041353,4,0.282068,0.306867,22378.275705,"#B4B4B4"
库尔干诺夫,库尔干诺夫,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
张大任,张大任,author,author,0,1,1,0,3,3,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
愚公,愚公,author,author,0,2,2,0,4,4,0.008921,6,0.255619,0.262771,1683.190693,"#B4B4B4"
戚礼朴,戚礼朴,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
晓歌,晓歌,author,author,0,1,1,0,3,3,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
曾昭抡,曾昭抡,author,author,0,7,7,0,52,52,0.049793,4,0.292436,0.322803,138375.429502,"#B4B4B4"
李兆安,李兆安,author,author,0,1,1,0,3,3,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
杨槐,杨槐,author,author,0,1,1,0,3,3,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
查斯拉夫斯基,查斯拉夫斯基,author,author,0,1,1,0,16,16,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
柯马洛夫,柯马洛夫,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
柳亚子,柳亚子,author,author,0,7,7,0,16,16,0.069875,4,0.306608,0.34256,137885.946729,"#B4B4B4"
楚图南,楚图南,author,author,0,3,3,0,7,7,0.02796,4,0.27261,0.291492,15255.570535,"#B4B4B4"
毅生,毅生,author,author,0,2,2,0,31,31,0.018602,4,0.265447,0.279063,8278.295538,"#B4B4B4"
求思,求思,author,author,0,3,3,0,32,32,0.041353,4,0.282068,0.306867,22378.275705,"#B4B4B4"
沈志远,沈志远,author,author,0,9,9,0,24,24,0.081459,4,0.322083,0.362261,384849.32552,"#B4B4B4"
洪深,洪深,author,author,0,3,3,0,6,6,0.031985,4,0.275343,0.296044,13170.376534,"#B4B4B4"
源天,源天,author,author,0,1,1,0,3,3,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
潮声,潮声,author,author,0,1,1,0,51,51,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
爱伦堡,爱伦堡,author,author,0,3,3,0,25,25,0.045514,4,0.28561,0.312362,23915.477831,"#B4B4B4"
王少燕,王少燕,author,author,0,1,1,0,4,4,0.00321,6,0.247877,0.251953,0,"#B4B4B4"
祝世康,祝世康,author,author,0,2,2,0,4,4,0.011271,4,0.259139,0.267599,3034.863566,"#B4B4B4"
秋斯,秋斯,author,author,0,1,1,0,3,3,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
粟显运,粟显运,author,author,0,1,1,0,4,4,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
绀弩,绀弩,author,author,0,2,2,0,6,6,0.018094,4,0.263841,0.276197,2037.286559,"#B4B4B4"
罗加正,罗加正,author,author,0,1,1,0,3,3,0.006219,6,0.252022,0.258741,0,"#B4B4B4"
罗曼,罗曼,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
罗涵先,罗涵先,author,author,0,2,2,0,6,6,0.010972,4,0.259012,0.267363,2714.940476,"#B4B4B4"
肥遯,肥遯,author,author,0,1,1,0,3,3,0.00321,6,0.247877,0.251953,0,"#B4B4B4"
胡毅,胡毅,author,author,0,1,1,0,3,3,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
若愚,若愚,author,author,0,2,2,0,8,8,0.024874,6,0.268679,0.286541,30591.09805,"#B4B4B4"
范华农,范华农,author,author,0,1,1,0,4,4,0.00321,6,0.247877,0.251953,0,"#B4B4B4"
荒烟,荒烟,author,author,0,2,2,0,4,4,0.039803,4,0.281105,0.305293,12623.3766,"#B4B4B4"
莫斯,莫斯,author,author,0,1,1,0,6,6,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
葛洛斯曼,葛洛斯曼,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
西蒙诺夫,西蒙诺夫,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
迈之,迈之,author,author,0,2,2,0,5,5,0.007406,6,0.254584,0.260782,1308.789894,"#B4B4B4"
郭绍虞,郭绍虞,author,author,0,5,5,0,8,8,0.047502,4,0.290443,0.319757,154066.737132,"#B4B4B4"
问梁,问梁,author,author,0,1,1,0,3,3,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
静远,静远,author,author,0,4,4,0,14,14,0.030747,4,0.27516,0.295797,30229.751492,"#B4B4B4"
顾均正,顾均正,author,author,0,1,1,0,4,4,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
马丁,马丁,author,author,0,3,3,0,6,6,0.027473,4,0.274142,0.294055,57299.122863,"#B4B4B4"
高克奇,高克奇,author,author,0,1,1,0,10,10,0.00321,6,0.247877,0.251953,0,"#B4B4B4"
黄巨兴,黄巨兴,author,author,0,1,1,0,3,3,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
黄洛,黄洛,author,author,0,1,1,0,3,3,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
黄茅,黄茅,author,author,0,1,1,0,3,3,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
黄裳,黄裳,author,author,0,1,1,0,24,24,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
一民,一民,author,author,0,1,1,0,2,2,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
上官青,上官青,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
严景曜,严景曜,author,author,0,1,1,0,2,2,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
于彦胜,于彦胜,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
亚槐,亚槐,author,author,0,1,1,0,2,2,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
伊巴鲁里,伊巴鲁里,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
元璧,元璧,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
光年,光年,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
克年席夫,克年席夫,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
其良,其良,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
农慕之,农慕之,author,author,0,3,3,0,12,12,0.022291,4,0.267111,0.282052,7652.74021,"#B4B4B4"
冬予里,冬予里,author,author,0,1,1,0,3,3,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
冯玉祥,冯玉祥,author,author,0,4,4,0,6,6,0.060516,4,0.301963,0.33612,254481.463164,"#B4B4B4"
凤子,凤子,author,author,0,2,2,0,9,9,0.019602,4,0.266095,0.280209,5280.594041,"#B4B4B4"
刘逸,刘逸,author,author,0,1,1,0,2,2,0.006219,6,0.252022,0.258741,0,"#B4B4B4"
刘铁华,刘铁华,author,author,0,2,2,0,4,4,0.013933,6,0.25903,0.269211,1068.922375,"#B4B4B4"
力扬,力扬,author,author,0,5,5,0,9,9,0.030971,4,0.275446,0.296325,57199.171227,"#B4B4B4"
千里,千里,author,author,0,1,1,0,2,2,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
华心,华心,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
华阳,华阳,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
卢蕻,卢蕻,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
史米尔诺夫,史米尔诺夫,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
史迁宾,史迁宾,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
叶圣陶,叶圣陶,author,author,0,6,6,0,13,13,0.041658,4,0.280489,0.30454,30415.456708,"#B4B4B4"
吴斐丹,吴斐丹,author,author,0,2,2,0,4,4,0.030397,6,0.275282,0.296195,46800.505006,"#B4B4B4"
吴清友,吴清友,author,author,0,4,4,0,7,7,0.050742,4,0.292251,0.322365,77448.975679,"#B4B4B4"
吴约翰,吴约翰,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
吴铁城,吴铁城,author,author,0,1,1,0,3,3,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
周予同,周予同,author,author,0,1,1,0,3,3,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
周伯棣,周伯棣,author,author,0,4,4,0,10,10,0.024607,4,0.268835,0.285109,9261.659633,"#B4B4B4"
周敦礼,周敦礼,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
周谷城,周谷城,author,author,0,6,6,0,8,8,0.032026,4,0.273273,0.292774,27373.9473,"#B4B4B4"
嘉喜善,嘉喜善,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
夏衍,夏衍,author,author,0,6,6,0,15,15,0.078443,4,0.318705,0.357979,267400.425453,"#B4B4B4"
外卢,外卢,author,author,0,1,1,0,2,2,0.002538,6,0.23182,0.2396,0,"#B4B4B4"
夷初,夷初,author,author,0,1,1,0,2,2,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
奥勃拉齐卓夫,奥勃拉齐卓夫,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
奴齐,奴齐,author,author,0,1,1,0,2,2,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
娄立齐,娄立齐,author,author,0,1,1,0,3,3,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
子叶,子叶,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
子敬,子敬,author,author,0,1,1,0,10,10,0.006219,6,0.252022,0.258741,0,"#B4B4B4"
孙科,孙科,author,author,0,2,2,0,4,4,0.049085,4,0.291013,0.320432,143445.420913,"#B4B4B4"
孟心坚,孟心坚,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
宁墨公,宁墨公,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
宋孟桃,宋孟桃,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
宾符,宾符,author,author,0,3,3,0,4,4,0.025313,4,0.270049,0.287143,11402.627075,"#B4B4B4"
尚丁,尚丁,author,author,0,1,1,0,2,2,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
居正,居正,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
屠西,屠西,author,author,0,4,4,0,5,5,0.026152,4,0.269931,0.286997,35021.772881,"#B4B4B4"
巴金,巴金,author,author,0,2,2,0,5,5,0.035642,4,0.277819,0.300034,12054.538657,"#B4B4B4"
张勉,张勉,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
张子毅,张子毅,author,author,0,2,2,0,3,3,0.01658,4,0.263037,0.274747,2532.570767,"#B4B4B4"
张澜,张澜,author,author,0,3,3,0,4,4,0.016778,4,0.264595,0.277602,33470.977495,"#B4B4B4"
张申府,张申府,author,author,0,7,7,0,10,10,0.051411,4,0.293408,0.324219,125402.883833,"#B4B4B4"
张若达,张若达,author,author,0,2,2,0,5,5,0.020605,4,0.265733,0.279568,2240.958723,"#B4B4B4"
徐植,徐植,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
拾风,拾风,author,author,0,1,1,0,4,4,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
施坦因,施坦因,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
曹刚,曹刚,author,author,0,2,2,0,3,3,0.012419,6,0.258687,0.26857,3139.053594,"#B4B4B4"
曹萝阳,曹萝阳,author,author,0,1,1,0,2,2,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
李公樸,李公樸,author,author,0,3,3,0,6,6,0.019789,4,0.265011,0.278343,5339.31662,"#B4B4B4"
李凌飞,李凌飞,author,author,0,1,1,0,3,3,0.008733,6,0.25709,0.264008,0,"#B4B4B4"
李及,李及,author,author,0,1,1,0,2,2,0.00321,6,0.247877,0.251953,0,"#B4B4B4"
李战林,李战林,author,author,0,2,2,0,6,6,0.009429,6,0.254566,0.263446,2922.430592,"#B4B4B4"
李玄伯,李玄伯,author,author,0,2,2,0,3,3,0.013933,6,0.25903,0.269211,1068.922375,"#B4B4B4"
李鼎芳,李鼎芳,author,author,0,1,1,0,4,4,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
杨保民,杨保民,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
杨先义,杨先义,author,author,0,1,1,0,2,2,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
杨刚,杨刚,author,author,0,4,4,0,12,12,0.040712,4,0.281875,0.306619,28567.449345,"#B4B4B4"
林植,林植,author,author,0,1,1,0,30,30,0.021665,6,0.264331,0.280773,0,"#B4B4B4"
柏寒,柏寒,author,author,0,2,2,0,3,3,0.006534,6,0.254182,0.260315,11781.04243,"#B4B4B4"
柳诒,柳诒,author,author,0,1,1,0,2,2,0.006219,6,0.252022,0.258741,0,"#B4B4B4"
梁漱溟,梁漱溟,author,author,0,5,5,0,16,16,0.034424,4,0.278404,0.301146,70819.052469,"#B4B4B4"
毕尔伏玛依斯基,毕尔伏玛依斯基,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
沈涛,沈涛,author,author,0,1,1,0,2,2,0.008222,6,0.255285,0.262075,0,"#B4B4B4"
沙柯,沙柯,author,author,0,1,1,0,2,2,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
沙清泉,沙清泉,author,author,0,1,1,0,2,2,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
波克希雪夫斯基,波克希雪夫斯基,author,author,0,1,1,0,2,2,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
波列伏伊,波列伏伊,author,author,0,1,1,0,3,3,0.02742,6,0.266842,0.285979,0,"#B4B4B4"
洛扬,洛扬,author,author,0,1,1,0,3,3,0.004197,6,0.252074,0.256145,0,"#B4B4B4"
熊佛西,熊佛西,author,author,0,1,1,0,2,2,0.012383,4,0.259774,0.268723,0,"#B4B4B4"
燕士,燕士,author,author,0,1,1,0,2,2,0.00321,6,0.247877,0.251953,0,"#B4B4B4"
王以中,王以中,author,author,0,1,1,0,3,3,0.005711,6,0.251492,0.257067,0,"#B4B4B4"
王伯祥,王伯祥,author,author,0,2,2,0,4,4,0.013933,6,0.25903,0.269211,1068.922375,"#B4B4B4"
