Id,Label,type,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
马义,马义,author,"#B4B4B4",0,2,2,0,3,3,0.020097,4,0.266698,0.281305,0.000164
马代,马代,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
马寅初,马寅初,author,"#B4B4B4",0,7,7,0,16,16,0.094189,4,0.338616,0.381377,0.010985
马戈,马戈,author,"#B4B4B4",0,2,2,0,15,15,0.023958,6,0.267347,0.285888,0.000154
马星野,马星野,author,"#B4B4B4",0,1,1,0,1,1,0.015799,4,0.264026,0.276457,0
马歇尔,马歇尔,author,"#B4B4B4",0,1,1,0,1,1,0.015799,4,0.264026,0.276457,0
马歇尔特,马歇尔特,author,"#B4B4B4",0,1,1,0,1,1,0.009611,6,0.252652,0.263087,0
马远,马远,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
高光,高光,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
高克夫,高克夫,author,"#B4B4B4",0,1,1,0,1,1,0.015799,4,0.264026,0.276457,0
魏友棐,魏友棐,author,"#B4B4B4",0,1,1,0,1,1,0.014347,6,0.259963,0.272502,0
魏金枝,魏金枝,author,"#B4B4B4",0,2,2,0,2,2,0.031269,4,0.277676,0.299836,0.000719
鱼目,鱼目,author,"#B4B4B4",0,1,1,0,1,1,0.014347,6,0.259963,0.272502,0
鲁山,鲁山,author,"#B4B4B4",0,2,2,0,3,3,0.009771,6,0.255461,0.264753,0.000075
鲁迅,鲁迅,author,"#B4B4B4",0,1,1,0,1,1,0.014347,6,0.259963,0.272502,0
鲁逵,鲁逵,author,"#B4B4B4",0,1,1,0,2,2,0.014347,6,0.259963,0.272502,0
鲍尔温,鲍尔温,author,"#B4B4B4",0,1,1,0,1,1,0.011035,6,0.254049,0.266494,0
鲍鸿生,鲍鸿生,author,"#B4B4B4",0,1,1,0,1,1,0.014347,6,0.259963,0.272502,0
黄吉兴,黄吉兴,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
黄大能,黄大能,author,"#B4B4B4",0,1,1,0,1,1,0.015799,4,0.264026,0.276457,0
黄宗英,黄宗英,author,"#B4B4B4",0,1,1,0,1,1,0.014347,6,0.259963,0.272502,0
黄杉,黄杉,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
黄河清,黄河清,author,"#B4B4B4",0,2,2,0,10,10,0.026834,4,0.275547,0.296357,0.001529
黄海,黄海,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
黄道庸,黄道庸,author,"#B4B4B4",0,1,1,0,1,1,0.005299,6,0.245803,0.253432,0
黎华,黎华,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
黎平,黎平,author,"#B4B4B4",0,1,1,0,1,1,0.015799,4,0.264026,0.276457,0
黎明,黎明,author,"#B4B4B4",0,1,1,0,1,1,0.014347,6,0.259963,0.272502,0
齐人,齐人,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
龙天峯,龙天峯,author,"#B4B4B4",0,1,1,0,1,1,0.009611,6,0.252652,0.263087,0
（印）约希,（印）约希,author,"#B4B4B4",0,1,1,0,1,1,0.004202,6,0.241655,0.249203,0
（美）安德鲁鲍思,（美）安德鲁鲍思,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
（美）福尔曼,（美）福尔曼,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
（美）蓝纳,（美）蓝纳,author,"#B4B4B4",0,1,1,0,1,1,0.007108,6,0.253755,0.261358,0
（苏）Dmitrevsky，N.,（苏）Dmitrevsky，N.,author,"#B4B4B4",0,1,1,0,1,1,0.004202,6,0.241655,0.249203,0
（英）马可里,（英）马可里,author,"#B4B4B4",0,1,1,0,1,1,0.005299,6,0.245803,0.253432,0
苏生,苏生,author,"#B4B4B4",0,1,1,0,26,26,0.011035,6,0.254049,0.266494,0
白旭,白旭,author,"#B4B4B4",0,2,2,0,47,47,0.016785,4,0.265089,0.278459,0.00031
何肫林,何肫林,author,"#B4B4B4",0,1,1,0,25,25,0.006712,6,0.227944,0.243182,0
《中建》,《中建》,journal,"#00EB00",216,0,216,667,0,667,0.130111,5,0.29522,0.336871,0.100856
国超,国超,author,"#B4B4B4",0,1,1,0,17,17,0.011035,6,0.254049,0.266494,0
念青,念青,author,"#B4B4B4",0,1,1,0,17,17,0.009611,6,0.252652,0.263087,0
丕强,丕强,author,"#B4B4B4",0,2,2,0,17,17,0.01701,6,0.262101,0.276528,0.000267
何之,何之,author,"#B4B4B4",0,2,2,0,14,14,0.018123,6,0.264097,0.280133,0.001948
《民主:桂林版》,《民主:桂林版》,journal,"#00EB00",123,0,123,222,0,222,0.064974,5,0.282599,0.314268,0.055791
黄春生,黄春生,author,"#B4B4B4",0,1,1,0,13,13,0.003776,6,0.220346,0.232971,0
华叔甫,华叔甫,author,"#B4B4B4",0,1,1,0,11,11,0.011035,6,0.254049,0.266494,0
《光明报》,《光明报》,journal,"#00EB00",231,0,231,447,0,447,0.176475,5,0.328541,0.361974,0.096133
关夫,关夫,author,"#B4B4B4",0,1,1,0,11,11,0.011035,6,0.254049,0.266494,0
侯北人,侯北人,author,"#B4B4B4",0,1,1,0,9,9,0.011035,6,0.254049,0.266494,0
金大均,金大均,author,"#B4B4B4",0,1,1,0,27,27,0.006712,6,0.227944,0.243182,0
丁静,丁静,author,"#B4B4B4",0,1,1,0,8,8,0.009611,6,0.252652,0.263087,0
周琦,周琦,author,"#B4B4B4",0,1,1,0,8,8,0.003776,6,0.220346,0.232971,0
唐思礼,唐思礼,author,"#B4B4B4",0,1,1,0,12,12,0.006712,6,0.227944,0.243182,0
朱树锦,朱树锦,author,"#B4B4B4",0,2,2,0,24,24,0.040157,6,0.280912,0.309731,0.006381
甘草,甘草,author,"#B4B4B4",0,2,2,0,9,9,0.036005,4,0.281874,0.306539,0.000741
许虚,许虚,author,"#B4B4B4",0,1,1,0,9,9,0.003776,6,0.220346,0.232971,0
《观察》,《观察》,journal,"#00EB00",759,0,759,1333,0,1333,1,5,0.374834,0.458331,0.334893
方艾,方艾,author,"#B4B4B4",0,1,1,0,9,9,0.011035,6,0.254049,0.266494,0
欧振文,欧振文,author,"#B4B4B4",0,1,1,0,7,7,0.003776,6,0.220346,0.232971,0
蔡尚思,蔡尚思,author,"#B4B4B4",0,8,8,0,37,37,0.08861,4,0.330629,0.372565,0.008842
赵志华,赵志华,author,"#B4B4B4",0,1,1,0,30,30,0.006712,6,0.227944,0.243182,0
不移,不移,author,"#B4B4B4",0,1,1,0,7,7,0.011035,6,0.254049,0.266494,0
严艺英,严艺英,author,"#B4B4B4",0,1,1,0,6,6,0.014347,6,0.259963,0.272502,0
伯奇,伯奇,author,"#B4B4B4",0,3,3,0,9,9,0.036896,4,0.284143,0.310186,0.003792
余园,余园,author,"#B4B4B4",0,1,1,0,34,34,0.011035,6,0.254049,0.266494,0
《民主周刊(北平)》,《民主周刊(北平)》,journal,"#00EB00",70,0,70,85,0,85,0.054456,5,0.315533,0.331858,0.023182
潘静,潘静,author,"#B4B4B4",0,1,1,0,7,7,0.006712,6,0.227944,0.243182,0
王艮仲,王艮仲,author,"#B4B4B4",0,1,1,0,27,27,0.006712,6,0.227944,0.243182,0
陈士华,陈士华,author,"#B4B4B4",0,1,1,0,12,12,0.006712,6,0.227944,0.243182,0
高祖文,高祖文,author,"#B4B4B4",0,1,1,0,8,8,0.006712,6,0.227944,0.243182,0
黎纬北,黎纬北,author,"#B4B4B4",0,2,2,0,7,7,0.022293,4,0.270642,0.288136,0.000627
一波,一波,author,"#B4B4B4",0,2,2,0,6,6,0.036108,6,0.275049,0.300245,0.000637
千家驹,千家驹,author,"#B4B4B4",0,3,3,0,11,11,0.048498,4,0.293729,0.324543,0.005439
史刚,史刚,author,"#B4B4B4",0,1,1,0,5,5,0.007108,6,0.253755,0.261358,0
吴泽,吴泽,author,"#B4B4B4",0,3,3,0,7,7,0.04166,4,0.286699,0.314107,0.001329
周公南,周公南,author,"#B4B4B4",0,1,1,0,25,25,0.006712,6,0.227944,0.243182,0
寒松,寒松,author,"#B4B4B4",0,1,1,0,5,5,0.009611,6,0.252652,0.263087,0
小芒,小芒,author,"#B4B4B4",0,1,1,0,5,5,0.003776,6,0.220346,0.232971,0
更生,更生,author,"#B4B4B4",0,1,1,0,8,8,0.011035,6,0.254049,0.266494,0
杨光明,杨光明,author,"#B4B4B4",0,1,1,0,5,5,0.007108,6,0.253755,0.261358,0
瞿康祖,瞿康祖,author,"#B4B4B4",0,1,1,0,8,8,0.006712,6,0.227944,0.243182,0
胡先驌,胡先驌,author,"#B4B4B4",0,1,1,0,11,11,0.033445,6,0.272658,0.296155,0
胡愈之,胡愈之,author,"#B4B4B4",0,3,3,0,8,8,0.031904,4,0.278459,0.301206,0.001262
赵渢,赵渢,author,"#B4B4B4",0,1,1,0,5,5,0.007946,6,0.24731,0.258205,0
钱晓义,钱晓义,author,"#B4B4B4",0,1,1,0,5,5,0.006712,6,0.227944,0.243182,0
陈梅卿,陈梅卿,author,"#B4B4B4",0,1,1,0,12,12,0.006712,6,0.227944,0.243182,0
顾佩之,顾佩之,author,"#B4B4B4",0,1,1,0,12,12,0.006712,6,0.227944,0.243182,0
魏明,魏明,author,"#B4B4B4",0,1,1,0,5,5,0.011035,6,0.254049,0.266494,0
Donald_Morrow,Donald_Morrow,author,"#B4B4B4",0,1,1,0,5,5,0.033445,6,0.272658,0.296155,0
东衣,东衣,author,"#B4B4B4",0,1,1,0,4,4,0.009611,6,0.252652,0.263087,0
任钧,任钧,author,"#B4B4B4",0,4,4,0,7,7,0.051366,4,0.294122,0.325217,0.002114
伊人,伊人,author,"#B4B4B4",0,2,2,0,5,5,0.009075,6,0.249558,0.26119,0.000822
伍啓元,伍啓元,author,"#B4B4B4",0,1,1,0,6,6,0.033445,6,0.272658,0.296155,0
伍宪子,伍宪子,author,"#B4B4B4",0,1,1,0,6,6,0.011035,6,0.254049,0.266494,0
何陋之,何陋之,author,"#B4B4B4",0,1,1,0,4,4,0.003776,6,0.220346,0.232971,0
信民,信民,author,"#B4B4B4",0,1,1,0,4,4,0.004202,6,0.241655,0.249203,0
刘健,刘健,author,"#B4B4B4",0,1,1,0,4,4,0.003776,6,0.220346,0.232971,0
卢淑,卢淑,author,"#B4B4B4",0,1,1,0,4,4,0.011035,6,0.254049,0.266494,0
吴耀宗,吴耀宗,author,"#B4B4B4",0,2,2,0,5,5,0.02541,4,0.27296,0.292057,0.000542
吴靓云,吴靓云,author,"#B4B4B4",0,1,1,0,8,8,0.006712,6,0.227944,0.243182,0
宋宝山,宋宝山,author,"#B4B4B4",0,1,1,0,15,15,0.006712,6,0.227944,0.243182,0
小民,小民,author,"#B4B4B4",0,1,1,0,4,4,0.014347,6,0.259963,0.272502,0
张霞飞,张霞飞,author,"#B4B4B4",0,1,1,0,15,15,0.006712,6,0.227944,0.243182,0
戴文赛,戴文赛,author,"#B4B4B4",0,1,1,0,13,13,0.033445,6,0.272658,0.296155,0
木耳,木耳,author,"#B4B4B4",0,1,1,0,4,4,0.014347,6,0.259963,0.272502,0
李普曼,李普曼,author,"#B4B4B4",0,1,1,0,6,6,0.011035,6,0.254049,0.266494,0
欧阳倩,欧阳倩,author,"#B4B4B4",0,2,2,0,5,5,0.009771,6,0.255461,0.264753,0.000075
永生,永生,author,"#B4B4B4",0,1,1,0,4,4,0.009611,6,0.252652,0.263087,0
沈同衡,沈同衡,author,"#B4B4B4",0,3,3,0,6,6,0.038668,4,0.284348,0.310503,0.001945
王之德,王之德,author,"#B4B4B4",0,1,1,0,4,4,0.011035,6,0.254049,0.266494,0
王时颖,王时颖,author,"#B4B4B4",0,1,1,0,4,4,0.003776,6,0.220346,0.232971,0
王昆生,王昆生,author,"#B4B4B4",0,1,1,0,8,8,0.006712,6,0.227944,0.243182,0
田汉,田汉,author,"#B4B4B4",0,3,3,0,6,6,0.029708,4,0.274285,0.294376,0.000494
稽古,稽古,author,"#B4B4B4",0,1,1,0,4,4,0.009611,6,0.252652,0.263087,0
萧公权,萧公权,author,"#B4B4B4",0,2,2,0,7,7,0.039195,4,0.280952,0.305085,0.000265
蔡壬侯,蔡壬侯,author,"#B4B4B4",0,1,1,0,8,8,0.033445,6,0.272658,0.296155,0
西谛,西谛,author,"#B4B4B4",0,1,1,0,4,4,0.009611,6,0.252652,0.263087,0
赵心梅,赵心梅,author,"#B4B4B4",0,1,1,0,10,10,0.006712,6,0.227944,0.243182,0
适夷,适夷,author,"#B4B4B4",0,4,4,0,7,7,0.079061,4,0.324229,0.364681,0.006503
陈烟桥,陈烟桥,author,"#B4B4B4",0,2,2,0,8,8,0.023958,6,0.267347,0.285888,0.000154
黎卿,黎卿,author,"#B4B4B4",0,1,1,0,4,4,0.007108,6,0.253755,0.261358,0
一之,一之,author,"#B4B4B4",0,1,1,0,3,3,0.007946,6,0.24731,0.258205,0
万武,万武,author,"#B4B4B4",0,1,1,0,6,6,0.011035,6,0.254049,0.266494,0
云涛,云涛,author,"#B4B4B4",0,1,1,0,3,3,0.006712,6,0.227944,0.243182,0
以平,以平,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
任鸿隽,任鸿隽,author,"#B4B4B4",0,1,1,0,6,6,0.033445,6,0.272658,0.296155,0
何兆坤,何兆坤,author,"#B4B4B4",0,1,1,0,4,4,0.003776,6,0.220346,0.232971,0
何恕,何恕,author,"#B4B4B4",0,2,2,0,4,4,0.023958,6,0.267347,0.285888,0.000154
储安平,储安平,author,"#B4B4B4",0,2,2,0,31,31,0.039195,4,0.280952,0.305085,0.000265
司徒尚德,司徒尚德,author,"#B4B4B4",0,1,1,0,3,3,0.014347,6,0.259963,0.272502,0
向凡,向凡,author,"#B4B4B4",0,1,1,0,3,3,0.005299,6,0.245803,0.253432,0
周而复,周而复,author,"#B4B4B4",0,1,1,0,3,3,0.014347,6,0.259963,0.272502,0
唐旻,唐旻,author,"#B4B4B4",0,1,1,0,3,3,0.007108,6,0.253755,0.261358,0
夏康农,夏康农,author,"#B4B4B4",0,6,6,0,10,10,0.049256,4,0.29195,0.322266,0.006401
子午,子午,author,"#B4B4B4",0,2,2,0,5,5,0.023958,6,0.267347,0.285888,0.000154
客尔纳,客尔纳,author,"#B4B4B4",0,1,1,0,3,3,0.011035,6,0.254049,0.266494,0
张云川,张云川,author,"#B4B4B4",0,1,1,0,3,3,0.004202,6,0.241655,0.249203,0
张志和,张志和,author,"#B4B4B4",0,1,1,0,4,4,0.003776,6,0.220346,0.232971,0
慧年,慧年,author,"#B4B4B4",0,1,1,0,3,3,0.009611,6,0.252652,0.263087,0
文琴,文琴,author,"#B4B4B4",0,1,1,0,3,3,0.009611,6,0.252652,0.263087,0
晨曦,晨曦,author,"#B4B4B4",0,1,1,0,6,6,0.007946,6,0.24731,0.258205,0
梁秋水,梁秋水,author,"#B4B4B4",0,1,1,0,5,5,0.011035,6,0.254049,0.266494,0
毅夫,毅夫,author,"#B4B4B4",0,1,1,0,3,3,0.014347,6,0.259963,0.272502,0
沈定一,沈定一,author,"#B4B4B4",0,1,1,0,12,12,0.006712,6,0.227944,0.243182,0
洪涛,洪涛,author,"#B4B4B4",0,3,3,0,6,6,0.026151,4,0.275394,0.29621,0.008864
王之枚,王之枚,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
王向凡,王向凡,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
耶戈,耶戈,author,"#B4B4B4",0,1,1,0,3,3,0.014347,6,0.259963,0.272502,0
胡冈,胡冈,author,"#B4B4B4",0,2,2,0,6,6,0.009771,6,0.255461,0.264753,0.000075
范登堡,范登堡,author,"#B4B4B4",0,1,1,0,3,3,0.011035,6,0.254049,0.266494,0
萧扬,萧扬,author,"#B4B4B4",0,2,2,0,4,4,0.043056,4,0.287115,0.314634,0.00203
萧曙,萧曙,author,"#B4B4B4",0,1,1,0,3,3,0.007108,6,0.253755,0.261358,0
萧秋,萧秋,author,"#B4B4B4",0,1,1,0,3,3,0.014347,6,0.259963,0.272502,0
蒋匀田,蒋匀田,author,"#B4B4B4",0,2,2,0,7,7,0.014811,6,0.258062,0.274252,0.002132
裴仁,裴仁,author,"#B4B4B4",0,4,4,0,12,12,0.055555,4,0.299334,0.332617,0.002521
费青,费青,author,"#B4B4B4",0,4,4,0,7,7,0.052822,4,0.293947,0.324964,0.003884
赤峰,赤峰,author,"#B4B4B4",0,1,1,0,3,3,0.015799,4,0.264026,0.276457,0
邹云涛,邹云涛,author,"#B4B4B4",0,1,1,0,5,5,0.006712,6,0.227944,0.243182,0
郭冠杰,郭冠杰,author,"#B4B4B4",0,1,1,0,3,3,0.004202,6,0.241655,0.249203,0
野笋,野笋,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
金华,金华,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
陈原,陈原,author,"#B4B4B4",0,2,2,0,4,4,0.009952,4,0.25786,0.265242,0.000115
陈瘦竹,陈瘦竹,author,"#B4B4B4",0,1,1,0,4,4,0.033445,6,0.272658,0.296155,0
雾城,雾城,author,"#B4B4B4",0,2,2,0,4,4,0.023958,6,0.267347,0.285888,0.000154
乔峯,乔峯,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
于仲,于仲,author,"#B4B4B4",0,1,1,0,2,2,0.007108,6,0.253755,0.261358,0
于潮,于潮,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
以中,以中,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
伯涛,伯涛,author,"#B4B4B4",0,1,1,0,2,2,0.007108,6,0.253755,0.261358,0
何为,何为,author,"#B4B4B4",0,2,2,0,3,3,0.019646,6,0.264167,0.28026,0.000214
何家槐,何家槐,author,"#B4B4B4",0,2,2,0,3,3,0.023958,6,0.267347,0.285888,0.000154
作周,作周,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
兆均,兆均,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
冯友兰,冯友兰,author,"#B4B4B4",0,2,2,0,3,3,0.047874,4,0.291176,0.320706,0.001164
刘文茵,刘文茵,author,"#B4B4B4",0,1,1,0,2,2,0.005299,6,0.245803,0.253432,0
刘西渭,刘西渭,author,"#B4B4B4",0,1,1,0,2,2,0.014347,6,0.259963,0.272502,0
勾适生,勾适生,author,"#B4B4B4",0,1,1,0,2,2,0.004202,6,0.241655,0.249203,0
卞之琳,卞之琳,author,"#B4B4B4",0,1,1,0,2,2,0.033445,6,0.272658,0.296155,0
史国衡,史国衡,author,"#B4B4B4",0,2,2,0,3,3,0.025382,4,0.274171,0.29408,0.001285
叶笃义,叶笃义,author,"#B4B4B4",0,1,1,0,2,2,0.011035,6,0.254049,0.266494,0
周哲,周哲,author,"#B4B4B4",0,1,1,0,2,2,0.005299,6,0.245803,0.253432,0
孟浪,孟浪,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
安娥,安娥,author,"#B4B4B4",0,2,2,0,3,3,0.036005,4,0.281874,0.306539,0.000741
希苓,希苓,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
建人,建人,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
张中府,张中府,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
张印堂,张印堂,author,"#B4B4B4",0,1,1,0,2,2,0.033445,6,0.272658,0.296155,0
张大雷,张大雷,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
张学良,张学良,author,"#B4B4B4",0,1,1,0,2,2,0.014347,6,0.259963,0.272502,0
张文元,张文元,author,"#B4B4B4",0,4,4,0,16,16,0.045958,4,0.289216,0.318007,0.00195
张絅伯,张絅伯,author,"#B4B4B4",0,2,2,0,5,5,0.02541,4,0.27296,0.292057,0.000542
张西超,张西超,author,"#B4B4B4",0,2,2,0,3,3,0.025434,4,0.272997,0.29212,0.008309
张铁生,张铁生,author,"#B4B4B4",0,3,3,0,5,5,0.023307,4,0.270531,0.288051,0.000907
张锡昌,张锡昌,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
彭泽民,彭泽民,author,"#B4B4B4",0,2,2,0,3,3,0.012148,6,0.250889,0.2649,0.000174
徐寅初,徐寅初,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
怀瑾,怀瑾,author,"#B4B4B4",0,1,1,0,2,2,0.007108,6,0.253755,0.261358,0
思粤,思粤,author,"#B4B4B4",0,2,2,0,3,3,0.055103,4,0.297935,0.330445,0.001334
戴镏龄,戴镏龄,author,"#B4B4B4",0,1,1,0,7,7,0.033445,6,0.272658,0.296155,0
拉斯基,拉斯基,author,"#B4B4B4",0,3,3,0,9,9,0.047198,4,0.293119,0.323657,0.008572
普森,普森,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
木天,木天,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
李俞,李俞,author,"#B4B4B4",0,2,2,0,3,3,0.022293,4,0.270642,0.288136,0.000627
李广田,李广田,author,"#B4B4B4",0,3,3,0,11,11,0.041786,6,0.276627,0.302943,0.00041
李普,李普,author,"#B4B4B4",0,1,1,0,2,2,0.004202,6,0.241655,0.249203,0
李浩培,李浩培,author,"#B4B4B4",0,4,4,0,7,7,0.046635,6,0.281112,0.310258,0.001309
杜守素,杜守素,author,"#B4B4B4",0,2,2,0,3,3,0.020001,4,0.267601,0.282886,0.00034
杜律斯,杜律斯,author,"#B4B4B4",0,1,1,0,2,2,0.011035,6,0.254049,0.266494,0
杨增福,杨增福,author,"#B4B4B4",0,1,1,0,2,2,0.007108,6,0.253755,0.261358,0
杨宁,杨宁,author,"#B4B4B4",0,1,1,0,2,2,0.007108,6,0.253755,0.261358,0
杨弘,杨弘,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
杨毓滋,杨毓滋,author,"#B4B4B4",0,1,1,0,2,2,0.011035,6,0.254049,0.266494,0
林慧,林慧,author,"#B4B4B4",0,1,1,0,2,2,0.002663,6,0.239867,0.246176,0
林砺儒,林砺儒,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
林莽,林莽,author,"#B4B4B4",0,2,2,0,4,4,0.030146,4,0.277248,0.29914,0.000724
林萼,林萼,author,"#B4B4B4",0,1,1,0,2,2,0.004202,6,0.241655,0.249203,0
武子,武子,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
毛以亨,毛以亨,author,"#B4B4B4",0,1,1,0,11,11,0.011035,6,0.254049,0.266494,0
求思诀,求思诀,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
江峰,江峰,author,"#B4B4B4",0,1,1,0,2,2,0.006712,6,0.227944,0.243182,0
沈燕谋,沈燕谋,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
波浪,波浪,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
洛如,洛如,author,"#B4B4B4",0,1,1,0,3,3,0.003776,6,0.220346,0.232971,0
洪深,洪深,author,"#B4B4B4",0,2,2,0,3,3,0.036005,4,0.281874,0.306539,0.000741
浮天,浮天,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
湘文,湘文,author,"#B4B4B4",0,1,1,0,2,2,0.015799,4,0.264026,0.276457,0
潘星照,潘星照,author,"#B4B4B4",0,1,1,0,5,5,0.006712,6,0.227944,0.243182,0
狄超白,狄超白,author,"#B4B4B4",0,3,3,0,5,5,0.030853,4,0.279048,0.302154,0.001806
甘杜,甘杜,author,"#B4B4B4",0,1,1,0,2,2,0.007108,6,0.253755,0.261358,0
田水,田水,author,"#B4B4B4",0,1,1,0,2,2,0.005299,6,0.245803,0.253432,0
田汝康,田汝康,author,"#B4B4B4",0,2,2,0,9,9,0.04448,4,0.289555,0.318303,0.00264
石仁,石仁,author,"#B4B4B4",0,1,1,0,2,2,0.007108,6,0.253755,0.261358,0
石挥,石挥,author,"#B4B4B4",0,1,1,0,2,2,0.014347,6,0.259963,0.272502,0
祝唯一,祝唯一,author,"#B4B4B4",0,1,1,0,2,2,0.006712,6,0.227944,0.243182,0
秦牧,秦牧,author,"#B4B4B4",0,2,2,0,3,3,0.012148,6,0.250889,0.2649,0.000174
程梯云,程梯云,author,"#B4B4B4",0,1,1,0,27,27,0.006712,6,0.227944,0.243182,0
紫槿,紫槿,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
编者,编者,author,"#B4B4B4",0,1,1,0,4,4,0.006712,6,0.227944,0.243182,0
胡风,胡风,author,"#B4B4B4",0,2,2,0,3,3,0.021059,6,0.267528,0.286205,0.006053
莊智焕,莊智焕,author,"#B4B4B4",0,1,1,0,3,3,0.033445,6,0.272658,0.296155,0
萧冰,萧冰,author,"#B4B4B4",0,1,1,0,2,2,0.006712,6,0.227944,0.243182,0
蒋天佐,蒋天佐,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
诺斯,诺斯,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
赵元浩,赵元浩,author,"#B4B4B4",0,2,2,0,3,3,0.022293,4,0.270642,0.288136,0.000627
达史,达史,author,"#B4B4B4",0,1,1,0,2,2,0.007946,6,0.24731,0.258205,0
邵景康,邵景康,author,"#B4B4B4",0,1,1,0,3,3,0.006712,6,0.227944,0.243182,0
郭生,郭生,author,"#B4B4B4",0,2,2,0,4,4,0.023958,6,0.267347,0.285888,0.000154
醒民,醒民,author,"#B4B4B4",0,1,1,0,2,2,0.011035,6,0.254049,0.266494,0
野叟,野叟,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
阿杨,阿杨,author,"#B4B4B4",0,2,2,0,3,3,0.031269,4,0.277676,0.299836,0.000719
陈友松,陈友松,author,"#B4B4B4",0,1,1,0,3,3,0.033445,6,0.272658,0.296155,0
陈此生,陈此生,author,"#B4B4B4",0,1,1,0,4,4,0.007946,6,0.24731,0.258205,0
陈衡哲,陈衡哲,author,"#B4B4B4",0,1,1,0,10,10,0.033445,6,0.272658,0.296155,0
陈闲,陈闲,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
非昔,非昔,author,"#B4B4B4",0,1,1,0,2,2,0.009611,6,0.252652,0.263087,0
高名凯,高名凯,author,"#B4B4B4",0,1,1,0,2,2,0.033445,6,0.272658,0.296155,0
高觉敷,高觉敷,author,"#B4B4B4",0,1,1,0,3,3,0.033445,6,0.272658,0.296155,0
黄雨秋,黄雨秋,author,"#B4B4B4",0,2,2,0,3,3,0.021455,6,0.266662,0.284687,0.000468
黎洪,黎洪,author,"#B4B4B4",0,2,2,0,3,3,0.017557,6,0.262798,0.278847,0.000482
默君,默君,author,"#B4B4B4",0,1,1,0,2,2,0.003776,6,0.220346,0.232971,0
A.K.,A.K.,author,"#B4B4B4",0,1,1,0,1,1,0.006712,6,0.227944,0.243182,0
C.L.,C.L.,author,"#B4B4B4",0,1,1,0,1,1,0.002663,6,0.239867,0.246176,0
