Id,Label,type,type2,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
一览,一览,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
一语,一语,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
一贯,一贯,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
一路,一路,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
一连,一连,notion,notion,"#FFFF00",0,2,2,0,2,2,0.014569,4,0.290179,0.319215,2352.897851
一连串,一连串,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
一阵,一阵,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
一顶,一顶,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
丁文渊,丁文渊,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
七一五,七一五,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
七七事变,七七事变,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
七个,七个,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
七分,七分,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012707,4,0.283952,0.309768,1855.868824
七十五万,七十五万,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
七号,七号,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012981,4,0.286575,0.313799,2635.240412
七角,七角,notion,notion,"#FFFF00",0,2,2,0,2,2,0.002601,4,0.253999,0.257857,0.445584
万万,万万,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
万世开,万世开,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
万千,万千,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
万家灯火,万家灯火,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011681,4,0.281975,0.306682,2054.453631
万方,万方,notion,notion,"#FFFF00",0,2,2,0,4,4,0.003615,4,0.258591,0.266595,438.916634
万生,万生,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
三一,三一,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009417,4,0.275239,0.295834,1776.454894
三三,三三,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
三二,三二,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
三位一体,三位一体,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
三元,三元,notion,notion,"#FFFF00",0,2,2,0,2,2,0.002601,4,0.253999,0.257857,0.445584
三光政策,三光政策,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
三区,三区,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
三十二条,三十二条,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
三咏,三咏,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
三型,三型,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
三届,三届,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
三打,三打,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
三整,三整,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
三条,三条,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
三查,三查,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
三百五十万,三百五十万,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
三管齐下,三管齐下,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
三续,三续,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
三行,三行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
三裂,三裂,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
三角,三角,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
三角洲,三角洲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
三言两语,三言两语,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
三部,三部,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
三部曲,三部曲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
上之环,上之环,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
上了,上了,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
上任,上任,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
上士,上士,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
上有,上有,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
上海大众,上海大众,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
上海银行,上海银行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
上的,上的,notion,notion,"#FFFF00",0,2,2,0,2,2,0.017811,4,0.302024,0.33611,3433.964749
上看,上看,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
上策,上策,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
上腾,上腾,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
上谈,上谈,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
下决心,下决心,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
下半年,下半年,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013724,4,0.287551,0.315279,2160.28588
下的,下的,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
不为,不为,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
不争气,不争气,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
不公,不公,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
不及,不及,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
不合理,不合理,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
不合算,不合算,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
不售,不售,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
不在,不在,notion,notion,"#FFFF00",0,2,2,0,2,2,0.007931,4,0.27031,0.287552,1009.912677
不均,不均,notion,notion,"#FFFF00",0,2,2,0,2,2,0.01116,4,0.278953,0.30188,1476.088822
不堪,不堪,notion,notion,"#FFFF00",0,2,2,0,2,2,0.017431,4,0.298852,0.331717,2608.70573
不够,不够,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
不已,不已,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
不患,不患,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
不成,不成,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001607,4,0.253991,0.257815,0
不戴,不戴,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
不暇,不暇,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
不来,不来,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013269,4,0.285606,0.312319,1819.172129
不正,不正,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
不洁,不洁,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
不离,不离,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
不自,不自,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
不见得,不见得,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012252,4,0.282577,0.307627,1730.088711
不设防,不设防,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
不诚,不诚,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
不诚实,不诚实,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
不靖,不靖,notion,notion,"#FFFF00",0,1,1,0,2,2,0.006776,4,0.269878,0.286786,0
与币信,与币信,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
与虎谋皮,与虎谋皮,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
丑闻,丑闻,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013617,4,0.287416,0.315074,2251.443992
专刊,专刊,notion,notion,"#FFFF00",0,2,2,0,2,2,0.002601,4,0.253999,0.257857,0.445584
专号,专号,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013998,4,0.287989,0.31594,2083.189656
专用,专用,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
世乱,世乱,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
世外桃源,世外桃源,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
世家,世家,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
世界纪录,世界纪录,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
世运,世运,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
世青,世青,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
丘八,丘八,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
丘陵,丘陵,notion,notion,"#FFFF00",0,1,1,0,2,2,0.006205,4,0.268472,0.284361,0
业余,业余,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
东德,东德,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
东拼西凑,东拼西凑,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
东林,东林,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
东西南北,东西南北,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
东路,东路,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
东顾,东顾,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
丢丑,丢丑,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
两事工,两事工,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
两函,两函,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
两分,两分,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
两处,两处,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
两家,两家,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
两封,两封,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
两局,两局,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
两讲,两讲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
两起,两起,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
两路,两路,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
两过间,两过间,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
严弛,严弛,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
严法,严法,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
严肃性,严肃性,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013998,4,0.287989,0.31594,2083.189656
个人经历,个人经历,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
中之至性,中之至性,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
中人,中人,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
中兴,中兴,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013724,4,0.287551,0.315279,2160.28588
中医,中医,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
中古时代,中古时代,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
中国人民银行,中国人民银行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
中国史纲,中国史纲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
中国国民党革命委员会,中国国民党革命委员会,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
中士,中士,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
中大的,中大的,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
中央局,中央局,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007793,4,0.273334,0.292643,0
中央银行,中央银行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
中年人,中年人,notion,notion,"#FFFF00",0,2,2,0,2,2,0.002601,4,0.253999,0.257857,0.445584
中年妇女,中年妇女,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
中患,中患,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
中欧,中欧,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
中法,中法,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001607,4,0.253991,0.257815,0
中美关,中美关,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
中联,中联,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
中英,中英,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
中路,中路,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001607,4,0.253991,0.257815,0
中酌,中酌,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
丰功伟绩,丰功伟绩,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
丰收,丰收,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
丰满,丰满,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
串演,串演,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
临到,临到,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
临头,临头,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
临汾,临汾,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
丹特士,丹特士,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
为九一,为九一,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
为啥,为啥,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
为政之道,为政之道,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
为灾,为灾,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
为的是,为的是,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
为虎傅翼,为虎傅翼,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
主教,主教,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
主浙,主浙,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
主皖乎,主皖乎,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
主观,主观,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
举世瞩目,举世瞩目,notion,notion,"#FFFF00",0,2,2,0,2,2,0.016795,4,0.297441,0.329733,2700.940674
举动,举动,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
举起,举起,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
乃至,乃至,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
义儿,义儿,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
义国,义国,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
义德,义德,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
之上,之上,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之丧,之丧,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
之于,之于,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之会,之会,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
之先,之先,notion,notion,"#FFFF00",0,2,2,0,2,2,0.002601,4,0.253999,0.257857,0.445584
之助,之助,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
之发,之发,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
之国,之国,notion,notion,"#FFFF00",0,2,2,0,2,2,0.008542,4,0.273872,0.293567,948.235655
之塞宴,之塞宴,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之境,之境,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之士,之士,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之失,之失,notion,notion,"#FFFF00",0,3,3,0,3,3,0.017936,4,0.294889,0.326122,4879.218829
之富,之富,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之师,之师,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
之弊,之弊,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之心,之心,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
之所,之所,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之手,之手,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之有,之有,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之治,之治,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之法,之法,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
之深,之深,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之用,之用,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之癌,之癌,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
之盛,之盛,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之窗,之窗,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
之纤丽,之纤丽,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之约,之约,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之胜,之胜,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之血,之血,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之诉,之诉,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
之谣,之谣,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
之象羣,之象羣,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
之辨,之辨,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之远,之远,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
之速,之速,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
之铁输,之铁输,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
乌兹倍,乌兹倍,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
乔治亚,乔治亚,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
乖谬,乖谬,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
九·二一,九·二一,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
九一三,九一三,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
九十,九十,notion,notion,"#FFFF00",0,2,2,0,3,3,0.014569,4,0.290179,0.319215,2352.897851
九厂,九厂,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013998,4,0.287989,0.31594,2083.189656
九州,九州,notion,notion,"#FFFF00",0,2,2,0,2,2,0.002601,4,0.253999,0.257857,0.445584
九死一生,九死一生,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
九重,九重,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
九龙城,九龙城,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
乞儿,乞儿,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
乞求,乞求,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
乡下,乡下,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
乡下人,乡下人,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
乡下佬,乡下佬,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
乡场,乡场,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
书业,书业,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
书包,书包,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
书录,书录,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
书怀,书怀,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
乱撞,乱撞,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
乱涨,乱涨,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
乱笔,乱笔,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
乾嘉时,乾嘉时,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
乾脆,乾脆,notion,notion,"#FFFF00",0,1,1,0,1,1,0.002455,4,0.256386,0.262412,0
了不起,了不起,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
了的,了的,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011407,4,0.27968,0.303045,1494.054505
予子,予子,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
争夺,争夺,notion,notion,"#FFFF00",0,2,2,0,2,2,0.0094,4,0.276264,0.297519,1066.502666
争夺战,争夺战,notion,notion,"#FFFF00",0,2,2,0,3,3,0.015205,4,0.291693,0.321451,2260.679969
争抢,争抢,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
争粮战,争粮战,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
争风,争风,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
事在人爲,事在人爲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
事实胜于雄辩,事实胜于雄辩,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
二一,二一,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
二二,二二,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
二十万,二十万,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
二十四,二十四,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
二千年,二千年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00116,4,0.252722,0.255343,0
二局,二局,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
二次大战,二次大战,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
二次革命,二次革命,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
二灶港,二灶港,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
二百家,二百家,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
二百年,二百年,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009231,4,0.274307,0.294291,1116.233463
二种,二种,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
二醜,二醜,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
于斌,于斌,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
云丝,云丝,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005476,4,0.265438,0.279039,0
