Source,Target,Type,Id,Label,Weight,author,year,place,MMNT-EdgeType
《中央周刊》,《时代杂志》,Undirected,59830,journal-journal,7827,,,,journal<--->journal
《中央周刊》,《国讯》,Undirected,59831,journal-journal,873,,,,journal<--->journal
《中央周刊》,《民主(上海)》,Undirected,59832,journal-journal,4840,,,,journal<--->journal
《中央周刊》,《周报(上海1945)》,Undirected,59833,journal-journal,3213,,,,journal<--->journal
《中央周刊》,《民主周刊(昆明)》,Undirected,59834,journal-journal,1730,,,,journal<--->journal
《中央周刊》,《文萃》,Undirected,59835,journal-journal,6345,,,,journal<--->journal
《中央周刊》,《民主(重庆)》,Undirected,59836,journal-journal,1376,,,,journal<--->journal
《中央周刊》,《再生》,Undirected,59837,journal-journal,5006,,,,journal<--->journal
《中央周刊》,《中华论坛》,Undirected,59838,journal-journal,1237,,,,journal<--->journal
《中央周刊》,《观察》,Undirected,59839,journal-journal,1566,,,,journal<--->journal
《中央周刊》,《正报》,Undirected,59840,journal-journal,1458,,,,journal<--->journal
《中央周刊》,《中建》,Undirected,59841,journal-journal,2986,,,,journal<--->journal
《中央周刊》,《民主:桂林版》,Undirected,59842,journal-journal,1823,,,,journal<--->journal
《中央周刊》,《民主周刊(北平)》,Undirected,59843,journal-journal,935,,,,journal<--->journal
《中央周刊》,《解放》,Undirected,59844,journal-journal,202,,,,journal<--->journal
《中央周刊》,《光明报》,Undirected,59845,journal-journal,1044,,,,journal<--->journal
《时代杂志》,《国讯》,Undirected,59846,journal-journal,791,,,,journal<--->journal
《时代杂志》,《民主(上海)》,Undirected,59847,journal-journal,5859,,,,journal<--->journal
《时代杂志》,《周报(上海1945)》,Undirected,59848,journal-journal,4453,,,,journal<--->journal
《时代杂志》,《民主周刊(昆明)》,Undirected,59849,journal-journal,1882,,,,journal<--->journal
《时代杂志》,《文萃》,Undirected,59850,journal-journal,8427,,,,journal<--->journal
《时代杂志》,《民主(重庆)》,Undirected,59851,journal-journal,1426,,,,journal<--->journal
《时代杂志》,《再生》,Undirected,59852,journal-journal,5637,,,,journal<--->journal
《时代杂志》,《中华论坛》,Undirected,59853,journal-journal,1827,,,,journal<--->journal
《时代杂志》,《观察》,Undirected,59854,journal-journal,1958,,,,journal<--->journal
《时代杂志》,《正报》,Undirected,59855,journal-journal,1888,,,,journal<--->journal
《时代杂志》,《中建》,Undirected,59856,journal-journal,1457,,,,journal<--->journal
《时代杂志》,《民主:桂林版》,Undirected,59857,journal-journal,2187,,,,journal<--->journal
《时代杂志》,《民主周刊(北平)》,Undirected,59858,journal-journal,893,,,,journal<--->journal
《时代杂志》,《解放》,Undirected,59859,journal-journal,244,,,,journal<--->journal
《时代杂志》,《光明报》,Undirected,59860,journal-journal,1294,,,,journal<--->journal
《国讯》,《民主(上海)》,Undirected,59861,journal-journal,636,,,,journal<--->journal
《国讯》,《周报(上海1945)》,Undirected,59862,journal-journal,438,,,,journal<--->journal
《国讯》,《民主周刊(昆明)》,Undirected,59863,journal-journal,214,,,,journal<--->journal
《国讯》,《文萃》,Undirected,59864,journal-journal,796,,,,journal<--->journal
《国讯》,《民主(重庆)》,Undirected,59865,journal-journal,204,,,,journal<--->journal
《国讯》,《再生》,Undirected,59866,journal-journal,553,,,,journal<--->journal
《国讯》,《中华论坛》,Undirected,59867,journal-journal,151,,,,journal<--->journal
《国讯》,《观察》,Undirected,59868,journal-journal,181,,,,journal<--->journal
《国讯》,《正报》,Undirected,59869,journal-journal,176,,,,journal<--->journal
《国讯》,《中建》,Undirected,59870,journal-journal,211,,,,journal<--->journal
《国讯》,《民主:桂林版》,Undirected,59871,journal-journal,215,,,,journal<--->journal
《国讯》,《民主周刊(北平)》,Undirected,59872,journal-journal,138,,,,journal<--->journal
《国讯》,《解放》,Undirected,59873,journal-journal,27,,,,journal<--->journal
《国讯》,《光明报》,Undirected,59874,journal-journal,145,,,,journal<--->journal
《民主(上海)》,《周报(上海1945)》,Undirected,59875,journal-journal,4240,,,,journal<--->journal
《民主(上海)》,《民主周刊(昆明)》,Undirected,59876,journal-journal,1828,,,,journal<--->journal
《民主(上海)》,《文萃》,Undirected,59877,journal-journal,8962,,,,journal<--->journal
《民主(上海)》,《民主(重庆)》,Undirected,59878,journal-journal,1483,,,,journal<--->journal
《民主(上海)》,《再生》,Undirected,59879,journal-journal,4128,,,,journal<--->journal
《民主(上海)》,《中华论坛》,Undirected,59880,journal-journal,1425,,,,journal<--->journal
《民主(上海)》,《观察》,Undirected,59881,journal-journal,1530,,,,journal<--->journal
《民主(上海)》,《正报》,Undirected,59882,journal-journal,1883,,,,journal<--->journal
《民主(上海)》,《中建》,Undirected,59883,journal-journal,999,,,,journal<--->journal
《民主(上海)》,《民主:桂林版》,Undirected,59884,journal-journal,2320,,,,journal<--->journal
《民主(上海)》,《民主周刊(北平)》,Undirected,59885,journal-journal,1093,,,,journal<--->journal
《民主(上海)》,《解放》,Undirected,59886,journal-journal,230,,,,journal<--->journal
《民主(上海)》,《光明报》,Undirected,59887,journal-journal,1502,,,,journal<--->journal
《周报(上海1945)》,《民主周刊(昆明)》,Undirected,59888,journal-journal,1336,,,,journal<--->journal
《周报(上海1945)》,《文萃》,Undirected,59889,journal-journal,5260,,,,journal<--->journal
《周报(上海1945)》,《民主(重庆)》,Undirected,59890,journal-journal,692,,,,journal<--->journal
《周报(上海1945)》,《再生》,Undirected,59891,journal-journal,2248,,,,journal<--->journal
《周报(上海1945)》,《中华论坛》,Undirected,59892,journal-journal,1079,,,,journal<--->journal
《周报(上海1945)》,《观察》,Undirected,59893,journal-journal,1010,,,,journal<--->journal
