Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
黄炎培(1945),邓初民(1945),Undirected,5539,author-author,,32,,,author<--->author
黄炎培(1945),郭绍虞(1945),Undirected,5540,author-author,,2,,,author<--->author
黄炎培(1945),问梁(1945),Undirected,5541,author-author,,75,,,author<--->author
黄炎培(1945),静远(1945),Undirected,5542,author-author,,6,,,author<--->author
黄炎培(1945),顾均正(1945),Undirected,5543,author-author,,6,,,author<--->author
黄炎培(1945),马丁(1945),Undirected,5544,author-author,,6,,,author<--->author
黄炎培(1945),高克奇(1945),Undirected,5545,author-author,,3,,,author<--->author
黄炎培(1945),黄裳(1945),Undirected,5546,author-author,,6,,,author<--->author
黄炎培(1945),一民(1945),Undirected,5547,author-author,,4,,,author<--->author
黄炎培(1945),冯玉祥(1945),Undirected,5548,author-author,,5,,,author<--->author
黄炎培(1945),凤子(1945),Undirected,5549,author-author,,4,,,author<--->author
黄炎培(1945),刘逸(1945),Undirected,5550,author-author,,4,,,author<--->author
黄炎培(1945),刘铁华(1945),Undirected,5551,author-author,,4,,,author<--->author
黄炎培(1945),力扬(1945),Undirected,5552,author-author,,5,,,author<--->author
黄炎培(1945),千里(1945),Undirected,5553,author-author,,50,,,author<--->author
黄炎培(1945),叶圣陶(1945),Undirected,5554,author-author,,5,,,author<--->author
黄炎培(1945),吴斐丹(1945),Undirected,5555,author-author,,50,,,author<--->author
黄炎培(1945),吴清友(1945),Undirected,5556,author-author,,51,,,author<--->author
黄炎培(1945),周予同(1945),Undirected,5557,author-author,,4,,,author<--->author
黄炎培(1945),周伯棣(1945),Undirected,5558,author-author,,50,,,author<--->author
黄炎培(1945),夏衍(1945),Undirected,5559,author-author,,4,,,author<--->author
黄炎培(1945),夷初(1945),Undirected,5560,author-author,,4,,,author<--->author
黄炎培(1945),子敬(1945),Undirected,5561,author-author,,4,,,author<--->author
黄炎培(1945),尚丁(1945),Undirected,5562,author-author,,50,,,author<--->author
黄炎培(1945),屠西(1945),Undirected,5563,author-author,,4,,,author<--->author
黄炎培(1945),巴金(1945),Undirected,5564,author-author,,4,,,author<--->author
黄炎培(1945),张澜(1945),Undirected,5565,author-author,,4,,,author<--->author
黄炎培(1945),张申府(1945),Undirected,5566,author-author,,29,,,author<--->author
黄炎培(1945),张若达(1945),Undirected,5567,author-author,,4,,,author<--->author
黄炎培(1945),拾风(1945),Undirected,5568,author-author,,4,,,author<--->author
黄炎培(1945),曹刚(1945),Undirected,5569,author-author,,2,,,author<--->author
黄炎培(1945),李公樸(1945),Undirected,5570,author-author,,2,,,author<--->author
黄炎培(1945),李凌飞(1945),Undirected,5571,author-author,,50,,,author<--->author
黄炎培(1945),李及(1945),Undirected,5572,author-author,,2,,,author<--->author
黄炎培(1945),李战林(1945),Undirected,5573,author-author,,4,,,author<--->author
黄炎培(1945),李玄伯(1945),Undirected,5574,author-author,,2,,,author<--->author
黄炎培(1945),杨刚(1945),Undirected,5575,author-author,,4,,,author<--->author
黄炎培(1945),柳诒(1945),Undirected,5576,author-author,,4,,,author<--->author
黄炎培(1945),梁漱溟(1945),Undirected,5577,author-author,,2,,,author<--->author
黄炎培(1945),沈涛(1945),Undirected,5578,author-author,,4,,,author<--->author
黄炎培(1945),燕士(1945),Undirected,5579,author-author,,2,,,author<--->author
黄炎培(1945),王伯祥(1945),Undirected,5580,author-author,,4,,,author<--->author
黄炎培(1945),王沿津(1945),Undirected,5581,author-author,,50,,,author<--->author
黄炎培(1945),王铁华(1945),Undirected,5582,author-author,,4,,,author<--->author
黄炎培(1945),苏尔齐伯格(1945),Undirected,5583,author-author,,4,,,author<--->author
黄炎培(1945),范蕙(1945),Undirected,5584,author-author,,4,,,author<--->author
黄炎培(1945),萧明(1945),Undirected,5585,author-author,,2,,,author<--->author
黄炎培(1945),葭水(1945),Undirected,5586,author-author,,4,,,author<--->author
黄炎培(1945),许杰(1945),Undirected,5587,author-author,,4,,,author<--->author
黄炎培(1945),费稳(1945),Undirected,5588,author-author,,4,,,author<--->author
黄炎培(1945),郭沫若(1945),Undirected,5589,author-author,,4,,,author<--->author
黄炎培(1945),金枫(1945),Undirected,5590,author-author,,4,,,author<--->author
黄炎培(1945),镜民(1945),Undirected,5591,author-author,,50,,,author<--->author
黄炎培(1945),陆钦墀(1945),Undirected,5592,author-author,,2,,,author<--->author
黄炎培(1945),陈志中(1945),Undirected,5593,author-author,,2,,,author<--->author
黄炎培(1945),陈曦(1945),Undirected,5594,author-author,,50,,,author<--->author
黄炎培(1945),陈鼎龢(1945),Undirected,5595,author-author,,4,,,author<--->author
黄炎培(1945),项黎(1945),Undirected,5596,author-author,,2,,,author<--->author
黄炎培(1945),马哲民(1945),Undirected,5597,author-author,,2,,,author<--->author
