Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
之战(1945),之战,notion,0,2,2,0,23,23,0.047586,4,0.310131,0.347083,1936.844476
《中央周刊》,《中央周刊》,journal,710,0,710,1328,0,1328,1,3,0.396399,0.491928,1352946.708161
亚洲(1945),亚洲,notion,0,3,3,0,18,18,0.064982,4,0.325081,0.365759,3228.165275
国际(1945),国际,notion,0,7,7,0,55,55,0.120678,4,0.399626,0.438043,18397.685735
《时代杂志》,《时代杂志》,journal,542,0,542,1181,0,1181,0.679803,3,0.379516,0.45452,1053420.382381
苏联(1945),苏联,notion,0,9,9,0,86,86,0.169763,4,0.493896,0.498024,39041.948398
本月(1945),本月,notion,0,1,1,0,8,8,0.027763,4,0.283899,0.309703,0
时事(1945),时事,notion,0,2,2,0,18,18,0.045218,4,0.29958,0.332888,840.873971
《国讯》,《国讯》,journal,566,0,566,1019,0,1019,0.823481,3,0.381839,0.459864,998550.783464
纪行(1945),纪行,notion,0,2,2,0,8,8,0.047586,4,0.310131,0.347083,1936.844476
解剖(1945),解剖,notion,0,1,1,0,8,8,0.022688,4,0.276352,0.297679,0
会议(1945),会议,notion,0,9,9,0,52,52,0.150251,4,0.446333,0.471053,31482.316429
命令(1945),命令,notion,0,2,2,0,10,10,0.034073,4,0.291586,0.321448,1416.423069
宪法(1945),宪法,notion,0,3,3,0,13,13,0.048479,4,0.305386,0.34096,2294.162964
文化(1945),文化,notion,0,8,8,0,25,25,0.145864,4,0.451584,0.474171,29925.39849
流亡(1945),流亡,notion,0,1,1,0,6,6,0.01453,4,0.266797,0.28148,0
《民主(上海)》,《民主(上海)》,journal,372,0,372,534,0,534,0.512836,3,0.363835,0.416667,605561.930206
海外(1945),海外,notion,0,2,2,0,9,9,0.042805,4,0.301815,0.335978,1449.594529
生活(1945),生活,notion,0,8,8,0,32,32,0.155513,4,0.467228,0.483439,31621.071632
韬奋(1945),韬奋,notion,0,3,3,0,8,8,0.062858,4,0.323047,0.363338,3174.178551
一角(1945),一角,notion,0,2,2,0,11,11,0.045462,4,0.308088,0.344411,2089.102612
南行(1945),南行,notion,0,1,1,0,5,5,0.02564,4,0.281338,0.305695,0
《周报(上海1945)》,《周报(上海1945)》,journal,662,0,662,919,0,919,0.916114,3,0.391424,0.48124,1246815.456563
徒步(1945),徒步,notion,0,1,1,0,5,5,0.02564,4,0.281338,0.305695,0
总司令(1945),总司令,notion,0,1,1,0,5,5,0.019823,4,0.275133,0.295675,0
战事(1945),战事,notion,0,3,3,0,10,10,0.070115,4,0.336253,0.378535,4441.848098
日本(1945),日本,notion,0,7,7,0,39,39,0.147224,4,0.455569,0.476453,26649.805056
《民主周刊(昆明)》,《民主周刊(昆明)》,journal,555,0,555,935,0,935,0.822798,3,0.380771,0.457415,946291.955958
最高(1945),最高,notion,0,1,1,0,6,6,0.019823,4,0.275133,0.295675,0
欧洲(1945),欧洲,notion,0,7,7,0,24,24,0.13882,4,0.438489,0.465765,23326.942446
民主(1945),民主,notion,0,10,10,0,127,127,0.175891,2,0.500836,0.50167,42758.406859
津浦路(1945),津浦路,notion,0,1,1,0,5,5,0.02564,4,0.281338,0.305695,0
笔尖(1945),笔尖,notion,0,1,1,0,17,17,0.01425,4,0.26637,0.280728,0
《文萃》,《文萃》,journal,363,0,363,511,0,511,0.503653,3,0.363041,0.414663,608696.862795
经济(1945),经济,notion,0,9,9,0,55,55,0.16136,4,0.474034,0.487419,34946.66946
革命(1945),革命,notion,0,3,3,0,19,19,0.070274,4,0.338076,0.380539,4715.640469
世界(1945),世界,notion,0,9,9,0,44,44,0.16164,4,0.473584,0.487169,35012.720932
世界之窗(1945),世界之窗,notion,0,1,1,0,4,4,0.019823,4,0.275133,0.295675,0
东线(1945),东线,notion,0,1,1,0,4,4,0.027763,4,0.283899,0.309703,0
中国(1945),中国,notion,0,10,10,0,107,107,0.175891,2,0.500836,0.50167,42758.406859
之页(1945),之页,notion,0,1,1,0,11,11,0.022688,4,0.276352,0.297679,0
以后(1945),以后,notion,0,6,6,0,14,14,0.127913,4,0.413079,0.448091,16975.495148
先生(1945),先生,notion,0,9,9,0,45,45,0.169763,4,0.493896,0.498024,39041.948398
《民主(重庆)》,《民主(重庆)》,journal,387,0,387,557,0,557,0.529862,3,0.365166,0.420007,638313.084488
农业(1945),农业,notion,0,2,2,0,5,5,0.050292,4,0.308278,0.344662,1137.290112
印度(1945),印度,notion,0,4,4,0,7,7,0.068826,4,0.327499,0.368737,4418.82464
安定(1945),安定,notion,0,2,2,0,6,6,0.048328,4,0.307582,0.343743,1388.16839
批判(1945),批判,notion,0,2,2,0,6,6,0.03389,4,0.28894,0.317524,588.834092
政制(1945),政制,notion,0,1,1,0,5,5,0.027763,4,0.283899,0.309703,0
政治(1945),政治,notion,0,10,10,0,54,54,0.175891,2,0.500836,0.50167,42758.406859
故事(1945),故事,notion,0,2,2,0,8,8,0.047586,4,0.310131,0.347083,1936.844476
旧金山(1945),旧金山,notion,0,6,6,0,25,25,0.106428,4,0.378126,0.420118,13002.020703
自己(1945),自己,notion,0,3,3,0,7,7,0.06026,4,0.31649,0.355322,2717.359023
重庆(1945),重庆,notion,0,5,5,0,30,30,0.113151,4,0.39025,0.430249,11771.671416
问题(1945),问题,notion,0,10,10,0,102,102,0.175891,2,0.500836,0.50167,42758.406859
高尔基(1945),高尔基,notion,0,2,2,0,13,13,0.034073,4,0.291586,0.321448,1416.423069
一二(1945),一二,notion,0,3,3,0,7,7,0.063211,4,0.322838,0.363087,3024.281938
《再生》,《再生》,journal,183,0,183,249,0,249,0.2628,3,0.347856,0.374582,253431.135236
东南(1945),东南,notion,0,2,2,0,4,4,0.042293,4,0.300421,0.334057,1235.047151
之后(1945),之后,notion,0,2,2,0,7,7,0.045462,4,0.308088,0.344411,2089.102612
之路(1945),之路,notion,0,5,5,0,12,12,0.102798,4,0.386822,0.42741,14614.679767
冯友兰(1945),冯友兰,notion,0,1,1,0,3,3,0.02564,4,0.281338,0.305695,0
前后(1945),前后,notion,0,3,3,0,6,6,0.047667,4,0.304268,0.339457,2413.091505
半月(1945),半月,notion,0,1,1,0,3,3,0.007497,4,0.258103,0.265698,0
历史学(1945),历史学,notion,0,1,1,0,3,3,0.019823,4,0.275133,0.295675,0
反动(1945),反动,notion,0,1,1,0,3,3,0.019823,4,0.275133,0.295675,0
发展(1945),发展,notion,0,6,6,0,13,13,0.093707,4,0.358134,0.401664,11500.999672
史大林(1945),史大林,notion,0,1,1,0,9,9,0.019823,4,0.275133,0.295675,0
团结(1945),团结,notion,0,7,7,0,27,27,0.113774,4,0.380625,0.422428,14897.898941
国难(1945),国难,notion,0,1,1,0,3,3,0.015042,4,0.267513,0.282732,0
大事记(1945),大事记,notion,0,1,1,0,3,3,0.01453,4,0.266797,0.28148,0
大会(1945),大会,notion,0,6,6,0,17,17,0.133485,4,0.432659,0.461785,20710.419212
太平洋战争(1945),太平洋战争,notion,0,1,1,0,3,3,0.01453,4,0.266797,0.28148,0
屋荒(1945),屋荒,notion,0,1,1,0,3,3,0.01425,4,0.26637,0.280728,0
延安(1945),延安,notion,0,2,2,0,4,4,0.037219,4,0.291132,0.32078,766.901071
德国(1945),德国,notion,0,5,5,0,24,24,0.092022,4,0.365836,0.408873,11236.901315
战后(1945),战后,notion,0,6,6,0,28,28,0.12457,4,0.414108,0.448842,17388.849802
所见(1945),所见,notion,0,2,2,0,4,4,0.034353,4,0.29244,0.322701,1541.497864
捷克斯洛伐克(1945),捷克斯洛伐克,notion,0,1,1,0,4,4,0.019823,4,0.275133,0.295675,0
政潮(1945),政潮,notion,0,3,3,0,5,5,0.056761,4,0.318511,0.357827,3887.172278
日记(1945),日记,notion,0,3,3,0,7,7,0.070274,4,0.338076,0.380539,4715.640469
杂写(1945),杂写,notion,0,2,2,0,4,4,0.042805,4,0.301815,0.335978,1449.594529
柏林(1945),柏林,notion,0,5,5,0,29,29,0.118443,4,0.408347,0.444444,14885.354644
概略(1945),概略,notion,0,1,1,0,3,3,0.027763,4,0.283899,0.309703,0
沿途(1945),沿途,notion,0,1,1,0,4,4,0.019823,4,0.275133,0.295675,0
海军(1945),海军,notion,0,1,1,0,7,7,0.019823,4,0.275133,0.295675,0
理学(1945),理学,notion,0,1,1,0,3,3,0.02564,4,0.281338,0.305695,0
瞭望(1945),瞭望,notion,0,1,1,0,3,3,0.007497,4,0.258103,0.265698,0
硫磺岛(1945),硫磺岛,notion,0,1,1,0,3,3,0.027763,4,0.283899,0.309703,0
社会(1945),社会,notion,0,5,5,0,13,13,0.113151,4,0.39025,0.430249,11771.671416
社会主义国家(1945),社会主义国家,notion,0,1,1,0,3,3,0.019823,4,0.275133,0.295675,0
红军(1945),红军,notion,0,1,1,0,10,10,0.019823,4,0.275133,0.295675,0
