Source,Target,Type,Id,Label,Weight,author,year,place,MMNT-EdgeType
《再生》,《观察》,Undirected,93193,journal-journal,11,,,,journal<--->journal
《再生》,《中建》,Undirected,93194,journal-journal,3,,,,journal<--->journal
《再生》,《光明报》,Undirected,93195,journal-journal,36,,,,journal<--->journal
《再生》,《主流》,Undirected,93196,journal-journal,13,,,,journal<--->journal
《再生》,《展望》,Undirected,93197,journal-journal,25,,,,journal<--->journal
《再生》,《中建:综合版》,Undirected,93198,journal-journal,82,,,,journal<--->journal
《观察》,《中建》,Undirected,93199,journal-journal,3,,,,journal<--->journal
《观察》,《光明报》,Undirected,93200,journal-journal,96,,,,journal<--->journal
《观察》,《主流》,Undirected,93201,journal-journal,11,,,,journal<--->journal
《观察》,《展望》,Undirected,93202,journal-journal,108,,,,journal<--->journal
《观察》,《中建:综合版》,Undirected,93203,journal-journal,113,,,,journal<--->journal
《中建》,《光明报》,Undirected,93204,journal-journal,8,,,,journal<--->journal
《中建》,《主流》,Undirected,93205,journal-journal,1,,,,journal<--->journal
《中建》,《展望》,Undirected,93206,journal-journal,10,,,,journal<--->journal
《光明报》,《主流》,Undirected,93207,journal-journal,19,,,,journal<--->journal
《光明报》,《展望》,Undirected,93208,journal-journal,362,,,,journal<--->journal
《光明报》,《中建:综合版》,Undirected,93209,journal-journal,239,,,,journal<--->journal
《主流》,《展望》,Undirected,93210,journal-journal,25,,,,journal<--->journal
《主流》,《中建:综合版》,Undirected,93211,journal-journal,55,,,,journal<--->journal
《展望》,《中建:综合版》,Undirected,93212,journal-journal,597,,,,journal<--->journal
