Id,Label,timeset,type,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
仲亨(1949),仲亨,,author,"#B4B4B4",0,1,96,0,33,5511,0.946821,2,0.714286,0.8,0
张绍贤(1949),张绍贤,,author,"#B4B4B4",0,1,96,0,10,1900,0.946821,2,0.714286,0.8,0
丁蕾(1949),丁蕾,,author,"#B4B4B4",0,1,96,0,9,1719,0.946821,2,0.714286,0.8,0
柏苍(1949),柏苍,,author,"#B4B4B4",0,1,96,0,9,1719,0.946821,2,0.714286,0.8,0
波光(1949),波光,,author,"#B4B4B4",0,1,96,0,9,1719,0.946821,2,0.714286,0.8,0
方成(1949),方成,,author,"#B4B4B4",0,1,36,0,8,312,0.067079,2,0.56338,0.6125,0
洪荒(1949),洪荒,,author,"#B4B4B4",0,2,130,0,9,1582,0.983131,2,0.842105,0.90625,1019.818182
陈仁炳(1949),陈仁炳,,author,"#B4B4B4",0,2,127,0,12,1744,1,2,0.829016,0.896875,340.318182
谭波莉(1949),谭波莉,,author,"#B4B4B4",0,1,96,0,6,1164,0.946821,2,0.714286,0.8,0
杨群(1949),杨群,,author,"#B4B4B4",0,1,61,0,5,430,0.120287,1,1,1,0
张君劢(1949),张君劢,,author,"#B4B4B4",0,1,12,0,4,108,0.002315,1,1,1,0
思慕(1949),思慕,,author,"#B4B4B4",0,1,61,0,4,348,0.120287,1,1,1,0
柯永(1949),柯永,,author,"#B4B4B4",0,1,61,0,4,348,0.120287,1,1,1,0
欧阳春(1949),欧阳春,,author,"#B4B4B4",0,1,96,0,4,784,0.946821,2,0.714286,0.8,0
秋枫(1949),秋枫,,author,"#B4B4B4",0,1,61,0,4,348,0.120287,1,1,1,0
蔡尚思(1949),蔡尚思,,author,"#B4B4B4",0,2,127,0,6,604,1,2,0.829016,0.896875,340.318182
讷庵(1949),讷庵,,author,"#B4B4B4",0,1,12,0,4,108,0.002315,1,1,1,0
齐芬(1949),齐芬,,author,"#B4B4B4",0,1,12,0,4,108,0.002315,1,1,1,0
任懿斐(1949),任懿斐,,author,"#B4B4B4",0,1,96,0,3,591,0.946821,2,0.714286,0.8,0
孟宪章(1949),孟宪章,,author,"#B4B4B4",0,2,127,0,5,699,1,2,0.829016,0.896875,340.318182
张孟闻(1949),张孟闻,,author,"#B4B4B4",0,1,38,0,3,159,0.136395,2,0.567376,0.61875,0
张肖梅(1949),张肖梅,,author,"#B4B4B4",0,1,12,0,3,84,0.002315,1,1,1,0
未央(1949),未央,,author,"#B4B4B4",0,1,96,0,3,591,0.946821,2,0.714286,0.8,0
杨博如(1949),杨博如,,author,"#B4B4B4",0,1,12,0,3,84,0.002315,1,1,1,0
梁纯夫(1949),梁纯夫,,author,"#B4B4B4",0,1,61,0,3,264,0.120287,1,1,1,0
漆琪生(1949),漆琪生,,author,"#B4B4B4",0,2,127,0,5,555,1,2,0.829016,0.896875,340.318182
王希和(1949),王希和,,author,"#B4B4B4",0,1,12,0,3,84,0.002315,1,1,1,0
程文熙(1949),程文熙,,author,"#B4B4B4",0,1,12,0,3,84,0.002315,1,1,1,0
笪移今(1949),笪移今,,author,"#B4B4B4",0,2,74,0,4,205,0.200996,2,0.650407,0.73125,1066
罗子为(1949),罗子为,,author,"#B4B4B4",0,1,61,0,3,264,0.120287,1,1,1,0
萧贤(1949),萧贤,,author,"#B4B4B4",0,1,96,0,3,591,0.946821,2,0.714286,0.8,0
陆诒(1949),陆诒,,author,"#B4B4B4",0,1,61,0,3,264,0.120287,1,1,1,0
黄药眠(1949),黄药眠,,author,"#B4B4B4",0,1,61,0,3,264,0.120287,1,1,1,0
储安平(1949),储安平,,author,"#B4B4B4",0,1,36,0,2,90,0.067079,2,0.56338,0.6125,0
全真(1949),全真,,author,"#B4B4B4",0,1,96,0,2,396,0.946821,2,0.714286,0.8,0
冰洋(1949),冰洋,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
冰菱(1949),冰菱,,author,"#B4B4B4",0,1,96,0,2,396,0.946821,2,0.714286,0.8,0
同父(1949),同父,,author,"#B4B4B4",0,1,96,0,2,396,0.946821,2,0.714286,0.8,0
孙大雨(1949),孙大雨,,author,"#B4B4B4",0,2,127,0,3,307,1,2,0.829016,0.896875,340.318182
张弦(1949),张弦,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
朝晴(1949),朝晴,,author,"#B4B4B4",0,1,38,0,2,108,0.136395,2,0.567376,0.61875,0
李慧(1949),李慧,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
杨奎章(1949),杨奎章,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
樊弘(1949),樊弘,,author,"#B4B4B4",0,1,36,0,2,90,0.067079,2,0.56338,0.6125,0
横眉(1949),横眉,,author,"#B4B4B4",0,1,96,0,2,396,0.946821,2,0.714286,0.8,0
潘震亚(1949),潘震亚,,author,"#B4B4B4",0,1,38,0,2,108,0.136395,2,0.567376,0.61875,0
王厚生(1949),王厚生,,author,"#B4B4B4",0,1,12,0,2,58,0.002315,1,1,1,0
田夫之(1949),田夫之,,author,"#B4B4B4",0,1,96,0,2,396,0.946821,2,0.714286,0.8,0
艾苦鋆(1949),艾苦鋆,,author,"#B4B4B4",0,1,96,0,2,396,0.946821,2,0.714286,0.8,0
谷新(1949),谷新,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
辛圭(1949),辛圭,,author,"#B4B4B4",0,1,38,0,2,108,0.136395,2,0.567376,0.61875,0
陈若群(1949),陈若群,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
高天(1949),高天,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
黄朗(1949),黄朗,,author,"#B4B4B4",0,1,61,0,2,178,0.120287,1,1,1,0
龚祥瑞(1949),龚祥瑞,,author,"#B4B4B4",0,1,36,0,2,90,0.067079,2,0.56338,0.6125,0
Doru(1949),Doru,,author,"#B4B4B4",0,1,36,0,1,46,0.067079,2,0.56338,0.6125,0
Levy，H.(1949),Levy，H.,,author,"#B4B4B4",0,1,61,0,1,90,0.120287,1,1,1,0
丁兄(1949),丁兄,,author,"#B4B4B4",0,1,96,0,1,199,0.946821,2,0.714286,0.8,0
丁正伟(1949),丁正伟,,author,"#B4B4B4",0,1,8,0,1,8,0.001264,1,1,1,0
万异(1949),万异,,author,"#B4B4B4",0,1,96,0,1,199,0.946821,2,0.714286,0.8,0
万殊(1949),万殊,,author,"#B4B4B4",0,1,96,0,1,199,0.946821,2,0.714286,0.8,0
丘克辉(1949),丘克辉,,author,"#B4B4B4",0,1,61,0,1,90,0.120287,1,1,1,0
