Source,Target,Type,Id,Label,timeset,Weight,year,place
刘光炎(1946),《中央周刊》,Directed,11760,,"<[1946.0, 1946.0]>",114,1946,南京
什之(1946),《时代杂志》,Directed,11761,,"<[1946.0, 1946.0]>",50,1946,上海
郑振铎(1946),《民主(上海)》,Directed,11762,,"<[1946.0, 1946.0]>",38,1946,上海
马叙伦(1946),《民主(上海)》,Directed,11763,,"<[1946.0, 1946.0]>",38,1946,上海
景宋(1946),《民主(上海)》,Directed,11764,,"<[1946.0, 1946.0]>",31,1946,上海
丁聪(1946),《周报(上海1945)》,Directed,11765,,"<[1946.0, 1946.0]>",30,1946,上海
高尔基(1946),《时代杂志》,Directed,11766,,"<[1946.0, 1946.0]>",29,1946,上海
求思(1946),《民主(上海)》,Directed,11767,,"<[1946.0, 1946.0]>",27,1946,上海
苏生(1946),《再生》,Directed,11768,,"<[1946.0, 1946.0]>",26,1946,上海
白旭(1946),《再生》,Directed,11769,,"<[1946.0, 1946.0]>",24,1946,上海
张君劢(1946),《再生》,Directed,11770,,"<[1946.0, 1946.0]>",23,1946,上海
马叙伦(1946),《周报(上海1945)》,Directed,11771,,"<[1946.0, 1946.0]>",23,1946,上海
周建人(1946),《民主(上海)》,Directed,11772,,"<[1946.0, 1946.0]>",21,1946,上海
黄裳(1946),《周报(上海1945)》,Directed,11773,,"<[1946.0, 1946.0]>",21,1946,上海
林之同(1946),《时代杂志》,Directed,11774,,"<[1946.0, 1946.0]>",20,1946,上海
余伯约(1946),《时代杂志》,Directed,11775,,"<[1946.0, 1946.0]>",19,1946,上海
文琴(1946),《时代杂志》,Directed,11776,,"<[1946.0, 1946.0]>",19,1946,上海
孙宝毅(1946),《再生》,Directed,11777,,"<[1946.0, 1946.0]>",18,1946,上海
张沛(1946),《时代杂志》,Directed,11778,,"<[1946.0, 1946.0]>",18,1946,上海
祖立(1946),《时代杂志》,Directed,11779,,"<[1946.0, 1946.0]>",18,1946,上海
何肫林(1946),《中建》,Directed,11780,,"<[1946.0, 1946.0]>",17,1946,上海
国超(1946),《再生》,Directed,11781,,"<[1946.0, 1946.0]>",17,1946,上海
张文伯(1946),《中央周刊》,Directed,11782,,"<[1946.0, 1946.0]>",17,1946,南京
念青(1946),《民主(上海)》,Directed,11783,,"<[1946.0, 1946.0]>",17,1946,上海
梁纯夫(1946),《文萃》,Directed,11784,,"<[1946.0, 1946.0]>",17,1946,上海
蒲岗(1946),《民主(上海)》,Directed,11785,,"<[1946.0, 1946.0]>",17,1946,上海
丕强(1946),《周报(上海1945)》,Directed,11786,,"<[1946.0, 1946.0]>",16,1946,上海
小诸(1946),《时代杂志》,Directed,11787,,"<[1946.0, 1946.0]>",16,1946,上海
毅生(1946),《再生》,Directed,11788,,"<[1946.0, 1946.0]>",16,1946,上海
郭沫若(1946),《时代杂志》,Directed,11789,,"<[1946.0, 1946.0]>",15,1946,上海
方敏(1946),《正报》,Directed,11790,,"<[1946.0, 1946.0]>",14,1946,香港
董秋斯(1946),《民主(上海)》,Directed,11791,,"<[1946.0, 1946.0]>",14,1946,上海
黄炎(1946),《时代杂志》,Directed,11792,,"<[1946.0, 1946.0]>",14,1946,上海
何之(1946),《民主:桂林版》,Directed,11793,,"<[1946.0, 1946.0]>",13,1946,桂林
周而复(1946),《时代杂志》,Directed,11794,,"<[1946.0, 1946.0]>",13,1946,上海
张睦(1946),《正报》,Directed,11795,,"<[1946.0, 1946.0]>",13,1946,香港
方舟(1946),《中央周刊》,Directed,11796,,"<[1946.0, 1946.0]>",13,1946,南京
葛罗宾(1946),《时代杂志》,Directed,11797,,"<[1946.0, 1946.0]>",13,1946,上海
郭沫若(1946),《文萃》,Directed,11798,,"<[1946.0, 1946.0]>",13,1946,上海
公孙求之(1946),《文萃》,Directed,11799,,"<[1946.0, 1946.0]>",12,1946,上海
古琴(1946),《时代杂志》,Directed,11800,,"<[1946.0, 1946.0]>",12,1946,上海
