Source,Target,Type,Id,Label,Weight,author,year,place,MMNT-EdgeType
《中华论坛》,《民主:桂林版》,Undirected,93246,journal-journal,477,,,,journal<--->journal
《中华论坛》,《民主周刊(北平)》,Undirected,93247,journal-journal,242,,,,journal<--->journal
《中华论坛》,《光明报》,Undirected,93248,journal-journal,392,,,,journal<--->journal
《观察》,《中建》,Undirected,93249,journal-journal,310,,,,journal<--->journal
《观察》,《民主:桂林版》,Undirected,93250,journal-journal,577,,,,journal<--->journal
《观察》,《民主周刊(北平)》,Undirected,93251,journal-journal,190,,,,journal<--->journal
《观察》,《光明报》,Undirected,93252,journal-journal,362,,,,journal<--->journal
《中建》,《民主:桂林版》,Undirected,93253,journal-journal,524,,,,journal<--->journal
《中建》,《民主周刊(北平)》,Undirected,93254,journal-journal,232,,,,journal<--->journal
《中建》,《光明报》,Undirected,93255,journal-journal,189,,,,journal<--->journal
《民主:桂林版》,《民主周刊(北平)》,Undirected,93256,journal-journal,333,,,,journal<--->journal
《民主:桂林版》,《光明报》,Undirected,93257,journal-journal,472,,,,journal<--->journal
《民主周刊(北平)》,《光明报》,Undirected,93258,journal-journal,230,,,,journal<--->journal
