Source,Target,Type,Id,Label,Weight,author,year,place,MMNT-EdgeType
《国讯》,《再生》,Undirected,93193,journal-journal,5563,,,,journal<--->journal
《国讯》,《观察》,Undirected,93194,journal-journal,6907,,,,journal<--->journal
《国讯》,《中建》,Undirected,93195,journal-journal,2052,,,,journal<--->journal
《国讯》,《民主:桂林版》,Undirected,93196,journal-journal,206,,,,journal<--->journal
《国讯》,《光明报》,Undirected,93197,journal-journal,1369,,,,journal<--->journal
《国讯》,《时与文》,Undirected,93198,journal-journal,6755,,,,journal<--->journal
《国讯》,《主流》,Undirected,93199,journal-journal,1332,,,,journal<--->journal
《国讯》,《现代文摘(上海)》,Undirected,93200,journal-journal,2807,,,,journal<--->journal
《国讯》,《展望》,Undirected,93201,journal-journal,294,,,,journal<--->journal
《再生》,《观察》,Undirected,93202,journal-journal,4756,,,,journal<--->journal
《再生》,《中建》,Undirected,93203,journal-journal,1501,,,,journal<--->journal
《再生》,《民主:桂林版》,Undirected,93204,journal-journal,202,,,,journal<--->journal
《再生》,《光明报》,Undirected,93205,journal-journal,700,,,,journal<--->journal
《再生》,《时与文》,Undirected,93206,journal-journal,4065,,,,journal<--->journal
《再生》,《主流》,Undirected,93207,journal-journal,962,,,,journal<--->journal
《再生》,《现代文摘(上海)》,Undirected,93208,journal-journal,2002,,,,journal<--->journal
《再生》,《展望》,Undirected,93209,journal-journal,198,,,,journal<--->journal
《观察》,《中建》,Undirected,93210,journal-journal,1812,,,,journal<--->journal
《观察》,《民主:桂林版》,Undirected,93211,journal-journal,131,,,,journal<--->journal
《观察》,《光明报》,Undirected,93212,journal-journal,868,,,,journal<--->journal
《观察》,《时与文》,Undirected,93213,journal-journal,6000,,,,journal<--->journal
《观察》,《主流》,Undirected,93214,journal-journal,1238,,,,journal<--->journal
《观察》,《现代文摘(上海)》,Undirected,93215,journal-journal,2471,,,,journal<--->journal
《观察》,《展望》,Undirected,93216,journal-journal,268,,,,journal<--->journal
《中建》,《民主:桂林版》,Undirected,93217,journal-journal,149,,,,journal<--->journal
《中建》,《光明报》,Undirected,93218,journal-journal,268,,,,journal<--->journal
《中建》,《时与文》,Undirected,93219,journal-journal,1805,,,,journal<--->journal
《中建》,《主流》,Undirected,93220,journal-journal,409,,,,journal<--->journal
《中建》,《现代文摘(上海)》,Undirected,93221,journal-journal,720,,,,journal<--->journal
《中建》,《展望》,Undirected,93222,journal-journal,49,,,,journal<--->journal
《民主:桂林版》,《光明报》,Undirected,93223,journal-journal,34,,,,journal<--->journal
《民主:桂林版》,《时与文》,Undirected,93224,journal-journal,138,,,,journal<--->journal
《民主:桂林版》,《主流》,Undirected,93225,journal-journal,36,,,,journal<--->journal
《民主:桂林版》,《现代文摘(上海)》,Undirected,93226,journal-journal,71,,,,journal<--->journal
《民主:桂林版》,《展望》,Undirected,93227,journal-journal,6,,,,journal<--->journal
《光明报》,《时与文》,Undirected,93228,journal-journal,776,,,,journal<--->journal
《光明报》,《主流》,Undirected,93229,journal-journal,137,,,,journal<--->journal
《光明报》,《现代文摘(上海)》,Undirected,93230,journal-journal,294,,,,journal<--->journal
《光明报》,《展望》,Undirected,93231,journal-journal,35,,,,journal<--->journal
《时与文》,《主流》,Undirected,93232,journal-journal,1203,,,,journal<--->journal
《时与文》,《现代文摘(上海)》,Undirected,93233,journal-journal,2293,,,,journal<--->journal
《时与文》,《展望》,Undirected,93234,journal-journal,249,,,,journal<--->journal
《主流》,《现代文摘(上海)》,Undirected,93235,journal-journal,506,,,,journal<--->journal
《主流》,《展望》,Undirected,93236,journal-journal,55,,,,journal<--->journal
《现代文摘(上海)》,《展望》,Undirected,93237,journal-journal,104,,,,journal<--->journal
