Id,Label,timeset,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
梁公任(1945),梁公任,,author,0,64,64,0,86,86,0.138831,8,0.272895,0.297698,762110.357803
时事 (n),时事,,notion,29,0,29,84,0,84,0.085711,8,0.263666,0.283025,344023.030855
解剖 (n),解剖,,notion,4,0,4,11,0,11,0.006422,9,0.218722,0.230447,16259.401078
杨明(1945),杨明,,author,0,6,6,0,21,21,0.024146,9,0.235853,0.25172,20132.349473
流亡 (n),流亡,,notion,7,0,7,15,0,15,0.005278,10,0.211251,0.222379,31064.297661
生活 (n),生活,,notion,122,0,122,194,0,194,0.182167,8,0.267008,0.29046,2236356.035529
韬奋 (n),韬奋,,notion,17,0,17,22,0,22,0.035026,8,0.24334,0.258153,86470.113275
严景曜(1945),严景曜,,author,0,7,7,0,12,12,0.028321,9,0.236582,0.252693,21721.097234
民主 (n),民主,,notion,265,0,265,384,0,384,0.487366,8,0.297265,0.332163,6013002.550086
昭抡(1945),昭抡,,author,0,60,60,0,80,80,0.115198,9,0.263417,0.286803,605122.538656
柳宗元(1945),柳宗元,,author,0,6,6,0,19,19,0.005324,10,0.205999,0.214349,30541.213551
南行 (n),南行,,notion,3,0,3,7,0,7,0.003212,10,0.199621,0.209306,2192.769064
徒步 (n),徒步,,notion,1,0,1,5,0,5,0.000488,11,0.170814,0.175366,0
津浦路 (n),津浦路,,notion,1,0,1,5,0,5,0.000488,11,0.170814,0.175366,0
秦柳方(1945),秦柳方,,author,0,33,33,0,40,40,0.06576,9,0.251955,0.272908,245748.541736
经济 (n),经济,,notion,182,0,182,315,0,315,0.308656,8,0.280489,0.308945,2595007.988374
齐纬(1945),齐纬,,author,0,26,26,0,34,34,0.04918,9,0.245968,0.265748,220312.258711
光军(1945),光军,,author,0,2,2,0,5,5,0.001302,10,0.191857,0.198706,158.967123
安定 (n),安定,,notion,4,0,4,8,0,8,0.004884,9,0.213391,0.224416,4276.233746
光年(1945),光年,,author,0,14,14,0,20,20,0.0202,9,0.228151,0.242339,68478.803507
自己 (n),自己,,notion,21,0,21,26,0,26,0.033336,8,0.24356,0.258722,191470.443922
世界 (n),世界,,notion,118,0,118,167,0,167,0.24165,8,0.278341,0.304279,1614173.01411
以后 (n),以后,,notion,42,0,42,48,0,48,0.07774,8,0.258709,0.27631,467441.41222
曹刚(1945),曹刚,,author,0,4,4,0,8,8,0.039113,9,0.246018,0.264333,12233.798776
印度 (n),印度,,notion,27,0,27,37,0,37,0.051522,8,0.248823,0.265018,152766.771455
之页 (n),之页,,notion,3,0,3,11,0,11,0.005092,10,0.205364,0.216009,435.28186
罗西(1945),罗西,,author,0,10,10,0,17,17,0.010559,9,0.21927,0.231002,45046.366534
重庆 (n),重庆,,notion,42,0,42,58,0,58,0.032282,9,0.235463,0.250771,580013.818217
罗隆基(1945),罗隆基,,author,0,17,17,0,21,21,0.080251,9,0.259634,0.281553,112172.986129
中国 (n),中国,,notion,391,0,391,597,0,597,0.6906,8,0.30486,0.345781,10379971.302381
陶行知(1945),陶行知,,author,0,51,51,0,66,66,0.076829,9,0.257572,0.279589,550099.65333
先生 (n),先生,,notion,227,0,227,292,0,292,0.340802,8,0.287106,0.318666,6311085.480729
俞颂华(1945),俞颂华,,author,0,63,63,0,72,72,0.183132,9,0.282881,0.309153,1023371.16739
胜利 (n),胜利,,notion,87,0,87,99,0,99,0.165809,8,0.271996,0.294943,1372943.512466
冬予里(1945),冬予里,,author,0,3,3,0,6,6,0.019241,9,0.228481,0.242887,666.416127
美国 (n),美国,,notion,308,0,308,525,0,525,0.525232,8,0.295368,0.3315,6815504.732729
努生(1945),努生,,author,0,72,72,0,83,83,0.136256,9,0.270065,0.294905,808400.429115
大会 (n),大会,,notion,19,0,19,30,0,30,0.068414,8,0.256174,0.274666,105502.064171
纪念 (n),纪念,,notion,78,0,78,96,0,96,0.166853,8,0.275304,0.299464,1293069.537204
孙宝毅(1945),孙宝毅,,author,0,9,9,0,11,11,0.031044,9,0.239554,0.256369,25637.171524
会议 (n),会议,,notion,66,0,66,88,0,88,0.124456,9,0.261757,0.282134,659828.472299
平心(1945),平心,,author,0,29,29,0,38,38,0.084471,9,0.261691,0.283988,191250.663101
战后 (n),战后,,notion,36,0,36,41,0,41,0.067806,9,0.248372,0.264254,144381.122042
愚公(1945),愚公,,author,0,5,5,0,9,9,0.001594,11,0.164269,0.16952,58122
国难 (n),国难,,notion,1,0,1,3,0,3,0.000388,12,0.141093,0.144332,0
野记 (n),野记,,notion,1,0,1,3,0,3,0.000388,12,0.141093,0.144332,0
柏林 (n),柏林,,notion,13,0,13,17,0,17,0.065139,8,0.256337,0.274838,75931.838674
景宋(1945),景宋,,author,0,24,24,0,34,34,0.074151,9,0.259884,0.281747,218770.561774
前后 (n),前后,,notion,28,0,28,43,0,43,0.033384,8,0.244305,0.258982,346656.766863
遭难 (n),遭难,,notion,5,0,5,17,0,17,0.019781,8,0.238297,0.251534,6124.731916
曹聚仁(1945),曹聚仁,,author,0,7,7,0,11,11,0.013132,9,0.224375,0.237176,75164.439842
冯友兰 (n),冯友兰,,notion,1,0,1,3,0,3,0.000672,10,0.183259,0.189816,0
理学 (n),理学,,notion,3,0,3,5,0,5,0.003309,10,0.204302,0.214924,1885.599283
柳亚子(1945),柳亚子,,author,0,39,39,0,48,48,0.064245,9,0.252814,0.273537,468378.21034
诗词 (n),诗词,,notion,11,0,11,18,0,18,0.018385,10,0.233129,0.24714,211094.719273
石啸冲(1945),石啸冲,,author,0,36,36,0,49,49,0.117729,9,0.269754,0.293249,387942.842418
半月 (n),半月,,notion,5,0,5,7,0,7,0.007244,10,0.217381,0.228996,5403.446841
国际 (n),国际,,notion,67,0,67,101,0,101,0.157747,8,0.268866,0.291721,882154.000773
瞭望 (n),瞭望,,notion,1,0,1,3,0,3,0.003373,10,0.212449,0.223182,0
祝世康(1945),祝世康,,author,0,15,15,0,19,19,0.088562,9,0.260742,0.283455,85652.850401
程澄之(1945),程澄之,,author,0,3,3,0,5,5,0.006735,9,0.216513,0.227146,1684.064784
一二 (n),一二,,notion,9,0,9,11,0,11,0.03814,8,0.247965,0.264861,72329.409201
航讯 (n),航讯,,notion,16,0,16,20,0,20,0.042604,8,0.250625,0.267505,161515.741334
肥遯(1945),肥遯,,author,0,6,6,0,9,9,0.002501,11,0.188615,0.19592,58466.694344
谈屑 (n),谈屑,,notion,1,0,1,3,0,3,0.000423,12,0.158687,0.162914,0
胡毅(1945),胡毅,,author,0,5,5,0,11,11,0.026554,9,0.238172,0.254752,14946.804243
董秋斯(1945),董秋斯,,author,0,16,16,0,20,20,0.056898,9,0.249772,0.270256,104223.006982
大事记 (n),大事记,,notion,2,0,2,4,0,4,0.003584,10,0.209926,0.22077,149.565947
太平洋战争 (n),太平洋战争,,notion,2,0,2,4,0,4,0.003584,10,0.209926,0.22077,149.565947
问梁(1945),问梁,,author,0,9,9,0,14,14,0.032962,9,0.240609,0.258303,61512.634046
陈曦(1945),陈曦,,author,0,11,11,0,14,14,0.022256,9,0.229971,0.244516,80321.945003
马寅初(1945),马寅初,,author,0,4,4,0,7,7,0.055826,9,0.252208,0.273039,14961.694249
问题 (n),问题,,notion,345,0,345,436,0,436,0.63849,8,0.301546,0.340515,8784651.618979
黄巨兴(1945),黄巨兴,,author,0,7,7,0,12,12,0.028958,9,0.240386,0.257216,31097.039746
英国 (n),英国,,notion,59,0,59,76,0,76,0.099489,8,0.256635,0.275304,587253.317832
黄炎培(1945),黄炎培,,author,0,86,86,0,103,103,0.197358,9,0.28351,0.310646,1570937.185258
延安 (n),延安,,notion,9,0,9,12,0,12,0.014802,10,0.231908,0.244754,50691.416651
日记 (n),日记,,notion,13,0,13,25,0,25,0.021738,9,0.238633,0.252253,225250.841349
万影(1945),万影,,author,0,8,8,0,9,9,0.014257,9,0.224507,0.237262,64552.258325
云南 (n),云南,,notion,13,0,13,17,0,17,0.014009,10,0.228309,0.241253,131654.678398
讲话 (n),讲话,,notion,6,0,6,11,0,11,0.007934,10,0.213673,0.22538,655.102591
严景耀(1945),严景耀,,author,0,12,12,0,13,13,0.057046,9,0.252761,0.273262,93029.072599
严问天(1945),严问天,,author,0,3,3,0,4,4,0.013075,9,0.22591,0.239082,1773.677827
政治 (n),政治,,notion,200,0,200,287,0,287,0.386369,8,0.288955,0.319821,3809387.541301
丰子恺(1945),丰子恺,,author,0,40,40,0,41,41,0.02098,9,0.223561,0.237138,495612.946393
人间 (n),人间,,notion,5,0,5,7,0,7,0.006836,10,0.219654,0.231681,15310.381887
但维斯(1945),但维斯,,author,0,6,6,0,7,7,0.016899,9,0.231038,0.245537,28811.993613
工作 (n),工作,,notion,112,0,112,193,0,193,0.143718,9,0.263169,0.286438,2071536.556081
八一 (n),八一,,notion,10,0,10,13,0,13,0.019688,10,0.231916,0.245321,16632.040265
内战 (n),内战,,notion,102,0,102,121,0,121,0.20022,8,0.27382,0.297559,1545239.577322
和平 (n),和平,,notion,172,0,172,227,0,227,0.362695,8,0.29181,0.322876,4172767.305887
物价 (n),物价,,notion,40,0,40,51,0,51,0.050261,10,0.244158,0.259746,368444.325374
第八 (n),第八,,notion,6,0,6,7,0,7,0.01362,8,0.229942,0.242598,9216.452198
人民 (n),人民,,notion,151,0,151,184,0,184,0.261053,8,0.279787,0.306596,2848469.24284
提高 (n),提高,,notion,5,0,5,6,0,6,0.006735,10,0.216384,0.227965,3646.362158
改造 (n),改造,,notion,17,0,17,26,0,26,0.023147,9,0.235707,0.249621,46593.720829
光未然(1945),光未然,,author,0,15,15,0,17,17,0.036346,9,0.240449,0.25805,161012.850213
诚实 (n),诚实,,notion,2,0,2,3,0,3,0.004578,10,0.215966,0.227074,427.651928
农慕之(1945),农慕之,,author,0,9,9,0,11,11,0.02782,9,0.238735,0.255564,36200.071966
殖民地 (n),殖民地,,notion,5,0,5,6,0,6,0.005675,10,0.211048,0.222209,3343.839079
对华政策 (n),对华政策,,notion,37,0,37,42,0,42,0.104818,8,0.26171,0.281977,173448.494079
冯玉祥(1945),冯玉祥,,author,0,6,6,0,7,7,0.015987,9,0.229491,0.243578,52232.506813
努力 (n),努力,,notion,22,0,22,24,0,24,0.031823,9,0.238633,0.25239,78485.177701
参政会 (n),参政会,,notion,11,0,11,13,0,13,0.056613,8,0.254585,0.272241,45313.703304
国民大会 (n),国民大会,,notion,14,0,14,16,0,16,0.037007,8,0.245154,0.259803,134812.563481
应否 (n),应否,,notion,3,0,3,4,0,4,0.005295,10,0.214114,0.225507,1982.200522
青年 (n),青年,,notion,56,0,56,80,0,80,0.125995,8,0.269234,0.290978,967998.836603
卢蕻(1945),卢蕻,,author,0,7,7,0,12,12,0.003173,10,0.191317,0.198627,59658.172455
一些 (n),一些,,notion,5,0,5,6,0,6,0.008819,10,0.225664,0.237979,42539.332988
文学 (n),文学,,notion,23,0,23,35,0,35,0.014734,10,0.218828,0.231688,219459.224228
架沙 (n),架沙,,notion,1,0,1,2,0,2,0.000453,11,0.160595,0.164773,0
特务 (n),特务,,notion,6,0,6,8,0,8,0.003487,10,0.192953,0.201747,13950.424122
褫下 (n),褫下,,notion,1,0,1,2,0,2,0.000453,11,0.160595,0.164773,0
叔梁(1945),叔梁,,author,0,7,7,0,8,8,0.011885,9,0.222255,0.234803,21325.081249
政治协商会议 (n),政治协商会议,,notion,44,0,44,54,0,54,0.076251,8,0.251929,0.268918,318470.149606
吴晗(1945),吴晗,,author,0,20,20,0,22,22,0.028705,9,0.235166,0.251141,271696.693945
历史 (n),历史,,notion,64,0,64,108,0,108,0.138278,8,0.271477,0.293764,1027483.476694
周建人(1945),周建人,,author,0,36,36,0,40,40,0.10965,9,0.269374,0.293067,485482.794401
周谷城(1945),周谷城,,author,0,7,7,0,9,9,0.034305,9,0.240441,0.257681,76188.173703
夏孟辉(1945),夏孟辉,,author,0,2,2,0,3,3,0.001514,9,0.190699,0.197687,11.046916
孟南(1945),孟南,,author,0,10,10,0,12,12,0.047744,9,0.248135,0.267306,48234.826964
推进 (n),推进,,notion,3,0,3,4,0,4,0.00296,10,0.207079,0.217441,113.607161
宾符(1945),宾符,,author,0,4,4,0,6,6,0.0075,9,0.213686,0.224149,1133.430585
外长 (n),外长,,notion,14,0,14,19,0,19,0.053875,8,0.254096,0.271685,57548.829637
尊闻(1945),尊闻,,author,0,19,19,0,21,21,0.068101,9,0.255148,0.276455,160993.976746
杂志 (n),杂志,,notion,7,0,7,8,0,8,0.036773,8,0.248279,0.264536,44264.519861
读史 (n),读史,,notion,4,0,4,7,0,7,0.003343,10,0.204376,0.214817,17122.842557
小鱼(1945),小鱼,,author,0,15,15,0,17,17,0.0744,9,0.257645,0.279505,172782.759828
屠西(1945),屠西,,author,0,3,3,0,6,6,0.001808,10,0.187607,0.194974,3116.642225
成都 (n),成都,,notion,24,0,24,36,0,36,0.018862,9,0.228373,0.242433,289566.380069
左拉(1945),左拉,,author,0,46,46,0,48,48,0.040802,9,0.239894,0.257836,647032.848307
八年 (n),八年,,notion,11,0,11,14,0,14,0.019863,9,0.231531,0.245145,46684.216087
无表情 (n),无表情,,notion,1,0,1,2,0,2,0.001796,10,0.193482,0.202089,0
失业 (n),失业,,notion,6,0,6,7,0,7,0.011883,9,0.226515,0.239426,7628.588798
民生 (n),民生,,notion,7,0,7,8,0,8,0.0126,9,0.230628,0.24319,16186.735234
社会 (n),社会,,notion,58,0,58,70,0,70,0.086134,9,0.253572,0.271747,497376.289692
福斯 (n),福斯,,notion,6,0,6,7,0,7,0.012438,9,0.229716,0.242589,12690.668042
萧条 (n),萧条,,notion,6,0,6,9,0,9,0.011718,10,0.225797,0.238068,1704.017198
贫困 (n),贫困,,notion,7,0,7,9,0,9,0.007147,10,0.221996,0.233743,4959.263655
引流(1945),引流,,author,0,25,25,0,27,27,0.074769,9,0.256382,0.277758,202925.723035
张一凡(1945),张一凡,,author,0,16,16,0,20,20,0.039535,9,0.24286,0.26103,111184.074626
清理 (n),清理,,notion,11,0,11,12,0,12,0.006778,10,0.19827,0.208073,21372.429639
张君劢(1945),张君劢,,author,0,4,4,0,5,5,0.018179,9,0.229412,0.243569,16826.027021
张申府(1945),张申府,,author,0,7,7,0,9,9,0.037284,9,0.243479,0.261743,18479.80156
逻辑 (n),逻辑,,notion,5,0,5,7,0,7,0.005517,10,0.209063,0.220258,10897.802704
张礼千(1945),张礼千,,author,0,10,10,0,11,11,0.028962,9,0.238101,0.254851,33582.812046
战局 (n),战局,,notion,25,0,25,118,0,118,0.036174,9,0.245262,0.261051,303377.522612
徐植(1945),徐植,,author,0,3,3,0,6,6,0.009711,9,0.219389,0.23088,1103.089234
独立运动 (n),独立运动,,notion,6,0,6,9,0,9,0.024484,9,0.240776,0.255262,5338.801865
越南 (n),越南,,notion,17,0,17,20,0,20,0.017631,10,0.229934,0.242788,43374.485885
徐相任(1945),徐相任,,author,0,6,6,0,7,7,0.01265,9,0.221421,0.233143,4161.483416
提议 (n),提议,,notion,4,0,4,6,0,6,0.004748,10,0.211386,0.222856,621.57977
思慕(1945),思慕,,author,0,18,18,0,19,19,0.04291,9,0.24295,0.261722,102852.169636
欧洲 (n),欧洲,,notion,39,0,39,51,0,51,0.090692,9,0.259959,0.278456,247998.483798
慕英(1945),慕英,,author,0,3,3,0,4,4,0.01646,9,0.229818,0.243978,7774.569429
戚陈德珍(1945),戚陈德珍,,author,0,7,7,0,8,8,0.034197,9,0.243446,0.261441,92165.879793
拾风(1945),拾风,,author,0,4,4,0,6,6,0.001768,11,0.184058,0.190971,21479.85874
旅途 (n),旅途,,notion,4,0,4,6,0,6,0.002142,10,0.18207,0.188909,3570.070261
杂记 (n),杂记,,notion,13,0,13,27,0,27,0.012128,10,0.224653,0.237473,150569.734725
施艾(1945),施艾,,author,0,7,7,0,8,8,0.034873,9,0.240537,0.257704,28079.522197
原子弹 (n),原子弹,,notion,16,0,16,18,0,18,0.015021,10,0.229978,0.242827,120505.299197
施贻(1945),施贻,,author,0,3,3,0,4,4,0.019939,9,0.233789,0.248846,4334.988039
教育 (n),教育,,notion,90,0,90,117,0,117,0.150602,8,0.269924,0.292891,1232482.213635
华沙 (n),华沙,,notion,1,0,1,2,0,2,0.003609,10,0.208499,0.219163,0
恢复 (n),恢复,,notion,11,0,11,12,0,12,0.033132,9,0.243381,0.258765,96858.325926
欧战 (n),欧战,,notion,3,0,3,4,0,4,0.004437,10,0.209015,0.219836,1311.307112
几个 (n),几个,,notion,19,0,19,23,0,23,0.037619,8,0.243945,0.258741,54347.214523
文学遗产 (n),文学遗产,,notion,1,0,1,2,0,2,0.002274,10,0.206279,0.2165,0
研究 (n),研究,,notion,29,0,29,55,0,55,0.037267,9,0.241995,0.257101,178375.405144
鲁迅 (n),鲁迅,,notion,29,0,29,43,0,43,0.029432,9,0.234498,0.248481,104360.001536
曾守约(1945),曾守约,,author,0,6,6,0,7,7,0.039494,9,0.244544,0.263219,18015.285265
曾琦(1945),曾琦,,author,0,7,7,0,8,8,0.012625,9,0.223135,0.236143,84817.121265
李战林(1945),李战林,,author,0,7,7,0,8,8,0.03769,9,0.244092,0.261658,20731.641783
苏联 (n),苏联,,notion,85,0,85,104,0,104,0.167222,8,0.271508,0.294956,1227711.377569
待续 (n),待续,,notion,11,0,11,21,0,21,0.015574,10,0.229796,0.243118,37152.619013
柳诒(1945),柳诒,,author,0,12,12,0,13,13,0.029102,9,0.238265,0.254503,64229.643736
一次 (n),一次,,notion,22,0,22,25,0,25,0.040676,9,0.246026,0.261438,167255.686159
三十一日 (n),三十一日,,notion,1,0,1,2,0,2,0.004199,9,0.214392,0.225526,0
不要 (n),不要,,notion,33,0,33,34,0,34,0.060319,9,0.252173,0.26869,351959.203306
协调 (n),协调,,notion,1,0,1,2,0,2,0.004199,9,0.214392,0.225526,0
国内 (n),国内,,notion,24,0,24,37,0,37,0.067393,8,0.255104,0.273258,176589.682454
阶段 (n),阶段,,notion,25,0,25,27,0,27,0.04917,9,0.247965,0.2639,131350.928331
沈志远(1945),沈志远,,author,0,20,20,0,24,24,0.070278,9,0.253466,0.274576,165374.379218
保障 (n),保障,,notion,18,0,18,28,0,28,0.07552,8,0.260864,0.279318,113008.608208
平底 (n),平底,,notion,1,0,1,2,0,2,0.00212,10,0.202215,0.212216,0
潘大逵(1945),潘大逵,,author,0,3,3,0,4,4,0.028826,9,0.239514,0.25649,4522.945323
澹庐(1945),澹庐,,author,0,21,21,0,22,22,0.035612,9,0.239617,0.256802,119269.509316
灕流(1945),灕流,,author,0,3,3,0,4,4,0.015321,9,0.229956,0.243963,14974.95524
燕士(1945),燕士,,author,0,5,5,0,7,7,0.008085,9,0.217154,0.227927,32141.176539
有感 (n),有感,,notion,11,0,11,13,0,13,0.021033,10,0.237161,0.251213,45253.883909
读报 (n),读报,,notion,6,0,6,8,0,8,0.005409,9,0.211737,0.222865,11369.953073
王以中(1945),王以中,,author,0,2,2,0,4,4,0.0008,11,0.172509,0.178548,583.763615
管见 (n),管见,,notion,2,0,2,3,0,3,0.000739,10,0.168892,0.173442,345.686579
高等教育 (n),高等教育,,notion,6,0,6,7,0,7,0.00469,10,0.208463,0.219437,36217.077879
王伯祥(1945),王伯祥,,author,0,11,11,0,15,15,0.020643,9,0.23145,0.245814,39164.398685
地理 (n),地理,,notion,2,0,2,3,0,3,0.001711,10,0.196527,0.205332,58.229915
检讨 (n),检讨,,notion,37,0,37,39,0,39,0.08392,8,0.260369,0.279328,314754.219943
香港 (n),香港,,notion,31,0,31,59,0,59,0.081916,8,0.261108,0.280375,312906.94479
王立果(1945),王立果,,author,0,14,14,0,15,15,0.055789,9,0.252287,0.272882,75584.730639
田禾(1945),田禾,,author,0,3,3,0,4,4,0.002991,9,0.198845,0.207009,6815.168612
农村 (n),农村,,notion,54,0,54,71,0,71,0.050926,8,0.246552,0.263227,608105.201831
申迟(1945),申迟,,author,0,1,1,0,2,2,0.000397,11,0.153035,0.156834,0
湘西 (n),湘西,,notion,5,0,5,6,0,6,0.001923,10,0.180685,0.187181,15454.453622
运动史 (n),运动史,,notion,4,0,4,8,0,8,0.006949,10,0.214614,0.225863,641.209589
青年运动 (n),青年运动,,notion,1,0,1,2,0,2,0.003373,10,0.212449,0.223182,0
箫明(1945),箫明,,author,0,10,10,0,11,11,0.025773,9,0.236744,0.252714,58195.275811
十月革命 (n),十月革命,,notion,4,0,4,5,0,5,0.010631,10,0.224022,0.237003,2979.71361
罗守信(1945),罗守信,,author,0,7,7,0,8,8,0.006726,9,0.213875,0.224239,33479.161832
不怕 (n),不怕,,notion,2,0,2,3,0,3,0.002048,10,0.200061,0.209479,544.93146
罗涵先(1945),罗涵先,,author,0,23,23,0,26,26,0.045083,9,0.240298,0.257617,123563.253918
各界 (n),各界,,notion,11,0,11,14,0,14,0.061134,8,0.256355,0.274202,92708.831505
陪都 (n),陪都,,notion,16,0,16,18,0,18,0.014984,8,0.223114,0.235888,41716.064979
清末 (n),清末,,notion,3,0,3,4,0,4,0.002755,10,0.20448,0.214729,12298.448771
胡剑(1945),胡剑,,author,0,8,8,0,9,9,0.005441,9,0.208212,0.217287,70830.548028
昆明 (n),昆明,,notion,49,0,49,69,0,69,0.079163,8,0.259347,0.278428,660675.539019
胡曲园(1945),胡曲园,,author,0,14,14,0,15,15,0.041936,9,0.244527,0.262946,54705.8852
思想 (n),思想,,notion,29,0,29,47,0,47,0.030183,10,0.235914,0.250463,286703.437045
准备 (n),准备,,notion,13,0,13,15,0,15,0.014313,10,0.227801,0.240717,39988.664569
胡钊(1945),胡钊,,author,0,18,18,0,20,20,0.046264,9,0.245113,0.264198,148462.448241
艾秋飙(1945),艾秋飙,,author,0,21,21,0,23,23,0.03948,9,0.241512,0.259086,107066.133133
谈判 (n),谈判,,notion,6,0,6,7,0,7,0.005096,10,0.208254,0.219334,17417.618861
苏尔齐伯格(1945),苏尔齐伯格,,author,0,6,6,0,7,7,0.015215,9,0.225678,0.239197,7258.59547
范华农(1945),范华农,,author,0,13,13,0,14,14,0.026388,9,0.235547,0.251382,77305.853041
茅盾(1945),茅盾,,author,0,16,16,0,17,17,0.017474,9,0.227032,0.240777,136102.726216
杂感 (n),杂感,,notion,24,0,24,32,0,32,0.02276,9,0.234611,0.248797,277416.352145
谈兵(1945),谈兵,,author,0,3,3,0,4,4,0.002024,10,0.197569,0.205354,72941.167959
贵阳 (n),贵阳,,notion,4,0,4,5,0,5,0.001383,11,0.165417,0.169989,60050.577821
费孝通(1945),费孝通,,author,0,18,18,0,19,19,0.063063,9,0.251423,0.271654,100824.510288
费稳(1945),费稳,,author,0,6,6,0,7,7,0.015215,9,0.225678,0.239197,7258.59547
邓初民(1945),邓初民,,author,0,45,45,0,50,50,0.142768,8,0.2788,0.303731,599863.528822
郑初民(1945),郑初民,,author,0,3,3,0,4,4,0.030086,9,0.239034,0.255645,5327.127245
郑振铎(1945),郑振铎,,author,0,66,66,0,71,71,0.138249,9,0.273707,0.29885,838373.919633
人为 (n),人为,,notion,2,0,2,3,0,3,0.005612,10,0.218986,0.230702,504.198473
最后 (n),最后,,notion,27,0,27,30,0,30,0.052544,8,0.251406,0.267893,332605.559091
郑森禹(1945),郑森禹,,author,0,5,5,0,6,6,0.014991,9,0.225854,0.239038,11643.631871
日本 (n),日本,,notion,102,0,102,135,0,135,0.207382,8,0.275366,0.300016,1331901.654426
郭沫若(1945),郭沫若,,author,0,6,6,0,9,9,0.002772,10,0.194341,0.201619,44099.6681
名辩 (n),名辩,,notion,1,0,1,2,0,2,0.000428,11,0.16272,0.166869,0
思潮 (n),思潮,,notion,7,0,7,8,0,8,0.010007,10,0.221159,0.233897,24679.840485
批判 (n),批判,,notion,11,0,11,13,0,13,0.019763,9,0.235577,0.248777,67244.062419
阿特里(1945),阿特里,,author,0,5,5,0,6,6,0.005409,9,0.209105,0.218433,4703.220616
陈康成(1945),陈康成,,author,0,4,4,0,8,8,0.025154,9,0.23868,0.25559,12367.599609
危机 (n),危机,,notion,37,0,37,43,0,43,0.071273,9,0.255705,0.273132,274367.826819
对策 (n),对策,,notion,10,0,10,13,0,13,0.013634,10,0.225475,0.238242,6015.508784
动态 (n),动态,,notion,10,0,10,12,0,12,0.039091,8,0.249181,0.265969,63506.896966
陈正飞(1945),陈正飞,,author,0,14,14,0,15,15,0.022752,9,0.233623,0.248825,62716.384454
陈辛(1945),陈辛,,author,0,2,2,0,3,3,0.001921,10,0.191372,0.198909,405.208418
陈鼎龢(1945),陈鼎龢,,author,0,5,5,0,6,6,0.016694,9,0.229564,0.243634,21267.918122
陶大镛(1945),陶大镛,,author,0,23,23,0,24,24,0.041506,9,0.238971,0.256509,91715.938716
五千万 (n),五千万,,notion,1,0,1,2,0,2,0.002685,10,0.20482,0.215017,0
四万 (n),四万,,notion,1,0,1,2,0,2,0.002685,10,0.20482,0.215017,0
武训 (n),武训,,notion,2,0,2,3,0,3,0.003403,10,0.205701,0.216115,369.613963
范先生 (n),范先生,,notion,1,0,1,2,0,2,0.002685,10,0.20482,0.215017,0
顾均正(1945),顾均正,,author,0,8,8,0,12,12,0.009132,10,0.214487,0.224827,26391.374989
原子能 (n),原子能,,notion,7,0,7,8,0,8,0.012672,10,0.228381,0.241218,11451.36156
展望 (n),展望,,notion,60,0,60,191,0,191,0.077779,9,0.254603,0.272194,597318.597803
开发 (n),开发,,notion,7,0,7,8,0,8,0.011103,10,0.223135,0.235658,8808.04928
未来 (n),未来,,notion,11,0,11,19,0,19,0.019475,10,0.234589,0.24833,75900.465003
马丁(1945),马丁,,author,0,5,5,0,6,6,0.01592,9,0.229571,0.243636,45589.840966
马星野(1945),马星野,,author,0,5,5,0,8,8,0.021826,9,0.233683,0.249559,4726.888935
信条 (n),信条,,notion,2,0,2,4,0,4,0.006635,10,0.220896,0.232805,132.929635
新闻记者 (n),新闻记者,,notion,2,0,2,4,0,4,0.006635,10,0.220896,0.232805,132.929635
高扬(1945),高扬,,author,0,14,14,0,18,18,0.035588,9,0.242496,0.26064,145950.90573
莫斯科 (n),莫斯科,,notion,19,0,19,20,0,20,0.02946,10,0.234505,0.248548,42570.005358
黄大能(1945),黄大能,,author,0,3,3,0,4,4,0.001388,11,0.183644,0.190391,29063
伦敦 (n),伦敦,,notion,12,0,12,21,0,21,0.014843,10,0.224938,0.237715,66865.841169
方式 (n),方式,,notion,10,0,10,11,0,11,0.022878,10,0.239949,0.254063,38382.723028
介绍 (n),介绍,,notion,22,0,22,23,0,23,0.027098,9,0.23825,0.252368,181308.593692
寿言 (n),寿言,,notion,3,0,3,4,0,4,0.012363,10,0.229375,0.241775,775.525274
职业 (n),职业,,notion,14,0,14,16,0,16,0.022845,9,0.237557,0.250871,53900.463842
黄裳(1945),黄裳,,author,0,4,4,0,5,5,0.004818,9,0.208661,0.217662,20212.643618
黎平(1945),黎平,,author,0,5,5,0,6,6,0.013235,9,0.225,0.237816,22125.352366
黎舫(1945),黎舫,,author,0,6,6,0,7,7,0.014843,9,0.226558,0.240483,43586.399924
Bercovici，K.(1945),Bercovici，K.,,author,0,2,2,0,2,2,0.000659,2,0.75,0.833333,0.5
第四根 (n),第四根,,notion,2,0,2,2,0,2,0.000659,2,0.75,0.833333,0.5
铁钉 (n),铁钉,,notion,2,0,2,2,0,2,0.000659,2,0.75,0.833333,0.5
Clark，B.(1945),Clark，B.,,author,0,3,3,0,3,3,0.002823,10,0.198384,0.206554,8211.977628
地下军 (n),地下军,,notion,2,0,2,2,0,2,0.000785,11,0.165548,0.170187,0.333333
法国 (n),法国,,notion,35,0,35,39,0,39,0.057899,9,0.246744,0.263336,316635.325859
秘密 (n),秘密,,notion,7,0,7,10,0,10,0.004039,10,0.198579,0.208105,14417.056954
