Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
《周报(上海1945)》,《国讯》,Undirected,20453,journal-journal,,7,,,journal<--->journal
《周报(上海1945)》,《民主周刊(昆明)》,Undirected,20454,journal-journal,,58,,,journal<--->journal
《周报(上海1945)》,《时代杂志》,Undirected,20455,journal-journal,,170,,,journal<--->journal
《周报(上海1945)》,《民主(重庆)》,Undirected,20456,journal-journal,,15,,,journal<--->journal
《周报(上海1945)》,《民主(上海)》,Undirected,20457,journal-journal,,1672,,,journal<--->journal
《周报(上海1945)》,《再生》,Undirected,20458,journal-journal,,24,,,journal<--->journal
《周报(上海1945)》,《文萃》,Undirected,20459,journal-journal,,713,,,journal<--->journal
《周报(上海1945)》,《中华论坛》,Undirected,20460,journal-journal,,25,,,journal<--->journal
《周报(上海1945)》,《中建》,Undirected,20461,journal-journal,,2,,,journal<--->journal
《周报(上海1945)》,《正报》,Undirected,20462,journal-journal,,7,,,journal<--->journal
《周报(上海1945)》,《民主:桂林版》,Undirected,20463,journal-journal,,20,,,journal<--->journal
《周报(上海1945)》,《光明报》,Undirected,20464,journal-journal,,17,,,journal<--->journal
《周报(上海1945)》,《观察》,Undirected,20465,journal-journal,,17,,,journal<--->journal
《周报(上海1945)》,《民主周刊(北平)》,Undirected,20466,journal-journal,,80,,,journal<--->journal
《周报(上海1945)》,《解放》,Undirected,20467,journal-journal,,1,,,journal<--->journal
《国讯》,《民主周刊(昆明)》,Undirected,20468,journal-journal,,3,,,journal<--->journal
《国讯》,《民主(重庆)》,Undirected,20469,journal-journal,,1,,,journal<--->journal
《国讯》,《民主(上海)》,Undirected,20470,journal-journal,,11,,,journal<--->journal
《国讯》,《再生》,Undirected,20471,journal-journal,,2,,,journal<--->journal
《国讯》,《文萃》,Undirected,20472,journal-journal,,4,,,journal<--->journal
《国讯》,《中华论坛》,Undirected,20473,journal-journal,,1,,,journal<--->journal
《国讯》,《观察》,Undirected,20474,journal-journal,,7,,,journal<--->journal
《国讯》,《民主周刊(北平)》,Undirected,20475,journal-journal,,1,,,journal<--->journal
《中央周刊》,《时代杂志》,Undirected,20476,journal-journal,,104,,,journal<--->journal
《中央周刊》,《民主(上海)》,Undirected,20477,journal-journal,,2,,,journal<--->journal
《中央周刊》,《文萃》,Undirected,20478,journal-journal,,1,,,journal<--->journal
《中央周刊》,《观察》,Undirected,20479,journal-journal,,2,,,journal<--->journal
《民主周刊(昆明)》,《民主(重庆)》,Undirected,20480,journal-journal,,16,,,journal<--->journal
《民主周刊(昆明)》,《民主(上海)》,Undirected,20481,journal-journal,,31,,,journal<--->journal
《民主周刊(昆明)》,《再生》,Undirected,20482,journal-journal,,47,,,journal<--->journal
《民主周刊(昆明)》,《文萃》,Undirected,20483,journal-journal,,89,,,journal<--->journal
《民主周刊(昆明)》,《中华论坛》,Undirected,20484,journal-journal,,9,,,journal<--->journal
《民主周刊(昆明)》,《正报》,Undirected,20485,journal-journal,,2,,,journal<--->journal
《民主周刊(昆明)》,《民主:桂林版》,Undirected,20486,journal-journal,,4,,,journal<--->journal
《民主周刊(昆明)》,《光明报》,Undirected,20487,journal-journal,,9,,,journal<--->journal
《民主周刊(昆明)》,《观察》,Undirected,20488,journal-journal,,25,,,journal<--->journal
《民主周刊(昆明)》,《民主周刊(北平)》,Undirected,20489,journal-journal,,69,,,journal<--->journal
《民主周刊(昆明)》,《解放》,Undirected,20490,journal-journal,,1,,,journal<--->journal
