Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
《时代杂志》,《民主(上海)》,Undirected,20491,journal-journal,,267,,,journal<--->journal
《时代杂志》,《文萃》,Undirected,20492,journal-journal,,377,,,journal<--->journal
《时代杂志》,《中华论坛》,Undirected,20493,journal-journal,,27,,,journal<--->journal
《时代杂志》,《正报》,Undirected,20494,journal-journal,,27,,,journal<--->journal
《时代杂志》,《民主:桂林版》,Undirected,20495,journal-journal,,3,,,journal<--->journal
《时代杂志》,《民主周刊(北平)》,Undirected,20496,journal-journal,,2,,,journal<--->journal
《时代杂志》,《解放》,Undirected,20497,journal-journal,,1,,,journal<--->journal
《民主(重庆)》,《民主(上海)》,Undirected,20498,journal-journal,,50,,,journal<--->journal
《民主(重庆)》,《文萃》,Undirected,20499,journal-journal,,69,,,journal<--->journal
《民主(重庆)》,《中华论坛》,Undirected,20500,journal-journal,,2,,,journal<--->journal
《民主(重庆)》,《民主:桂林版》,Undirected,20501,journal-journal,,18,,,journal<--->journal
《民主(重庆)》,《观察》,Undirected,20502,journal-journal,,1,,,journal<--->journal
《民主(上海)》,《再生》,Undirected,20503,journal-journal,,51,,,journal<--->journal
《民主(上海)》,《文萃》,Undirected,20504,journal-journal,,848,,,journal<--->journal
《民主(上海)》,《中华论坛》,Undirected,20505,journal-journal,,52,,,journal<--->journal
《民主(上海)》,《正报》,Undirected,20506,journal-journal,,4,,,journal<--->journal
《民主(上海)》,《民主:桂林版》,Undirected,20507,journal-journal,,10,,,journal<--->journal
《民主(上海)》,《光明报》,Undirected,20508,journal-journal,,21,,,journal<--->journal
《民主(上海)》,《民主周刊(北平)》,Undirected,20509,journal-journal,,31,,,journal<--->journal
《民主(上海)》,《解放》,Undirected,20510,journal-journal,,1,,,journal<--->journal
《再生》,《文萃》,Undirected,20511,journal-journal,,50,,,journal<--->journal
《再生》,《正报》,Undirected,20512,journal-journal,,11,,,journal<--->journal
《再生》,《民主:桂林版》,Undirected,20513,journal-journal,,3,,,journal<--->journal
《再生》,《观察》,Undirected,20514,journal-journal,,44,,,journal<--->journal
《再生》,《民主周刊(北平)》,Undirected,20515,journal-journal,,10,,,journal<--->journal
《文萃》,《中华论坛》,Undirected,20516,journal-journal,,86,,,journal<--->journal
《文萃》,《中建》,Undirected,20517,journal-journal,,1,,,journal<--->journal
《文萃》,《正报》,Undirected,20518,journal-journal,,14,,,journal<--->journal
《文萃》,《民主:桂林版》,Undirected,20519,journal-journal,,23,,,journal<--->journal
《文萃》,《光明报》,Undirected,20520,journal-journal,,84,,,journal<--->journal
《文萃》,《观察》,Undirected,20521,journal-journal,,24,,,journal<--->journal
《文萃》,《民主周刊(北平)》,Undirected,20522,journal-journal,,32,,,journal<--->journal
《文萃》,《解放》,Undirected,20523,journal-journal,,7,,,journal<--->journal
《中华论坛》,《光明报》,Undirected,20524,journal-journal,,1,,,journal<--->journal
《中华论坛》,《民主周刊(北平)》,Undirected,20525,journal-journal,,7,,,journal<--->journal
《正报》,《民主:桂林版》,Undirected,20526,journal-journal,,2,,,journal<--->journal
《正报》,《光明报》,Undirected,20527,journal-journal,,14,,,journal<--->journal
《正报》,《解放》,Undirected,20528,journal-journal,,2,,,journal<--->journal
《观察》,《民主周刊(北平)》,Undirected,20529,journal-journal,,11,,,journal<--->journal
《民主周刊(北平)》,《解放》,Undirected,20530,journal-journal,,1,,,journal<--->journal
