Id,Label,timeset,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
柏林 (n),柏林,,notion,6,0,6,6,0,6,0.066517,10,0.245759,0.266704,30306.574118
前后 (n),前后,,notion,8,0,8,10,0,10,0.010921,10,0.198292,0.211406,46024.64781
理学 (n),理学,,notion,1,0,1,1,0,1,0.000648,12,0.155449,0.16035,0
半月 (n),半月,,notion,3,0,3,3,0,3,0.004319,10,0.196824,0.207404,3315.958357
国际 (n),国际,,notion,27,0,27,50,0,50,0.113173,10,0.255363,0.27976,318460.74122
一二 (n),一二,,notion,3,0,3,3,0,3,0.005829,10,0.17797,0.186436,11626.95777
航讯 (n),航讯,,notion,4,0,4,4,0,4,0.004181,10,0.182375,0.191532,3389.915972
问题 (n),问题,,notion,94,0,94,110,0,110,0.304014,8,0.279018,0.314148,1091094.431508
英国 (n),英国,,notion,12,0,12,18,0,18,0.036076,10,0.231186,0.2477,65386.135235
日记 (n),日记,,notion,2,0,2,2,0,2,0.002707,10,0.176186,0.183962,1089.025104
云南 (n),云南,,notion,7,0,7,8,0,8,0.009998,10,0.204122,0.216691,35573.129965
讲话 (n),讲话,,notion,1,0,1,1,0,1,0.001371,10,0.184502,0.192779,0
政治 (n),政治,,notion,58,0,58,99,0,99,0.197724,8,0.268597,0.29868,711845.98696
工作 (n),工作,,notion,36,0,36,48,0,48,0.105341,10,0.255319,0.280972,523159.980633
八一 (n),八一,,notion,5,0,5,6,0,6,0.018888,10,0.217724,0.232503,2921.211985
内战 (n),内战,,notion,6,0,6,7,0,7,0.014343,10,0.218945,0.232464,13808.637689
和平 (n),和平,,notion,31,0,31,43,0,43,0.163958,10,0.268189,0.297092,378400.638414
物价 (n),物价,,notion,17,0,17,19,0,19,0.029043,10,0.225059,0.240981,122159.045268
人民 (n),人民,,notion,27,0,27,33,0,33,0.113406,8,0.255884,0.280365,279004.519061
改造 (n),改造,,notion,5,0,5,6,0,6,0.016981,10,0.218198,0.232972,11269.858674
对华政策 (n),对华政策,,notion,7,0,7,8,0,8,0.065667,10,0.246525,0.266867,23773.344002
努力 (n),努力,,notion,1,0,1,1,0,1,0.003023,10,0.189851,0.199364,0
参政会 (n),参政会,,notion,1,0,1,1,0,1,0.007763,10,0.205055,0.217362,0
国民大会 (n),国民大会,,notion,3,0,3,3,0,3,0.003747,10,0.18639,0.19589,4624.159075
应否 (n),应否,,notion,2,0,2,2,0,2,0.002116,10,0.168003,0.174172,8.165193
青年 (n),青年,,notion,15,0,15,26,0,26,0.10503,10,0.257242,0.281662,153937.612063
一些 (n),一些,,notion,2,0,2,2,0,2,0.002402,10,0.172664,0.179692,12.573674
文学 (n),文学,,notion,5,0,5,7,0,7,0.007546,10,0.202663,0.214848,19830.648417
特务 (n),特务,,notion,1,0,1,1,0,1,0.002689,10,0.186424,0.195861,0
历史 (n),历史,,notion,24,0,24,50,0,50,0.088046,10,0.249595,0.272632,226598.871307
外长 (n),外长,,notion,2,0,2,2,0,2,0.003579,10,0.192402,0.202783,325.496145
成都 (n),成都,,notion,16,0,16,25,0,25,0.030237,10,0.225837,0.242423,138345.522519
八年 (n),八年,,notion,1,0,1,1,0,1,0.004914,10,0.195366,0.206447,0
民生 (n),民生,,notion,1,0,1,1,0,1,0.000591,12,0.147039,0.151389,0
社会 (n),社会,,notion,22,0,22,24,0,24,0.068212,8,0.245658,0.265411,141824.748188
福斯 (n),福斯,,notion,1,0,1,1,0,1,0.002197,10,0.176787,0.184489,0
萧条 (n),萧条,,notion,1,0,1,1,0,1,0.001683,10,0.189289,0.198637,0
逻辑 (n),逻辑,,notion,1,0,1,1,0,1,0.000759,12,0.154921,0.159952,0
战局 (n),战局,,notion,10,0,10,52,0,52,0.027739,10,0.221151,0.238838,69742.269758
独立运动 (n),独立运动,,notion,1,0,1,1,0,1,0.044929,10,0.237188,0.255671,0
越南 (n),越南,,notion,7,0,7,7,0,7,0.009423,10,0.20716,0.219244,14459.883724
欧洲 (n),欧洲,,notion,10,0,10,13,0,13,0.075392,10,0.246687,0.268501,39180.551969
杂记 (n),杂记,,notion,4,0,4,8,0,8,0.006807,10,0.202622,0.214655,18818.8965
原子弹 (n),原子弹,,notion,1,0,1,1,0,1,0.001003,10,0.175918,0.183239,0
教育 (n),教育,,notion,25,0,25,29,0,29,0.050025,10,0.238354,0.256288,115594.145501
恢复 (n),恢复,,notion,3,0,3,3,0,3,0.049972,10,0.23936,0.258319,5376.51603
几个 (n),几个,,notion,4,0,4,5,0,5,0.014011,10,0.214753,0.228931,6407.361178
研究 (n),研究,,notion,16,0,16,25,0,25,0.024186,10,0.218578,0.233837,53892.085287
鲁迅 (n),鲁迅,,notion,9,0,9,16,0,16,0.018159,10,0.209091,0.223165,9035.636884
苏联 (n),苏联,,notion,26,0,26,31,0,31,0.120828,10,0.256364,0.282292,252395.725949
待续 (n),待续,,notion,2,0,2,2,0,2,0.001929,12,0.165807,0.172123,84.799774
一次 (n),一次,,notion,3,0,3,3,0,3,0.014815,10,0.218897,0.233178,21944.130776
不要 (n),不要,,notion,9,0,9,9,0,9,0.017466,10,0.218134,0.232448,31798.568658
国内 (n),国内,,notion,8,0,8,8,0,8,0.023226,10,0.222757,0.23777,21004.505251
阶段 (n),阶段,,notion,8,0,8,8,0,8,0.019537,8,0.224186,0.238642,25905.537487
保障 (n),保障,,notion,2,0,2,3,0,3,0.047663,10,0.238941,0.257845,10277.009111
有感 (n),有感,,notion,3,0,3,3,0,3,0.010541,10,0.210247,0.223449,14325.673373
读报 (n),读报,,notion,2,0,2,2,0,2,0.007646,10,0.208714,0.22089,118.880049
地理 (n),地理,,notion,1,0,1,1,0,1,0.001371,10,0.184502,0.192779,0
检讨 (n),检讨,,notion,9,0,9,9,0,9,0.023866,10,0.229212,0.24364,20671.62966
香港 (n),香港,,notion,19,0,19,43,0,43,0.094141,10,0.253404,0.276879,176594.428643
农村 (n),农村,,notion,16,0,16,19,0,19,0.020399,10,0.221886,0.23634,72285.115787
不怕 (n),不怕,,notion,1,0,1,1,0,1,0.00269,10,0.193804,0.203945,0
各界 (n),各界,,notion,3,0,3,3,0,3,0.062756,10,0.24448,0.264704,24128.933189
陪都 (n),陪都,,notion,1,0,1,1,0,1,0.002865,10,0.182852,0.19204,0
清末 (n),清末,,notion,1,0,1,1,0,1,0.001669,10,0.18222,0.190695,0
昆明 (n),昆明,,notion,5,0,5,5,0,5,0.004288,10,0.182863,0.19196,25870.749944
思想 (n),思想,,notion,9,0,9,22,0,22,0.026274,10,0.224387,0.24057,54366.526272
准备 (n),准备,,notion,5,0,5,6,0,6,0.013868,10,0.216018,0.229712,27396.111516
杂感 (n),杂感,,notion,2,0,2,3,0,3,0.009055,10,0.210955,0.223789,907.354753
最后 (n),最后,,notion,5,0,5,5,0,5,0.009879,10,0.202281,0.214803,10728.21204
日本 (n),日本,,notion,45,0,45,71,0,71,0.193872,10,0.268741,0.297211,354022.651915
思潮 (n),思潮,,notion,1,0,1,1,0,1,0.00203,10,0.186044,0.194638,0
批判 (n),批判,,notion,5,0,5,5,0,5,0.020926,10,0.22169,0.23615,11244.644941
危机 (n),危机,,notion,15,0,15,18,0,18,0.066664,10,0.244023,0.264439,79645.024083
动态 (n),动态,,notion,1,0,1,2,0,2,0.005261,10,0.19113,0.202301,0
原子能 (n),原子能,,notion,3,0,3,3,0,3,0.018841,10,0.22479,0.239262,2131.752911
展望 (n),展望,,notion,34,0,34,128,0,128,0.084819,8,0.246991,0.26846,251423.23576
开发 (n),开发,,notion,6,0,6,6,0,6,0.021335,10,0.220131,0.234675,8049.513615
未来 (n),未来,,notion,3,0,3,3,0,3,0.002594,10,0.17934,0.187345,13792.583575
莫斯科 (n),莫斯科,,notion,3,0,3,3,0,3,0.011488,10,0.206378,0.219228,2104.00561
伦敦 (n),伦敦,,notion,5,0,5,9,0,9,0.011121,10,0.20912,0.222474,3217.736611
方式 (n),方式,,notion,4,0,4,4,0,4,0.020155,10,0.225278,0.240787,12388.919433
介绍 (n),介绍,,notion,3,0,3,3,0,3,0.006614,10,0.206392,0.218462,33878.818524
职业 (n),职业,,notion,4,0,4,4,0,4,0.013846,10,0.21661,0.230283,3273.707923
法国 (n),法国,,notion,4,0,4,5,0,5,0.017564,10,0.216735,0.231757,12323.235247
秘密 (n),秘密,,notion,1,0,1,1,0,1,0.000905,12,0.153811,0.158617,0
地中海 (n),地中海,,notion,3,0,3,3,0,3,0.008378,10,0.205419,0.217801,3790.038814
帝国 (n),帝国,,notion,2,0,2,2,0,2,0.0033,10,0.187518,0.196954,2003
解放 (n),解放,,notion,3,0,3,3,0,3,0.010309,10,0.209572,0.222379,2755.521353
兴起 (n),兴起,,notion,2,0,2,2,0,2,0.006991,10,0.196516,0.208001,24.76258
德国 (n),德国,,notion,5,0,5,5,0,5,0.054172,10,0.238751,0.258049,6888.859152
民族 (n),民族,,notion,8,0,8,8,0,8,0.027467,10,0.231009,0.246997,36359.944657
社会主义 (n),社会主义,,notion,31,0,31,58,0,58,0.090393,10,0.23957,0.260994,177456.895301
应有 (n),应有,,notion,5,0,5,69,0,69,0.008825,10,0.194986,0.20663,4469.484572
上海市 (n),上海市,,notion,1,0,1,1,0,1,0.004769,10,0.196131,0.207406,0
始末 (n),始末,,notion,1,0,1,1,0,1,0.000853,12,0.153395,0.158046,0
欢迎 (n),欢迎,,notion,2,0,2,2,0,2,0.005404,10,0.201481,0.213254,628.884431
人心 (n),人心,,notion,3,0,3,4,0,4,0.007492,10,0.206137,0.218284,5702.329268
征文 (n),征文,,notion,1,0,1,1,0,1,0.001734,10,0.187051,0.196304,0
新年 (n),新年,,notion,3,0,3,3,0,3,0.005827,10,0.199529,0.210875,24118.318121
有关 (n),有关,,notion,3,0,3,3,0,3,0.004072,10,0.189923,0.200113,985.991365
民间 (n),民间,,notion,2,0,2,2,0,2,0.006543,10,0.20408,0.215894,18027
解除 (n),解除,,notion,1,0,1,1,0,1,0.004502,10,0.203956,0.215157,0
杂谈 (n),杂谈,,notion,2,0,2,2,0,2,0.006497,10,0.205926,0.218009,2824.529977
之道 (n),之道,,notion,2,0,2,2,0,2,0.007162,10,0.204455,0.216617,563.838877
反对 (n),反对,,notion,28,0,28,43,0,43,0.134077,10,0.257,0.282683,162801.972098
上海 (n),上海,,notion,36,0,36,50,0,50,0.122806,10,0.258037,0.284495,392969.714096
健全 (n),健全,,notion,1,0,1,1,0,1,0.000553,2,0.666667,0.75,0
大学 (n),大学,,notion,21,0,21,24,0,24,0.115089,10,0.261767,0.286793,185967.145681
应该 (n),应该,,notion,2,0,2,2,0,2,0.009669,10,0.215941,0.228895,781.765849
代表 (n),代表,,notion,6,0,6,6,0,6,0.030896,10,0.229685,0.245436,14642.665443
怒吼 (n),怒吼,,notion,1,0,1,1,0,1,0.000501,1,1,1,0
第三次 (n),第三次,,notion,4,0,4,4,0,4,0.012125,10,0.212416,0.225397,10392.034096
见闻 (n),见闻,,notion,2,0,2,2,0,2,0.002335,10,0.177717,0.18576,40250.451954
声音 (n),声音,,notion,2,0,2,2,0,2,0.00585,10,0.205672,0.217344,2801.609237
这是 (n),这是,,notion,1,0,1,1,0,1,0.004152,10,0.195684,0.206511,0
游行 (n),游行,,notion,3,0,3,4,0,4,0.060871,10,0.245358,0.265493,8106.273643
追记 (n),追记,,notion,1,0,1,1,0,1,0.007763,10,0.205055,0.217362,0
无锡 (n),无锡,,notion,4,0,4,4,0,4,0.007363,10,0.190972,0.201897,11030.781124
前因后果 (n),前因后果,,notion,1,0,1,1,0,1,0.002711,10,0.194771,0.204879,0
宣言 (n),宣言,,notion,5,0,5,5,0,5,0.071324,10,0.247052,0.267645,15484.647072
对华 (n),对华,,notion,5,0,5,5,0,5,0.027643,10,0.229055,0.244158,3900.98326
时局 (n),时局,,notion,7,0,7,7,0,7,0.011469,10,0.211088,0.224043,18536.043934
杜鲁门 (n),杜鲁门,,notion,7,0,7,8,0,8,0.065905,10,0.245118,0.265057,17355.677966
贪污案 (n),贪污案,,notion,1,0,1,1,0,1,0.00057,12,0.132362,0.135547,0
永久 (n),永久,,notion,1,0,1,1,0,1,0.044929,10,0.237188,0.255671,0
东京 (n),东京,,notion,5,0,5,7,0,7,0.065823,10,0.244998,0.265641,14132.953044
签订 (n),签订,,notion,1,0,1,1,0,1,0.00371,10,0.193219,0.203702,0
中苏 (n),中苏,,notion,1,0,1,1,0,1,0.004065,10,0.200594,0.211483,0
大选 (n),大选,,notion,15,0,15,23,0,23,0.052305,8,0.236758,0.254132,44747.718183
成立 (n),成立,,notion,4,0,4,11,0,11,0.056489,10,0.243352,0.263038,13151.177422
政权 (n),政权,,notion,5,0,5,6,0,6,0.007348,10,0.200233,0.211913,13337.440143
认识 (n),认识,,notion,6,0,6,8,0,8,0.0147,10,0.214385,0.228814,16068.156873
开展 (n),开展,,notion,1,0,1,1,0,1,0.002839,10,0.194105,0.204093,0
形式 (n),形式,,notion,2,0,2,2,0,2,0.045873,10,0.237207,0.255782,1210.788403
欧美 (n),欧美,,notion,1,0,1,3,0,3,0.00095,12,0.159906,0.165148,0
全国 (n),全国,,notion,6,0,6,7,0,7,0.05355,10,0.241844,0.260719,25666.04151
之四 (n),之四,,notion,4,0,4,6,0,6,0.013538,10,0.216688,0.230303,7662.643726
实施 (n),实施,,notion,3,0,3,3,0,3,0.050847,10,0.240029,0.25923,12636.045316
民主运动 (n),民主运动,,notion,3,0,3,3,0,3,0.014175,10,0.210041,0.224311,15284.50803
经验 (n),经验,,notion,7,0,7,8,0,8,0.0082,10,0.20136,0.213363,9314.600666
现实 (n),现实,,notion,3,0,3,4,0,4,0.009907,10,0.213517,0.226388,4550.93748
理想 (n),理想,,notion,1,0,1,1,0,1,0.000553,2,0.666667,0.75,0
丑剧 (n),丑剧,,notion,1,0,1,1,0,1,0.00065,12,0.150915,0.155862,0
战争 (n),战争,,notion,20,0,20,21,0,21,0.05223,8,0.239493,0.258784,185032.402702
摧残 (n),摧残,,notion,1,0,1,1,0,1,0.000727,12,0.157725,0.162557,0
整顿 (n),整顿,,notion,1,0,1,1,0,1,0.000606,2,0.6,0.666667,0
文化 (n),文化,,notion,18,0,18,32,0,32,0.068259,8,0.244023,0.264109,116828.371032
英雄 (n),英雄,,notion,1,0,1,1,0,1,0.002969,10,0.183567,0.193035,0
血泪 (n),血泪,,notion,1,0,1,1,0,1,0.000704,12,0.144439,0.149421,0
都市 (n),都市,,notion,3,0,3,4,0,4,0.012304,10,0.213654,0.227668,19791.391921
两种 (n),两种,,notion,7,0,7,8,0,8,0.015138,8,0.215121,0.229167,14128.549585
时期 (n),时期,,notion,2,0,2,2,0,2,0.008777,10,0.213487,0.226527,1652.28113
如此 (n),如此,,notion,8,0,8,8,0,8,0.032357,10,0.230124,0.247226,34527.720879
民意 (n),民意,,notion,2,0,2,2,0,2,0.045613,10,0.2373,0.255915,19823.551407
医院 (n),医院,,notion,1,0,1,1,0,1,0.001246,10,0.174488,0.181978,0
呼吁 (n),呼吁,,notion,5,0,5,9,0,9,0.083216,10,0.251727,0.274536,28658.355462
军事 (n),军事,,notion,4,0,4,4,0,4,0.007382,10,0.20652,0.218495,3716.618629
情势 (n),情势,,notion,5,0,5,5,0,5,0.013318,10,0.217377,0.230414,8452.841056
应付 (n),应付,,notion,2,0,2,2,0,2,0.007159,10,0.209909,0.22204,2251.413203
当前 (n),当前,,notion,18,0,18,18,0,18,0.044284,8,0.234067,0.249927,63724.855095
经济恐慌 (n),经济恐慌,,notion,2,0,2,2,0,2,0.005575,10,0.204316,0.215637,350.726411
一种 (n),一种,,notion,7,0,7,7,0,7,0.026766,10,0.229212,0.245651,26981.414059
作家 (n),作家,,notion,5,0,5,6,0,6,0.029809,10,0.233105,0.249147,25090.563911
写作 (n),写作,,notion,1,0,1,1,0,1,0.008175,10,0.208786,0.22174,0
态度 (n),态度,,notion,12,0,12,14,0,14,0.052204,10,0.237525,0.255343,35138.116538
看法 (n),看法,,notion,8,0,8,9,0,9,0.043928,8,0.237995,0.255115,19254.753422
制度 (n),制度,,notion,21,0,21,94,0,94,0.074233,8,0.241688,0.262115,145197.436234
复兴 (n),复兴,,notion,9,0,9,11,0,11,0.038729,10,0.230707,0.247042,14258.46153
重建 (n),重建,,notion,3,0,3,3,0,3,0.007455,10,0.209149,0.221091,34251.480956
小地主 (n),小地主,,notion,1,0,1,1,0,1,0.002066,12,0.180264,0.188451,0
眼中 (n),眼中,,notion,2,0,2,2,0,2,0.003959,10,0.199582,0.210192,519.540181
解放区 (n),解放区,,notion,7,0,7,10,0,10,0.012549,10,0.212371,0.226109,24508.082547
时代 (n),时代,,notion,16,0,16,19,0,19,0.035256,8,0.231062,0.248618,143968.566294
行进 (n),行进,,notion,1,0,1,1,0,1,0.002198,10,0.17735,0.185618,0
不忍 (n),不忍,,notion,2,0,2,2,0,2,0.014295,10,0.211459,0.225758,2576.450014
广州 (n),广州,,notion,12,0,12,13,0,13,0.022166,10,0.213927,0.230339,117201.182214
商榷 (n),商榷,,notion,4,0,4,4,0,4,0.013614,10,0.215522,0.229712,30359.562763
方法 (n),方法,,notion,5,0,5,10,0,10,0.00742,10,0.200755,0.212641,33431.763407
生产 (n),生产,,notion,13,0,13,14,0,14,0.038356,10,0.229492,0.245848,89736.855674
前途 (n),前途,,notion,13,0,13,13,0,13,0.028116,10,0.225413,0.240708,24592.686558
感言 (n),感言,,notion,9,0,9,14,0,14,0.025623,10,0.222329,0.236973,18241.051902
国家 (n),国家,,notion,13,0,13,13,0,13,0.032582,10,0.230354,0.246675,60356.227505
社会党 (n),社会党,,notion,2,0,2,2,0,2,0.01623,10,0.2165,0.230623,756.069998
科学 (n),科学,,notion,7,0,7,8,0,8,0.026224,10,0.229055,0.244406,14048.3851
亚洲 (n),亚洲,,notion,3,0,3,3,0,3,0.049986,10,0.23809,0.257032,3481.377003
今后 (n),今后,,notion,8,0,8,10,0,10,0.068958,10,0.245859,0.266975,27368.039897
几点 (n),几点,,notion,1,0,1,1,0,1,0.004453,10,0.201847,0.213137,0
制止 (n),制止,,notion,1,0,1,1,0,1,0.044929,10,0.237188,0.255671,0
前夕 (n),前夕,,notion,6,0,6,6,0,6,0.010135,10,0.208931,0.221566,8669.27547
发展 (n),发展,,notion,10,0,10,12,0,12,0.080431,8,0.25051,0.271278,47533.994001
合作 (n),合作,,notion,10,0,10,13,0,13,0.014643,10,0.208265,0.221623,32729.896534
四年 (n),四年,,notion,1,0,1,1,0,1,0.000501,1,1,1,0
国庆日 (n),国庆日,,notion,1,0,1,1,0,1,0.002095,10,0.190091,0.199406,0
对象 (n),对象,,notion,1,0,1,2,0,2,0.00129,10,0.183053,0.191226,0
希望 (n),希望,,notion,39,0,39,62,0,62,0.065458,10,0.239436,0.258852,283436.010507
意见 (n),意见,,notion,27,0,27,35,0,35,0.083716,10,0.2362,0.255758,152595.964563
所感 (n),所感,,notion,1,0,1,1,0,1,0.000803,12,0.169043,0.175447,0
旧金山 (n),旧金山,,notion,1,0,1,1,0,1,0.004531,10,0.195036,0.205994,0
民国 (n),民国,,notion,2,0,2,2,0,2,0.009708,10,0.208714,0.22197,2379.471912
瞻望 (n),瞻望,,notion,1,0,1,1,0,1,0.000632,12,0.145411,0.14989,0
茅盾 (n),茅盾,,notion,1,0,1,1,0,1,0.000553,2,0.666667,0.75,0
重要 (n),重要,,notion,1,0,1,1,0,1,0.00108,10,0.162298,0.167972,0
革命 (n),革命,,notion,11,0,11,15,0,15,0.074956,10,0.24945,0.270377,67171.946608
马歇尔 (n),马歇尔,,notion,5,0,5,6,0,6,0.010287,10,0.209004,0.221549,1122.244291
周年纪念 (n),周年纪念,,notion,1,0,1,1,0,1,0.001571,12,0.161843,0.168034,0
我国 (n),我国,,notion,12,0,12,78,0,78,0.042551,10,0.23546,0.253297,61779.998931
抗战 (n),抗战,,notion,3,0,3,3,0,3,0.004341,10,0.193642,0.204137,1775.237838
还是 (n),还是,,notion,5,0,5,5,0,5,0.012262,10,0.216391,0.229326,8215.703081
第一 (n),第一,,notion,1,0,1,1,0,1,0.001381,10,0.166321,0.172497,0
力量 (n),力量,,notion,6,0,6,7,0,7,0.027193,10,0.229527,0.24503,19483.086837
革命事业 (n),革命事业,,notion,1,0,1,1,0,1,0.003934,10,0.19676,0.207865,0
首先 (n),首先,,notion,1,0,1,1,0,1,0.001221,12,0.173411,0.180362,0
团结 (n),团结,,notion,3,0,3,3,0,3,0.016959,10,0.219152,0.233468,2390.991699
旅行 (n),旅行,,notion,3,0,3,3,0,3,0.013308,10,0.216111,0.229514,19662.290401
运动 (n),运动,,notion,34,0,34,41,0,41,0.138407,10,0.260768,0.285757,295198.834207
第三党 (n),第三党,,notion,5,0,5,5,0,5,0.052168,10,0.23896,0.257907,3706.47087
性格 (n),性格,,notion,1,0,1,1,0,1,0.003185,10,0.196336,0.207103,0
方向 (n),方向,,notion,4,0,4,4,0,4,0.012276,10,0.219248,0.232595,4568.80112
说起 (n),说起,,notion,11,0,11,12,0,12,0.020013,10,0.222066,0.236629,50941.80317
外交政策 (n),外交政策,,notion,2,0,2,9,0,9,0.01549,10,0.220438,0.234494,705.346104
华北 (n),华北,,notion,18,0,18,20,0,20,0.091509,8,0.253553,0.277693,178196.843607
东北 (n),东北,,notion,20,0,20,24,0,24,0.100168,10,0.255862,0.281391,249500.575698
成就 (n),成就,,notion,1,0,1,1,0,1,0.000978,12,0.170172,0.176769,0
本质 (n),本质,,notion,3,0,3,3,0,3,0.004919,10,0.20054,0.211929,902.756833
波茨坦 (n),波茨坦,,notion,1,0,1,1,0,1,0.005434,10,0.203817,0.215222,0
事件 (n),事件,,notion,15,0,15,19,0,19,0.081263,10,0.249886,0.272539,104565.47665
实现 (n),实现,,notion,5,0,5,10,0,10,0.009679,10,0.208931,0.221353,7568.779507
屠杀 (n),屠杀,,notion,3,0,3,3,0,3,0.010732,10,0.21796,0.230605,1877.41844
联合政府 (n),联合政府,,notion,1,0,1,1,0,1,0.000669,12,0.155675,0.160114,0
七七 (n),七七,,notion,3,0,3,3,0,3,0.01076,10,0.214309,0.227249,1291.389434
晚会 (n),晚会,,notion,3,0,3,5,0,5,0.005849,10,0.198842,0.21036,2418.594736
盛会 (n),盛会,,notion,2,0,2,2,0,2,0.004287,10,0.199198,0.210194,2709.511291
联合 (n),联合,,notion,1,0,1,2,0,2,0.013416,10,0.218435,0.232349,0
公开信 (n),公开信,,notion,8,0,8,9,0,9,0.031934,10,0.225786,0.242096,11196.255585
之间 (n),之间,,notion,10,0,10,15,0,15,0.025475,10,0.227684,0.243316,68424.955335
军人 (n),军人,,notion,2,0,2,3,0,3,0.005615,10,0.201603,0.213187,1505.453525
的话 (n),的话,,notion,3,0,3,3,0,3,0.002049,12,0.167218,0.173577,950.079015
局势 (n),局势,,notion,16,0,16,16,0,16,0.089104,10,0.253105,0.27602,146373.603546
大众 (n),大众,,notion,1,0,1,1,0,1,0.044929,10,0.237188,0.255671,0
守法 (n),守法,,notion,3,0,3,3,0,3,0.009882,10,0.211907,0.224959,1806.585022
立法 (n),立法,,notion,7,0,7,8,0,8,0.027455,10,0.228498,0.244787,23989.697889
之后 (n),之后,,notion,5,0,5,5,0,5,0.02626,10,0.219344,0.235151,18310.833079
打破 (n),打破,,notion,1,0,1,1,0,1,0.001742,10,0.18283,0.191617,0
联合国 (n),联合国,,notion,4,0,4,6,0,6,0.013061,10,0.214248,0.227656,4528.858324
民众 (n),民众,,notion,2,0,2,3,0,3,0.045965,10,0.237713,0.256372,16795.92718
真的 (n),真的,,notion,2,0,2,2,0,2,0.003294,10,0.190863,0.200814,6448.222449
要求 (n),要求,,notion,2,0,2,10,0,10,0.059505,10,0.242253,0.261991,2258.462845
政党 (n),政党,,notion,4,0,4,4,0,4,0.017059,10,0.219793,0.233903,3151.629698
近代 (n),近代,,notion,1,0,1,1,0,1,0.003383,10,0.192415,0.202893,0
北方 (n),北方,,notion,10,0,10,11,0,11,0.027792,10,0.228898,0.244563,39403.293042
四川 (n),四川,,notion,10,0,10,15,0,15,0.011846,10,0.211088,0.224172,46432.106269
风光 (n),风光,,notion,1,0,1,9,0,9,0.005148,10,0.203638,0.215158,0
联合会 (n),联合会,,notion,1,0,1,1,0,1,0.012999,10,0.209924,0.223917,0
逝世 (n),逝世,,notion,3,0,3,3,0,3,0.048017,10,0.240163,0.258743,13476.845714
三个 (n),三个,,notion,4,0,4,4,0,4,0.010624,10,0.213441,0.226216,6457.026111
主张 (n),主张,,notion,5,0,5,5,0,5,0.054054,10,0.242292,0.261541,26719.354136
决议 (n),决议,,notion,1,0,1,1,0,1,0.044929,10,0.237188,0.255671,0
友谊 (n),友谊,,notion,1,0,1,1,0,1,0.002969,10,0.183567,0.193035,0
发表 (n),发表,,notion,6,0,6,8,0,8,0.067212,10,0.24693,0.26866,49002.636881
召开 (n),召开,,notion,2,0,2,2,0,2,0.002453,10,0.182011,0.190347,195.300708
呼唤 (n),呼唤,,notion,3,0,3,3,0,3,0.003173,10,0.18072,0.189497,726.524872
国事 (n),国事,,notion,3,0,3,3,0,3,0.015299,10,0.221739,0.23566,6246.16217
国大代表 (n),国大代表,,notion,1,0,1,1,0,1,0.000609,14,0.125456,0.128131,0
学生 (n),学生,,notion,56,0,56,95,0,95,0.186617,8,0.268645,0.299426,704142.366032
惨案 (n),惨案,,notion,8,0,8,10,0,10,0.030998,10,0.232348,0.248464,44155.859352
感想 (n),感想,,notion,9,0,9,9,0,9,0.059263,10,0.243845,0.263677,55059.689644
改组 (n),改组,,notion,1,0,1,1,0,1,0.000699,12,0.142745,0.147333,0
