Source,Target,Type,Id,Label,timeset,Weight,year,place,journal,MMNT-EdgeType
杜衡(1948),叶新华(1948),Undirected,232260,author-author,,597,,,,author<--->author
杜衡(1948),丁蕾(1948),Undirected,232261,author-author,,20,,,,author<--->author
杜衡(1948),王亚南(1948),Undirected,232262,author-author,,120,,,,author<--->author
杜衡(1948),曾昭抡(1948),Undirected,232263,author-author,,20,,,,author<--->author
杜衡(1948),张绍贤(1948),Undirected,232264,author-author,,80,,,,author<--->author
杜衡(1948),陈振汉(1948),Undirected,232265,author-author,,322,,,,author<--->author
杜衡(1948),蔡尚思(1948),Undirected,232266,author-author,,40,,,,author<--->author
杜衡(1948),章明(1948),Undirected,232267,author-author,,120,,,,author<--->author
杜衡(1948),蒋硕傑(1948),Undirected,232268,author-author,,69,,,,author<--->author
杜衡(1948),费孝通(1948),Undirected,232269,author-author,,20,,,,author<--->author
杜衡(1948),郭泉(1948),Undirected,232270,author-author,,2,,,,author<--->author
杜衡(1948),吴景超(1948),Undirected,232271,author-author,,116,,,,author<--->author
杜衡(1948),朱树锦(1948),Undirected,232272,author-author,,30,,,,author<--->author
杜衡(1948),欧阳春(1948),Undirected,232273,author-author,,20,,,,author<--->author
杜衡(1948),仲亨(1948),Undirected,232274,author-author,,20,,,,author<--->author
杜衡(1948),刘大中(1948),Undirected,232275,author-author,,21,,,,author<--->author
杜衡(1948),卓仁(1948),Undirected,232276,author-author,,69,,,,author<--->author
杜衡(1948),喻凎邨(1948),Undirected,232277,author-author,,2,,,,author<--->author
杜衡(1948),张君劢(1948),Undirected,232278,author-author,,103,,,,author<--->author
杜衡(1948),慕真(1948),Undirected,232279,author-author,,69,,,,author<--->author
杜衡(1948),施复亮(1948),Undirected,232280,author-author,,40,,,,author<--->author
杜衡(1948),杨人楩(1948),Undirected,232281,author-author,,20,,,,author<--->author
杜衡(1948),林焕平(1948),Undirected,232282,author-author,,20,,,,author<--->author
杜衡(1948),袁翰青(1948),Undirected,232283,author-author,,2,,,,author<--->author
杜衡(1948),储安平(1948),Undirected,232284,author-author,,20,,,,author<--->author
杜衡(1948),吴恩裕(1948),Undirected,232285,author-author,,20,,,,author<--->author
杜衡(1948),张东荪(1948),Undirected,232286,author-author,,20,,,,author<--->author
杜衡(1948),徐毓枬(1948),Undirected,232287,author-author,,69,,,,author<--->author
杜衡(1948),方建民(1948),Undirected,232288,author-author,,20,,,,author<--->author
杜衡(1948),杨微(1948),Undirected,232289,author-author,,5,,,,author<--->author
杜衡(1948),王厚生(1948),Undirected,232290,author-author,,44,,,,author<--->author
杜衡(1948),石闻(1948),Undirected,232291,author-author,,7,,,,author<--->author
杜衡(1948),罗梦册(1948),Undirected,232292,author-author,,23,,,,author<--->author
杜衡(1948),陈涛(1948),Undirected,232293,author-author,,2,,,,author<--->author
杜衡(1948),黄炎培(1948),Undirected,232294,author-author,,20,,,,author<--->author
杜衡(1948),黄非(1948),Undirected,232295,author-author,,5,,,,author<--->author
杜衡(1948),Lanne，D.Y.(1948),Undirected,232296,author-author,,2,,,,author<--->author
杜衡(1948),严仁赓(1948),Undirected,232297,author-author,,40,,,,author<--->author
杜衡(1948),凌卓(1948),Undirected,232298,author-author,,2,,,,author<--->author
杜衡(1948),划大中(1948),Undirected,232299,author-author,,46,,,,author<--->author
杜衡(1948),叶君健(1948),Undirected,232300,author-author,,2,,,,author<--->author
杜衡(1948),吴晗(1948),Undirected,232301,author-author,,40,,,,author<--->author
杜衡(1948),孙克宽(1948),Undirected,232302,author-author,,40,,,,author<--->author
杜衡(1948),尤思纯(1948),Undirected,232303,author-author,,20,,,,author<--->author
杜衡(1948),常能明(1948),Undirected,232304,author-author,,40,,,,author<--->author
杜衡(1948),张西曼(1948),Undirected,232305,author-author,,20,,,,author<--->author
杜衡(1948),方静(1948),Undirected,232306,author-author,,20,,,,author<--->author
杜衡(1948),李兆琏(1948),Undirected,232307,author-author,,20,,,,author<--->author
杜衡(1948),楼邦彦(1948),Undirected,232308,author-author,,46,,,,author<--->author
杜衡(1948),樊弘(1948),Undirected,232309,author-author,,100,,,,author<--->author
杜衡(1948),欧阳革辛(1948),Undirected,232310,author-author,,45,,,,author<--->author
杜衡(1948),江沙(1948),Undirected,232311,author-author,,2,,,,author<--->author
杜衡(1948),沈定一(1948),Undirected,232312,author-author,,5,,,,author<--->author
杜衡(1948),王思曙(1948),Undirected,232313,author-author,,20,,,,author<--->author
杜衡(1948),王民(1948),Undirected,232314,author-author,,22,,,,author<--->author
杜衡(1948),田心源(1948),Undirected,232315,author-author,,20,,,,author<--->author
杜衡(1948),翁独健(1948),Undirected,232316,author-author,,21,,,,author<--->author
杜衡(1948),艾原(1948),Undirected,232317,author-author,,20,,,,author<--->author
杜衡(1948),范谦衷(1948),Undirected,232318,author-author,,40,,,,author<--->author
杜衡(1948),萧乾(1948),Undirected,232319,author-author,,20,,,,author<--->author
杜衡(1948),谢定(1948),Undirected,232320,author-author,,20,,,,author<--->author
杜衡(1948),邓初民(1948),Undirected,232321,author-author,,20,,,,author<--->author
杜衡(1948),郭沫若(1948),Undirected,232322,author-author,,40,,,,author<--->author
杜衡(1948),金治泰(1948),Undirected,232323,author-author,,20,,,,author<--->author
杜衡(1948),陈仁炳(1948),Undirected,232324,author-author,,60,,,,author<--->author
杜衡(1948),顾秉之(1948),Undirected,232325,author-author,,5,,,,author<--->author
杜衡(1948),马寅初(1948),Undirected,232326,author-author,,20,,,,author<--->author
杜衡(1948),龚祥瑞(1948),Undirected,232327,author-author,,40,,,,author<--->author
杜衡(1948),Kingsley_Martin(1948),Undirected,232328,author-author,,20,,,,author<--->author
杜衡(1948),Maxwell_S._Stewart(1948),Undirected,232329,author-author,,5,,,,author<--->author
杜衡(1948),Toynbee，A.F.(1948),Undirected,232330,author-author,,20,,,,author<--->author
杜衡(1948),丁枫华(1948),Undirected,232331,author-author,,20,,,,author<--->author
杜衡(1948),侯庭督(1948),Undirected,232332,author-author,,20,,,,author<--->author
杜衡(1948),刘大杰(1948),Undirected,232333,author-author,,20,,,,author<--->author
杜衡(1948),司马怀(1948),Undirected,232334,author-author,,20,,,,author<--->author
杜衡(1948),吕克难(1948),Undirected,232335,author-author,,20,,,,author<--->author
杜衡(1948),吕竹(1948),Undirected,232336,author-author,,23,,,,author<--->author
杜衡(1948),吴伯渊(1948),Undirected,232337,author-author,,23,,,,author<--->author
杜衡(1948),吴绎(1948),Undirected,232338,author-author,,20,,,,author<--->author
杜衡(1948),周绶章(1948),Undirected,232339,author-author,,20,,,,author<--->author
杜衡(1948),商翼(1948),Undirected,232340,author-author,,20,,,,author<--->author
杜衡(1948),姚雪垠(1948),Undirected,232341,author-author,,20,,,,author<--->author
杜衡(1948),子久(1948),Undirected,232342,author-author,,20,,,,author<--->author
杜衡(1948),宋友洪(1948),Undirected,232343,author-author,,23,,,,author<--->author
杜衡(1948),小石(1948),Undirected,232344,author-author,,23,,,,author<--->author
杜衡(1948),尙吕(1948),Undirected,232345,author-author,,20,,,,author<--->author
杜衡(1948),徐道邻(1948),Undirected,232346,author-author,,23,,,,author<--->author
杜衡(1948),敦一(1948),Undirected,232347,author-author,,23,,,,author<--->author
杜衡(1948),文海晏(1948),Undirected,232348,author-author,,20,,,,author<--->author
杜衡(1948),文骊(1948),Undirected,232349,author-author,,20,,,,author<--->author
杜衡(1948),方一陵(1948),Undirected,232350,author-author,,20,,,,author<--->author
杜衡(1948),晓瞻(1948),Undirected,232351,author-author,,20,,,,author<--->author
杜衡(1948),杨导之(1948),Undirected,232352,author-author,,5,,,,author<--->author
杜衡(1948),杨泽中(1948),Undirected,232353,author-author,,40,,,,author<--->author
杜衡(1948),林布(1948),Undirected,232354,author-author,,20,,,,author<--->author
杜衡(1948),梁梦觉(1948),Undirected,232355,author-author,,20,,,,author<--->author
杜衡(1948),潘子平(1948),Undirected,232356,author-author,,5,,,,author<--->author
杜衡(1948),王扬(1948),Undirected,232357,author-author,,20,,,,author<--->author
杜衡(1948),芴章(1948),Undirected,232358,author-author,,23,,,,author<--->author
杜衡(1948),莫如俭(1948),Undirected,232359,author-author,,20,,,,author<--->author
杜衡(1948),衣锦(1948),Undirected,232360,author-author,,20,,,,author<--->author
杜衡(1948),袁方(1948),Undirected,232361,author-author,,23,,,,author<--->author
杜衡(1948),谢东平(1948),Undirected,232362,author-author,,20,,,,author<--->author
杜衡(1948),谢默依(1948),Undirected,232363,author-author,,20,,,,author<--->author
杜衡(1948),费青(1948),Undirected,232364,author-author,,20,,,,author<--->author
杜衡(1948),郁栀(1948),Undirected,232365,author-author,,20,,,,author<--->author
杜衡(1948),静之(1948),Undirected,232366,author-author,,23,,,,author<--->author
杜衡(1948),黄河清(1948),Undirected,232367,author-author,,40,,,,author<--->author
杜衡(1948),黎玄(1948),Undirected,232368,author-author,,20,,,,author<--->author
张肖梅(1948),杨博如(1948),Undirected,232369,author-author,,7644,,,,author<--->author
张肖梅(1948),丁蕾(1948),Undirected,232370,author-author,,33,,,,author<--->author
张肖梅(1948),柏苍(1948),Undirected,232371,author-author,,33,,,,author<--->author
张肖梅(1948),M.H.(1948),Undirected,232372,author-author,,165,,,,author<--->author
张肖梅(1948),陈振汉(1948),Undirected,232373,author-author,,33,,,,author<--->author
张肖梅(1948),陈达(1948),Undirected,232374,author-author,,33,,,,author<--->author
张肖梅(1948),蒋硕傑(1948),Undirected,232375,author-author,,33,,,,author<--->author
张肖梅(1948),吴景超(1948),Undirected,232376,author-author,,66,,,,author<--->author
张肖梅(1948),黄撼石(1948),Undirected,232377,author-author,,33,,,,author<--->author
张肖梅(1948),刘大中(1948),Undirected,232378,author-author,,99,,,,author<--->author
张肖梅(1948),张君劢(1948),Undirected,232379,author-author,,33,,,,author<--->author
张肖梅(1948),储安平(1948),Undirected,232380,author-author,,66,,,,author<--->author
张肖梅(1948),吴思毅(1948),Undirected,232381,author-author,,99,,,,author<--->author
张肖梅(1948),陈涛(1948),Undirected,232382,author-author,,1,,,,author<--->author
张肖梅(1948),不已(1948),Undirected,232383,author-author,,33,,,,author<--->author
张肖梅(1948),严仁赓(1948),Undirected,232384,author-author,,34,,,,author<--->author
张肖梅(1948),俞寰澄(1948),Undirected,232385,author-author,,33,,,,author<--->author
张肖梅(1948),常能明(1948),Undirected,232386,author-author,,33,,,,author<--->author
张肖梅(1948),张絅伯(1948),Undirected,232387,author-author,,33,,,,author<--->author
张肖梅(1948),戴世光(1948),Undirected,232388,author-author,,33,,,,author<--->author
张肖梅(1948),文琪(1948),Undirected,232389,author-author,,2,,,,author<--->author
张肖梅(1948),李维林(1948),Undirected,232390,author-author,,1,,,,author<--->author
张肖梅(1948),楼邦彦(1948),Undirected,232391,author-author,,66,,,,author<--->author
