Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
《国讯》,《国讯》,journal,195,0,195,250,0,250,0.190507,3,0.346483,0.370765,319789.062279
《民主(上海)》,《民主(上海)》,journal,923,0,923,1609,0,1609,0.974374,3,0.404409,0.508565,1966930.780456
《周报(上海1945)》,《周报(上海1945)》,journal,973,0,973,1461,0,1461,1,3,0.409107,0.51803,2158926.06352
《民主周刊(昆明)》,《民主周刊(昆明)》,journal,345,0,345,488,0,488,0.369533,3,0.35702,0.399158,563021.694763
《民主(重庆)》,《民主(重庆)》,journal,242,0,242,342,0,342,0.219006,3,0.349717,0.379661,445337.232933
《再生》,《再生》,journal,663,0,663,1207,0,1207,0.652099,3,0.381623,0.459351,1379030.970223
《中华论坛》,《中华论坛》,journal,294,0,294,404,0,404,0.28828,3,0.353366,0.389504,526195.774708
巴黎和会(1946),巴黎和会,notion,0,4,4,0,20,20,0.059137,4,0.340224,0.382926,5872.769854
内幕(1946),内幕,notion,0,4,4,0,21,21,0.071645,4,0.366265,0.409048,7571.188235
美国(1946),美国,notion,0,11,11,0,124,124,0.125151,4,0.467481,0.483769,48161.489002
国内(1946),国内,notion,0,8,8,0,21,21,0.092193,4,0.402883,0.44054,28402.083276
国外(1946),国外,notion,0,2,2,0,15,15,0.023771,4,0.288263,0.316463,1314.18053
时事(1946),时事,notion,0,6,6,0,58,58,0.072975,4,0.368256,0.41113,17184.930471
世界(1946),世界,notion,0,7,7,0,38,38,0.078859,4,0.374203,0.416643,18851.918707
每周(1946),每周,notion,0,1,1,0,11,11,0.023553,4,0.28798,0.315919,0
舆论(1946),舆论,notion,0,2,2,0,19,19,0.039867,4,0.312345,0.349896,1282.251627
遭难(1946),遭难,notion,0,3,3,0,13,13,0.059841,4,0.34543,0.388345,4061.94179
前后(1946),前后,notion,0,5,5,0,18,18,0.063624,4,0.343878,0.386949,7587.575022
民主(1946),民主,notion,0,11,11,0,130,130,0.125151,4,0.467481,0.483769,48161.489002
中国(1946),中国,notion,0,12,12,0,123,123,0.134017,2,0.500853,0.501704,66662.832433
《观察》,《观察》,journal,334,0,334,553,0,553,0.268576,3,0.356225,0.397076,717130.631385
内政(1946),内政,notion,0,4,4,0,13,13,0.073349,4,0.366646,0.409403,6836.179628
待续(1946),待续,notion,0,1,1,0,8,8,0.016314,4,0.276235,0.297464,0
将来(1946),将来,notion,0,3,3,0,9,9,0.048169,4,0.331015,0.372587,5351.940306
工作(1946),工作,notion,0,4,4,0,65,65,0.047937,4,0.328729,0.370079,7950.968425
《中建》,《中建》,journal,414,0,414,908,0,908,0.312027,3,0.362085,0.412218,940126.431949
精神(1946),精神,notion,0,7,7,0,15,15,0.083273,4,0.396532,0.435453,27584.579806
五五宪草(1946),五五宪草,notion,0,3,3,0,12,12,0.032366,4,0.294482,0.325738,1555.166433
先生(1946),先生,notion,0,11,11,0,91,91,0.125151,4,0.467481,0.483769,48161.489002
历史(1946),历史,notion,0,9,9,0,23,23,0.114337,4,0.444136,0.469478,34236.473717
宪法(1946),宪法,notion,0,7,7,0,22,22,0.092668,4,0.395997,0.435027,17211.730281
检查(1946),检查,notion,0,2,2,0,20,20,0.033264,4,0.307545,0.343649,2548.338915
过去(1946),过去,notion,0,3,3,0,9,9,0.055408,4,0.341743,0.384441,5524.250058
中华民国(1946),中华民国,notion,0,4,4,0,12,12,0.059051,4,0.340619,0.383352,6001.226351
亡友(1946),亡友,notion,0,1,1,0,6,6,0.023553,4,0.28798,0.315919,0
十讲(1946),十讲,notion,0,2,2,0,6,6,0.039867,4,0.312345,0.349896,1282.251627
印象(1946),印象,notion,0,3,3,0,7,7,0.056817,4,0.34604,0.388984,6267.869161
小事(1946),小事,notion,0,2,2,0,6,6,0.016323,4,0.278683,0.301557,2048.243202
嵊泗(1946),嵊泗,notion,0,1,1,0,5,5,0.008866,4,0.265851,0.279789,0
戏剧(1946),戏剧,notion,0,2,2,0,11,11,0.013299,4,0.271341,0.289419,997.361738
未来(1946),未来,notion,0,3,3,0,8,8,0.047324,4,0.325689,0.366411,4301.815536
讲话(1946),讲话,notion,0,3,3,0,7,7,0.042737,4,0.314464,0.352712,2750.217077
鲁迅(1946),鲁迅,notion,0,2,2,0,6,6,0.035443,4,0.304566,0.339674,1075.76684
上海(1946),上海,notion,0,7,7,0,17,17,0.091055,4,0.398687,0.437157,21327.361315
与汇(1946),与汇,notion,0,1,1,0,4,4,0.007457,4,0.262679,0.27411,0
人民(1946),人民,notion,0,12,12,0,67,67,0.134017,2,0.500853,0.501704,66662.832433
凯旋(1946),凯旋,notion,0,1,1,0,4,4,0.01189,4,0.268773,0.2849,0
《民主:桂林版》,《民主:桂林版》,journal,486,0,486,664,0,664,0.468258,3,0.367526,0.425847,950600.665623
初访(1946),初访,notion,0,2,2,0,5,5,0.047951,4,0.326716,0.3675,1513.970214
古事(1946),古事,notion,0,1,1,0,5,5,0.023553,4,0.28798,0.315919,0
周末(1946),周末,notion,0,2,2,0,7,7,0.036288,4,0.308677,0.34514,1472.204737
和平(1946),和平,notion,0,12,12,0,47,47,0.134017,2,0.500853,0.501704,66662.832433
文学(1946),文学,notion,0,1,1,0,18,18,0.007457,4,0.262679,0.27411,0
新谈(1946),新谈,notion,0,1,1,0,5,5,0.023553,4,0.28798,0.315919,0
昆明(1946),昆明,notion,0,7,7,0,21,21,0.083724,4,0.381913,0.423386,18731.063781
杂感(1946),杂感,notion,0,5,5,0,15,15,0.083123,4,0.385255,0.425989,11141.737311
演说(1946),演说,notion,0,5,5,0,12,12,0.062087,4,0.343007,0.386026,8241.882998
物资(1946),物资,notion,0,3,3,0,6,6,0.051758,4,0.329961,0.37138,3452.467169
生活(1946),生活,notion,0,6,6,0,59,59,0.085248,4,0.398236,0.436684,22605.461597
秘密(1946),秘密,notion,0,2,2,0,5,5,0.040712,4,0.316841,0.355574,1732.863311
纪行(1946),纪行,notion,0,2,2,0,6,6,0.013838,4,0.272981,0.292187,1153.356116
职工(1946),职工,notion,0,1,1,0,5,5,0.023553,4,0.28798,0.315919,0
艺术(1946),艺术,notion,0,2,2,0,19,19,0.031855,4,0.30404,0.338965,2304.896465
莎士比亚(1946),莎士比亚,notion,0,1,1,0,5,5,0.007457,4,0.262679,0.27411,0
迫害(1946),迫害,notion,0,1,1,0,4,4,0.023553,4,0.28798,0.315919,0
邱吉尔(1946),邱吉尔,notion,0,3,3,0,6,6,0.029536,4,0.294137,0.325241,2429.893074
问题(1946),问题,notion,0,12,12,0,129,129,0.134017,2,0.500853,0.501704,66662.832433
音乐(1946),音乐,notion,0,1,1,0,18,18,0.007457,4,0.262679,0.27411,0
一次(1946),一次,notion,0,4,4,0,15,15,0.047688,4,0.331888,0.373699,9861.602266
一週(1946),一週,notion,0,1,1,0,3,3,0.005842,4,0.259123,0.26758,0
一首(1946),一首,notion,0,1,1,0,3,3,0.016314,4,0.276235,0.297464,0
东北(1946),东北,notion,0,7,7,0,33,33,0.09805,4,0.408206,0.444468,19609.323314
两位(1946),两位,notion,0,1,1,0,4,4,0.024398,4,0.290354,0.319468,0
个人(1946),个人,notion,0,2,2,0,10,10,0.016246,4,0.276756,0.298434,1308.324383
中山(1946),中山,notion,0,3,3,0,5,5,0.038454,4,0.307867,0.344194,2321.206236
人性(1946),人性,notion,0,1,1,0,3,3,0.016314,4,0.276235,0.297464,0
《民主周刊(北平)》,《民主周刊(北平)》,journal,270,0,270,347,0,347,0.276019,3,0.351672,0.384961,419088.559247
人物(1946),人物,notion,0,3,3,0,5,5,0.038822,4,0.313067,0.350937,4075.418962
人生(1946),人生,notion,0,1,1,0,8,8,0.008866,4,0.265851,0.279789,0
会议(1946),会议,notion,0,8,8,0,25,25,0.105288,4,0.442685,0.468436,37653.504729
伦敦(1946),伦敦,notion,0,2,2,0,4,4,0.023282,4,0.284629,0.310927,624.538139
作用(1946),作用,notion,0,3,3,0,5,5,0.039799,4,0.314408,0.352641,4402.892456
俄国(1946),俄国,notion,0,1,1,0,3,3,0.016314,4,0.276235,0.297464,0
全国(1946),全国,notion,0,3,3,0,6,6,0.053793,4,0.336261,0.378478,4015.761102
内战(1946),内战,notion,0,10,10,0,54,54,0.119309,4,0.453632,0.475487,39946.889831
冒险(1946),冒险,notion,0,1,1,0,3,3,0.016314,4,0.276235,0.297464,0
农业(1946),农业,notion,0,3,3,0,6,6,0.035981,4,0.307062,0.343129,3274.527848
《光明报》,《光明报》,journal,291,0,291,387,0,387,0.284509,3,0.353154,0.388936,507588.132914
劳动英雄(1946),劳动英雄,notion,0,1,1,0,3,3,0.023553,4,0.28798,0.315919,0
