Id,Label,timeset,type,indegree,outdegree,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
时局 (n),时局,,notion,7,0,51,56,0.03253,5,0.415811,0.438135,10436.715772
杜鲁门 (n),杜鲁门,,notion,7,0,445,1168,0.809192,5,0.481535,0.519814,14865.251512
贪污案 (n),贪污案,,notion,1,0,1,1,0.000052,6,0.261311,0.26729,0
永久 (n),永久,,notion,1,0,351,514,0.788664,5,0.46648,0.502188,0
东京 (n),东京,,notion,5,0,476,1227,0.837999,5,0.481336,0.521951,10978.335152
签订 (n),签订,,notion,1,0,33,59,0.01346,5,0.382058,0.403029,0
中苏 (n),中苏,,notion,1,0,19,21,0.029841,5,0.396002,0.416452,0
大选 (n),大选,,notion,15,0,265,878,0.141936,4,0.464432,0.494218,30938.647293
成立 (n),成立,,notion,4,0,430,4153,0.808384,5,0.47827,0.516441,12239.519059
政权 (n),政权,,notion,5,0,36,50,0.015684,5,0.395867,0.417834,8683.574892
认识 (n),认识,,notion,6,0,108,193,0.054196,5,0.422606,0.448518,10884.030216
开展 (n),开展,,notion,1,0,20,43,0.012081,5,0.384266,0.40444,0
形式 (n),形式,,notion,2,0,351,517,0.788664,5,0.46648,0.502188,0
欧美 (n),欧美,,notion,1,0,7,45,0.000724,6,0.315893,0.32522,0
全国 (n),全国,,notion,6,0,379,579,0.796264,5,0.474419,0.509943,16107.636089
之四 (n),之四,,notion,4,0,92,381,0.04887,5,0.427496,0.451711,8757.290595
实施 (n),实施,,notion,3,0,389,602,0.796442,5,0.472157,0.509205,7889.613206
民主运动 (n),民主运动,,notion,3,0,127,144,0.105925,5,0.415402,0.443179,4693.221319
经验 (n),经验,,notion,7,0,35,50,0.021178,5,0.397591,0.419427,3821.47541
现实 (n),现实,,notion,3,0,78,95,0.047281,5,0.422184,0.445693,3953.452056
理想 (n),理想,,notion,1,0,1,1,0.000031,1,1,1,0
丑剧 (n),丑剧,,notion,1,0,2,2,0.000331,6,0.299781,0.308997,0
战争 (n),战争,,notion,20,0,346,606,0.159056,4,0.471297,0.505209,115504.499678
摧残 (n),摧残,,notion,1,0,3,3,0.000439,6,0.311538,0.319767,0
整顿 (n),整顿,,notion,1,0,2,2,0.000063,1,1,1,0
文化 (n),文化,,notion,18,0,397,1348,0.193898,4,0.477681,0.513605,73357.14487
英雄 (n),英雄,,notion,1,0,30,33,0.012585,5,0.362003,0.380985,0
血泪 (n),血泪,,notion,1,0,3,4,0.000269,6,0.286479,0.296405,0
都市 (n),都市,,notion,3,0,110,132,0.054882,5,0.42249,0.448571,10876.238751
两种 (n),两种,,notion,7,0,107,162,0.040705,4,0.424765,0.450018,10214.873923
时期 (n),时期,,notion,2,0,65,72,0.03687,5,0.421038,0.444339,1585.118515
如此 (n),如此,,notion,8,0,249,315,0.154518,5,0.454279,0.485539,20429.889875
民意 (n),民意,,notion,2,0,353,516,0.78899,5,0.466667,0.502474,9699.183704
医院 (n),医院,,notion,1,0,6,6,0.005236,5,0.343568,0.35782,0
呼吁 (n),呼吁,,notion,5,0,611,2558,0.890641,5,0.494476,0.540806,20215.52017
军事 (n),军事,,notion,4,0,33,34,0.026599,5,0.407904,0.429538,1288.962279
情势 (n),情势,,notion,5,0,68,116,0.03663,5,0.428125,0.450362,1468.67841
应付 (n),应付,,notion,2,0,47,58,0.033798,5,0.414847,0.437057,2025.001544
当前 (n),当前,,notion,18,0,173,266,0.095926,4,0.458214,0.483011,29976.602625
经济恐慌 (n),经济恐慌,,notion,2,0,27,29,0.018575,5,0.404396,0.425585,392.341725
一种 (n),一种,,notion,7,0,217,254,0.138341,5,0.451285,0.480849,20082.566766
作家 (n),作家,,notion,5,0,219,396,0.183615,5,0.457539,0.485847,17911.843366
写作 (n),写作,,notion,1,0,61,78,0.039266,5,0.41111,0.434783,0
态度 (n),态度,,notion,12,0,282,527,0.211754,5,0.46564,0.496606,20414.191048
看法 (n),看法,,notion,8,0,279,482,0.202358,4,0.466199,0.496724,13154.486461
制度 (n),制度,,notion,21,0,386,6147,0.163423,4,0.474371,0.510491,73961.378769
复兴 (n),复兴,,notion,9,0,210,360,0.123639,5,0.453439,0.481887,9745.809968
重建 (n),重建,,notion,3,0,44,56,0.033427,5,0.413704,0.435417,17549.003542
小地主 (n),小地主,,notion,1,0,20,21,0.005109,6,0.355235,0.371787,0
眼中 (n),眼中,,notion,2,0,18,18,0.018469,5,0.394324,0.414497,478.432516
解放区 (n),解放区,,notion,7,0,79,128,0.050782,5,0.418916,0.443201,9434.521157
时代 (n),时代,,notion,16,0,238,467,0.126462,4,0.454279,0.484515,84308.622101
行进 (n),行进,,notion,1,0,21,27,0.004828,5,0.349291,0.365607,0
不忍 (n),不忍,,notion,2,0,133,150,0.111143,5,0.418201,0.446119,2186.927546
广州 (n),广州,,notion,12,0,170,192,0.112344,5,0.422644,0.45299,55471.412663
商榷 (n),商榷,,notion,4,0,110,118,0.055579,5,0.425581,0.451346,16918.729413
方法 (n),方法,,notion,5,0,41,184,0.012781,5,0.39671,0.41889,19876.389838
生产 (n),生产,,notion,13,0,194,352,0.09223,5,0.45146,0.479241,47786.423867
前途 (n),前途,,notion,13,0,138,245,0.060783,5,0.44346,0.468711,15355.689271
感言 (n),感言,,notion,9,0,113,310,0.071533,5,0.437007,0.461446,12480.803948
国家 (n),国家,,notion,13,0,198,244,0.094618,5,0.453571,0.481242,37417.095231
社会党 (n),社会党,,notion,2,0,120,140,0.142853,5,0.427496,0.453631,570.693285
科学 (n),科学,,notion,7,0,166,238,0.102255,5,0.449541,0.475693,7742.031833
亚洲 (n),亚洲,,notion,3,0,364,539,0.792812,5,0.467839,0.504157,1290.755172
今后 (n),今后,,notion,8,0,481,800,0.823791,5,0.482383,0.523187,19699.211809
几点 (n),几点,,notion,1,0,23,38,0.019734,5,0.398442,0.419685,0
制止 (n),制止,,notion,1,0,351,514,0.788664,5,0.46648,0.502188,0
前夕 (n),前夕,,notion,6,0,49,56,0.045296,5,0.412604,0.435073,1319.082318
发展 (n),发展,,notion,10,0,510,947,0.828759,4,0.490155,0.530183,35110.665768
合作 (n),合作,,notion,10,0,83,171,0.025287,5,0.412312,0.436917,15726.350059
四年 (n),四年,,notion,1,0,0,0,0,0,0,0,0
国庆日 (n),国庆日,,notion,1,0,12,16,0.008775,5,0.375282,0.39382,0
对象 (n),对象,,notion,1,0,3,10,0.004096,5,0.361077,0.377329,0
希望 (n),希望,,notion,39,0,266,707,0.126557,5,0.467933,0.496928,128594.281264
意见 (n),意见,,notion,27,0,297,1175,0.128089,5,0.463415,0.495951,66344.469267
所感 (n),所感,,notion,1,0,2,2,0.002417,6,0.333262,0.34522,0
旧金山 (n),旧金山,,notion,1,0,47,85,0.01091,5,0.385156,0.407129,0
民国 (n),民国,,notion,2,0,96,108,0.036298,5,0.413484,0.439169,2196.775602
瞻望 (n),瞻望,,notion,1,0,2,2,0.000176,6,0.288325,0.296846,0
茅盾 (n),茅盾,,notion,1,0,1,1,0.000031,1,1,1,0
重要 (n),重要,,notion,1,0,7,7,0.000863,5,0.319975,0.329724,0
革命 (n),革命,,notion,11,0,498,984,0.826309,5,0.488458,0.528417,45443.564539
马歇尔 (n),马歇尔,,notion,5,0,54,117,0.038288,5,0.41286,0.435539,306.099433
周年纪念 (n),周年纪念,,notion,1,0,16,17,0.001381,6,0.319514,0.330684,0
我国 (n),我国,,notion,12,0,277,14824,0.130144,5,0.461943,0.49338,43335.530219
抗战 (n),抗战,,notion,3,0,22,25,0.014278,5,0.382592,0.402775,42.673749
还是 (n),还是,,notion,5,0,69,90,0.042426,5,0.427143,0.449542,5866.942504
第一 (n),第一,,notion,1,0,13,20,0.001642,5,0.327356,0.338858,0
力量 (n),力量,,notion,6,0,184,229,0.172756,5,0.451503,0.478543,11826.831324
革命事业 (n),革命事业,,notion,1,0,34,46,0.015494,5,0.388564,0.410422,0
首先 (n),首先,,notion,1,0,9,9,0.003447,6,0.341902,0.355607,0
团结 (n),团结,,notion,3,0,124,144,0.145353,5,0.432983,0.458955,1626.21148
旅行 (n),旅行,,notion,3,0,93,112,0.064645,5,0.426908,0.451131,10841.605152
运动 (n),运动,,notion,34,0,682,1831,0.881597,5,0.508854,0.555091,153036.000202
第三党 (n),第三党,,notion,5,0,366,542,0.792273,5,0.469349,0.50532,1892.733303
性格 (n),性格,,notion,1,0,18,21,0.013416,5,0.387981,0.408614,0
方向 (n),方向,,notion,4,0,82,87,0.040135,5,0.431818,0.454694,4173.370202
说起 (n),说起,,notion,11,0,114,173,0.061002,5,0.437459,0.461801,26293.491106
外交政策 (n),外交政策,,notion,2,0,121,624,0.078592,5,0.434478,0.459796,735.148436
华北 (n),华北,,notion,18,0,635,1256,0.863562,4,0.49717,0.544182,107692.33941
东北 (n),东北,,notion,20,0,705,1190,0.87241,5,0.502483,0.552807,154219.51354
成就 (n),成就,,notion,1,0,4,4,0.005649,6,0.33581,0.348833,0
本质 (n),本质,,notion,3,0,23,29,0.010258,5,0.395531,0.41642,756.995821
波茨坦 (n),波茨坦,,notion,1,0,33,45,0.029947,5,0.402891,0.4243,0
事件 (n),事件,,notion,15,0,552,2844,0.850261,5,0.489794,0.533305,60003.295241
实现 (n),实现,,notion,5,0,52,200,0.019479,5,0.412787,0.435106,5705.460657
屠杀 (n),屠杀,,notion,3,0,68,80,0.062064,5,0.430859,0.452886,1585.810404
联合政府 (n),联合政府,,notion,1,0,2,2,0.000295,6,0.308013,0.31541,0
七七 (n),七七,,notion,3,0,72,82,0.044053,5,0.422951,0.445976,1293.220556
晚会 (n),晚会,,notion,3,0,45,178,0.022547,5,0.393092,0.415453,1903.061787
盛会 (n),盛会,,notion,2,0,24,24,0.014893,5,0.393824,0.414629,1456.320245
联合 (n),联合,,notion,1,0,115,276,0.073204,5,0.4305,0.455875,0
公开信 (n),公开信,,notion,8,0,195,379,0.176456,5,0.445242,0.474336,6964.442972
之间 (n),之间,,notion,10,0,173,453,0.094867,5,0.447596,0.474465,41142.763682
军人 (n),军人,,notion,2,0,41,74,0.025671,5,0.398067,0.42014,1265.16434
的话 (n),的话,,notion,3,0,8,8,0.002764,6,0.329698,0.34159,403.430521
局势 (n),局势,,notion,16,0,584,883,0.839407,5,0.494897,0.539015,89776.739464
大众 (n),大众,,notion,1,0,351,514,0.788664,5,0.46648,0.502188,0
守法 (n),守法,,notion,3,0,66,98,0.028566,5,0.418352,0.44179,1845.770986
立法 (n),立法,,notion,7,0,205,249,0.118857,5,0.449151,0.478092,15837.808061
之后 (n),之后,,notion,5,0,168,250,0.0746,5,0.432219,0.46135,11981.06883
打破 (n),打破,,notion,1,0,9,9,0.004161,5,0.359876,0.376738,0
联合国 (n),联合国,,notion,4,0,80,159,0.064043,5,0.422375,0.446233,4854.693864
民众 (n),民众,,notion,2,0,357,1033,0.789091,5,0.467463,0.503369,11109.953468
真的 (n),真的,,notion,2,0,18,18,0.012493,5,0.376131,0.395263,2406.412036
要求 (n),要求,,notion,2,0,427,3952,0.827915,5,0.476312,0.51497,2014.031047
政党 (n),政党,,notion,4,0,109,157,0.077973,5,0.433346,0.458203,2284.718578
近代 (n),近代,,notion,1,0,27,30,0.00786,5,0.379412,0.399968,0
北方 (n),北方,,notion,10,0,180,272,0.089651,5,0.450716,0.477573,24110.825761
四川 (n),四川,,notion,10,0,60,132,0.027496,5,0.416667,0.439173,23604.601694
风光 (n),风光,,notion,1,0,42,693,0.027454,5,0.403694,0.426097,0
联合会 (n),联合会,,notion,1,0,125,142,0.105715,5,0.415328,0.442965,0
逝世 (n),逝世,,notion,3,0,369,540,0.792631,5,0.47211,0.507598,10017.412569
三个 (n),三个,,notion,4,0,57,82,0.035659,5,0.420468,0.442728,3552.785141
主张 (n),主张,,notion,5,0,402,596,0.798739,5,0.475874,0.512664,16258.504182
决议 (n),决议,,notion,1,0,351,514,0.788664,5,0.46648,0.502188,0
友谊 (n),友谊,,notion,1,0,30,33,0.012585,5,0.362003,0.380985,0
发表 (n),发表,,notion,6,0,527,1333,0.82153,5,0.485553,0.528614,43717.961984
召开 (n),召开,,notion,2,0,15,16,0.005901,5,0.358933,0.375868,148.030235
呼唤 (n),呼唤,,notion,3,0,18,19,0.009575,5,0.356186,0.373602,202.1048
国事 (n),国事,,notion,3,0,118,154,0.063716,5,0.437212,0.461876,5600.110657
国大代表 (n),国大代表,,notion,1,0,2,2,0.000072,7,0.248373,0.2533,0
学生 (n),学生,,notion,56,0,924,10736,0.944223,4,0.525336,0.582546,335316.587909
惨案 (n),惨案,,notion,8,0,215,409,0.168541,5,0.456283,0.484447,23851.793368
感想 (n),感想,,notion,9,0,416,626,0.80037,5,0.478221,0.515456,39044.601674
改组 (n),改组,,notion,1,0,3,3,0.00021,6,0.282927,0.291794,0
政府 (n),政府,,notion,27,0,730,17106,0.874644,4,0.507966,0.55802,146068.937442
教授 (n),教授,,notion,12,0,278,392,0.201402,5,0.461531,0.49305,29955.31174
文人 (n),文人,,notion,1,0,6,12,0.004513,5,0.36175,0.378403,0
有效 (n),有效,,notion,4,0,127,282,0.065699,5,0.425464,0.452725,348.179975
期望 (n),期望,,notion,1,0,18,21,0.009805,6,0.362003,0.379778,0
来书 (n),来书,,notion,2,0,20,23,0.009725,5,0.373116,0.391998,587.038507
演词 (n),演词,,notion,2,0,115,159,0.073204,5,0.4305,0.455875,0
行宪 (n),行宪,,notion,5,0,91,101,0.048803,5,0.424107,0.448793,7164.181645
解散 (n),解散,,notion,6,0,53,71,0.036923,5,0.413962,0.436312,18065.420054
过去 (n),过去,,notion,4,0,189,225,0.116727,5,0.454324,0.481045,9572.467084
难题 (n),难题,,notion,1,0,27,29,0.022556,5,0.383412,0.40444,0
饿饭 (n),饿饭,,notion,1,0,16,17,0.008778,5,0.368188,0.386599,0
那里 (n),那里,,notion,4,0,96,122,0.067532,5,0.43234,0.456448,5985.70042
外交 (n),外交,,notion,16,0,388,547,0.194348,4,0.474952,0.51092,39531.012337
需要 (n),需要,,notion,12,0,236,358,0.170485,4,0.458169,0.487469,30098.752861
河南 (n),河南,,notion,2,0,35,37,0.005391,5,0.343999,0.359134,280.889428
初夏 (n),初夏,,notion,1,0,37,46,0.012082,5,0.353133,0.370827,0
黄金 (n),黄金,,notion,1,0,13,13,0.009295,5,0.371094,0.389868,0
影响 (n),影响,,notion,7,0,88,151,0.039609,5,0.433548,0.45672,7720.549969
孩子 (n),孩子,,notion,1,0,18,21,0.013416,5,0.387981,0.408614,0
成绩 (n),成绩,,notion,1,0,351,514,0.788664,5,0.46648,0.502188,0
民选 (n),民选,,notion,1,0,30,32,0.022556,5,0.395463,0.41672,0
浙东 (n),浙东,,notion,2,0,7,10,0.000549,5,0.311184,0.321099,1149.301815
现状 (n),现状,,notion,3,0,65,83,0.042372,5,0.416443,0.439957,808.330891
政策 (n),政策,,notion,40,0,920,1953,0.91051,5,0.523034,0.581067,264869.877865
清算 (n),清算,,notion,2,0,23,29,0.019089,5,0.399811,0.42077,172.974673
迎接 (n),迎接,,notion,3,0,10,10,0.004015,5,0.336977,0.350269,206.655159
