Source,Target,Type,Id,Label,timeset,Weight,year,place,journal,MMNT-EdgeType
苏生(1946),毅生(1946),Undirected,232260,author-author,,178,,,,author<--->author
苏生(1946),华叔甫(1946),Undirected,232261,author-author,,12,,,,author<--->author
苏生(1946),念青(1946),Undirected,232262,author-author,,147,,,,author<--->author
苏生(1946),景宋(1946),Undirected,232263,author-author,,4,,,,author<--->author
苏生(1946),张东荪(1946),Undirected,232264,author-author,,1,,,,author<--->author
苏生(1946),方艾(1946),Undirected,232265,author-author,,20,,,,author<--->author
苏生(1946),求思(1946),Undirected,232266,author-author,,4,,,,author<--->author
苏生(1946),金大均(1946),Undirected,232267,author-author,,1,,,,author<--->author
苏生(1946),吴泽(1946),Undirected,232268,author-author,,1,,,,author<--->author
苏生(1946),张君劢(1946),Undirected,232269,author-author,,16,,,,author<--->author
苏生(1946),潘大逵(1946),Undirected,232270,author-author,,2,,,,author<--->author
苏生(1946),何肫林(1946),Undirected,232271,author-author,,18,,,,author<--->author
苏生(1946),石啸冲(1946),Undirected,232272,author-author,,85,,,,author<--->author
苏生(1946),费孝通(1946),Undirected,232273,author-author,,9,,,,author<--->author
苏生(1946),陈士华(1946),Undirected,232274,author-author,,5,,,,author<--->author
苏生(1946),信民(1946),Undirected,232275,author-author,,52,,,,author<--->author
苏生(1946),卢淑(1946),Undirected,232276,author-author,,1,,,,author<--->author
苏生(1946),国超(1946),Undirected,232277,author-author,,22,,,,author<--->author
苏生(1946),孙宝毅(1946),Undirected,232278,author-author,,10,,,,author<--->author
苏生(1946),潘光旦(1946),Undirected,232279,author-author,,4,,,,author<--->author
苏生(1946),王时颖(1946),Undirected,232280,author-author,,1,,,,author<--->author
苏生(1946),董秋斯(1946),Undirected,232281,author-author,,1,,,,author<--->author
苏生(1946),钱晓义(1946),Undirected,232282,author-author,,5,,,,author<--->author
苏生(1946),马叙伦(1946),Undirected,232283,author-author,,23,,,,author<--->author
苏生(1946),丕强(1946),Undirected,232284,author-author,,2,,,,author<--->author
苏生(1946),东衣(1946),Undirected,232285,author-author,,6,,,,author<--->author
苏生(1946),何之(1946),Undirected,232286,author-author,,4,,,,author<--->author
苏生(1946),司马星(1946),Undirected,232287,author-author,,12,,,,author<--->author
苏生(1946),吴晗(1946),Undirected,232288,author-author,,2,,,,author<--->author
苏生(1946),周公南(1946),Undirected,232289,author-author,,5,,,,author<--->author
苏生(1946),周建人(1946),Undirected,232290,author-author,,2,,,,author<--->author
