Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
《时代杂志》,《时代杂志》,journal,453,0,453,718,0,718,0.606558,3,0.406325,0.512186,533242.485837
《再生》,《再生》,journal,76,0,76,115,0,115,0.065941,3,0.344156,0.363994,85720.317066
《观察》,《观察》,journal,149,0,149,207,0,207,0.164574,3,0.354663,0.392689,159481.058856
《中建》,《中建》,journal,16,0,16,16,0,16,0.01586,5,0.324407,0.333265,15461.023089
《光明报》,《光明报》,journal,229,0,229,331,0,331,0.309157,3,0.366941,0.424135,222594.967252
《群众》,《群众》,journal,634,0,634,1082,0,1082,1,3,0.444911,0.583333,737209.703715
《主流》,《主流》,journal,35,0,35,40,0,40,0.036568,3,0.338523,0.347877,36633.856717
《展望》,《展望》,journal,410,0,410,577,0,577,0.526539,3,0.398122,0.495283,485602.095091
锦州(1949),锦州,notion,0,1,1,0,21,21,0.03484,4,0.307972,0.344143,0
之役(1949),之役,notion,0,1,1,0,18,18,0.03484,4,0.307972,0.344143,0
俘获(1949),俘获,notion,0,1,1,0,18,18,0.03484,4,0.307972,0.344143,0
军官(1949),军官,notion,0,1,1,0,18,18,0.03484,4,0.307972,0.344143,0
蒋军(1949),蒋军,notion,0,1,1,0,18,18,0.03484,4,0.307972,0.344143,0
经济(1949),经济,notion,0,7,7,0,34,34,0.105449,4,0.484156,0.493318,25779.323552
战局(1949),战局,notion,0,4,4,0,15,15,0.073836,4,0.38695,0.427722,6944.835813
政局(1949),政局,notion,0,3,3,0,16,16,0.06207,4,0.365438,0.408461,4424.706502
展望(1949),展望,notion,0,3,3,0,42,42,0.054704,4,0.35194,0.395342,4776.242636
纵横谈(1949),纵横谈,notion,0,1,1,0,9,9,0.022766,4,0.288976,0.317463,0
美国(1949),美国,notion,0,6,6,0,38,38,0.097547,4,0.457266,0.477889,19468.554864
国际(1949),国际,notion,0,3,3,0,15,15,0.077777,4,0.40897,0.44487,6750.135263
观察(1949),观察,notion,0,1,1,0,24,24,0.006983,4,0.26185,0.272651,0
门侧(1949),门侧,notion,0,1,1,0,6,6,0.020172,4,0.284803,0.311124,0
少将(1949),少将,notion,0,1,1,0,5,5,0.03484,4,0.307972,0.344143,0
师长(1949),师长,notion,0,1,1,0,5,5,0.03484,4,0.307972,0.344143,0
一年(1949),一年,notion,0,2,2,0,7,7,0.057605,4,0.355035,0.398192,1947.893165
中将(1949),中将,notion,0,1,1,0,4,4,0.03484,4,0.307972,0.344143,0
佚史(1949),佚史,notion,0,1,1,0,4,4,0.003331,4,0.256077,0.261891,0
司令官(1949),司令官,notion,0,1,1,0,4,4,0.03484,4,0.307972,0.344143,0
和平(1949),和平,notion,0,6,6,0,66,66,0.103585,4,0.478151,0.489829,20327.277245
战役(1949),战役,notion,0,1,1,0,4,4,0.003331,4,0.256077,0.261891,0
江浙(1949),江浙,notion,0,1,1,0,4,4,0.003331,4,0.256077,0.261891,0
东北(1949),东北,notion,0,2,2,0,8,8,0.055012,4,0.350486,0.393622,2042.351821
中国(1949),中国,notion,0,5,5,0,19,19,0.071973,4,0.384668,0.426051,12851.595933
人民(1949),人民,notion,0,5,5,0,29,29,0.096527,4,0.454814,0.476169,14369.614174
人物(1949),人物,notion,0,2,2,0,4,4,0.057605,4,0.355035,0.398192,1947.893165
使命(1949),使命,notion,0,1,1,0,3,3,0.003331,4,0.256077,0.261891,0
先生(1949),先生,notion,0,5,5,0,12,12,0.043273,4,0.325841,0.367384,9885.084708
兵团(1949),兵团,notion,0,1,1,0,3,3,0.03484,4,0.307972,0.344143,0
军事(1949),军事,notion,0,3,3,0,6,6,0.077777,4,0.40897,0.44487,6750.135263
北平(1949),北平,notion,0,4,4,0,11,11,0.073836,4,0.38695,0.427722,6944.835813
占领区(1949),占领区,notion,0,1,1,0,4,4,0.022766,4,0.288976,0.317463,0
君劢(1949),君劢,notion,0,1,1,0,3,3,0.003331,4,0.256077,0.261891,0
多幅(1949),多幅,notion,0,1,1,0,4,4,0.03484,4,0.307972,0.344143,0
始末(1949),始末,notion,0,1,1,0,3,3,0.003331,4,0.256077,0.261891,0
对外贸易(1949),对外贸易,notion,0,2,2,0,4,4,0.015097,4,0.274478,0.29486,970.846656
工作(1949),工作,notion,0,3,3,0,11,11,0.064588,4,0.371035,0.41362,4545.349996
广东(1949),广东,notion,0,2,2,0,9,9,0.055012,4,0.350486,0.393622,2042.351821
应有(1949),应有,notion,0,3,3,0,5,5,0.049937,4,0.333793,0.376032,4270.675923
态势(1949),态势,notion,0,1,1,0,3,3,0.03484,4,0.307972,0.344143,0
我国(1949),我国,notion,0,1,1,0,3,3,0.003331,4,0.256077,0.261891,0
报告(1949),报告,notion,0,4,4,0,7,7,0.084761,4,0.428175,0.458825,10803.235216
措施(1949),措施,notion,0,2,2,0,4,4,0.023503,4,0.291259,0.321099,1596.590404
政府(1949),政府,notion,0,2,2,0,5,5,0.023503,4,0.291259,0.321099,1596.590404
新华社(1949),新华社,notion,0,1,1,0,7,7,0.03484,4,0.307972,0.344143,0
暹罗(1949),暹罗,notion,0,1,1,0,4,4,0.03484,4,0.307972,0.344143,0
柏林(1949),柏林,notion,0,2,2,0,4,4,0.026097,4,0.295625,0.327437,1772.909288
社会(1949),社会,notion,0,3,3,0,7,7,0.064664,4,0.371685,0.41421,5048.675853
第六(1949),第六,notion,0,1,1,0,3,3,0.03484,4,0.307972,0.344143,0
粤桂(1949),粤桂,notion,0,1,1,0,3,3,0.03484,4,0.307972,0.344143,0
经济基础(1949),经济基础,notion,0,1,1,0,3,3,0.03484,4,0.307972,0.344143,0
苏联(1949),苏联,notion,0,2,2,0,33,33,0.029749,4,0.300656,0.334513,990.49881
西北(1949),西北,notion,0,1,1,0,3,3,0.03484,4,0.307972,0.344143,0
言行(1949),言行,notion,0,1,1,0,3,3,0.003331,4,0.256077,0.261891,0
迎接(1949),迎接,notion,0,2,2,0,11,11,0.031938,4,0.303128,0.337903,892.279508
重大(1949),重大,notion,0,1,1,0,3,3,0.003331,4,0.256077,0.261891,0
问题(1949),问题,notion,0,8,8,0,32,32,0.10878,4,0.498384,0.500934,35443.832423
鬥争(1949),鬥争,notion,0,1,1,0,11,11,0.03484,4,0.307972,0.344143,0
三军(1949),三军,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
东南亚(1949),东南亚,notion,0,4,4,0,5,5,0.084836,4,0.428608,0.459119,10905.4399
严防(1949),严防,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
中央(1949),中央,notion,0,3,3,0,6,6,0.064588,4,0.371035,0.41362,4545.349996
主任(1949),主任,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
之间(1949),之间,notion,0,4,4,0,17,17,0.053327,4,0.353554,0.397209,10055.295258
九十(1949),九十,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
五十五(1949),五十五,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
党史(1949),党史,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
八项(1949),八项,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
公约(1949),公约,notion,0,3,3,0,6,6,0.077777,4,0.40897,0.44487,6750.135263
共产党(1949),共产党,notion,0,1,1,0,6,6,0.03484,4,0.307972,0.344143,0
冀热辽(1949),冀热辽,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
北大西洋(1949),北大西洋,notion,0,2,2,0,3,3,0.057605,4,0.355035,0.398192,1947.893165
北江(1949),北江,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
华南(1949),华南,notion,0,3,3,0,15,15,0.066778,4,0.37071,0.413325,3773.508842
南北(1949),南北,notion,0,2,2,0,3,3,0.055012,4,0.350486,0.393622,2042.351821
南斯拉夫(1949),南斯拉夫,notion,0,2,2,0,3,3,0.057605,4,0.355035,0.398192,1947.893165
南路(1949),南路,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
印度(1949),印度,notion,0,1,1,0,3,3,0.022766,4,0.288976,0.317463,0
历史(1949),历史,notion,0,3,3,0,6,6,0.069372,4,0.37597,0.418042,3910.843531
原子(1949),原子,notion,0,1,1,0,3,3,0.022766,4,0.288976,0.317463,0
参谋长(1949),参谋长,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
发展(1949),发展,notion,0,4,4,0,10,10,0.089544,4,0.433871,0.462657,9605.365136
台湾(1949),台湾,notion,0,3,3,0,10,10,0.066778,4,0.37071,0.413325,3773.508842
合作社(1949),合作社,notion,0,1,1,0,2,2,0.022766,4,0.288976,0.317463,0
命令(1949),命令,notion,0,2,2,0,4,4,0.057605,4,0.355035,0.398192,1947.893165
《中建:综合版》,《中建:综合版》,journal,150,0,150,314,0,314,0.167261,5,0.353333,0.392227,161267.492377
哈尔滨(1949),哈尔滨,notion,0,3,3,0,4,4,0.064588,4,0.371035,0.41362,4545.349996
坚持(1949),坚持,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
城乡(1949),城乡,notion,0,2,2,0,3,3,0.046606,4,0.325841,0.366647,838.877513
多少(1949),多少,notion,0,2,2,0,4,4,0.057605,4,0.355035,0.398192,1947.893165
天津(1949),天津,notion,0,2,2,0,3,3,0.055012,4,0.350486,0.393622,2042.351821
妇女(1949),妇女,notion,0,4,4,0,9,9,0.089544,4,0.433871,0.462657,9605.365136
委员会(1949),委员会,notion,0,3,3,0,5,5,0.059469,4,0.35879,0.402123,4478.987896
学生(1949),学生,notion,0,3,3,0,4,4,0.077777,4,0.40897,0.44487,6750.135263
宋子文(1949),宋子文,notion,0,1,1,0,2,2,0.03484,4,0.307972,0.344143,0
