Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
《再生》,《再生》,journal,76,0,76,115,0,115,0.091161,3,0.353551,0.389432,52685.683152
《观察》,《观察》,journal,149,0,149,207,0,207,0.221459,3,0.374542,0.442273,104697.828799
《中建》,《中建》,journal,16,0,16,16,0,16,0.018804,5,0.312733,0.329949,10394.572537
《光明报》,《光明报》,journal,229,0,229,331,0,331,0.434344,3,0.400609,0.500181,150316.008121
《主流》,《主流》,journal,35,0,35,40,0,40,0.044319,3,0.342761,0.359754,23876.110053
《展望》,《展望》,journal,410,0,410,577,0,577,1,3,0.475478,0.631198,267412.026907
经济(1949),经济,notion,0,5,5,0,20,20,0.098197,4,0.466329,0.483894,12552.682626
战局(1949),战局,notion,0,3,3,0,13,13,0.082071,4,0.406264,0.443359,3824.945501
政局(1949),政局,notion,0,2,2,0,12,12,0.05961,4,0.35193,0.395404,1365.756329
展望(1949),展望,notion,0,2,2,0,41,41,0.068561,4,0.368843,0.41169,1235.781665
国际(1949),国际,notion,0,1,1,0,8,8,0.046099,4,0.322366,0.362378,0
观察(1949),观察,notion,0,1,1,0,24,24,0.012962,4,0.272566,0.291531,0
门侧(1949),门侧,notion,0,1,1,0,6,6,0.046099,4,0.322366,0.362378,0
佚史(1949),佚史,notion,0,1,1,0,4,4,0.00616,4,0.261277,0.271716,0
和平(1949),和平,notion,0,4,4,0,49,49,0.095034,4,0.453918,0.476113,8467.735553
战役(1949),战役,notion,0,1,1,0,4,4,0.00616,4,0.261277,0.271716,0
江浙(1949),江浙,notion,0,1,1,0,4,4,0.00616,4,0.261277,0.271716,0
美国(1949),美国,notion,0,4,4,0,12,12,0.08317,4,0.413561,0.44924,8010.189254
人民(1949),人民,notion,0,3,3,0,15,15,0.081524,4,0.408788,0.445259,4392.025204
使命(1949),使命,notion,0,1,1,0,3,3,0.00616,4,0.261277,0.271716,0
先生(1949),先生,notion,0,5,5,0,12,12,0.08933,4,0.437114,0.465979,14131.491997
北平(1949),北平,notion,0,3,3,0,6,6,0.082071,4,0.406264,0.443359,3824.945501
君劢(1949),君劢,notion,0,1,1,0,3,3,0.00616,4,0.261277,0.271716,0
始末(1949),始末,notion,0,1,1,0,3,3,0.00616,4,0.261277,0.271716,0
对外贸易(1949),对外贸易,notion,0,2,2,0,4,4,0.028622,4,0.298929,0.332429,1412.40337
工作(1949),工作,notion,0,1,1,0,3,3,0.012962,4,0.272566,0.291531,0
应有(1949),应有,notion,0,2,2,0,4,4,0.028622,4,0.298929,0.332429,1412.40337
我国(1949),我国,notion,0,1,1,0,3,3,0.00616,4,0.261277,0.271716,0
报告(1949),报告,notion,0,2,2,0,4,4,0.059062,4,0.354095,0.397575,2009.864835
措施(1949),措施,notion,0,2,2,0,4,4,0.052259,4,0.337982,0.380746,2005.708087
政府(1949),政府,notion,0,2,2,0,5,5,0.052259,4,0.337982,0.380746,2005.708087
柏林(1949),柏林,notion,0,1,1,0,3,3,0.00616,4,0.261277,0.271716,0
言行(1949),言行,notion,0,1,1,0,3,3,0.00616,4,0.261277,0.271716,0
迎接(1949),迎接,notion,0,2,2,0,11,11,0.068561,4,0.368843,0.41169,1235.781665
重大(1949),重大,notion,0,1,1,0,3,3,0.00616,4,0.261277,0.271716,0
问题(1949),问题,notion,0,6,6,0,26,26,0.104357,4,0.495428,0.50009,19895.952603
中央(1949),中央,notion,0,1,1,0,2,2,0.012962,4,0.272566,0.291531,0
华南(1949),华南,notion,0,2,2,0,6,6,0.068561,4,0.368843,0.41169,1235.781665
