Source,Target,Type,Id,Label,timeset,Weight,year,place,journal
杨博如(1949),重大 (n),Directed,230863,,"<[1949.0, 1949.0]>",3,1949,上海,《再生》
柯永(1949),人民 (n),Directed,230864,,"<[1949.0, 1949.0]>",3,1949,香港,《光明报》
王希和(1949),始末 (n),Directed,230865,,"<[1949.0, 1949.0]>",3,1949,上海,《再生》
王希和(1949),柏林 (n),Directed,230866,,"<[1949.0, 1949.0]>",3,1949,上海,《再生》
王希和(1949),问题 (n),Directed,230867,,"<[1949.0, 1949.0]>",3,1949,上海,《再生》
程文熙(1949),先生 (n),Directed,230868,,"<[1949.0, 1949.0]>",3,1949,上海,《再生》
程文熙(1949),君劢 (n),Directed,230869,,"<[1949.0, 1949.0]>",3,1949,上海,《再生》
程文熙(1949),言行 (n),Directed,230870,,"<[1949.0, 1949.0]>",3,1949,上海,《再生》
陆诒(1949),迎接 (n),Directed,230871,,"<[1949.0, 1949.0]>",3,1949,香港,《光明报》
丁正伟(1949),意见 (n),Directed,230872,,"<[1949.0, 1949.0]>",2,1949,南京,《主流》
丁蕾(1949),斗争 (n),Directed,230873,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
仲亨(1949),天津 (n),Directed,230874,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
仲亨(1949),新奇 (n),Directed,230875,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
余园(1949),社会主义 (n),Directed,230876,,"<[1949.0, 1949.0]>",2,1949,上海,《再生》
全真(1949),武汉 (n),Directed,230877,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
冰洋(1949),民主运动 (n),Directed,230878,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
冰洋(1949),美国 (n),Directed,230879,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
冰菱(1949),文艺 (n),Directed,230880,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
冰菱(1949),杂谈 (n),Directed,230881,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
卢于道(1949),热忱 (n),Directed,230882,,"<[1949.0, 1949.0]>",2,1949,上海,《观察》
周新民(1949),胜利 (n),Directed,230883,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
夏炎德(1949),和平 (n),Directed,230884,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
孙大雨(1949),座谈 (n),Directed,230885,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
孟宪章(1949),展望 (n),Directed,230886,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
孟宪章(1949),生活 (n),Directed,230887,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
张孟闻(1949),座谈 (n),Directed,230888,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
张孟闻(1949),政治 (n),Directed,230889,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
成纪(1949),先生 (n),Directed,230890,,"<[1949.0, 1949.0]>",2,1949,上海,《观察》
成纪(1949),观察 (n),Directed,230891,,"<[1949.0, 1949.0]>",2,1949,上海,《观察》
李显仁(1949),教育 (n),Directed,230892,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
李相符(1949),迎接 (n),Directed,230893,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
杨卫玉(1949),和平 (n),Directed,230894,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
杨奎章(1949),城乡 (n),Directed,230895,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
杨群(1949),台湾 (n),Directed,230896,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
柏苍(1949),撤退 (n),Directed,230897,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
柯永(1949),民主 (n),Directed,230898,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
欧阳春(1949),华南 (n),Directed,230899,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
欧阳春(1949),香港 (n),Directed,230900,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
波光(1949),南北 (n),Directed,230901,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
波光(1949),战争 (n),Directed,230902,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
波光(1949),渡江 (n),Directed,230903,,"<[1949.0, 1949.0]>",2,1949,南京,《展望》
漆琪生(1949),和平 (n),Directed,230904,,"<[1949.0, 1949.0]>",3,1949,南京,《展望》
漆琪生(1949),座谈 (n),Directed,230905,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
潘震亚(1949),座谈 (n),Directed,230906,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
王造时(1949),和平 (n),Directed,230907,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
程文熙(1949),待续 (n),Directed,230908,,"<[1949.0, 1949.0]>",2,1949,上海,《再生》
笪移今(1949),和平 (n),Directed,230909,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
笪移今(1949),座谈 (n),Directed,230910,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
罗子为(1949),胜利 (n),Directed,230911,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
蔡尚思(1949),座谈 (n),Directed,230912,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
蔡尚思(1949),政治 (n),Directed,230913,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
陆诒(1949),和平 (n),Directed,230914,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
陆诒(1949),民主 (n),Directed,230915,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
陆诒(1949),胜利 (n),Directed,230916,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
陈仁炳(1949),座谈 (n),Directed,230917,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
陈仁炳(1949),政治 (n),Directed,230918,,"<[1949.0, 1949.0]>",3,1949,上海,《中建:综合版》
陈旭麓(1949),和平 (n),Directed,230919,,"<[1949.0, 1949.0]>",2,1949,上海,《中建:综合版》
高山(1949),斗争 (n),Directed,230920,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
高山(1949),解放 (n),Directed,230921,,"<[1949.0, 1949.0]>",2,1949,香港,《光明报》
龚祥瑞(1949),中央 (n),Directed,230922,,"<[1949.0, 1949.0]>",2,1949,上海,《观察》
Doru(1949),斧头 (n),Directed,230923,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
Doru(1949),斧柄 (n),Directed,230924,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
Doru(1949),观察 (n),Directed,230925,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
Levy，H.(1949),世界 (n),Directed,230926,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
Levy，H.(1949),争取和平 (n),Directed,230927,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
Levy，H.(1949),知识分子 (n),Directed,230928,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
丁兄(1949),和平 (n),Directed,230929,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁兄(1949),真的 (n),Directed,230930,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁正伟(1949),中国 (n),Directed,230931,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),主张 (n),Directed,230932,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),主流 (n),Directed,230933,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),土地 (n),Directed,230934,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),土地改革 (n),Directed,230935,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),委员会 (n),Directed,230936,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),研究 (n),Directed,230937,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),问题 (n),Directed,230938,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁正伟(1949),集体 (n),Directed,230939,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
丁蕾(1949),世界 (n),Directed,230940,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),两国 (n),Directed,230941,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),争取和平 (n),Directed,230942,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),亚洲 (n),Directed,230943,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),会议 (n),Directed,230944,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),公约 (n),Directed,230945,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),内政 (n),Directed,230946,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),动向 (n),Directed,230947,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),印尼 (n),Directed,230948,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),发展 (n),Directed,230949,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),回顾 (n),Directed,230950,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),国防 (n),Directed,230951,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),外交 (n),Directed,230952,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),大西洋 (n),Directed,230953,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),对外 (n),Directed,230954,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),扩大 (n),Directed,230955,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),扩张政策 (n),Directed,230956,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),政治 (n),Directed,230957,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),政策 (n),Directed,230958,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),日本 (n),Directed,230959,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),美苏 (n),Directed,230960,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),解放 (n),Directed,230961,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),运动 (n),Directed,230962,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),阶段 (n),Directed,230963,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丁蕾(1949),预算案 (n),Directed,230964,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
万异(1949),北平 (n),Directed,230965,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
万异(1949),自由 (n),Directed,230966,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
万殊(1949),何应钦 (n),Directed,230967,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
万殊(1949),组阁 (n),Directed,230968,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
丘克辉(1949),任务 (n),Directed,230969,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
丘克辉(1949),华南 (n),Directed,230970,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
丘克辉(1949),形势 (n),Directed,230971,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
丘克辉(1949),渡江 (n),Directed,230972,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
严学易(1949),基础 (n),Directed,230973,,"<[1949.0, 1949.0]>",1,1949,上海,《中建:综合版》
严学易(1949),战局 (n),Directed,230974,,"<[1949.0, 1949.0]>",1,1949,上海,《中建:综合版》
严学易(1949),政治 (n),Directed,230975,,"<[1949.0, 1949.0]>",1,1949,上海,《中建:综合版》
严学易(1949),演变 (n),Directed,230976,,"<[1949.0, 1949.0]>",1,1949,上海,《中建:综合版》
之谷(1949),再战 (n),Directed,230977,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
之谷(1949),广东 (n),Directed,230978,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
习门(1949),出逃 (n),Directed,230979,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
习门(1949),前后 (n),Directed,230980,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
习门(1949),龙云 (n),Directed,230981,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
了然(1949),中大 (n),Directed,230982,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
了然(1949),夕照 (n),Directed,230983,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
了然(1949),石牌 (n),Directed,230984,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),出发 (n),Directed,230985,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),前进 (n),Directed,230986,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),南下 (n),Directed,230987,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),南方 (n),Directed,230988,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),向着 (n),Directed,230989,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),大队 (n),Directed,230990,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),工作团 (n),Directed,230991,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),第一 (n),Directed,230992,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
于辅大(1949),誓师 (n),Directed,230993,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
云应霖(1949),同志 (n),Directed,230994,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
云应霖(1949),忆述 (n),Directed,230995,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
云应霖(1949),最后 (n),Directed,230996,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
云应霖(1949),裕芳 (n),Directed,230997,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
云应霖(1949),遗言 (n),Directed,230998,,"<[1949.0, 1949.0]>",1,1949,香港,《光明报》
人立(1949),守势 (n),Directed,230999,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
人立(1949),攻势 (n),Directed,231000,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
今吾(1949),太阳 (n),Directed,231001,,"<[1949.0, 1949.0]>",1,1949,上海,《中建》
今吾(1949),迎着 (n),Directed,231002,,"<[1949.0, 1949.0]>",1,1949,上海,《中建》
仲亨(1949),一点 (n),Directed,231003,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),下去 (n),Directed,231004,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),不好惹 (n),Directed,231005,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),为止 (n),Directed,231006,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),之战 (n),Directed,231007,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),之间 (n),Directed,231008,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),京穗 (n),Directed,231009,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),仍旧 (n),Directed,231010,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),从公 (n),Directed,231011,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),代总统 (n),Directed,231012,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),代表 (n),Directed,231013,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),传说 (n),Directed,231014,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),偏差 (n),Directed,231015,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),共党 (n),Directed,231016,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),内阁 (n),Directed,231017,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),减号 (n),Directed,231018,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),出现 (n),Directed,231019,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),刑罚 (n),Directed,231020,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),加号 (n),Directed,231021,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),匪字 (n),Directed,231022,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),句践 (n),Directed,231023,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),司徒 (n),Directed,231024,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),和平 (n),Directed,231025,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),圣诞 (n),Directed,231026,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),垮台 (n),Directed,231027,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),大使 (n),Directed,231028,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),大赦 (n),Directed,231029,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),孙阁 (n),Directed,231030,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),将军 (n),Directed,231031,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),平民 (n),Directed,231032,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),平津 (n),Directed,231033,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),彼一时 (n),Directed,231034,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),所谓 (n),Directed,231035,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),投射 (n),Directed,231036,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),报导 (n),Directed,231037,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),措施 (n),Directed,231038,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),摩萨的 (n),Directed,231039,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),效法 (n),Directed,231040,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),教训 (n),Directed,231041,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),文章 (n),Directed,231042,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),日本 (n),Directed,231043,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),明太祖 (n),Directed,231044,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),此一时 (n),Directed,231045,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),派员 (n),Directed,231046,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),照老 (n),Directed,231047,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),监视 (n),Directed,231048,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),看齐 (n),Directed,231049,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),瞭解 (n),Directed,231050,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),祥和 (n),Directed,231051,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),精神 (n),Directed,231052,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),老调重弹 (n),Directed,231053,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),联合国 (n),Directed,231054,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),联防 (n),Directed,231055,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),裁军 (n),Directed,231056,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),褒乎 (n),Directed,231057,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),要求 (n),Directed,231058,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),贬乎 (n),Directed,231059,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),近视 (n),Directed,231060,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),这是 (n),Directed,231061,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),逻辑 (n),Directed,231062,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),需要 (n),Directed,231063,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
仲亨(1949),黾勉 (n),Directed,231064,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
任懿斐(1949),如此 (n),Directed,231065,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
任懿斐(1949),浙江 (n),Directed,231066,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
任懿斐(1949),溪口 (n),Directed,231067,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
任懿斐(1949),神经战 (n),Directed,231068,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
任懿斐(1949),谋战 (n),Directed,231069,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
任懿斐(1949),鄞奉 (n),Directed,231070,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
何友悌(1949),和平 (n),Directed,231071,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
何友悌(1949),障碍 (n),Directed,231072,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
何旭(1949),大屠杀 (n),Directed,231073,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
何旭(1949),昆明 (n),Directed,231074,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
何矩(1949),宁夏 (n),Directed,231075,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
何矩(1949),马鸿逵 (n),Directed,231076,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
余园(1949),之四 (n),Directed,231077,,"<[1949.0, 1949.0]>",1,1949,上海,《再生》
余园(1949),成熟期 (n),Directed,231078,,"<[1949.0, 1949.0]>",1,1949,上海,《再生》
余园(1949),第四篇 (n),Directed,231079,,"<[1949.0, 1949.0]>",1,1949,上海,《再生》
余园(1949),起源 (n),Directed,231080,,"<[1949.0, 1949.0]>",1,1949,上海,《再生》
傅啓民(1949),万方 (n),Directed,231081,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
傅啓民(1949),多难 (n),Directed,231082,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
傅啓民(1949),望主 (n),Directed,231083,,"<[1949.0, 1949.0]>",1,1949,南京,《主流》
储安平(1949),中央人民政府 (n),Directed,231084,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
储安平(1949),司法 (n),Directed,231085,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
储安平(1949),哈尔滨 (n),Directed,231086,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
储安平(1949),开始 (n),Directed,231087,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
储安平(1949),所见 (n),Directed,231088,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
储安平(1949),监狱 (n),Directed,231089,,"<[1949.0, 1949.0]>",1,1949,上海,《观察》
光华(1949),两利 (n),Directed,231090,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
光华(1949),劳资 (n),Directed,231091,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
光华(1949),叫做 (n),Directed,231092,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
全真(1949),内幕 (n),Directed,231093,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
全真(1949),动乱 (n),Directed,231094,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
全真(1949),和平 (n),Directed,231095,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
全真(1949),首倡 (n),Directed,231096,,"<[1949.0, 1949.0]>",1,1949,南京,《展望》
冯契(1949),思想 (n),Directed,231097,,"<[1949.0, 1949.0]>",1,1949,上海,《中建:综合版》
冯契(1949),斥中 (n),Directed,231098,,"<[1949.0, 1949.0]>",1,1949,上海,《中建:综合版》
