Source,Target,Type,Id,Label,timeset,Weight,year,place
M.H.(1948),《国讯》,Directed,3323,,"<[1948.0, 1948.0]>",129,1948,上海
张仁光(1948),《展望》,Directed,3324,,"<[1948.0, 1948.0]>",46,1948,南京
仲亨(1948),《展望》,Directed,3325,,"<[1948.0, 1948.0]>",40,1948,南京
杨微(1948),《展望》,Directed,3326,,"<[1948.0, 1948.0]>",37,1948,南京
张肖梅(1948),《再生》,Directed,3327,,"<[1948.0, 1948.0]>",33,1948,上海
杨博如(1948),《再生》,Directed,3328,,"<[1948.0, 1948.0]>",33,1948,上海
波光(1948),《展望》,Directed,3329,,"<[1948.0, 1948.0]>",29,1948,南京
丁蕾(1948),《展望》,Directed,3330,,"<[1948.0, 1948.0]>",25,1948,南京
萧客(1948),《再生》,Directed,3331,,"<[1948.0, 1948.0]>",24,1948,上海
张君劢(1948),《再生》,Directed,3332,,"<[1948.0, 1948.0]>",22,1948,上海
讷菴(1948),《再生》,Directed,3333,,"<[1948.0, 1948.0]>",22,1948,上海
杜衡(1948),《再生》,Directed,3334,,"<[1948.0, 1948.0]>",20,1948,上海
王厚生(1948),《再生》,Directed,3335,,"<[1948.0, 1948.0]>",19,1948,上海
费孝通(1948),《观察》,Directed,3336,,"<[1948.0, 1948.0]>",19,1948,上海
曾昭抡(1948),《光明报》,Directed,3337,,"<[1948.0, 1948.0]>",18,1948,香港
张绍贤(1948),《展望》,Directed,3338,,"<[1948.0, 1948.0]>",16,1948,南京
曾昭抡(1948),《时与文》,Directed,3339,,"<[1948.0, 1948.0]>",16,1948,上海
讷庵(1948),《再生》,Directed,3340,,"<[1948.0, 1948.0]>",16,1948,上海
陈仁炳(1948),《展望》,Directed,3341,,"<[1948.0, 1948.0]>",16,1948,南京
叶新华(1948),《再生》,Directed,3342,,"<[1948.0, 1948.0]>",15,1948,上海
文青(1948),《展望》,Directed,3343,,"<[1948.0, 1948.0]>",15,1948,南京
柏苍(1948),《展望》,Directed,3344,,"<[1948.0, 1948.0]>",15,1948,南京
黄炎培(1948),《国讯》,Directed,3345,,"<[1948.0, 1948.0]>",15,1948,上海
潮声(1948),《国讯》,Directed,3346,,"<[1948.0, 1948.0]>",14,1948,上海
陈达(1948),《新路周刊》,Directed,3347,,"<[1948.0, 1948.0]>",14,1948,北平
刘绪贻(1948),《观察》,Directed,3348,,"<[1948.0, 1948.0]>",13,1948,上海
赵志华(1948),《中建》,Directed,3349,,"<[1948.0, 1948.0]>",13,1948,上海
吴景超(1948),《新路周刊》,Directed,3350,,"<[1948.0, 1948.0]>",12,1948,北平
张西曼(1948),《时与文》,Directed,3351,,"<[1948.0, 1948.0]>",12,1948,上海
王民(1948),《国讯》,Directed,3352,,"<[1948.0, 1948.0]>",12,1948,上海
秦越(1948),《再生》,Directed,3353,,"<[1948.0, 1948.0]>",12,1948,上海
刘大中(1948),《新路周刊》,Directed,3354,,"<[1948.0, 1948.0]>",11,1948,北平
司马天籁(1948),《国讯》,Directed,3355,,"<[1948.0, 1948.0]>",11,1948,上海
林焕平(1948),《国讯》,Directed,3356,,"<[1948.0, 1948.0]>",11,1948,上海
林焕平(1948),《展望》,Directed,3357,,"<[1948.0, 1948.0]>",11,1948,南京
程梯云(1948),《中建》,Directed,3358,,"<[1948.0, 1948.0]>",11,1948,上海
章明(1948),《展望》,Directed,3359,,"<[1948.0, 1948.0]>",11,1948,南京
储安平(1948),《观察》,Directed,3360,,"<[1948.0, 1948.0]>",10,1948,上海
冠__(1948),《时与文》,Directed,3361,,"<[1948.0, 1948.0]>",10,1948,上海
周公南(1948),《中建》,Directed,3362,,"<[1948.0, 1948.0]>",10,1948,上海
蔡尚思(1948),《时与文》,Directed,3363,,"<[1948.0, 1948.0]>",10,1948,上海
费孝通(1948),《中建:北平版》,Directed,3364,,"<[1948.0, 1948.0]>",10,1948,上海
金治泰(1948),《再生》,Directed,3365,,"<[1948.0, 1948.0]>",10,1948,上海
朱树锦(1948),《中建》,Directed,3366,,"<[1948.0, 1948.0]>",9,1948,上海
杜渐(1948),《展望》,Directed,3367,,"<[1948.0, 1948.0]>",9,1948,南京
杨卫玉(1948),《展望》,Directed,3368,,"<[1948.0, 1948.0]>",9,1948,南京
石仲子(1948),《国讯》,Directed,3369,,"<[1948.0, 1948.0]>",9,1948,上海
黄河清(1948),《再生》,Directed,3370,,"<[1948.0, 1948.0]>",9,1948,上海
何永佶(1948),《观察》,Directed,3371,,"<[1948.0, 1948.0]>",8,1948,上海
凌华(1948),《时与文》,Directed,3372,,"<[1948.0, 1948.0]>",8,1948,上海
张东荪(1948),《观察》,Directed,3373,,"<[1948.0, 1948.0]>",8,1948,上海
徐毓枬(1948),《新路周刊》,Directed,3374,,"<[1948.0, 1948.0]>",8,1948,北平
微明(1948),《再生》,Directed,3375,,"<[1948.0, 1948.0]>",8,1948,上海
方建民(1948),《再生》,Directed,3376,,"<[1948.0, 1948.0]>",8,1948,上海
林海(1948),《时与文》,Directed,3377,,"<[1948.0, 1948.0]>",8,1948,上海
焦尾琴(1948),《展望》,Directed,3378,,"<[1948.0, 1948.0]>",8,1948,南京
王亚南(1948),《时与文》,Directed,3379,,"<[1948.0, 1948.0]>",8,1948,上海
申铭(1948),《再生》,Directed,3380,,"<[1948.0, 1948.0]>",8,1948,上海
蒋硕傑(1948),《新路周刊》,Directed,3381,,"<[1948.0, 1948.0]>",8,1948,北平
陈振汉(1948),《新路周刊》,Directed,3382,,"<[1948.0, 1948.0]>",8,1948,北平
陈涛(1948),《中建》,Directed,3383,,"<[1948.0, 1948.0]>",8,1948,上海
陈达(1948),《时与文》,Directed,3384,,"<[1948.0, 1948.0]>",8,1948,上海
黄撼石(1948),《再生》,Directed,3385,,"<[1948.0, 1948.0]>",8,1948,上海
余园(1948),《再生》,Directed,3386,,"<[1948.0, 1948.0]>",7,1948,上海
同父(1948),《展望》,Directed,3387,,"<[1948.0, 1948.0]>",7,1948,南京
岳铎(1948),《展望》,Directed,3388,,"<[1948.0, 1948.0]>",7,1948,南京
微生(1948),《展望》,Directed,3389,,"<[1948.0, 1948.0]>",7,1948,南京
楼邦彦(1948),《新路周刊》,Directed,3390,,"<[1948.0, 1948.0]>",7,1948,北平
樊弘(1948),《中建:北平版》,Directed,3391,,"<[1948.0, 1948.0]>",7,1948,上海
潘光旦(1948),《观察》,Directed,3392,,"<[1948.0, 1948.0]>",7,1948,上海
罗梦册(1948),《主流》,Directed,3393,,"<[1948.0, 1948.0]>",7,1948,南京
费雯(1948),《再生》,Directed,3394,,"<[1948.0, 1948.0]>",7,1948,上海
郭泉(1948),《展望》,Directed,3395,,"<[1948.0, 1948.0]>",7,1948,南京
严冬(1948),《展望》,Directed,3396,,"<[1948.0, 1948.0]>",6,1948,南京
吕拙文(1948),《再生》,Directed,3397,,"<[1948.0, 1948.0]>",6,1948,上海
戴世光(1948),《新路周刊》,Directed,3398,,"<[1948.0, 1948.0]>",6,1948,北平
方东旭(1948),《国讯》,Directed,3399,,"<[1948.0, 1948.0]>",6,1948,上海
李相符(1948),《光明报》,Directed,3400,,"<[1948.0, 1948.0]>",6,1948,香港
林一荣(1948),《时与文》,Directed,3401,,"<[1948.0, 1948.0]>",6,1948,上海
林沧白(1948),《时与文》,Directed,3402,,"<[1948.0, 1948.0]>",6,1948,上海
楼邦彦(1948),《观察》,Directed,3403,,"<[1948.0, 1948.0]>",6,1948,上海
樊弘(1948),《观察》,Directed,3404,,"<[1948.0, 1948.0]>",6,1948,上海
甄斯(1948),《展望》,Directed,3405,,"<[1948.0, 1948.0]>",6,1948,南京
石啸冲(1948),《展望》,Directed,3406,,"<[1948.0, 1948.0]>",6,1948,南京
石在(1948),《展望》,Directed,3407,,"<[1948.0, 1948.0]>",6,1948,南京
胡光(1948),《时与文》,Directed,3408,,"<[1948.0, 1948.0]>",6,1948,上海
萧乾(1948),《新路周刊》,Directed,3409,,"<[1948.0, 1948.0]>",6,1948,北平
萧贤(1948),《展望》,Directed,3410,,"<[1948.0, 1948.0]>",6,1948,南京
裴仁(1948),《时与文》,Directed,3411,,"<[1948.0, 1948.0]>",6,1948,上海
辛斤(1948),《展望》,Directed,3412,,"<[1948.0, 1948.0]>",6,1948,南京
静观(1948),《展望》,Directed,3413,,"<[1948.0, 1948.0]>",6,1948,南京
高超(1948),《观察》,Directed,3414,,"<[1948.0, 1948.0]>",6,1948,上海
不已(1948),《时与文》,Directed,3415,,"<[1948.0, 1948.0]>",5,1948,上海
严仁赓(1948),《观察》,Directed,3416,,"<[1948.0, 1948.0]>",5,1948,上海
仲子(1948),《展望》,Directed,3417,,"<[1948.0, 1948.0]>",5,1948,南京
全慰天(1948),《新路周刊》,Directed,3418,,"<[1948.0, 1948.0]>",5,1948,北平
凌卓(1948),《观察》,Directed,3419,,"<[1948.0, 1948.0]>",5,1948,上海
吕克难(1948),《新路周刊》,Directed,3420,,"<[1948.0, 1948.0]>",5,1948,北平
呆夫(1948),《中建》,Directed,3421,,"<[1948.0, 1948.0]>",5,1948,上海
宋宝山(1948),《中建》,Directed,3422,,"<[1948.0, 1948.0]>",5,1948,上海
张东荪(1948),《展望》,Directed,3423,,"<[1948.0, 1948.0]>",5,1948,南京
施复亮(1948),《展望》,Directed,3424,,"<[1948.0, 1948.0]>",5,1948,南京
施复亮(1948),《观察》,Directed,3425,,"<[1948.0, 1948.0]>",5,1948,上海
李广田(1948),《中建:北平版》,Directed,3426,,"<[1948.0, 1948.0]>",5,1948,上海
杨珉华(1948),《国讯》,Directed,3427,,"<[1948.0, 1948.0]>",5,1948,上海
梅朶(1948),《国讯》,Directed,3428,,"<[1948.0, 1948.0]>",5,1948,上海
欧阳春(1948),《展望》,Directed,3429,,"<[1948.0, 1948.0]>",5,1948,南京
沙鸥(1948),《光明报》,Directed,3430,,"<[1948.0, 1948.0]>",5,1948,香港
洪荒(1948),《展望》,Directed,3431,,"<[1948.0, 1948.0]>",5,1948,南京
王兆和(1948),《观察》,Directed,3432,,"<[1948.0, 1948.0]>",5,1948,上海
石闻(1948),《时与文》,Directed,3433,,"<[1948.0, 1948.0]>",5,1948,上海
笪移今(1948),《观察》,Directed,3434,,"<[1948.0, 1948.0]>",5,1948,上海
罗子为(1948),《光明报》,Directed,3435,,"<[1948.0, 1948.0]>",5,1948,香港
艾原(1948),《时与文》,Directed,3436,,"<[1948.0, 1948.0]>",5,1948,上海
邓初民(1948),《光明报》,Directed,3437,,"<[1948.0, 1948.0]>",5,1948,香港
郑铁邨(1948),《展望》,Directed,3438,,"<[1948.0, 1948.0]>",5,1948,南京
陆养浩(1948),《中建》,Directed,3439,,"<[1948.0, 1948.0]>",5,1948,上海
黄药眠(1948),《光明报》,Directed,3440,,"<[1948.0, 1948.0]>",5,1948,香港
黎玄(1948),《再生》,Directed,3441,,"<[1948.0, 1948.0]>",5,1948,上海
丘山(1948),《国讯》,Directed,3442,,"<[1948.0, 1948.0]>",4,1948,上海
严绍端(1948),《观察》,Directed,3443,,"<[1948.0, 1948.0]>",4,1948,上海
余望之(1948),《再生》,Directed,3444,,"<[1948.0, 1948.0]>",4,1948,上海
刘子健(1948),《观察》,Directed,3445,,"<[1948.0, 1948.0]>",4,1948,上海
叶君健(1948),《观察》,Directed,3446,,"<[1948.0, 1948.0]>",4,1948,上海
吕漠(1948),《展望》,Directed,3447,,"<[1948.0, 1948.0]>",4,1948,南京
吴诚夫(1948),《展望》,Directed,3448,,"<[1948.0, 1948.0]>",4,1948,南京
周新民(1948),《光明报》,Directed,3449,,"<[1948.0, 1948.0]>",4,1948,香港
喻凎邨(1948),《再生》,Directed,3450,,"<[1948.0, 1948.0]>",4,1948,上海
孟宪章(1948),《时与文》,Directed,3451,,"<[1948.0, 1948.0]>",4,1948,上海
季明(1948),《观察》,Directed,3452,,"<[1948.0, 1948.0]>",4,1948,上海
张霞飞(1948),《中建》,Directed,3453,,"<[1948.0, 1948.0]>",4,1948,上海
戴文赛(1948),《观察》,Directed,3454,,"<[1948.0, 1948.0]>",4,1948,上海
文琪(1948),《展望》,Directed,3455,,"<[1948.0, 1948.0]>",4,1948,南京
方锦(1948),《再生》,Directed,3456,,"<[1948.0, 1948.0]>",4,1948,上海
望月(1948),《展望》,Directed,3457,,"<[1948.0, 1948.0]>",4,1948,南京
李维林(1948),《主流》,Directed,3458,,"<[1948.0, 1948.0]>",4,1948,南京
杨人楩(1948),《观察》,Directed,3459,,"<[1948.0, 1948.0]>",4,1948,上海
杨庆堃(1948),《观察》,Directed,3460,,"<[1948.0, 1948.0]>",4,1948,上海
樊弘(1948),《中建:华北航空版》,Directed,3461,,"<[1948.0, 1948.0]>",4,1948,上海
樊弘(1948),《时与文》,Directed,3462,,"<[1948.0, 1948.0]>",4,1948,上海
欧阳春(1948),《时与文》,Directed,3463,,"<[1948.0, 1948.0]>",4,1948,上海
汪铭德(1948),《中建》,Directed,3464,,"<[1948.0, 1948.0]>",4,1948,上海
沈志远(1948),《光明报》,Directed,3465,,"<[1948.0, 1948.0]>",4,1948,香港
沛雨(1948),《展望》,Directed,3466,,"<[1948.0, 1948.0]>",4,1948,南京
潘光旦(1948),《新路周刊》,Directed,3467,,"<[1948.0, 1948.0]>",4,1948,北平
牛纵(1948),《展望》,Directed,3468,,"<[1948.0, 1948.0]>",4,1948,南京
王琦(1948),《展望》,Directed,3469,,"<[1948.0, 1948.0]>",4,1948,南京
王道乾(1948),《新路周刊》,Directed,3470,,"<[1948.0, 1948.0]>",4,1948,北平
田汝康(1948),《观察》,Directed,3471,,"<[1948.0, 1948.0]>",4,1948,上海
碧遥(1948),《时与文》,Directed,3472,,"<[1948.0, 1948.0]>",4,1948,上海
程家骐(1948),《再生》,Directed,3473,,"<[1948.0, 1948.0]>",4,1948,上海
章伯钧(1948),《光明报》,Directed,3474,,"<[1948.0, 1948.0]>",4,1948,香港
翁独健(1948),《新路周刊》,Directed,3475,,"<[1948.0, 1948.0]>",4,1948,北平
翰飞(1948),《展望》,Directed,3476,,"<[1948.0, 1948.0]>",4,1948,南京
胡庆钧(1948),《新路周刊》,Directed,3477,,"<[1948.0, 1948.0]>",4,1948,北平
范樸斋(1948),《中建:北平版》,Directed,3478,,"<[1948.0, 1948.0]>",4,1948,上海
莎屏(1948),《再生》,Directed,3479,,"<[1948.0, 1948.0]>",4,1948,上海
莫邪(1948),《中建:北平版》,Directed,3480,,"<[1948.0, 1948.0]>",4,1948,上海
补斋(1948),《展望》,Directed,3481,,"<[1948.0, 1948.0]>",4,1948,南京
袁翰青(1948),《展望》,Directed,3482,,"<[1948.0, 1948.0]>",4,1948,南京
费善通(1948),《中建:华北航空版》,Directed,3483,,"<[1948.0, 1948.0]>",4,1948,上海
赵守愚(1948),《新路周刊》,Directed,3484,,"<[1948.0, 1948.0]>",4,1948,北平
郑昕(1948),《中建:北平版》,Directed,3485,,"<[1948.0, 1948.0]>",4,1948,上海
郑昕(1948),《中建:华北航空版》,Directed,3486,,"<[1948.0, 1948.0]>",4,1948,上海
郭沫若(1948),《光明报》,Directed,3487,,"<[1948.0, 1948.0]>",4,1948,香港
金志文(1948),《中建》,Directed,3488,,"<[1948.0, 1948.0]>",4,1948,上海
高澜(1948),《光明报》,Directed,3489,,"<[1948.0, 1948.0]>",4,1948,香港
鱼木(1948),《展望》,Directed,3490,,"<[1948.0, 1948.0]>",4,1948,南京
黄非(1948),《时与文》,Directed,3491,,"<[1948.0, 1948.0]>",4,1948,上海
龚祥瑞(1948),《新路周刊》,Directed,3492,,"<[1948.0, 1948.0]>",4,1948,北平
丁枫华(1948),《时与文》,Directed,3493,,"<[1948.0, 1948.0]>",3,1948,上海
丘陵(1948),《展望》,Directed,3494,,"<[1948.0, 1948.0]>",3,1948,南京
严庄(1948),《展望》,Directed,3495,,"<[1948.0, 1948.0]>",3,1948,南京
何孝达(1948),《观察》,Directed,3496,,"<[1948.0, 1948.0]>",3,1948,上海
何肫林(1948),《中建》,Directed,3497,,"<[1948.0, 1948.0]>",3,1948,上海
冀民(1948),《展望》,Directed,3498,,"<[1948.0, 1948.0]>",3,1948,南京
冯契(1948),《时与文》,Directed,3499,,"<[1948.0, 1948.0]>",3,1948,上海
冰兄(1948),《光明报》,Directed,3500,,"<[1948.0, 1948.0]>",3,1948,香港
凤子(1948),《时与文》,Directed,3501,,"<[1948.0, 1948.0]>",3,1948,上海
凯玲(1948),《展望》,Directed,3502,,"<[1948.0, 1948.0]>",3,1948,南京
刃锋(1948),《展望》,Directed,3503,,"<[1948.0, 1948.0]>",3,1948,南京
刘尊棋(1948),《光明报》,Directed,3504,,"<[1948.0, 1948.0]>",3,1948,香港
刘毅(1948),《再生》,Directed,3505,,"<[1948.0, 1948.0]>",3,1948,上海
刘涤源(1948),《观察》,Directed,3506,,"<[1948.0, 1948.0]>",3,1948,上海
刘绪贻(1948),《时与文》,Directed,3507,,"<[1948.0, 1948.0]>",3,1948,上海
华莱士(1948),《再生》,Directed,3508,,"<[1948.0, 1948.0]>",3,1948,上海
司田(1948),《展望》,Directed,3509,,"<[1948.0, 1948.0]>",3,1948,南京
向达(1948),《中建:北平版》,Directed,3510,,"<[1948.0, 1948.0]>",3,1948,上海
向达(1948),《中建:华北航空版》,Directed,3511,,"<[1948.0, 1948.0]>",3,1948,上海
吴允曾(1948),《新路周刊》,Directed,3512,,"<[1948.0, 1948.0]>",3,1948,北平
