Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
《国讯》,《国讯》,journal,1530,0,1530,2871,0,2871,1,3,0.431237,0.560031,4351975.695353
《再生》,《再生》,journal,769,0,769,1503,0,1503,0.477006,3,0.37641,0.44744,1920500.657195
《观察》,《观察》,journal,1256,0,1256,2083,0,2083,0.795045,3,0.409748,0.519493,3491762.59788
《中建》,《中建》,journal,695,0,695,1665,0,1665,0.368581,3,0.371813,0.436492,1995596.908906
《民主:桂林版》,《民主:桂林版》,journal,54,0,54,59,0,59,0.035004,3,0.336244,0.341656,90080.672722
《光明报》,《光明报》,journal,281,0,281,395,0,395,0.175116,3,0.348034,0.37524,554496.819799
战局(1947),战局,notion,0,3,3,0,44,44,0.046476,4,0.372397,0.414521,6762.877025
官僚政治(1947),官僚政治,notion,0,1,1,0,26,26,0.016737,4,0.292294,0.322348,0
《时与文》,《时与文》,journal,1299,0,1299,2063,0,2063,0.831041,3,0.412978,0.525854,3601416.404847
中国(1947),中国,notion,0,9,9,0,199,199,0.082466,4,0.498341,0.499908,46232.17478
学生(1947),学生,notion,0,5,5,0,48,48,0.061578,4,0.415759,0.449715,15360.699483
亮话(1947),亮话,notion,0,1,1,0,35,35,0.019898,4,0.301324,0.335164,0
华莱士(1947),华莱士,notion,0,5,5,0,32,32,0.066312,4,0.437306,0.464529,18674.946867
民主(1947),民主,notion,0,10,10,0,87,87,0.083363,2,0.500555,0.50111,51457.581809
抗议(1947),抗议,notion,0,7,7,0,29,29,0.07364,4,0.454784,0.475699,28920.374332
民盟(1947),民盟,notion,0,5,5,0,25,25,0.066312,4,0.437306,0.464529,18674.946867
学联(1947),学联,notion,0,1,1,0,14,14,0.019898,4,0.301324,0.335164,0
要求(1947),要求,notion,0,3,3,0,20,20,0.031846,4,0.332693,0.374464,6274.567912
反对(1947),反对,notion,0,5,5,0,21,21,0.053165,4,0.386251,0.426746,13769.831393
和平(1947),和平,notion,0,9,9,0,58,58,0.082466,4,0.498341,0.499908,46232.17478
陌上(1947),陌上,notion,0,1,1,0,14,14,0.00821,4,0.271054,0.288837,0
宪政(1947),宪政,notion,0,2,2,0,17,17,0.02594,4,0.313091,0.350847,1768.951888
经济(1947),经济,notion,0,10,10,0,99,99,0.083363,2,0.500555,0.50111,51457.581809
研究(1947),研究,notion,0,5,5,0,23,23,0.063165,4,0.438668,0.465416,23924.654156
历史(1947),历史,notion,0,6,6,0,23,23,0.073006,4,0.474516,0.487036,32613.106918
呼吁(1947),呼吁,notion,0,3,3,0,14,14,0.041742,4,0.355531,0.398598,4805.382132
