Id,Label,timeset,type,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
M.H.(1947),M.H.,,author,"#B4B4B4",0,1,202,0,301,166453,0.062856,3,0.530709,0.569238,0
石啸冲(1947),石啸冲,,author,"#B4B4B4",0,2,537,0,56,44584,0.377373,3,0.611338,0.693497,8467.267722
黄炎培(1947),黄炎培,,author,"#B4B4B4",0,1,202,0,41,33333,0.062856,3,0.530709,0.569238,0
还俗(1947),还俗,,author,"#B4B4B4",0,1,139,0,35,13335,0.018981,3,0.497601,0.532765,0
潮声(1947),潮声,,author,"#B4B4B4",0,1,202,0,33,27093,0.062856,3,0.530709,0.569238,0
张君劢(1947),张君劢,,author,"#B4B4B4",0,1,139,0,31,11935,0.018981,3,0.497601,0.532765,0
王民(1947),王民,,author,"#B4B4B4",0,1,202,0,26,21528,0.062856,3,0.530709,0.569238,0
白旭(1947),白旭,,author,"#B4B4B4",0,2,266,0,23,8857,0.098133,3,0.544426,0.592977,8788.92407
余园(1947),余园,,author,"#B4B4B4",0,1,139,0,20,7920,0.018981,3,0.497601,0.532765,0
王艮仲(1947),王艮仲,,author,"#B4B4B4",0,1,101,0,20,4920,0.007999,4,0.377909,0.420129,0
江问渔(1947),江问渔,,author,"#B4B4B4",0,2,302,0,20,16130,0.070112,3,0.552459,0.60633,27653.244966
费孝通(1947),费孝通,,author,"#B4B4B4",0,2,522,0,24,12705,0.681592,2,0.620055,0.69362,4025.97563
王厚生(1947),王厚生,,author,"#B4B4B4",0,1,139,0,17,6783,0.018981,3,0.497601,0.532765,0
金大均(1947),金大均,,author,"#B4B4B4",0,1,101,0,17,4233,0.007999,4,0.377909,0.420129,0
卫玉(1947),卫玉,,author,"#B4B4B4",0,1,202,0,16,13408,0.062856,3,0.530709,0.569238,0
吴世昌(1947),吴世昌,,author,"#B4B4B4",0,3,832,0,18,10375,0.954217,2,0.723176,0.808605,15582.163026
文骊(1947),文骊,,author,"#B4B4B4",0,1,202,0,15,12585,0.062856,3,0.530709,0.569238,0
申铭(1947),申铭,,author,"#B4B4B4",0,1,139,0,15,6015,0.018981,3,0.497601,0.532765,0
储安平(1947),储安平,,author,"#B4B4B4",0,2,522,0,16,9126,0.681592,2,0.620055,0.69362,4025.97563
程梯云(1947),程梯云,,author,"#B4B4B4",0,1,101,0,14,3528,0.007999,4,0.377909,0.420129,0
抱一(1947),抱一,,author,"#B4B4B4",0,1,202,0,13,10933,0.062856,3,0.530709,0.569238,0
方成(1947),方成,,author,"#B4B4B4",0,3,832,0,27,15182,0.954217,2,0.723176,0.808605,15582.163026
黛英(1947),黛英,,author,"#B4B4B4",0,1,343,0,13,8151,0.325947,3,0.539416,0.609174,0
王亚南(1947),王亚南,,author,"#B4B4B4",0,2,449,0,13,7725,0.375783,3,0.587876,0.660856,2129.173406
光祖(1947),光祖,,author,"#B4B4B4",0,1,202,0,11,9273,0.062856,3,0.530709,0.569238,0
吕克难(1947),吕克难,,author,"#B4B4B4",0,1,139,0,11,4455,0.018981,3,0.497601,0.532765,0
旧风(1947),旧风,,author,"#B4B4B4",0,1,139,0,11,4455,0.018981,3,0.497601,0.532765,0
李慕白(1947),李慕白,,author,"#B4B4B4",0,1,412,0,11,6908,0.637366,3,0.565436,0.640455,0
毅生(1947),毅生,,author,"#B4B4B4",0,1,139,0,11,4455,0.018981,3,0.497601,0.532765,0
紫云(1947),紫云,,author,"#B4B4B4",0,1,139,0,11,4455,0.018981,3,0.497601,0.532765,0
黄撼石(1947),黄撼石,,author,"#B4B4B4",0,1,139,0,11,4455,0.018981,3,0.497601,0.532765,0
周公南(1947),周公南,,author,"#B4B4B4",0,1,101,0,10,2560,0.007999,4,0.377909,0.420129,0
方芳(1947),方芳,,author,"#B4B4B4",0,1,202,0,10,8440,0.062856,3,0.530709,0.569238,0
林焕平(1947),林焕平,,author,"#B4B4B4",0,3,637,0,17,11545,0.423045,3,0.64038,0.730589,11558.176335
梁漱溟(1947),梁漱溟,,author,"#B4B4B4",0,3,565,0,12,6555,0.684978,2,0.632567,0.70957,23467.726569
程桯(1947),程桯,,author,"#B4B4B4",0,1,343,0,10,6300,0.325947,3,0.539416,0.609174,0
米谷(1947),米谷,,author,"#B4B4B4",0,3,637,0,14,8380,0.423045,3,0.64038,0.730589,11558.176335
丕谷(1947),丕谷,,author,"#B4B4B4",0,1,139,0,9,3663,0.018981,3,0.497601,0.532765,0
中南(1947),中南,,author,"#B4B4B4",0,1,139,0,9,3663,0.018981,3,0.497601,0.532765,0
容方(1947),容方,,author,"#B4B4B4",0,1,343,0,9,5679,0.325947,3,0.539416,0.609174,0
张文元(1947),张文元,,author,"#B4B4B4",0,2,449,0,12,6240,0.375783,3,0.587876,0.660856,2129.173406
李桦(1947),李桦,,author,"#B4B4B4",0,2,742,0,11,6953,0.930879,3,0.65628,0.762859,9894.859641
毛以亨(1947),毛以亨,,author,"#B4B4B4",0,1,139,0,9,3663,0.018981,3,0.497601,0.532765,0
穆企(1947),穆企,,author,"#B4B4B4",0,2,449,0,12,6240,0.375783,3,0.587876,0.660856,2129.173406
罗梦册(1947),罗梦册,,author,"#B4B4B4",0,1,46,0,9,603,0.003518,4,0.37033,0.400841,0
赵志华(1947),赵志华,,author,"#B4B4B4",0,1,101,0,9,2313,0.007999,4,0.377909,0.420129,0
张东荪(1947),张东荪,,author,"#B4B4B4",0,5,1025,0,18,9865,1,2,0.806703,0.880193,58065.95263
扬庶威(1947),扬庶威,,author,"#B4B4B4",0,1,202,0,8,6768,0.062856,3,0.530709,0.569238,0
朱哈娜(1947),朱哈娜,,author,"#B4B4B4",0,1,101,0,8,2064,0.007999,4,0.377909,0.420129,0
楼邦彦(1947),楼邦彦,,author,"#B4B4B4",0,2,522,0,9,5237,0.681592,2,0.620055,0.69362,4025.97563
补斋(1947),补斋,,author,"#B4B4B4",0,1,202,0,8,6768,0.062856,3,0.530709,0.569238,0
陆诒(1947),陆诒,,author,"#B4B4B4",0,1,48,0,8,552,0.007565,3,0.481429,0.499011,0
陈涛(1947),陈涛,,author,"#B4B4B4",0,1,101,0,8,2064,0.007999,4,0.377909,0.420129,0
陈衡哲(1947),陈衡哲,,author,"#B4B4B4",0,1,412,0,8,5048,0.637366,3,0.565436,0.640455,0
张霞飞(1947),张霞飞,,author,"#B4B4B4",0,1,101,0,7,1813,0.007999,4,0.377909,0.420129,0
悲华(1947),悲华,,author,"#B4B4B4",0,1,139,0,7,2863,0.018981,3,0.497601,0.532765,0
梁子奇(1947),梁子奇,,author,"#B4B4B4",0,1,412,0,7,4424,0.637366,3,0.565436,0.640455,0
沈定一(1947),沈定一,,author,"#B4B4B4",0,1,101,0,7,1813,0.007999,4,0.377909,0.420129,0
顾佩之(1947),顾佩之,,author,"#B4B4B4",0,1,101,0,7,1813,0.007999,4,0.377909,0.420129,0
吴荷景(1947),吴荷景,,author,"#B4B4B4",0,1,101,0,6,1560,0.007999,4,0.377909,0.420129,0
宋宝山(1947),宋宝山,,author,"#B4B4B4",0,1,101,0,6,1560,0.007999,4,0.377909,0.420129,0
小鱼(1947),小鱼,,author,"#B4B4B4",0,1,202,0,6,5088,0.062856,3,0.530709,0.569238,0
尼龙(1947),尼龙,,author,"#B4B4B4",0,1,343,0,6,3804,0.325947,3,0.539416,0.609174,0
方__(1947),方__,,author,"#B4B4B4",0,1,412,0,6,3798,0.637366,3,0.565436,0.640455,0
曾昭抡(1947),曾昭抡,,author,"#B4B4B4",0,1,343,0,6,3804,0.325947,3,0.539416,0.609174,0
朱树锦(1947),朱树锦,,author,"#B4B4B4",0,1,101,0,6,1560,0.007999,4,0.377909,0.420129,0
浦熙修(1947),浦熙修,,author,"#B4B4B4",0,1,412,0,6,3798,0.637366,3,0.565436,0.640455,0
石东(1947),石东,,author,"#B4B4B4",0,1,343,0,6,3804,0.325947,3,0.539416,0.609174,0
石仲子(1947),石仲子,,author,"#B4B4B4",0,1,202,0,6,5088,0.062856,3,0.530709,0.569238,0
胡先驌(1947),胡先驌,,author,"#B4B4B4",0,1,412,0,6,3798,0.637366,3,0.565436,0.640455,0
