Id,Label,timeset,type,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
《民主周刊(北平)》,《民主周刊(北平)》,,journal,"#00EB00",70,0,70,85,0,85,0.149603,5,0.297502,0.345063,55983.870638
左拉(1946),左拉,,author,"#B4B4B4",0,1,1,0,6,6,0.059486,4,0.28312,0.308412,0
施复亮(1946),施复亮,,author,"#B4B4B4",0,5,5,0,14,14,0.127306,4,0.338226,0.381918,31978.69266
潘光旦(1946),潘光旦,,author,"#B4B4B4",0,4,4,0,15,15,0.055157,6,0.28464,0.322594,18980.156326
潘静(1946),潘静,,author,"#B4B4B4",0,1,1,0,6,6,0.009366,6,0.189557,0.20794,0
王艮仲(1946),王艮仲,,author,"#B4B4B4",0,1,1,0,6,6,0.009366,6,0.189557,0.20794,0
石啸冲(1946),石啸冲,,author,"#B4B4B4",0,2,2,0,11,11,0.053857,6,0.263027,0.299827,2113.284895
费孝通(1946),费孝通,,author,"#B4B4B4",0,5,5,0,17,17,0.140901,4,0.351459,0.395833,39428.367984
陈士华(1946),陈士华,,author,"#B4B4B4",0,1,1,0,6,6,0.009366,6,0.189557,0.20794,0
高祖文(1946),高祖文,,author,"#B4B4B4",0,1,1,0,6,6,0.009366,6,0.189557,0.20794,0
黎纬北(1946),黎纬北,,author,"#B4B4B4",0,2,2,0,7,7,0.067946,4,0.29057,0.320126,3617.369979
一波(1946),一波,,author,"#B4B4B4",0,2,2,0,6,6,0.027001,6,0.244917,0.273601,3130.220003
严景耀(1946),严景耀,,author,"#B4B4B4",0,2,2,0,7,7,0.100623,4,0.30796,0.344418,1504.149083
千家驹(1946),千家驹,,author,"#B4B4B4",0,2,2,0,6,6,0.024224,6,0.259804,0.279827,2027.667575
史刚(1946),史刚,,author,"#B4B4B4",0,1,1,0,5,5,0.015764,6,0.253589,0.267642,0
吴世昌(1946),吴世昌,,author,"#B4B4B4",0,2,2,0,6,6,0.074365,4,0.29792,0.330739,13096.801517
吴泽(1946),吴泽,,author,"#B4B4B4",0,1,1,0,5,5,0.01272,6,0.222876,0.242657,0
周公南(1946),周公南,,author,"#B4B4B4",0,1,1,0,5,5,0.009366,6,0.189557,0.20794,0
寒松(1946),寒松,,author,"#B4B4B4",0,1,1,0,5,5,0.041137,6,0.253953,0.282453,0
小芒(1946),小芒,,author,"#B4B4B4",0,1,1,0,5,5,0.017544,6,0.226013,0.250346,0
张一凡(1946),张一凡,,author,"#B4B4B4",0,2,2,0,6,6,0.07703,4,0.300624,0.334513,16702.904372
更生(1946),更生,,author,"#B4B4B4",0,1,1,0,5,5,0.012392,6,0.23441,0.252327,0
杨光明(1946),杨光明,,author,"#B4B4B4",0,1,1,0,5,5,0.015764,6,0.253589,0.267642,0
梁纯夫(1946),梁纯夫,,author,"#B4B4B4",0,2,2,0,6,6,0.053857,6,0.263027,0.299827,2113.284895
湘渔(1946),湘渔,,author,"#B4B4B4",0,1,1,0,5,5,0.041137,6,0.253953,0.282453,0
瞿康祖(1946),瞿康祖,,author,"#B4B4B4",0,1,1,0,5,5,0.009366,6,0.189557,0.20794,0
胡先驌(1946),胡先驌,,author,"#B4B4B4",0,1,1,0,5,5,0.014879,6,0.216503,0.239937,0
胡愈之(1946),胡愈之,,author,"#B4B4B4",0,3,3,0,8,8,0.109083,4,0.316229,0.355425,7461.114127
范蕙(1946),范蕙,,author,"#B4B4B4",0,1,1,0,5,5,0.059486,4,0.28312,0.308412,0
许寿裳(1946),许寿裳,,author,"#B4B4B4",0,2,2,0,8,8,0.100623,4,0.30796,0.344418,1504.149083
赵渢(1946),赵渢,,author,"#B4B4B4",0,1,1,0,5,5,0.00846,6,0.209403,0.226557,0
钱晓义(1946),钱晓义,,author,"#B4B4B4",0,1,1,0,5,5,0.009366,6,0.189557,0.20794,0
陈梅卿(1946),陈梅卿,,author,"#B4B4B4",0,1,1,0,5,5,0.009366,6,0.189557,0.20794,0
顾佩之(1946),顾佩之,,author,"#B4B4B4",0,1,1,0,5,5,0.009366,6,0.189557,0.20794,0
魏明(1946),魏明,,author,"#B4B4B4",0,1,1,0,5,5,0.012392,6,0.23441,0.252327,0
Donald_Morrow(1946),Donald_Morrow,,author,"#B4B4B4",0,1,1,0,4,4,0.014879,6,0.216503,0.239937,0
东方晦之(1946),东方晦之,,author,"#B4B4B4",0,2,2,0,5,5,0.067946,4,0.29057,0.320126,3617.369979
东衣(1946),东衣,,author,"#B4B4B4",0,1,1,0,4,4,0.041137,6,0.253953,0.282453,0
任钧(1946),任钧,,author,"#B4B4B4",0,2,2,0,5,5,0.100623,4,0.30796,0.344418,1504.149083
伊人(1946),伊人,,author,"#B4B4B4",0,2,2,0,5,5,0.026803,6,0.252501,0.279497,4421.602218
伍啓元(1946),伍啓元,,author,"#B4B4B4",0,1,1,0,4,4,0.014879,6,0.216503,0.239937,0
伍宪子(1946),伍宪子,,author,"#B4B4B4",0,1,1,0,4,4,0.012392,6,0.23441,0.252327,0
何陋之(1946),何陋之,,author,"#B4B4B4",0,1,1,0,4,4,0.017544,6,0.226013,0.250346,0
信民(1946),信民,,author,"#B4B4B4",0,1,1,0,4,4,0.01272,6,0.222876,0.242657,0
克士(1946),克士,,author,"#B4B4B4",0,2,2,0,5,5,0.100623,4,0.30796,0.344418,1504.149083
刘健(1946),刘健,,author,"#B4B4B4",0,1,1,0,4,4,0.017544,6,0.226013,0.250346,0
刘清扬(1946),刘清扬,,author,"#B4B4B4",0,1,1,0,4,4,0.012122,6,0.229338,0.246667,0
卢淑(1946),卢淑,,author,"#B4B4B4",0,1,1,0,4,4,0.012392,6,0.23441,0.252327,0
吴耀宗(1946),吴耀宗,,author,"#B4B4B4",0,1,1,0,4,4,0.041137,6,0.253953,0.282453,0
吴靓云(1946),吴靓云,,author,"#B4B4B4",0,1,1,0,4,4,0.009366,6,0.189557,0.20794,0
子敬(1946),子敬,,author,"#B4B4B4",0,1,1,0,4,4,0.012392,6,0.23441,0.252327,0
宋宝山(1946),宋宝山,,author,"#B4B4B4",0,1,1,0,4,4,0.009366,6,0.189557,0.20794,0
小民(1946),小民,,author,"#B4B4B4",0,1,1,0,4,4,0.059486,4,0.28312,0.308412,0
张霞飞(1946),张霞飞,,author,"#B4B4B4",0,1,1,0,4,4,0.009366,6,0.189557,0.20794,0
思慕(1946),思慕,,author,"#B4B4B4",0,1,1,0,4,4,0.00846,6,0.209403,0.226557,0
戴文赛(1946),戴文赛,,author,"#B4B4B4",0,1,1,0,4,4,0.014879,6,0.216503,0.239937,0
新武(1946),新武,,author,"#B4B4B4",0,1,1,0,4,4,0.041137,6,0.253953,0.282453,0
木耳(1946),木耳,,author,"#B4B4B4",0,1,1,0,4,4,0.059486,4,0.28312,0.308412,0
李战林(1946),李战林,,author,"#B4B4B4",0,1,1,0,4,4,0.009259,6,0.231947,0.247138,0
李普曼(1946),李普曼,,author,"#B4B4B4",0,1,1,0,4,4,0.012392,6,0.23441,0.252327,0
欧阳倩(1946),欧阳倩,,author,"#B4B4B4",0,2,2,0,5,5,0.027886,6,0.260442,0.281006,501.358897
永生(1946),永生,,author,"#B4B4B4",0,1,1,0,4,4,0.041137,6,0.253953,0.282453,0
沈同衡(1946),沈同衡,,author,"#B4B4B4",0,2,2,0,5,5,0.071608,4,0.292818,0.323428,2312.460611
沈志远(1946),沈志远,,author,"#B4B4B4",0,2,2,0,7,7,0.049597,6,0.260187,0.294638,2339.595065
王之德(1946),王之德,,author,"#B4B4B4",0,1,1,0,4,4,0.012392,6,0.23441,0.252327,0
王时颖(1946),王时颖,,author,"#B4B4B4",0,1,1,0,4,4,0.017544,6,0.226013,0.250346,0
王昆生(1946),王昆生,,author,"#B4B4B4",0,1,1,0,4,4,0.009366,6,0.189557,0.20794,0
田汉(1946),田汉,,author,"#B4B4B4",0,2,2,0,5,5,0.100623,4,0.30796,0.344418,1504.149083
稽古(1946),稽古,,author,"#B4B4B4",0,1,1,0,4,4,0.041137,6,0.253953,0.282453,0
章伯钧(1946),章伯钧,,author,"#B4B4B4",0,1,1,0,4,4,0.01272,6,0.222876,0.242657,0
若愚(1946),若愚,,author,"#B4B4B4",0,1,1,0,4,4,0.009259,6,0.231947,0.247138,0
萧公权(1946),萧公权,,author,"#B4B4B4",0,1,1,0,4,4,0.014879,6,0.216503,0.239937,0
蔡壬侯(1946),蔡壬侯,,author,"#B4B4B4",0,1,1,0,4,4,0.014879,6,0.216503,0.239937,0
西谛(1946),西谛,,author,"#B4B4B4",0,1,1,0,4,4,0.041137,6,0.253953,0.282453,0
赵心梅(1946),赵心梅,,author,"#B4B4B4",0,1,1,0,4,4,0.009366,6,0.189557,0.20794,0
适夷(1946),适夷,,author,"#B4B4B4",0,2,2,0,5,5,0.100623,4,0.30796,0.344418,1504.149083
郭沫若(1946),郭沫若,,author,"#B4B4B4",0,3,3,0,8,8,0.113343,4,0.321212,0.361557,8680.662498
陈烟桥(1946),陈烟桥,,author,"#B4B4B4",0,2,2,0,8,8,0.100623,4,0.30796,0.344418,1504.149083
陶行知(1946),陶行知,,author,"#B4B4B4",0,2,2,0,5,5,0.050396,6,0.273196,0.303412,2818.012306
马寅初(1946),马寅初,,author,"#B4B4B4",0,2,2,0,5,5,0.074365,4,0.29792,0.330739,13096.801517
黎卿(1946),黎卿,,author,"#B4B4B4",0,1,1,0,4,4,0.015764,6,0.253589,0.267642,0
一之(1946),一之,,author,"#B4B4B4",0,1,1,0,3,3,0.00846,6,0.209403,0.226557,0
万武(1946),万武,,author,"#B4B4B4",0,1,1,0,3,3,0.012392,6,0.23441,0.252327,0
云涛(1946),云涛,,author,"#B4B4B4",0,1,1,0,3,3,0.009366,6,0.189557,0.20794,0
以平(1946),以平,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
任鸿隽(1946),任鸿隽,,author,"#B4B4B4",0,1,1,0,3,3,0.014879,6,0.216503,0.239937,0
何兆坤(1946),何兆坤,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
何恕(1946),何恕,,author,"#B4B4B4",0,2,2,0,4,4,0.100623,4,0.30796,0.344418,1504.149083
储安平(1946),储安平,,author,"#B4B4B4",0,1,1,0,3,3,0.014879,6,0.216503,0.239937,0
司徒尚德(1946),司徒尚德,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
向凡(1946),向凡,,author,"#B4B4B4",0,1,1,0,3,3,0.009259,6,0.231947,0.247138,0
吴祖光(1946),吴祖光,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
周而复(1946),周而复,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
唐旻(1946),唐旻,,author,"#B4B4B4",0,1,1,0,3,3,0.015764,6,0.253589,0.267642,0
夏孟辉(1946),夏孟辉,,author,"#B4B4B4",0,1,1,0,3,3,0.004704,6,0.230535,0.241368,0
夏康农(1946),夏康农,,author,"#B4B4B4",0,2,2,0,5,5,0.028484,6,0.263289,0.286195,3659.765845
子午(1946),子午,,author,"#B4B4B4",0,2,2,0,5,5,0.100623,4,0.30796,0.344418,1504.149083
孙起孟(1946),孙起孟,,author,"#B4B4B4",0,2,2,0,5,5,0.045841,6,0.269309,0.296808,2697.473629
客尔纳(1946),客尔纳,,author,"#B4B4B4",0,1,1,0,3,3,0.012392,6,0.23441,0.252327,0
尊闻(1946),尊闻,,author,"#B4B4B4",0,2,2,0,4,4,0.100623,4,0.30796,0.344418,1504.149083
尚铖(1946),尚铖,,author,"#B4B4B4",0,1,1,0,3,3,0.015764,6,0.253589,0.267642,0
张云川(1946),张云川,,author,"#B4B4B4",0,1,1,0,3,3,0.01272,6,0.222876,0.242657,0
张志和(1946),张志和,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
慧年(1946),慧年,,author,"#B4B4B4",0,1,1,0,3,3,0.041137,6,0.253953,0.282453,0
文琴(1946),文琴,,author,"#B4B4B4",0,1,1,0,3,3,0.041137,6,0.253953,0.282453,0
方治平(1946),方治平,,author,"#B4B4B4",0,2,2,0,5,5,0.050396,6,0.273196,0.303412,2818.012306
晨曦(1946),晨曦,,author,"#B4B4B4",0,1,1,0,3,3,0.00846,6,0.209403,0.226557,0
曾昭抡(1946),曾昭抡,,author,"#B4B4B4",0,2,2,0,4,4,0.027886,6,0.260442,0.281006,501.358897
李健吾(1946),李健吾,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
林汉达(1946),林汉达,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
梁秋水(1946),梁秋水,,author,"#B4B4B4",0,1,1,0,3,3,0.012392,6,0.23441,0.252327,0
毅夫(1946),毅夫,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
沈定一(1946),沈定一,,author,"#B4B4B4",0,1,1,0,3,3,0.009366,6,0.189557,0.20794,0
洪涛(1946),洪涛,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
王之枚(1946),王之枚,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
王向凡(1946),王向凡,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
罗稷南(1946),罗稷南,,author,"#B4B4B4",0,1,1,0,3,3,0.041137,6,0.253953,0.282453,0
耶戈(1946),耶戈,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
胡冈(1946),胡冈,,author,"#B4B4B4",0,2,2,0,6,6,0.027886,6,0.260442,0.281006,501.358897
范登堡(1946),范登堡,,author,"#B4B4B4",0,1,1,0,3,3,0.012392,6,0.23441,0.252327,0
茅盾(1946),茅盾,,author,"#B4B4B4",0,3,3,0,6,6,0.113343,4,0.321212,0.361557,8680.662498
萧扬(1946),萧扬,,author,"#B4B4B4",0,1,1,0,3,3,0.041137,6,0.253953,0.282453,0
萧明(1946),萧明,,author,"#B4B4B4",0,1,1,0,3,3,0.009259,6,0.231947,0.247138,0
萧曙(1946),萧曙,,author,"#B4B4B4",0,1,1,0,3,3,0.015764,6,0.253589,0.267642,0
萧秋(1946),萧秋,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
蒋匀田(1946),蒋匀田,,author,"#B4B4B4",0,2,2,0,4,4,0.029936,6,0.252622,0.283035,10196.540401
裴仁(1946),裴仁,,author,"#B4B4B4",0,1,1,0,3,3,0.059486,4,0.28312,0.308412,0
费青(1946),费青,,author,"#B4B4B4",0,1,1,0,3,3,0.012392,6,0.23441,0.252327,0
赤峰(1946),赤峰,,author,"#B4B4B4",0,1,1,0,3,3,0.004704,6,0.230535,0.241368,0
邹云涛(1946),邹云涛,,author,"#B4B4B4",0,1,1,0,3,3,0.009366,6,0.189557,0.20794,0
郭冠杰(1946),郭冠杰,,author,"#B4B4B4",0,1,1,0,3,3,0.01272,6,0.222876,0.242657,0
野笋(1946),野笋,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
金华(1946),金华,,author,"#B4B4B4",0,1,1,0,3,3,0.017544,6,0.226013,0.250346,0
陈原(1946),陈原,,author,"#B4B4B4",0,1,1,0,3,3,0.01272,6,0.222876,0.242657,0
陈瘦竹(1946),陈瘦竹,,author,"#B4B4B4",0,1,1,0,3,3,0.014879,6,0.216503,0.239937,0
雾城(1946),雾城,,author,"#B4B4B4",0,2,2,0,4,4,0.100623,4,0.30796,0.344418,1504.149083
黄炎培(1946),黄炎培,,author,"#B4B4B4",0,1,1,0,3,3,0.004704,6,0.230535,0.241368,0
丁易(1946),丁易,,author,"#B4B4B4",0,1,1,0,2,2,0.01272,6,0.222876,0.242657,0
乔峯(1946),乔峯,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
于仲(1946),于仲,,author,"#B4B4B4",0,1,1,0,2,2,0.015764,6,0.253589,0.267642,0
于潮(1946),于潮,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
以中(1946),以中,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
伯涛(1946),伯涛,,author,"#B4B4B4",0,1,1,0,2,2,0.015764,6,0.253589,0.267642,0
何为(1946),何为,,author,"#B4B4B4",0,2,2,0,3,3,0.068745,4,0.292172,0.322484,5924.453297
何家槐(1946),何家槐,,author,"#B4B4B4",0,2,2,0,3,3,0.100623,4,0.30796,0.344418,1504.149083
作周(1946),作周,,author,"#B4B4B4",0,1,1,0,2,2,0.017544,6,0.226013,0.250346,0
兆均(1946),兆均,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
光未然(1946),光未然,,author,"#B4B4B4",0,1,1,0,2,2,0.012122,6,0.229338,0.246667,0
冯友兰(1946),冯友兰,,author,"#B4B4B4",0,1,1,0,2,2,0.014879,6,0.216503,0.239937,0
刘文茵(1946),刘文茵,,author,"#B4B4B4",0,1,1,0,2,2,0.009259,6,0.231947,0.247138,0
刘西渭(1946),刘西渭,,author,"#B4B4B4",0,1,1,0,2,2,0.059486,4,0.28312,0.308412,0
力扬(1946),力扬,,author,"#B4B4B4",0,2,2,0,3,3,0.071608,4,0.292818,0.323428,2312.460611
勾适生(1946),勾适生,,author,"#B4B4B4",0,1,1,0,2,2,0.01272,6,0.222876,0.242657,0
卞之琳(1946),卞之琳,,author,"#B4B4B4",0,1,1,0,2,2,0.014879,6,0.216503,0.239937,0
史国衡(1946),史国衡,,author,"#B4B4B4",0,2,2,0,3,3,0.071878,4,0.295594,0.327437,8972.753965
叶圣陶(1946),叶圣陶,,author,"#B4B4B4",0,2,2,0,4,4,0.100623,4,0.30796,0.344418,1504.149083
叶笃义(1946),叶笃义,,author,"#B4B4B4",0,1,1,0,2,2,0.012392,6,0.23441,0.252327,0
周哲(1946),周哲,,author,"#B4B4B4",0,1,1,0,2,2,0.009259,6,0.231947,0.247138,0
唐弢(1946),唐弢,,author,"#B4B4B4",0,2,2,0,3,3,0.100623,4,0.30796,0.344418,1504.149083
夏衍(1946),夏衍,,author,"#B4B4B4",0,2,2,0,3,3,0.071608,4,0.292818,0.323428,2312.460611
孟浪(1946),孟浪,,author,"#B4B4B4",0,1,1,0,2,2,0.017544,6,0.226013,0.250346,0
安娥(1946),安娥,,author,"#B4B4B4",0,1,1,0,2,2,0.059486,4,0.28312,0.308412,0
少之(1946),少之,,author,"#B4B4B4",0,1,1,0,2,2,0.004704,6,0.230535,0.241368,0
尚钺(1946),尚钺,,author,"#B4B4B4",0,2,2,0,3,3,0.027886,6,0.260442,0.281006,501.358897
巴金(1946),巴金,,author,"#B4B4B4",0,1,1,0,2,2,0.059486,4,0.28312,0.308412,0
希苓(1946),希苓,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
平心(1946),平心,,author,"#B4B4B4",0,2,2,0,4,4,0.100623,4,0.30796,0.344418,1504.149083
建人(1946),建人,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
张中府(1946),张中府,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
张印堂(1946),张印堂,,author,"#B4B4B4",0,1,1,0,2,2,0.014879,6,0.216503,0.239937,0
张大雷(1946),张大雷,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
张学良(1946),张学良,,author,"#B4B4B4",0,1,1,0,2,2,0.059486,4,0.28312,0.308412,0
张文元(1946),张文元,,author,"#B4B4B4",0,2,2,0,4,4,0.072206,4,0.294608,0.326022,5063.22852
张絅伯(1946),张絅伯,,author,"#B4B4B4",0,1,1,0,2,2,0.041137,6,0.253953,0.282453,0
张若达(1946),张若达,,author,"#B4B4B4",0,1,1,0,2,2,0.059486,4,0.28312,0.308412,0
张西超(1946),张西超,,author,"#B4B4B4",0,1,1,0,2,2,0.017544,6,0.226013,0.250346,0
张铁生(1946),张铁生,,author,"#B4B4B4",0,2,2,0,3,3,0.049597,6,0.260187,0.294638,2339.595065
张锡昌(1946),张锡昌,,author,"#B4B4B4",0,1,1,0,2,2,0.017544,6,0.226013,0.250346,0
