Id,Label,timeset,type,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
左拉(1945),左拉,,author,"#B4B4B4",0,1,1,0,30,30,0.068714,4,0.29439,0.325591,0
《周报(上海1945)》,《周报(上海1945)》,,journal,"#00EB00",188,0,188,346,0,346,1,3,0.41694,0.532283,101588.79182
黄炎培(1945),黄炎培,,author,"#B4B4B4",0,4,4,0,30,30,0.132224,4,0.365994,0.41063,13623.599786
《国讯》,《国讯》,,journal,"#00EB00",93,0,93,193,0,193,0.270765,5,0.337586,0.414724,49274.290478
努生(1945),努生,,author,"#B4B4B4",0,2,2,0,22,22,0.068858,4,0.304556,0.34042,1136.764149
《民主周刊(昆明)》,《民主周刊(昆明)》,,journal,"#00EB00",134,0,134,250,0,250,0.502578,3,0.389332,0.475591,71655.239606
郑振铎(1945),郑振铎,,author,"#B4B4B4",0,3,3,0,31,31,0.128613,4,0.350248,0.394619,5623.642629
昭抡(1945),昭抡,,author,"#B4B4B4",0,1,1,0,19,19,0.039662,4,0.280353,0.304331,0
俞颂华(1945),俞颂华,,author,"#B4B4B4",0,3,3,0,19,19,0.103029,4,0.335446,0.378871,10403.467483
丰子恺(1945),丰子恺,,author,"#B4B4B4",0,1,1,0,16,16,0.068714,4,0.29439,0.325591,0
陶行知(1945),陶行知,,author,"#B4B4B4",0,2,2,0,17,17,0.09791,4,0.319577,0.359711,996.496007
《民主(重庆)》,《民主(重庆)》,,journal,"#00EB00",98,0,98,148,0,148,0.366444,3,0.372871,0.437795,52012.67755
梁公任(1945),梁公任,,author,"#B4B4B4",0,1,1,0,13,13,0.024023,6,0.252485,0.277087,0
景宋(1945),景宋,,author,"#B4B4B4",0,2,2,0,17,17,0.099417,4,0.320222,0.360499,1192.667746
《民主(上海)》,《民主(上海)》,,journal,"#00EB00",105,0,105,197,0,197,0.385215,5,0.317977,0.412257,50956.953802
蒲岗(1945),蒲岗,,author,"#B4B4B4",0,1,1,0,11,11,0.030703,6,0.241353,0.272467,0
尊闻(1945),尊闻,,author,"#B4B4B4",0,1,1,0,9,9,0.030703,6,0.241353,0.272467,0
秦柳方(1945),秦柳方,,author,"#B4B4B4",0,1,1,0,9,9,0.024023,6,0.252485,0.277087,0
周建人(1945),周建人,,author,"#B4B4B4",0,2,2,0,13,13,0.099417,4,0.320222,0.360499,1192.667746
平心(1945),平心,,author,"#B4B4B4",0,2,2,0,9,9,0.099417,4,0.320222,0.360499,1192.667746
董秋斯(1945),董秋斯,,author,"#B4B4B4",0,1,1,0,8,8,0.030703,6,0.241353,0.272467,0
引流(1945),引流,,author,"#B4B4B4",0,1,1,0,7,7,0.024023,6,0.252485,0.277087,0
石啸冲(1945),石啸冲,,author,"#B4B4B4",0,1,1,0,7,7,0.010292,6,0.243202,0.258189,0
《再生》,《再生》,,journal,"#00EB00",45,0,45,65,0,65,0.097539,5,0.321194,0.364331,24224.507358
孟南(1945),孟南,,author,"#B4B4B4",0,1,1,0,6,6,0.039662,4,0.280353,0.304331,0
杨明(1945),杨明,,author,"#B4B4B4",0,2,2,0,7,7,0.070365,4,0.308103,0.345144,3287.957502
罗隆基(1945),罗隆基,,author,"#B4B4B4",0,2,2,0,7,7,0.068858,4,0.304556,0.34042,1136.764149
费孝通(1945),费孝通,,author,"#B4B4B4",0,1,1,0,6,6,0.039662,4,0.280353,0.304331,0
马叙伦(1945),马叙伦,,author,"#B4B4B4",0,2,2,0,12,12,0.099417,4,0.320222,0.360499,1192.667746
吴晗(1945),吴晗,,author,"#B4B4B4",0,1,1,0,5,5,0.039662,4,0.280353,0.304331,0
小鱼(1945),小鱼,,author,"#B4B4B4",0,2,2,0,6,6,0.063685,4,0.304264,0.340026,2336.791748
思慕(1945),思慕,,author,"#B4B4B4",0,1,1,0,5,5,0.039662,4,0.280353,0.304331,0
曹聚仁(1945),曹聚仁,,author,"#B4B4B4",0,1,1,0,5,5,0.068714,4,0.29439,0.325591,0
杨卫玉(1945),杨卫玉,,author,"#B4B4B4",0,1,1,0,5,5,0.024023,6,0.252485,0.277087,0
柳宗元(1945),柳宗元,,author,"#B4B4B4",0,1,1,0,5,5,0.068714,4,0.29439,0.325591,0
珂田(1945),珂田,,author,"#B4B4B4",0,1,1,0,5,5,0.068714,4,0.29439,0.325591,0
翦伯赞(1945),翦伯赞,,author,"#B4B4B4",0,2,2,0,6,6,0.0376,4,0.279859,0.304199,792.720368
《中华论坛》,《中华论坛》,,journal,"#00EB00",38,0,38,59,0,59,0.074755,5,0.318935,0.356982,19629.539385
胡曲园(1945),胡曲园,,author,"#B4B4B4",0,1,1,0,5,5,0.068714,4,0.29439,0.325591,0
齐纬(1945),齐纬,,author,"#B4B4B4",0,1,1,0,5,5,0.024023,6,0.252485,0.277087,0
严延(1945),严延,,author,"#B4B4B4",0,1,1,0,4,4,0.008405,6,0.241905,0.255433,0
光未然(1945),光未然,,author,"#B4B4B4",0,1,1,0,4,4,0.039662,4,0.280353,0.304331,0
克士(1945),克士,,author,"#B4B4B4",0,2,2,0,5,5,0.099417,4,0.320222,0.360499,1192.667746
君山(1945),君山,,author,"#B4B4B4",0,1,1,0,4,4,0.039662,4,0.280353,0.304331,0
张一凡(1945),张一凡,,author,"#B4B4B4",0,2,2,0,6,6,0.099417,4,0.320222,0.360499,1192.667746
张礼千(1945),张礼千,,author,"#B4B4B4",0,1,1,0,4,4,0.024023,6,0.252485,0.277087,0
澹庐(1945),澹庐,,author,"#B4B4B4",0,1,1,0,4,4,0.024023,6,0.252485,0.277087,0
王立果(1945),王立果,,author,"#B4B4B4",0,1,1,0,4,4,0.039662,4,0.280353,0.304331,0
百辞(1945),百辞,,author,"#B4B4B4",0,1,1,0,4,4,0.029196,4,0.271716,0.290157,0
章伯钧(1945),章伯钧,,author,"#B4B4B4",0,3,3,0,7,7,0.047892,4,0.290352,0.320997,2361.844669
索非(1945),索非,,author,"#B4B4B4",0,2,2,0,5,5,0.099417,4,0.320222,0.360499,1192.667746
罗稷南(1945),罗稷南,,author,"#B4B4B4",0,2,2,0,5,5,0.099417,4,0.320222,0.360499,1192.667746
罗西(1945),罗西,,author,"#B4B4B4",0,2,2,0,5,5,0.070365,4,0.308103,0.345144,3287.957502
翁逸之(1945),翁逸之,,author,"#B4B4B4",0,1,1,0,4,4,0.068714,4,0.29439,0.325591,0
胡钊(1945),胡钊,,author,"#B4B4B4",0,2,2,0,5,5,0.063685,4,0.304264,0.340026,2336.791748
茅盾(1945),茅盾,,author,"#B4B4B4",0,3,3,0,6,6,0.121933,4,0.349862,0.394226,7194.150336
