Id,Label,timeset,type,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
伯奇(1946),伯奇,,author,"#B4B4B4",0,1,77,0,6,684,0.045653,3,0.444633,0.482983,0
余园(1946),余园,,author,"#B4B4B4",0,1,80,0,6,1722,0.030021,3,0.467857,0.502545,0
俞颂华(1946),俞颂华,,author,"#B4B4B4",0,1,29,0,6,240,0.012007,3,0.459851,0.480121,0
左拉(1946),左拉,,author,"#B4B4B4",0,1,241,0,6,2892,0.695953,2,0.56496,0.614981,0
施复亮(1946),施复亮,,author,"#B4B4B4",0,5,542,0,14,5752,0.958036,2,0.674389,0.758588,29623.331173
潘光旦(1946),潘光旦,,author,"#B4B4B4",0,4,316,0,15,2820,0.139122,3,0.567407,0.640108,18121.484832
潘静(1946),潘静,,author,"#B4B4B4",0,1,67,0,6,1044,0.012267,3,0.378476,0.414281,0
王艮仲(1946),王艮仲,,author,"#B4B4B4",0,1,67,0,6,1044,0.012267,3,0.378476,0.414281,0
石啸冲(1946),石啸冲,,author,"#B4B4B4",0,2,255,0,11,3284,0.381305,3,0.524787,0.596851,2310.864978
费孝通(1946),费孝通,,author,"#B4B4B4",0,5,601,0,17,4806,0.986462,2,0.701003,0.786737,36127.693305
陈士华(1946),陈士华,,author,"#B4B4B4",0,1,67,0,6,1044,0.012267,3,0.378476,0.414281,0
高祖文(1946),高祖文,,author,"#B4B4B4",0,1,67,0,6,1044,0.012267,3,0.378476,0.414281,0
黎纬北(1946),黎纬北,,author,"#B4B4B4",0,2,288,0,7,2977,0.711053,2,0.579646,0.637405,3550.761003
一波(1946),一波,,author,"#B4B4B4",0,2,163,0,6,819,0.085315,3,0.488578,0.544052,3194.264567
严景耀(1946),严景耀,,author,"#B4B4B4",0,2,391,0,7,3572,0.923666,2,0.614663,0.686546,1507.333609
千家驹(1946),千家驹,,author,"#B4B4B4",0,2,140,0,6,547,0.083985,3,0.518043,0.556139,1981.195214
史刚(1946),史刚,,author,"#B4B4B4",0,1,91,0,5,690,0.053017,3,0.505792,0.532761,0
