Source,Target,Type,Id,Label,Weight,author,year,place,MMNT-EdgeType
《时代杂志》,《再生》,Undirected,59830,journal-journal,22,,,,journal<--->journal
《时代杂志》,《观察》,Undirected,59831,journal-journal,185,,,,journal<--->journal
《时代杂志》,《中建》,Undirected,59832,journal-journal,20,,,,journal<--->journal
《时代杂志》,《光明报》,Undirected,59833,journal-journal,300,,,,journal<--->journal
《时代杂志》,《群众》,Undirected,59834,journal-journal,629,,,,journal<--->journal
《时代杂志》,《主流》,Undirected,59835,journal-journal,30,,,,journal<--->journal
《时代杂志》,《展望》,Undirected,59836,journal-journal,420,,,,journal<--->journal
《时代杂志》,《中建:综合版》,Undirected,59837,journal-journal,245,,,,journal<--->journal
《再生》,《观察》,Undirected,59838,journal-journal,11,,,,journal<--->journal
《再生》,《中建》,Undirected,59839,journal-journal,3,,,,journal<--->journal
《再生》,《光明报》,Undirected,59840,journal-journal,36,,,,journal<--->journal
《再生》,《群众》,Undirected,59841,journal-journal,54,,,,journal<--->journal
《再生》,《主流》,Undirected,59842,journal-journal,13,,,,journal<--->journal
《再生》,《展望》,Undirected,59843,journal-journal,25,,,,journal<--->journal
《再生》,《中建:综合版》,Undirected,59844,journal-journal,82,,,,journal<--->journal
《观察》,《中建》,Undirected,59845,journal-journal,3,,,,journal<--->journal
《观察》,《光明报》,Undirected,59846,journal-journal,96,,,,journal<--->journal
《观察》,《群众》,Undirected,59847,journal-journal,182,,,,journal<--->journal
《观察》,《主流》,Undirected,59848,journal-journal,11,,,,journal<--->journal
《观察》,《展望》,Undirected,59849,journal-journal,108,,,,journal<--->journal
《观察》,《中建:综合版》,Undirected,59850,journal-journal,113,,,,journal<--->journal
《中建》,《光明报》,Undirected,59851,journal-journal,8,,,,journal<--->journal
《中建》,《群众》,Undirected,59852,journal-journal,13,,,,journal<--->journal
《中建》,《主流》,Undirected,59853,journal-journal,1,,,,journal<--->journal
《中建》,《展望》,Undirected,59854,journal-journal,10,,,,journal<--->journal
《光明报》,《群众》,Undirected,59855,journal-journal,608,,,,journal<--->journal
《光明报》,《主流》,Undirected,59856,journal-journal,19,,,,journal<--->journal
《光明报》,《展望》,Undirected,59857,journal-journal,362,,,,journal<--->journal
《光明报》,《中建:综合版》,Undirected,59858,journal-journal,239,,,,journal<--->journal
《群众》,《主流》,Undirected,59859,journal-journal,54,,,,journal<--->journal
《群众》,《展望》,Undirected,59860,journal-journal,780,,,,journal<--->journal
《群众》,《中建:综合版》,Undirected,59861,journal-journal,572,,,,journal<--->journal
《主流》,《展望》,Undirected,59862,journal-journal,25,,,,journal<--->journal
《主流》,《中建:综合版》,Undirected,59863,journal-journal,55,,,,journal<--->journal
《展望》,《中建:综合版》,Undirected,59864,journal-journal,597,,,,journal<--->journal
