Source,Target,Type,Id,Label,timeset,Weight,year,place,journal
金大均(1946),片断 (n),Directed,202661,,"<[1946.0, 1946.0]>",6,1946,上海,《中建》
一波(1946),小事 (n),Directed,202662,,"<[1946.0, 1946.0]>",5,1946,上海,《观察》
严景耀(1946),讲话 (n),Directed,202663,,"<[1946.0, 1946.0]>",5,1946,上海,《民主(上海)》
何肫林(1946),工作 (n),Directed,202664,,"<[1946.0, 1946.0]>",5,1946,上海,《中建》
何肫林(1946),生活 (n),Directed,202665,,"<[1946.0, 1946.0]>",5,1946,上海,《中建》
唐思礼(1946),嵊泗 (n),Directed,202666,,"<[1946.0, 1946.0]>",5,1946,上海,《中建》
张君劢(1946),中华民国 (n),Directed,202667,,"<[1946.0, 1946.0]>",7,1946,上海,《民主(上海)》
张君劢(1946),十讲 (n),Directed,202668,,"<[1946.0, 1946.0]>",6,1946,上海,《民主(上海)》
张君劢(1946),未来 (n),Directed,202669,,"<[1946.0, 1946.0]>",7,1946,上海,《民主(上海)》
张君劢(1946),问题 (n),Directed,202670,,"<[1946.0, 1946.0]>",7,1946,上海,《民主(上海)》
潘静(1946),生活 (n),Directed,202671,,"<[1946.0, 1946.0]>",5,1946,上海,《中建》
石啸冲(1946),时事 (n),Directed,202672,,"<[1946.0, 1946.0]>",5,1946,上海,《民主(上海)》
许寿裳(1946),亡友 (n),Directed,202673,,"<[1946.0, 1946.0]>",5,1946,上海,《民主(上海)》
许寿裳(1946),印象 (n),Directed,202674,,"<[1946.0, 1946.0]>",5,1946,上海,《民主(上海)》
许寿裳(1946),鲁迅 (n),Directed,202675,,"<[1946.0, 1946.0]>",5,1946,上海,《民主(上海)》
费孝通(1946),美国 (n),Directed,202676,,"<[1946.0, 1946.0]>",9,1946,上海,《民主(上海)》
陈士华(1946),生活 (n),Directed,202677,,"<[1946.0, 1946.0]>",5,1946,上海,《中建》
陈瘦竹(1946),戏剧 (n),Directed,202678,,"<[1946.0, 1946.0]>",5,1946,上海,《观察》
Donald_Morrow(1946),文学 (n),Directed,202679,,"<[1946.0, 1946.0]>",4,1946,上海,《观察》
Donald_Morrow(1946),艺术 (n),Directed,202680,,"<[1946.0, 1946.0]>",4,1946,上海,《观察》
Donald_Morrow(1946),莎士比亚 (n),Directed,202681,,"<[1946.0, 1946.0]>",4,1946,上海,《观察》
Donald_Morrow(1946),音乐 (n),Directed,202682,,"<[1946.0, 1946.0]>",4,1946,上海,《观察》
何肫林(1946),片断 (n),Directed,202683,,"<[1946.0, 1946.0]>",4,1946,上海,《中建》
信民(1946),时事 (n),Directed,202684,,"<[1946.0, 1946.0]>",4,1946,重庆,《中华论坛》
华叔甫(1946),问题 (n),Directed,202685,,"<[1946.0, 1946.0]>",4,1946,上海,《再生》
卢淑(1946),演说 (n),Directed,202686,,"<[1946.0, 1946.0]>",4,1946,上海,《再生》
卢淑(1946),秘密 (n),Directed,202687,,"<[1946.0, 1946.0]>",4,1946,上海,《再生》
卢淑(1946),邱吉尔 (n),Directed,202688,,"<[1946.0, 1946.0]>",4,1946,上海,《再生》
史国衡(1946),美国 (n),Directed,202689,,"<[1946.0, 1946.0]>",4,1946,上海,《周报(上海1945)》
唐思礼(1946),纪行 (n),Directed,202690,,"<[1946.0, 1946.0]>",4,1946,上海,《中建》
国超(1946),苏联 (n),Directed,202691,,"<[1946.0, 1946.0]>",4,1946,上海,《再生》
孙宝毅(1946),民主 (n),Directed,202692,,"<[1946.0, 1946.0]>",4,1946,上海,《再生》
念青(1946),和平 (n),Directed,202694,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
新武(1946),民主 (n),Directed,202695,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
木耳(1946),周末 (n),Directed,202696,,"<[1946.0, 1946.0]>",4,1946,上海,《周报(上海1945)》
木耳(1946),杂感 (n),Directed,202697,,"<[1946.0, 1946.0]>",4,1946,上海,《周报(上海1945)》
永生(1946),上海 (n),Directed,202698,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
永生(1946),职工 (n),Directed,202699,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
求思(1946),物资 (n),Directed,202700,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
潘光旦(1946),与汇 (n),Directed,202701,,"<[1946.0, 1946.0]>",4,1946,上海,《观察》
潘静(1946),片断 (n),Directed,202702,,"<[1946.0, 1946.0]>",4,1946,上海,《中建》
王时颖(1946),凯旋 (n),Directed,202703,,"<[1946.0, 1946.0]>",4,1946,桂林,《民主:桂林版》
董秋斯(1946),迫害 (n),Directed,202704,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
西谛(1946),古事 (n),Directed,202705,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
西谛(1946),新谈 (n),Directed,202706,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
费孝通(1946),初访 (n),Directed,202707,,"<[1946.0, 1946.0]>",4,1946,上海,《周报(上海1945)》
邹云涛(1946),生活 (n),Directed,202708,,"<[1946.0, 1946.0]>",4,1946,上海,《中建》
钱晓义(1946),生活 (n),Directed,202709,,"<[1946.0, 1946.0]>",4,1946,上海,《中建》
陈士华(1946),片断 (n),Directed,202710,,"<[1946.0, 1946.0]>",4,1946,上海,《中建》
顾佩之(1946),工作 (n),Directed,202711,,"<[1946.0, 1946.0]>",4,1946,上海,《中建》
马叙伦(1946),人民 (n),Directed,202712,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
马叙伦(1946),民主 (n),Directed,202713,,"<[1946.0, 1946.0]>",6,1946,上海,《周报(上海1945)》
黄裳(1946),昆明 (n),Directed,202714,,"<[1946.0, 1946.0]>",4,1946,上海,《周报(上海1945)》
一知(1946),浦熙修 (n),Directed,202715,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
不移(1946),寒山 (n),Directed,202716,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
不移(1946),拾得 (n),Directed,202717,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
丕强(1946),中国 (n),Directed,202718,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
东衣(1946),东北 (n),Directed,202719,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
东衣(1946),问题 (n),Directed,202720,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
何之(1946),内战 (n),Directed,202721,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
何之(1946),庐山 (n),Directed,202722,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
何肫林(1946),一次 (n),Directed,202723,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
何肫林(1946),实施 (n),Directed,202724,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
何肫林(1946),检查 (n),Directed,202725,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
俞颂华(1946),政治协商会议 (n),Directed,202726,,"<[1946.0, 1946.0]>",3,1946,上海,《国讯》
卞之琳(1946),艺术 (n),Directed,202727,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
司马星(1946),问题 (n),Directed,202728,,"<[1946.0, 1946.0]>",3,1946,重庆,《民主(重庆)》
向凡(1946),一週 (n),Directed,202729,,"<[1946.0, 1946.0]>",3,1946,重庆,《民主(重庆)》
吴晗(1946),先生 (n),Directed,202730,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
吴晗(1946),散记 (n),Directed,202731,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
吴晗(1946),还乡 (n),Directed,202732,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
吴泽(1946),个人 (n),Directed,202733,,"<[1946.0, 1946.0]>",3,1946,重庆,《中华论坛》
吴泽(1946),作用 (n),Directed,202734,,"<[1946.0, 1946.0]>",3,1946,重庆,《中华论坛》
吴泽(1946),哲学 (n),Directed,202735,,"<[1946.0, 1946.0]>",3,1946,重庆,《中华论坛》
吴泽(1946),稿篇 (n),Directed,202736,,"<[1946.0, 1946.0]>",3,1946,重庆,《中华论坛》
吴泽(1946),英雄 (n),Directed,202737,,"<[1946.0, 1946.0]>",3,1946,重庆,《中华论坛》
吴泽(1946),领袖 (n),Directed,202738,,"<[1946.0, 1946.0]>",3,1946,重庆,《中华论坛》
周公南(1946),生活 (n),Directed,202739,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
周建人(1946),内战 (n),Directed,202740,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
周建人(1946),民主 (n),Directed,202741,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
周琦(1946),报载 (n),Directed,202742,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
周而复(1946),人物 (n),Directed,202743,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
周而复(1946),山水 (n),Directed,202744,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
周而复(1946),满洲 (n),Directed,202745,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
唐思礼(1946),工作 (n),Directed,202746,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
唐思礼(1946),旅行 (n),Directed,202747,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
孙宝毅(1946),问题 (n),Directed,202748,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
客尔纳(1946),俄国 (n),Directed,202749,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
客尔纳(1946),冒险 (n),Directed,202750,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
客尔纳(1946),真相 (n),Directed,202751,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
客尔纳(1946),透视 (n),Directed,202752,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
张君劢(1946),中国 (n),Directed,202753,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
张君劢(1946),美国 (n),Directed,202755,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
张霞飞(1946),工作 (n),Directed,202756,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
徐盈(1946),农业 (n),Directed,202757,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
新武(1946),宪政 (n),Directed,202758,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
方治平(1946),经济 (n),Directed,202759,,"<[1946.0, 1946.0]>",4,1946,上海,《民主(上海)》
朱树锦(1946),片断 (n),Directed,202760,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
朱树锦(1946),生活 (n),Directed,202761,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
李广田(1946),文学 (n),Directed,202762,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
梁秋水(1946),一首 (n),Directed,202763,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
毅生(1946),中国 (n),Directed,202764,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
毅生(1946),问题 (n),Directed,202765,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
求思(1946),中国 (n),Directed,202766,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
求思(1946),内战 (n),Directed,202767,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
求思(1946),劳动英雄 (n),Directed,202768,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
求思(1946),笔下 (n),Directed,202769,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
求思(1946),联总 (n),Directed,202770,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
求思(1946),边区 (n),Directed,202771,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
沈定一(1946),工作 (n),Directed,202772,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
潘大逵(1946),评论 (n),Directed,202773,,"<[1946.0, 1946.0]>",3,1946,昆明,《民主周刊(昆明)》
潘静(1946),工作 (n),Directed,202774,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
王之枚(1946),周末 (n),Directed,202775,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
王之枚(1946),杂感 (n),Directed,202776,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
王艮仲(1946),国庆 (n),Directed,202777,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
祝唯一(1946),生活 (n),Directed,202778,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
胡先驌(1946),思想 (n),Directed,202779,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
胡先驌(1946),改造 (n),Directed,202780,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
胡愈之(1946),全国 (n),Directed,202781,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
胡愈之(1946),协会 (n),Directed,202782,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
胡愈之(1946),失踪 (n),Directed,202783,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
胡愈之(1946),报告书 (n),Directed,202784,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
胡愈之(1946),流亡 (n),Directed,202785,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
胡钊(1946),人民 (n),Directed,202786,,"<[1946.0, 1946.0]>",6,1946,上海,《国讯》
胡风(1946),文化 (n),Directed,202787,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
苏生(1946),会议 (n),Directed,202788,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
苏生(1946),外长 (n),Directed,202789,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
范登堡(1946),会议 (n),Directed,202790,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
范登堡(1946),伦敦 (n),Directed,202791,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
范登堡(1946),联合国 (n),Directed,202792,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
萧公权(1946),中国 (n),Directed,202793,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
萧公权(1946),地位 (n),Directed,202794,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
萧公权(1946),孔子 (n),Directed,202795,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
萧公权(1946),异端 (n),Directed,202796,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
萧公权(1946),思想 (n),Directed,202797,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
萧公权(1946),政治 (n),Directed,202798,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
萧公权(1946),文化史 (n),Directed,202799,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
蔡尚思(1946),民主 (n),Directed,202800,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
许寿裳(1946),两位 (n),Directed,202801,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
许寿裳(1946),中山 (n),Directed,202802,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
许寿裳(1946),国父 (n),Directed,202803,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
许寿裳(1946),开国元勋 (n),Directed,202804,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
许寿裳(1946),成功 (n),Directed,202805,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
许寿裳(1946),章太炎 (n),Directed,202806,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
费孝通(1946),人性 (n),Directed,202807,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
费孝通(1946),机器 (n),Directed,202808,,"<[1946.0, 1946.0]>",3,1946,上海,《再生》
赤峰(1946),大会 (n),Directed,202810,,"<[1946.0, 1946.0]>",3,1946,上海,《国讯》
赤峰(1946),机构 (n),Directed,202811,,"<[1946.0, 1946.0]>",3,1946,上海,《国讯》
赵志华(1946),片断 (n),Directed,202812,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
赵志华(1946),生活 (n),Directed,202813,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
赵渢(1946),前后 (n),Directed,202814,,"<[1946.0, 1946.0]>",3,1946,香港,《光明报》
赵渢(1946),惨案 (n),Directed,202815,,"<[1946.0, 1946.0]>",3,1946,香港,《光明报》
赵渢(1946),昆明 (n),Directed,202816,,"<[1946.0, 1946.0]>",3,1946,香港,《光明报》
赵渢(1946),李闻 (n),Directed,202817,,"<[1946.0, 1946.0]>",3,1946,香港,《光明报》
邓初民(1946),民主 (n),Directed,202818,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
邹云涛(1946),片断 (n),Directed,202819,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
郑振铎(1946),中国 (n),Directed,202820,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
郑振铎(1946),抗议 (n),Directed,202821,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
郑森禹(1946),人民 (n),Directed,202822,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
金大均(1946),人生 (n),Directed,202823,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
金大均(1946),学习 (n),Directed,202824,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
陆诒(1946),徐州 (n),Directed,202825,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
陈梅卿(1946),工作 (n),Directed,202826,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
陈瘦竹(1946),文学 (n),Directed,202827,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
陈瘦竹(1946),艺术 (n),Directed,202828,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
陈瘦竹(1946),音乐 (n),Directed,202829,,"<[1946.0, 1946.0]>",3,1946,上海,《观察》
顾佩之(1946),片断 (n),Directed,202830,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
顾佩之(1946),生活 (n),Directed,202831,,"<[1946.0, 1946.0]>",3,1946,上海,《中建》
马叙伦(1946),中国 (n),Directed,202832,,"<[1946.0, 1946.0]>",3,1946,上海,《民主(上海)》
高克奇(1946),问题 (n),Directed,202833,,"<[1946.0, 1946.0]>",3,1946,重庆,《民主(重庆)》
黄春生(1946),政策 (n),Directed,202834,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
黄春生(1946),美国 (n),Directed,202835,,"<[1946.0, 1946.0]>",3,1946,桂林,《民主:桂林版》
黄裳(1946),杂记 (n),Directed,202836,,"<[1946.0, 1946.0]>",3,1946,上海,《周报(上海1945)》
丁易(1946),明代 (n),Directed,202837,,"<[1946.0, 1946.0]>",2,1946,重庆,《中华论坛》
丁易(1946),机关 (n),Directed,202838,,"<[1946.0, 1946.0]>",2,1946,重庆,《中华论坛》
丁易(1946),特务 (n),Directed,202839,,"<[1946.0, 1946.0]>",2,1946,重庆,《中华论坛》
丁聪(1946),老百姓 (n),Directed,202840,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
丁聪(1946),调解 (n),Directed,202841,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
丁静(1946),内战 (n),Directed,202842,,"<[1946.0, 1946.0]>",2,1946,上海,《民主(上海)》
万武(1946),等待 (n),Directed,202843,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
不移(1946),冯玉祥 (n),Directed,202844,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
丕强(1946),东北 (n),Directed,202845,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
丕强(1946),国民党 (n),Directed,202846,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
丕强(1946),政治协商会议 (n),Directed,202847,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
丕强(1946),道路 (n),Directed,202848,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
丘哲(1946),先生 (n),Directed,202849,,"<[1946.0, 1946.0]>",3,1946,重庆,《中华论坛》
东方晦之(1946),时局 (n),Directed,202850,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
东衣(1946),张学良 (n),Directed,202851,,"<[1946.0, 1946.0]>",2,1946,上海,《民主(上海)》
东衣(1946),需要 (n),Directed,202852,,"<[1946.0, 1946.0]>",2,1946,上海,《民主(上海)》
乔峯(1946),内战 (n),Directed,202853,,"<[1946.0, 1946.0]>",2,1946,上海,《民主(上海)》
云涛(1946),工作 (n),Directed,202854,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
任远(1946),广州 (n),Directed,202855,,"<[1946.0, 1946.0]>",2,1946,上海,《民主(上海)》
任鸿隽(1946),太平洋 (n),Directed,202856,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
任鸿隽(1946),有序 (n),Directed,202857,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
任鸿隽(1946),生日 (n),Directed,202858,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
任鸿隽(1946),舟中 (n),Directed,202859,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
任鸿隽(1946),西江月 (n),Directed,202860,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
任鸿隽(1946),诗词 (n),Directed,202861,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
任鸿隽(1946),贺莎菲 (n),Directed,202862,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
伍啓元(1946),时代 (n),Directed,202863,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
伍啓元(1946),经济 (n),Directed,202864,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
何之(1946),南京 (n),Directed,202865,,"<[1946.0, 1946.0]>",2,1946,桂林,《民主:桂林版》
何之(1946),巴黎 (n),Directed,202866,,"<[1946.0, 1946.0]>",2,1946,桂林,《民主:桂林版》
何之(1946),纽约 (n),Directed,202867,,"<[1946.0, 1946.0]>",2,1946,桂林,《民主:桂林版》
何肫林(1946),一页 (n),Directed,202868,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何肫林(1946),八年 (n),Directed,202869,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何肫林(1946),团体 (n),Directed,202870,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何肫林(1946),国庆 (n),Directed,202871,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何肫林(1946),干训团 (n),Directed,202872,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何肫林(1946),报告 (n),Directed,202873,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何肫林(1946),进步 (n),Directed,202874,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何肫林(1946),问题 (n),Directed,202875,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
何陋之(1946),而已 (n),Directed,202876,,"<[1946.0, 1946.0]>",2,1946,桂林,《民主:桂林版》
余园(1946),书后 (n),Directed,202877,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
余园(1946),修正案 (n),Directed,202878,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
余园(1946),宪草 (n),Directed,202879,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
侯北人(1946),东北 (n),Directed,202880,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
侯北人(1946),国民党 (n),Directed,202881,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
侯北人(1946),日本 (n),Directed,202882,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
侯北人(1946),问题 (n),Directed,202883,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
傅菊人(1946),工作 (n),Directed,202884,,"<[1946.0, 1946.0]>",2,1946,上海,《中建》
克士(1946),说起 (n),Directed,202885,,"<[1946.0, 1946.0]>",2,1946,上海,《民主(上海)》
关夫(1946),已经 (n),Directed,202886,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
关夫(1946),自己 (n),Directed,202887,,"<[1946.0, 1946.0]>",2,1946,上海,《再生》
冬予里(1946),美国 (n),Directed,202888,,"<[1946.0, 1946.0]>",2,1946,昆明,《民主周刊(昆明)》
冯友兰(1946),知行 (n),Directed,202889,,"<[1946.0, 1946.0]>",2,1946,上海,《观察》
刘西渭(1946),法国 (n),Directed,202890,,"<[1946.0, 1946.0]>",2,1946,上海,《周报(上海1945)》
千家驹(1946),经济 (n),Directed,202891,,"<[1946.0, 1946.0]>",2,1946,香港,《光明报》
